drug_id,especie,semilla,n_semilla
190101,18,nula,0
190112,18,nula,0
190653,18,nula,0
191843,18,nula,0
192826,18,no informativa,2
196599,18,nula,0
197261,18,nula,0
198886,18,no informativa,12
198925,18,nula,0
200272,18,nula,0
201116,18,nula,0
201477,18,no informativa,3
201632,18,nula,0
201729,18,nula,0
201916,18,no informativa,3
203016,18,nula,0
203220,18,nula,0
203255,18,nula,0
204160,18,nula,0
205542,18,nula,0
205770,18,nula,0
205965,18,no informativa,7
208696,18,nula,0
208703,18,no informativa,6
208716,18,no informativa,3
208848,18,no informativa,3
208900,18,nula,0
209020,18,no informativa,5
209212,18,nula,0
209221,18,nula,0
210378,18,nula,0
210396,18,no informativa,6
211074,18,nula,0
211773,18,nula,0
212237,18,no informativa,2
213205,18,no informativa,3
213531,18,informativa,7
216025,18,nula,0
216585,18,nula,0
217090,18,nula,0
218418,18,nula,0
220756,18,no informativa,8
221517,18,nula,0
223585,18,nula,0
224412,18,no informativa,11
225497,18,nula,0
227285,18,nula,0
228658,18,nula,0
228946,18,no informativa,12
229185,18,nula,0
229265,18,nula,0
229959,18,nula,0
231663,18,nula,0
231957,18,nula,0
231959,18,nula,0
232410,18,no informativa,4
232638,18,no informativa,8
232930,18,nula,0
233307,18,nula,0
236638,18,nula,0
237183,18,no informativa,2
238725,18,nula,0
238990,18,nula,0
239071,18,nula,0
239258,18,nula,0
239676,18,informativa,11
240203,18,nula,0
241001,18,nula,0
241456,18,nula,0
241513,18,nula,0
242368,18,nula,0
243178,18,nula,0
244543,18,no informativa,2
245449,18,no informativa,3
246265,18,no informativa,22
246456,18,no informativa,2
246743,18,nula,0
246885,18,nula,0
247752,18,no informativa,3
247791,18,no informativa,10
248300,18,nula,0
250090,18,no informativa,2
250362,18,nula,0
250776,18,no informativa,3
253001,18,nula,0
253031,18,nula,0
256765,18,nula,0
258184,18,no informativa,6
258228,18,no informativa,2
259106,18,no informativa,38
259544,18,nula,0
259620,18,no informativa,3
259995,18,nula,0
260826,18,nula,0
264014,18,no informativa,2
264082,18,nula,0
264164,18,nula,0
265524,18,nula,0
266713,18,no informativa,6
267526,18,nula,0
267778,18,nula,0
268959,18,no informativa,37
273591,18,no informativa,2
274467,18,nula,0
274499,18,nula,0
274775,18,nula,0
277723,18,nula,0
278924,18,nula,0
279267,18,no informativa,47
279393,18,nula,0
279907,18,nula,0
281621,18,no informativa,2
282379,18,nula,0
282511,18,nula,0
282740,18,no informativa,5
285180,18,nula,0
287680,18,no informativa,2
288336,18,nula,0
291372,18,nula,0
292046,18,nula,0
292590,18,no informativa,6
292645,18,no informativa,9
292912,18,nula,0
293479,18,nula,0
293647,18,nula,0
295553,18,nula,0
295762,18,no informativa,5
295801,18,nula,0
296744,18,nula,0
299013,18,nula,0
299877,18,nula,0
303441,18,nula,0
303544,18,nula,0
303684,18,nula,0
304568,18,no informativa,4
307463,18,nula,0
307751,18,no informativa,8
308097,18,no informativa,3
309039,18,no informativa,2
311458,18,no informativa,2
311702,18,nula,0
313619,18,no informativa,8
313650,18,no informativa,2
314212,18,no informativa,15
314823,18,no informativa,14
315106,18,nula,0
315611,18,nula,0
315958,18,nula,0
316008,18,nula,0
317224,18,nula,0
317429,18,nula,0
318467,18,nula,0
319674,18,no informativa,7
319718,18,nula,0
320803,18,informativa,10
321368,18,nula,0
323305,18,no informativa,6
323368,18,nula,0
323884,18,nula,0
323916,18,nula,0
324464,18,nula,0
324736,18,nula,0
324831,18,no informativa,5
325391,18,nula,0
326800,18,nula,0
327332,18,nula,0
329247,18,nula,0
329870,18,nula,0
330423,18,nula,0
331076,18,nula,0
331123,18,no informativa,2
332818,18,nula,0
334280,18,nula,0
334678,18,nula,0
335133,18,nula,0
335813,18,nula,0
336725,18,nula,0
337559,18,nula,0
338782,18,nula,0
338891,18,informativa,5
340176,18,no informativa,13
340527,18,nula,0
340708,18,no informativa,9
341344,18,nula,0
342902,18,nula,0
343473,18,nula,0
344922,18,nula,0
345638,18,no informativa,3
347576,18,nula,0
347693,18,nula,0
348293,18,no informativa,6
350156,18,nula,0
350914,18,nula,0
352658,18,nula,0
352699,18,no informativa,5
353627,18,nula,0
353672,18,informativa,2
353899,18,no informativa,2
354213,18,nula,0
356096,18,no informativa,6
356388,18,nula,0
356765,18,nula,0
358890,18,no informativa,2
359030,18,no informativa,2
360231,18,nula,0
360349,18,nula,0
360510,18,no informativa,4
360631,18,nula,0
362100,18,no informativa,18
362693,18,no informativa,3
363958,18,no informativa,3
364002,18,nula,0
365149,18,no informativa,6
365724,18,nula,0
365994,18,nula,0
366249,18,nula,0
366820,18,nula,0
368001,18,nula,0
368247,18,nula,0
368357,18,no informativa,4
368652,18,nula,0
369874,18,nula,0
369965,18,nula,0
371936,18,nula,0
373678,18,nula,0
373732,18,nula,0
373849,18,nula,0
374596,18,informativa,3
376648,18,nula,0
376781,18,no informativa,8
377189,18,no informativa,15
377940,18,no informativa,2
380724,18,nula,0
381299,18,nula,0
381653,18,no informativa,26
382585,18,no informativa,10
382825,18,nula,0
383078,18,nula,0
383324,18,nula,0
384517,18,nula,0
385371,18,nula,0
385508,18,nula,0
386670,18,no informativa,10
387050,18,nula,0
387923,18,no informativa,5
388301,18,nula,0
389596,18,nula,0
393456,18,nula,0
393894,18,nula,0
394463,18,nula,0
396491,18,nula,0
397150,18,nula,0
400269,18,no informativa,5
401477,18,nula,0
404774,18,nula,0
406353,18,nula,0
409376,18,nula,0
410269,18,nula,0
410280,18,nula,0
411279,18,no informativa,6
412001,18,nula,0
412936,18,nula,0
413471,18,nula,0
413955,18,nula,0
415241,18,nula,0
415972,18,nula,0
416469,18,no informativa,9
417384,18,no informativa,47
418997,18,nula,0
419441,18,no informativa,3
420860,18,no informativa,3
422684,18,no informativa,12
422779,18,nula,0
423002,18,nula,0
423114,18,informativa,20
425641,18,nula,0
425797,18,nula,0
426634,18,nula,0
427679,18,informativa,3
430526,18,no informativa,2
430632,18,nula,0
431930,18,nula,0
431931,18,nula,0
432510,18,nula,0
433125,18,nula,0
433985,18,nula,0
434959,18,nula,0
435697,18,nula,0
435862,18,no informativa,7
436109,18,nula,0
436286,18,nula,0
437546,18,nula,0
438282,18,nula,0
439148,18,nula,0
439604,18,nula,0
441827,18,nula,0
442347,18,nula,0
442477,18,no informativa,6
443463,18,no informativa,2
443681,18,no informativa,2
445110,18,nula,0
446533,18,nula,0
446917,18,no informativa,3
446957,18,nula,0
447652,18,informativa,3
447680,18,no informativa,19
448474,18,no informativa,10
449381,18,nula,0
449771,18,nula,0
450570,18,nula,0
450638,18,informativa,12
450948,18,nula,0
451433,18,nula,0
451810,18,nula,0
452782,18,no informativa,3
455220,18,no informativa,2
456039,18,no informativa,2
456504,18,no informativa,6
457135,18,nula,0
457431,18,no informativa,2
457953,18,nula,0
459314,18,nula,0
459644,18,nula,0
460143,18,no informativa,6
460227,18,informativa,6
461110,18,nula,0
461152,18,nula,0
462292,18,nula,0
462309,18,nula,0
464010,18,no informativa,17
464647,18,nula,0
465220,18,no informativa,2
465315,18,nula,0
465466,18,nula,0
466365,18,nula,0
467709,18,nula,0
468206,18,nula,0
469831,18,no informativa,10
471204,18,no informativa,6
472509,18,nula,0
472878,18,no informativa,2
473498,18,nula,0
474767,18,nula,0
475021,18,nula,0
475070,18,no informativa,2
475763,18,no informativa,2
476172,18,nula,0
476279,18,nula,0
477098,18,nula,0
478263,18,no informativa,6
478654,18,no informativa,3
479781,18,no informativa,3
479932,18,nula,0
480499,18,nula,0
481507,18,nula,0
484106,18,no informativa,4
485106,18,no informativa,11
487465,18,no informativa,2
488964,18,nula,0
489208,18,nula,0
489481,18,no informativa,2
490391,18,nula,0
490840,18,no informativa,11
491156,18,nula,0
491563,18,nula,0
492880,18,no informativa,2
492982,18,informativa,1626
493003,18,nula,0
493228,18,nula,0
493691,18,nula,0
494054,18,no informativa,23
494362,18,no informativa,2
497006,18,no informativa,2
498372,18,no informativa,6
498988,18,nula,0
499650,18,nula,0
500382,18,nula,0
501353,18,nula,0
503317,18,no informativa,2
503344,18,nula,0
504510,18,nula,0
504564,18,no informativa,9
505576,18,no informativa,2
506021,18,no informativa,4
507037,18,nula,0
508188,18,nula,0
508794,18,no informativa,7
508806,18,no informativa,3
509095,18,nula,0
509504,18,no informativa,5
509862,18,no informativa,2
510175,18,nula,0
511228,18,no informativa,4
513091,18,nula,0
513349,18,no informativa,8
513900,18,nula,0
514656,18,nula,0
514838,18,no informativa,9
515254,18,nula,0
517074,18,nula,0
517185,18,no informativa,2
518647,18,nula,0
520448,18,nula,0
520668,18,no informativa,3
522248,18,nula,0
522318,18,informativa,10
522922,18,nula,0
522979,18,nula,0
524297,18,no informativa,3
524711,18,no informativa,17
525049,18,informativa,18
526065,18,no informativa,2
528526,18,nula,0
528539,18,nula,0
530038,18,nula,0
530087,18,nula,0
530511,18,nula,0
530513,18,no informativa,7
530574,18,nula,0
530605,18,nula,0
530673,18,nula,0
531252,18,no informativa,2
531322,18,nula,0
531939,18,nula,0
532573,18,no informativa,6
533035,18,nula,0
535345,18,no informativa,3
535369,18,nula,0
535417,18,nula,0
536138,18,informativa,4
539327,18,nula,0
539576,18,nula,0
540101,18,nula,0
540104,18,nula,0
543191,18,nula,0
543477,18,no informativa,2
543674,18,no informativa,3
543758,18,nula,0
544328,18,nula,0
544955,18,nula,0
545135,18,nula,0
545872,18,nula,0
546737,18,nula,0
547247,18,no informativa,2
547264,18,nula,0
548088,18,nula,0
550235,18,no informativa,11
551026,18,nula,0
551088,18,nula,0
551230,18,nula,0
552388,18,no informativa,3
553473,18,no informativa,2
554786,18,nula,0
554949,18,no informativa,2
555515,18,nula,0
555593,18,no informativa,3
556362,18,nula,0
557152,18,nula,0
557479,18,no informativa,9
557883,18,nula,0
558282,18,nula,0
560990,18,nula,0
561149,18,nula,0
561369,18,nula,0
561396,18,no informativa,4
561863,18,nula,0
562538,18,no informativa,4
563846,18,nula,0
564570,18,nula,0
565039,18,nula,0
565365,18,nula,0
567209,18,nula,0
567521,18,no informativa,6
567805,18,no informativa,6
568357,18,nula,0
568771,18,no informativa,4
569337,18,nula,0
569503,18,no informativa,3
570417,18,nula,0
571220,18,no informativa,5
571550,18,nula,0
574148,18,nula,0
574443,18,nula,0
574506,18,nula,0
574906,18,nula,0
578487,18,informativa,62
578590,18,no informativa,5
579774,18,nula,0
580188,18,nula,0
581962,18,nula,0
582450,18,no informativa,4
582568,18,nula,0
583540,18,nula,0
585225,18,nula,0
589155,18,nula,0
589165,18,nula,0
589443,18,nula,0
590210,18,nula,0
591202,18,nula,0
591594,18,no informativa,2
591976,18,nula,0
593152,18,no informativa,2
596307,18,nula,0
597073,18,informativa,11
597289,18,no informativa,76
599267,18,nula,0
599943,18,no informativa,32
600110,18,nula,0
600431,18,nula,0
600647,18,nula,0
600867,18,nula,0
601650,18,no informativa,6
602847,18,nula,0
605511,18,nula,0
605672,18,informativa,6
606370,18,no informativa,2
606787,18,no informativa,6
606833,18,no informativa,2
606900,18,nula,0
606997,18,nula,0
607565,18,no informativa,8
607862,18,nula,0
607955,18,no informativa,14
607985,18,no informativa,5
609814,18,nula,0
609892,18,nula,0
609925,18,nula,0
611773,18,no informativa,4
613315,18,no informativa,8
614056,18,no informativa,12
614572,18,no informativa,9
615530,18,informativa,10
616132,18,nula,0
616798,18,nula,0
619397,18,nula,0
619475,18,informativa,9
619512,18,informativa,2
620444,18,nula,0
621186,18,nula,0
621237,18,no informativa,9
622659,18,nula,0
624031,18,no informativa,16
624899,18,nula,0
625250,18,no informativa,2
626477,18,nula,0
626863,18,nula,0
627303,18,nula,0
629181,18,nula,0
630329,18,nula,0
630857,18,no informativa,5
631689,18,nula,0
631996,18,nula,0
633054,18,nula,0
634298,18,nula,0
634585,18,nula,0
635451,18,nula,0
636469,18,nula,0
636607,18,no informativa,2
637355,18,nula,0
639411,18,nula,0
640201,18,informativa,25
640381,18,no informativa,15
642498,18,nula,0
644677,18,no informativa,3
645634,18,nula,0
647383,18,informativa,5
648382,18,nula,0
648503,18,nula,0
649456,18,nula,0
650790,18,no informativa,37
651494,18,nula,0
651522,18,nula,0
651734,18,nula,0
653482,18,nula,0
653534,18,nula,0
655636,18,nula,0
655725,18,no informativa,2
656298,18,nula,0
657373,18,nula,0
660260,18,no informativa,2
664714,18,no informativa,2
664745,18,nula,0
665633,18,no informativa,8
666151,18,nula,0
666972,18,nula,0
667318,18,nula,0
667577,18,nula,0
667900,18,nula,0
668031,18,no informativa,6
668421,18,no informativa,7
669475,18,no informativa,4
670221,18,nula,0
670952,18,nula,0
671054,18,no informativa,6
672075,18,nula,0
674093,18,nula,0
674394,18,nula,0
674709,18,no informativa,3
675194,18,nula,0
675636,18,nula,0
675711,18,nula,0
675960,18,informativa,134
678527,18,nula,0
678674,18,nula,0
678955,18,nula,0
679715,18,informativa,99
680545,18,informativa,3
680684,18,nula,0
682900,18,nula,0
684682,18,nula,0
684837,18,nula,0
685536,18,no informativa,16
685657,18,nula,0
686393,18,nula,0
689510,18,informativa,3
690617,18,nula,0
690715,18,no informativa,4
692161,18,nula,0
692607,18,nula,0
692846,18,no informativa,4
693259,18,no informativa,2
693482,18,nula,0
693535,18,no informativa,5
694109,18,nula,0
694886,18,nula,0
694988,18,nula,0
696317,18,no informativa,12
696457,18,nula,0
696981,18,no informativa,3
697477,18,no informativa,9
698093,18,no informativa,3
698710,18,no informativa,3
700113,18,no informativa,2
703358,18,no informativa,9
704735,18,nula,0
705943,18,informativa,3
706516,18,no informativa,3
708370,18,no informativa,33
708729,18,nula,0
709751,18,no informativa,6
710100,18,nula,0
710444,18,nula,0
710709,18,no informativa,3
711824,18,nula,0
713089,18,no informativa,2
713639,18,no informativa,4
714440,18,nula,0
714716,18,nula,0
714835,18,nula,0
717328,18,nula,0
718022,18,no informativa,2
721747,18,nula,0
722043,18,nula,0
722435,18,nula,0
724412,18,nula,0
724548,18,nula,0
724797,18,nula,0
725145,18,nula,0
725309,18,nula,0
725615,18,no informativa,2
726671,18,informativa,31
726714,18,nula,0
728051,18,nula,0
728519,18,nula,0
730354,18,no informativa,8
732677,18,nula,0
732692,18,no informativa,2
733255,18,no informativa,2
733439,18,nula,0
733660,18,no informativa,8
734646,18,no informativa,3
734727,18,nula,0
735203,18,no informativa,11
735779,18,no informativa,3
736009,18,nula,0
736054,18,nula,0
736136,18,no informativa,2
736610,18,nula,0
736659,18,nula,0
737434,18,nula,0
738739,18,no informativa,27
742289,18,nula,0
742506,18,no informativa,3
742561,18,nula,0
744567,18,nula,0
745081,18,nula,0
745874,18,no informativa,2
746556,18,no informativa,2
747041,18,informativa,12
747070,18,nula,0
748683,18,nula,0
749482,18,no informativa,6
749796,18,nula,0
750920,18,nula,0
752213,18,no informativa,3
753189,18,nula,0
754716,18,no informativa,2
756197,18,no informativa,2
756925,18,nula,0
757741,18,nula,0
758141,18,informativa,3
761171,18,no informativa,3
761200,18,nula,0
761411,18,nula,0
763470,18,no informativa,2
764804,18,nula,0
765393,18,nula,0
765684,18,nula,0
766371,18,nula,0
766834,18,nula,0
768475,18,no informativa,2
768573,18,no informativa,409
768902,18,nula,0
770201,18,nula,0
770965,18,nula,0
772716,18,nula,0
773472,18,nula,0
774051,18,nula,0
776484,18,nula,0
777584,18,nula,0
777659,18,nula,0
777950,18,nula,0
779388,18,nula,0
781173,18,nula,0
782725,18,nula,0
785683,18,nula,0
786270,18,nula,0
787495,18,nula,0
787738,18,no informativa,2
788424,18,nula,0
788525,18,nula,0
788822,18,nula,0
790159,18,nula,0
791251,18,nula,0
791800,18,nula,0
792222,18,nula,0
792949,18,nula,0
793168,18,informativa,3
794493,18,nula,0
795532,18,no informativa,8
796175,18,nula,0
796205,18,nula,0
796279,18,nula,0
796745,18,no informativa,4
797927,18,nula,0
797938,18,nula,0
798157,18,nula,0
798235,18,nula,0
799456,18,nula,0
800935,18,nula,0
803405,18,no informativa,12
805915,18,nula,0
807050,18,nula,0
808516,18,nula,0
808662,18,nula,0
809033,18,informativa,3
809771,18,nula,0
809945,18,nula,0
811989,18,nula,0
812423,18,nula,0
812505,18,nula,0
813192,18,nula,0
815267,18,no informativa,9
816054,18,nula,0
819000,18,nula,0
819610,18,nula,0
821218,18,nula,0
822556,18,no informativa,14
824687,18,nula,0
828033,18,no informativa,9
829035,18,nula,0
829199,18,nula,0
830906,18,nula,0
831098,18,nula,0
427,1,nula,0
873,1,nula,0
4386,1,nula,0
4535,1,nula,0
5218,1,no informativa,13
5527,1,nula,0
6747,1,nula,0
8332,1,nula,0
11238,1,nula,0
12243,1,no informativa,14
12354,1,no informativa,2
13213,1,nula,0
13897,1,nula,0
16098,1,nula,0
16447,1,nula,0
16586,1,nula,0
16635,1,nula,0
16696,1,no informativa,4
17319,1,no informativa,3
17835,1,nula,0
18006,1,no informativa,5
18082,1,informativa,2
18443,1,nula,0
20448,1,nula,0
20866,1,no informativa,5
21080,1,no informativa,19
21625,1,nula,0
24260,1,nula,0
24540,1,nula,0
25578,1,no informativa,3
25800,1,nula,0
27202,1,nula,0
27470,1,nula,0
27739,1,no informativa,2
29427,1,nula,0
30587,1,nula,0
33839,1,no informativa,2
34914,1,nula,0
35056,1,no informativa,77
35329,1,no informativa,3
35730,1,no informativa,359
36221,1,nula,0
36747,1,no informativa,16
39964,1,nula,0
40677,1,nula,0
40849,1,nula,0
42421,1,no informativa,2
42779,1,nula,0
44961,1,nula,0
45219,1,no informativa,2
45689,1,nula,0
45971,1,nula,0
46944,1,no informativa,6
47514,1,informativa,11
48252,1,nula,0
48769,1,no informativa,2
49294,1,nula,0
49737,1,no informativa,6
50192,1,nula,0
51439,1,nula,0
51745,1,nula,0
52466,1,nula,0
54431,1,no informativa,179
56908,1,informativa,25
57226,1,nula,0
58473,1,no informativa,9
61126,1,nula,0
61635,1,nula,0
62069,1,no informativa,4
62752,1,nula,0
63713,1,nula,0
64417,1,nula,0
65993,1,nula,0
66386,1,no informativa,19
66989,1,no informativa,6
67433,1,no informativa,2
68339,1,no informativa,44
69418,1,nula,0
71438,1,informativa,301
71861,1,nula,0
75650,1,nula,0
76685,1,nula,0
76713,1,nula,0
77010,1,no informativa,7
78377,1,nula,0
78930,1,no informativa,13
79701,1,nula,0
80139,1,nula,0
80940,1,nula,0
82234,1,nula,0
83972,1,nula,0
84188,1,no informativa,2
84731,1,nula,0
85009,1,nula,0
85080,1,no informativa,5
85238,1,nula,0
85924,1,nula,0
86435,1,no informativa,7
86511,1,nula,0
86577,1,nula,0
86997,1,nula,0
88339,1,nula,0
88351,1,nula,0
88601,1,nula,0
88780,1,nula,0
89331,1,no informativa,4
91289,1,nula,0
92207,1,nula,0
92280,1,nula,0
93597,1,nula,0
94573,1,nula,0
94657,1,no informativa,6
95700,1,nula,0
96199,1,nula,0
97872,1,nula,0
98372,1,no informativa,4
99182,1,no informativa,2
99243,1,nula,0
99680,1,no informativa,3
101644,1,no informativa,6
103555,1,nula,0
105122,1,nula,0
105133,1,nula,0
106815,1,nula,0
108034,1,nula,0
108404,1,no informativa,7
109391,1,nula,0
109489,1,no informativa,14
110267,1,nula,0
110285,1,nula,0
111582,1,nula,0
112077,1,informativa,83
112395,1,no informativa,9
113410,1,nula,0
114516,1,nula,0
115992,1,no informativa,5
116784,1,no informativa,19
119461,1,nula,0
120907,1,nula,0
124016,1,nula,0
124515,1,nula,0
124633,1,nula,0
126064,1,informativa,3
127706,1,no informativa,10
130113,1,no informativa,8
130624,1,informativa,4
130792,1,nula,0
137090,1,nula,0
138384,1,nula,0
138973,1,nula,0
139094,1,nula,0
140024,1,no informativa,2
140340,1,nula,0
140941,1,nula,0
141560,1,nula,0
142113,1,nula,0
143030,1,nula,0
143645,1,no informativa,22
143693,1,nula,0
144219,1,no informativa,2
145561,1,nula,0
147537,1,informativa,12
147837,1,no informativa,2
148071,1,nula,0
148656,1,nula,0
150860,1,no informativa,3
151877,1,informativa,2
152435,1,nula,0
152626,1,no informativa,2
153347,1,no informativa,2
153907,1,nula,0
154786,1,nula,0
155060,1,no informativa,6
155169,1,nula,0
155239,1,nula,0
155455,1,nula,0
155854,1,nula,0
156135,1,nula,0
156507,1,no informativa,9
156992,1,no informativa,2
158200,1,informativa,2
158844,1,nula,0
158963,1,nula,0
159177,1,nula,0
160305,1,nula,0
161481,1,nula,0
161584,1,nula,0
163538,1,nula,0
166204,1,no informativa,4
166897,1,nula,0
167089,1,nula,0
167444,1,nula,0
170177,1,no informativa,2
170409,1,nula,0
170695,1,no informativa,5
171397,1,nula,0
171992,1,no informativa,2
172095,1,no informativa,2
172904,1,nula,0
173297,1,no informativa,2
174380,1,nula,0
174471,1,nula,0
175200,1,nula,0
176937,1,nula,0
177072,1,nula,0
177087,1,nula,0
179573,1,nula,0
181345,1,no informativa,219
183214,1,nula,0
183219,1,nula,0
183988,1,no informativa,4
184394,1,nula,0
184708,1,nula,0
185231,1,no informativa,5
187310,1,nula,0
188927,1,no informativa,4
188943,1,nula,0
189116,1,no informativa,9
189624,1,nula,0
190911,1,no informativa,4
191209,1,nula,0
193009,1,nula,0
193375,1,no informativa,15
194026,1,no informativa,3
194724,1,nula,0
196540,1,nula,0
196774,1,nula,0
197274,1,nula,0
197841,1,informativa,172
198762,1,no informativa,5
198924,1,nula,0
198999,1,informativa,3
201555,1,no informativa,19
201632,1,nula,0
204522,1,nula,0
204695,1,nula,0
205644,1,no informativa,5
205653,1,nula,0
207414,1,nula,0
208107,1,nula,0
208402,1,nula,0
209212,1,nula,0
209682,1,nula,0
210158,1,nula,0
210192,1,nula,0
210983,1,nula,0
211200,1,nula,0
211249,1,no informativa,5
213376,1,nula,0
213608,1,nula,0
213798,1,nula,0
214630,1,no informativa,2
215866,1,nula,0
217676,1,nula,0
217823,1,nula,0
218292,1,no informativa,2
219697,1,no informativa,6
220048,1,nula,0
220157,1,nula,0
221803,1,nula,0
222624,1,nula,0
223222,1,nula,0
223308,1,no informativa,7
224612,1,nula,0
225028,1,no informativa,4
225985,1,no informativa,2
226735,1,nula,0
228019,1,nula,0
228901,1,no informativa,2
229064,1,nula,0
229271,1,informativa,5
229276,1,nula,0
229323,1,no informativa,3
229981,1,no informativa,4
231220,1,no informativa,2
231362,1,nula,0
231890,1,nula,0
234168,1,no informativa,2
234446,1,informativa,22
234447,1,nula,0
234469,1,no informativa,6
236712,1,no informativa,4
237840,1,nula,0
239267,1,nula,0
239290,1,no informativa,5
239395,1,nula,0
239557,1,no informativa,4
240986,1,no informativa,10
241117,1,nula,0
241794,1,nula,0
242546,1,nula,0
243826,1,no informativa,3
244900,1,nula,0
248716,1,nula,0
249331,1,no informativa,4
249677,1,no informativa,5
249988,1,nula,0
251634,1,no informativa,2
252737,1,informativa,11
253031,1,nula,0
253229,1,nula,0
257290,1,no informativa,2
259447,1,nula,0
259591,1,no informativa,4
259647,1,nula,0
262009,1,nula,0
262321,1,no informativa,4
263300,1,nula,0
263990,1,nula,0
264075,1,no informativa,10
264568,1,nula,0
266346,1,nula,0
266458,1,no informativa,3
268213,1,nula,0
269652,1,nula,0
269945,1,nula,0
270664,1,no informativa,280
270694,1,nula,0
270988,1,nula,0
274575,1,nula,0
275311,1,nula,0
275470,1,nula,0
275521,1,nula,0
275723,1,no informativa,2
277865,1,nula,0
278167,1,nula,0
278855,1,nula,0
279539,1,nula,0
280919,1,nula,0
281226,1,nula,0
281372,1,no informativa,3
281987,1,nula,0
283737,1,nula,0
286300,1,informativa,11
287421,1,nula,0
288503,1,nula,0
289544,1,nula,0
291159,1,nula,0
291341,1,no informativa,2
291343,1,nula,0
291725,1,nula,0
292110,1,nula,0
292816,1,nula,0
292948,1,nula,0
293388,1,nula,0
293827,1,nula,0
294422,1,nula,0
295242,1,nula,0
298540,1,nula,0
298862,1,nula,0
299394,1,nula,0
300475,1,no informativa,5
301361,1,nula,0
301731,1,nula,0
302669,1,nula,0
302754,1,nula,0
303649,1,nula,0
304155,1,nula,0
308352,1,nula,0
310240,1,nula,0
312976,1,no informativa,3
313087,1,nula,0
313528,1,no informativa,8
313727,1,no informativa,3
314644,1,nula,0
317711,1,nula,0
317759,1,nula,0
319750,1,nula,0
319813,1,nula,0
320518,1,no informativa,2
320848,1,nula,0
321688,1,informativa,2
321954,1,informativa,7
322642,1,nula,0
322776,1,nula,0
323369,1,no informativa,3
323966,1,nula,0
324577,1,nula,0
325280,1,nula,0
326706,1,nula,0
327472,1,nula,0
328842,1,nula,0
329241,1,no informativa,12
329670,1,nula,0
331396,1,nula,0
331864,1,nula,0
333873,1,no informativa,5
335521,1,nula,0
336595,1,nula,0
337559,1,nula,0
338929,1,no informativa,4
340046,1,nula,0
340588,1,nula,0
342416,1,no informativa,13
342569,1,nula,0
344187,1,informativa,7
345111,1,nula,0
347139,1,nula,0
347928,1,nula,0
349516,1,no informativa,2
349892,1,nula,0
349979,1,nula,0
350342,1,no informativa,8
350360,1,nula,0
350704,1,no informativa,16
355489,1,nula,0
355685,1,nula,0
358392,1,no informativa,2
358485,1,nula,0
359742,1,nula,0
360564,1,nula,0
362584,1,nula,0
364783,1,no informativa,23
367357,1,nula,0
367693,1,nula,0
368286,1,no informativa,2
368630,1,nula,0
369270,1,nula,0
369663,1,no informativa,4
372479,1,no informativa,5
373456,1,no informativa,2
374128,1,nula,0
375577,1,no informativa,3
376475,1,nula,0
378630,1,nula,0
378771,1,nula,0
379331,1,nula,0
379561,1,nula,0
380708,1,no informativa,4
381381,1,no informativa,2
381601,1,nula,0
381670,1,nula,0
381881,1,nula,0
382212,1,no informativa,4
382234,1,nula,0
382715,1,nula,0
384171,1,no informativa,6
385162,1,nula,0
385378,1,nula,0
385482,1,no informativa,21
386187,1,no informativa,6
387265,1,nula,0
389190,1,nula,0
389882,1,no informativa,2
390990,1,no informativa,414
391029,1,nula,0
391558,1,nula,0
391886,1,no informativa,20
392371,1,nula,0
395830,1,no informativa,2
396563,1,no informativa,5
396914,1,no informativa,4
396927,1,nula,0
398145,1,nula,0
398250,1,nula,0
399004,1,nula,0
399610,1,nula,0
400136,1,nula,0
400366,1,nula,0
400752,1,nula,0
400885,1,no informativa,10
401092,1,nula,0
401781,1,no informativa,2
402519,1,nula,0
402833,1,nula,0
403261,1,nula,0
404990,1,nula,0
405249,1,nula,0
405324,1,no informativa,4
406594,1,no informativa,3
406918,1,nula,0
407414,1,no informativa,8
407578,1,nula,0
408271,1,nula,0
408430,1,no informativa,6
409162,1,nula,0
409489,1,nula,0
410272,1,no informativa,60
411046,1,no informativa,4
412391,1,nula,0
414906,1,nula,0
415134,1,nula,0
417101,1,nula,0
417365,1,nula,0
418425,1,nula,0
419100,1,nula,0
419264,1,no informativa,4
420534,1,nula,0
421594,1,nula,0
422032,1,no informativa,2
422110,1,nula,0
423274,1,nula,0
423619,1,nula,0
423721,1,nula,0
423973,1,nula,0
424292,1,nula,0
425564,1,nula,0
425761,1,no informativa,4
425834,1,nula,0
427248,1,nula,0
427390,1,no informativa,4
429353,1,nula,0
429638,1,nula,0
430547,1,no informativa,3
433618,1,nula,0
435460,1,nula,0
436195,1,nula,0
436407,1,no informativa,10
438703,1,no informativa,6
440471,1,nula,0
441262,1,nula,0
441704,1,nula,0
444707,1,no informativa,4
444852,1,no informativa,2
445306,1,nula,0
445578,1,nula,0
446440,1,no informativa,2
446615,1,nula,0
446784,1,nula,0
447622,1,nula,0
447680,1,no informativa,19
449415,1,nula,0
449645,1,nula,0
449780,1,nula,0
451103,1,nula,0
452021,1,nula,0
452807,1,nula,0
453172,1,nula,0
454848,1,nula,0
455914,1,no informativa,23
457563,1,nula,0
459522,1,no informativa,4
459890,1,no informativa,2
460333,1,no informativa,7
462425,1,no informativa,4
463488,1,no informativa,3
465234,1,no informativa,6
467471,1,nula,0
468976,1,nula,0
470756,1,nula,0
