drug_id,especie,semilla,target_id,n_semilla,score,rank,frank,rG,rSS,clase,n_targets
10858,5,no informativa,178601,3,0.0,1094.0,0.5002286236854138,184489.0,1094.0,indirecta,2187.0
23007,5,informativa,132630,2,0.25385553745380274,1.5,0.0006858710562414266,33.0,1.5,directa,2187.0
51445,5,informativa,208149,256,0.5823197721065249,13.0,0.00594421582075903,934.0,13.0,indirecta,2187.0
103341,5,nula,53647,0,,,,,,sin semilla,
118107,5,nula,156983,0,,,,,,sin semilla,
133634,5,nula,281862,0,,,,,,sin semilla,
155455,5,nula,71947,0,,,,,,sin semilla,
197841,5,no informativa,142267,154,0.0,1121.0,0.5125743026977595,187771.0,1121.0,indirecta,2187.0
231413,5,nula,132630,0,,,,,,sin semilla,
254476,5,nula,227138,0,,,,,,sin semilla,
290180,5,nula,132630,0,,,,,,sin semilla,
316361,5,nula,132630,0,,,,,,sin semilla,
328802,5,nula,370681,0,,,,,,sin semilla,
337040,5,nula,132630,0,,,,,,sin semilla,
351873,5,nula,227138,0,,,,,,sin semilla,
365548,5,nula,132630,0,,,,,,sin semilla,
368433,5,nula,132630,0,,,,,,sin semilla,
390097,5,informativa,81681,855,0.4893706106068102,41.0,0.018747142203932327,2810.5,41.0,indirecta,2187.0
407041,5,nula,105702,0,,,,,,sin semilla,
477481,5,informativa,71947,5,0.05193714831238448,4.0,0.001828989483310471,189.0,4.0,indirecta,2187.0
503918,5,no informativa,75288,2,0.0,1097.0,0.5016003657978967,184680.0,1097.0,indirecta,2187.0
505054,5,nula,195674,0,,,,,,sin semilla,
517185,5,nula,291886,0,,,,,,sin semilla,
532573,5,no informativa,227138,6,0.0,1103.5,0.5045724737082762,184620.5,1103.5,indirecta,2187.0
540406,5,informativa,281862,12,0.0006693694871521648,22.5,0.0102880658436214,4637.5,22.5,indirecta,2187.0
541378,5,no informativa,377085,512,0.0,1314.5,0.6010516689529035,205851.5,1314.5,indirecta,2187.0
559860,5,no informativa,358008,3,0.0,1098.0,0.5020576131687243,184741.0,1098.0,indirecta,2187.0
599166,5,informativa,178601,5,0.0985235976325229,1.0,0.0004572473708276177,19.5,1.0,directa,2187.0
603813,5,no informativa,291886,12,0.0,1136.0,0.5194330132601738,186776.0,1136.0,indirecta,2187.0
607231,5,informativa,132630,2,0.12845701895252667,1.5,0.0006858710562414266,33.0,1.5,directa,2187.0
678576,5,nula,132630,0,,,,,,sin semilla,
684605,5,no informativa,227138,9,0.0,1100.5,0.5032007315957934,184470.5,1100.5,indirecta,2187.0
692043,5,informativa,132630,2,0.12845701895252667,1.5,0.0006858710562414266,33.0,1.5,directa,2187.0
767433,5,nula,53647,0,,,,,,sin semilla,
775308,5,nula,71947,0,,,,,,sin semilla,
785389,5,informativa,9241,18,0.3954488105054752,5.0,0.002286236854138089,36.5,5.0,indirecta,2187.0
804264,5,informativa,178601,250,0.14502868856190154,36.0,0.01646090534979424,4219.0,36.0,indirecta,2187.0
824568,5,nula,132630,0,,,,,,sin semilla,
