drug_id,especie,semilla,target_id,n_semilla,score,rank,frank,rG,rSS,clase,n_targets
37132,23,no informativa,284803,2,0.0,3290.5,0.5012949421084705,185039.0,3290.5,indirecta,6564.0
37620,23,no informativa,284803,842,0.0,3875.0,0.5903412553321146,222426.5,3875.0,indirecta,6564.0
47518,23,nula,307145,0,,,,,,sin semilla,
50265,23,no informativa,32,7,0.0,3294.5,0.5019043266301036,185741.5,3294.5,indirecta,6564.0
58589,23,nula,307145,0,,,,,,sin semilla,
58803,23,nula,274521,0,,,,,,sin semilla,
61622,23,no informativa,112197,3,0.0,3370.0,0.5134064594759293,189267.5,3370.0,indirecta,6564.0
70910,23,nula,307145,0,,,,,,sin semilla,
82720,23,nula,311524,0,,,,,,sin semilla,
85881,23,no informativa,307145,3,0.0,3304.5,0.5034277879341865,185682.5,3304.5,indirecta,6564.0
95441,23,nula,307145,0,,,,,,sin semilla,
104356,23,nula,88993,0,,,,,,sin semilla,
120764,23,nula,307145,0,,,,,,sin semilla,
123815,23,no informativa,307145,9,0.0,3298.5,0.5025137111517367,187349.0,3298.5,indirecta,6564.0
129153,23,nula,307145,0,,,,,,sin semilla,
146370,23,no informativa,284803,6,0.0,3293.0,0.5016758074344911,186205.5,3293.0,indirecta,6564.0
179295,23,nula,88993,0,,,,,,sin semilla,
215677,23,nula,307145,0,,,,,,sin semilla,
216681,23,nula,307145,0,,,,,,sin semilla,
223630,23,nula,368020,0,,,,,,sin semilla,
228724,23,nula,88993,0,,,,,,sin semilla,
246871,23,nula,398952,0,,,,,,sin semilla,
250009,23,nula,284803,0,,,,,,sin semilla,
254476,23,no informativa,246579,2,0.0,3287.0,0.5007617306520414,187339.0,3287.0,indirecta,6564.0
254653,23,nula,284803,0,,,,,,sin semilla,
271137,23,no informativa,284021,4,0.0,3331.0,0.5074649603900061,186291.0,3331.0,indirecta,6564.0
296953,23,nula,88993,0,,,,,,sin semilla,
298598,23,nula,307145,0,,,,,,sin semilla,
308589,23,nula,284803,0,,,,,,sin semilla,
