posicion,n,frac_acumulada
1097,3,0.11221122112211221
1098,1,0.11262376237623763
1099,1,0.11303630363036303
1101,1,0.11344884488448845
1103,1,0.11386138613861387
1116,1,0.11427392739273927
1131,2,0.1150990099009901
1133,1,0.11551155115511551
1136,1,0.11592409240924093
1138,1,0.11633663366336634
1168,1,0.11674917491749175
1264,1,0.11716171617161716
1513,1,0.11757425742574257
2037,63,0.14356435643564355
2038,25,0.15387788778877887
2039,11,0.15841584158415842
2040,9,0.16212871287128713
2041,6,0.1646039603960396
2042,5,0.16666666666666666
2043,9,0.17037953795379537
2044,3,0.1716171617161716
2045,4,0.17326732673267325
2046,10,0.1773927392739274
2047,6,0.17986798679867988
2048,6,0.18234323432343233
2049,2,0.18316831683168316
2050,2,0.183993399339934
2052,1,0.1844059405940594
2054,2,0.18523102310231024
2055,2,0.18605610561056105
2057,1,0.18646864686468648
2058,3,0.18770627062706272
2059,2,0.18853135313531352
2061,1,0.18894389438943895
2063,1,0.18935643564356436
2066,1,0.18976897689768976
2067,2,0.1905940594059406
2068,1,0.191006600660066
2071,1,0.19141914191419143
2072,20,0.19966996699669967
2073,8,0.20297029702970298
2074,2,0.2037953795379538
2075,6,0.20627062706270627
2076,4,0.2079207920792079
2077,1,0.20833333333333334
2078,2,0.20915841584158415
2079,2,0.20998349834983498
2080,1,0.2103960396039604
2081,5,0.21245874587458746
2082,3,0.2136963696369637
2083,2,0.2145214521452145
2084,1,0.21493399339933994
2085,3,0.21617161716171618
2086,3,0.21740924092409242
2088,1,0.21782178217821782
2090,1,0.21823432343234322
2091,2,0.21905940594059406
2093,1,0.21947194719471946
2098,2,0.2202970297029703
2099,1,0.2207095709570957
2100,3,0.22194719471947194
2102,2,0.22277227722772278
2105,1,0.22318481848184818
2106,1,0.2235973597359736
2109,1,0.22400990099009901
2115,1,0.22442244224422442
2119,1,0.22483498349834982
2139,1,0.22524752475247525
2141,1,0.22566006600660066
2162,1,0.22607260726072606
2187,3,0.2273102310231023
2188,1,0.22772277227722773
2193,1,0.22813531353135313
2267,66,0.2553630363036304
2268,12,0.26031353135313534
2269,25,0.2706270627062706
2270,11,0.27516501650165015
2271,3,0.2764026402640264
2272,11,0.28094059405940597
2273,9,0.28465346534653463
2274,1,0.28506600660066006
2275,6,0.28754125412541254
2276,1,0.28795379537953797
2277,18,0.2953795379537954
2278,4,0.297029702970297
2279,8,0.30033003300330036
2280,4,0.30198019801980197
2281,1,0.3023927392739274
2282,1,0.3028052805280528
2283,3,0.304042904290429
2285,1,0.30445544554455445
2286,1,0.3048679867986799
2287,3,0.3061056105610561
2288,2,0.3069306930693069
