drug_id,sp_id,N,drug,cluster_id,enlace_a_bioact,multiespecie,grupo
36125,3,1,36125,142981,False,True,2
36152,3,1,36152,496008,True,False,1
36161,3,1,36161,192612,True,True,3
36165,3,1,36165,457036,True,True,3
36195,3,1,36195,560011,False,True,2
36200,3,1,36200,700363,False,False,0
36203,3,1,36203,660723,True,False,1
36205,3,1,36205,51693,False,False,0
36210,3,1,36210,677332,True,False,1
36221,1,1,36221,646582,True,False,1
36235,3,1,36235,671636,False,False,0
36239,3,1,36239,455039,False,False,0
36241,3,1,36241,604590,False,False,0
36261,10,1,36261,186374,False,False,0
36267,3,1,36267,681763,False,False,0
36271,3,1,36271,179806,False,False,0
36318,3,1,36318,300464,False,True,2
36329,3,1,36329,663005,True,False,1
36339,3,1,36339,137353,True,True,3
36413,27,1,36413,242721,False,True,2
36417,3,1,36417,729226,True,False,1
36426,3,1,36426,108419,True,True,3
36436,3,1,36436,670320,False,True,2
36452,3,1,36452,373951,True,False,1
36464,3,1,36464,171839,False,False,0
36527,3,1,36527,515146,True,True,3
36533,0,1,36533,566019,False,False,0
36534,3,1,36534,541121,False,False,0
36548,0,1,36548,68176,False,True,2
36580,3,1,36580,191049,True,False,1
36588,3,1,36588,598331,False,False,0
36627,3,1,36627,277883,True,False,1
36631,3,1,36631,181523,False,False,0
36637,3,1,36637,702363,False,False,0
36647,9,1,36647,140678,True,False,1
36658,26,1,36658,189674,True,False,1
36664,3,1,36664,277647,True,False,1
36666,3,1,36666,678709,False,True,2
36677,10,1,36677,504221,False,False,0
36694,3,1,36694,653895,True,False,1
36696,3,1,36696,324546,False,False,0
36717,1,1,36717,332580,False,False,0
36719,3,1,36719,422492,True,False,1
36720,3,1,36720,388549,True,True,3
36738,18,1,36738,603091,True,False,1
36745,3,1,36745,359704,False,True,2
36747,1,1,36747,1472,True,True,3
36747,18,1,36747,1472,True,True,3
36749,3,1,36749,210324,False,False,0
36757,3,1,36757,253527,False,False,0
36768,3,1,36768,109633,True,True,3
36774,3,1,36774,361621,True,True,3
36817,3,1,36817,604337,False,False,0
36821,3,1,36821,739352,True,True,3
36843,3,1,36843,257910,True,True,3
36848,3,1,36848,258838,True,False,1
36854,3,1,36854,733926,True,True,3
36877,27,1,36877,726244,True,True,3
36939,3,1,36939,577411,True,False,1
36947,3,1,36947,350038,False,True,2
36965,3,1,36965,615579,False,False,0
36966,3,1,36966,656279,True,False,1
36975,3,1,36975,237622,True,False,1
36991,3,1,36991,504701,True,False,1
37002,3,1,37002,117827,True,True,3
37004,3,1,37004,685069,False,False,0
37021,3,1,37021,680755,True,False,1
37025,3,1,37025,471556,True,False,1
37035,3,1,37035,599998,False,False,0
37051,3,1,37051,315508,False,False,0
37063,3,1,37063,394342,False,False,0
37069,3,1,37069,413577,False,True,2
37079,3,1,37079,176778,True,False,1
37093,3,1,37093,311319,True,False,1
37094,3,1,37094,429202,False,False,0
37131,3,1,37131,261732,True,False,1
37132,23,1,37132,87085,False,True,2
37149,3,1,37149,429793,False,False,0
37158,3,1,37158,694423,True,False,1
37160,3,1,37160,678734,False,False,0
37207,3,1,37207,534215,False,False,0
37210,3,1,37210,58650,True,True,3
37217,15,1,37217,53873,True,False,1
37231,3,1,37231,552762,False,False,0
37247,27,1,37247,287932,True,True,3
37279,3,1,37279,197484,False,False,0
37286,3,1,37286,16091,False,True,2
37300,3,1,37300,612809,True,False,1
37329,3,1,37329,126804,False,False,0
37347,0,1,37347,705427,True,False,1
37350,3,1,37350,702496,False,True,2
37350,9,1,37350,702496,False,True,2
37363,3,1,37363,627276,True,True,3
37372,3,1,37372,563284,False,False,0
37373,3,1,37373,206389,True,False,1
37390,3,1,37390,765266,False,False,0
37396,3,1,37396,84872,False,False,0
37400,3,1,37400,765829,True,True,3
37404,3,1,37404,491713,True,False,1
37414,3,1,37414,302564,True,False,1
37416,3,1,37416,479393,True,False,1
37428,18,1,37428,573320,True,False,1
37451,3,1,37451,452004,True,False,1
37454,3,1,37454,326543,True,False,1
37475,3,1,37475,367611,True,True,3
37477,3,1,37477,487831,True,True,3
37479,3,1,37479,740042,True,False,1
37509,3,1,37509,537438,False,True,2
37516,0,1,37516,698612,True,False,1
37526,1,1,37526,335470,True,True,3
37526,18,1,37526,335470,True,True,3
37560,3,1,37560,108036,True,False,1
37579,26,1,37579,576303,False,False,0
37592,18,1,37592,88290,False,True,2
37599,3,1,37599,275079,False,False,0
37620,18,1,37620,52558,False,True,2
37620,22,1,37620,52558,False,True,2
37620,23,1,37620,52558,False,True,2
37630,3,1,37630,267661,False,False,0
37640,3,1,37640,253510,False,False,0
37656,3,1,37656,216322,True,False,1
37659,3,1,37659,145239,False,False,0
37669,21,1,37669,271382,False,False,0
37695,3,1,37695,371334,True,True,3
37704,3,1,37704,142345,True,False,1
37726,3,1,37726,53813,False,False,0
37748,3,1,37748,345666,False,False,0
37750,3,1,37750,46510,False,False,0
37754,3,1,37754,504408,True,False,1
37762,3,1,37762,522312,True,False,1
37763,3,1,37763,511398,True,True,3
37782,3,1,37782,697575,True,False,1
37789,3,1,37789,659461,False,False,0
37822,3,1,37822,193878,False,True,2
37836,3,1,37836,705804,False,False,0
37850,3,1,37850,383318,True,False,1
37852,3,1,37852,426181,False,False,0
37911,3,1,37911,470909,True,False,1
37912,3,1,37912,731082,True,False,1
37926,9,1,37926,590996,True,False,1
37929,3,1,37929,559684,False,True,2
37950,3,1,37950,650527,True,False,1
37965,3,1,37965,342941,True,False,1
37986,3,1,37986,525032,False,False,0
37990,3,1,37990,436998,True,False,1
38000,3,1,38000,328639,False,False,0
38012,3,1,38012,323588,False,True,2
38013,3,1,38013,675641,False,False,0
38028,3,1,38028,298946,True,False,1
38037,3,1,38037,606343,False,True,2
38037,10,1,38037,606343,False,True,2
38050,3,1,38050,825,False,False,0
38051,3,1,38051,556844,False,False,0
38104,3,1,38104,736822,True,False,1
38116,3,1,38116,244120,False,False,0
38129,3,1,38129,186418,True,False,1
38137,1,1,38137,694472,False,False,0
38141,3,1,38141,45856,True,True,3
38143,3,1,38143,752560,True,False,1
38169,3,1,38169,158112,True,True,3
38170,3,1,38170,613499,True,False,1
38208,27,1,38208,468081,False,False,0
38226,3,1,38226,223165,True,False,1
38228,18,1,38228,332117,True,False,1
38236,3,1,38236,707674,False,False,0
38243,3,1,38243,688842,False,False,0
38250,3,1,38250,563220,False,False,0
38259,3,1,38259,424400,True,False,1
38307,3,1,38307,710252,False,False,0
38322,3,1,38322,14460,False,False,0
38327,3,1,38327,116506,True,True,3
38345,3,1,38345,671340,False,True,2
38352,3,1,38352,214600,True,False,1
38366,3,1,38366,703289,True,True,3
38371,3,1,38371,679356,False,False,0
38391,3,1,38391,168197,False,True,2
38399,3,1,38399,372937,False,False,0
38411,3,1,38411,197621,True,False,1
38429,3,1,38429,420890,True,False,1
38432,3,1,38432,418136,False,False,0
38437,3,1,38437,654308,True,False,1
38457,3,1,38457,668928,True,False,1
38458,3,1,38458,647491,True,False,1
38487,3,1,38487,717372,True,False,1
38504,3,1,38504,9930,False,False,0
38513,3,1,38513,378880,False,True,2
38515,3,1,38515,32946,False,False,0
38526,3,1,38526,344035,True,False,1
38530,3,1,38530,274269,True,False,1
38534,26,1,38534,428959,True,False,1
38572,3,1,38572,658059,True,True,3
38572,10,1,38572,658059,True,True,3
38575,26,1,38575,88324,False,False,0
38582,3,1,38582,314210,True,False,1
38603,3,1,38603,392156,True,False,1
38611,3,1,38611,91470,True,True,3
38617,3,1,38617,134043,True,False,1
38633,10,1,38633,366591,True,False,1
38659,3,1,38659,394627,True,True,3
38661,3,1,38661,602494,False,False,0
38697,3,1,38697,83174,False,False,0
38733,3,1,38733,523301,True,False,1
38736,15,1,38736,724154,True,False,1
38744,3,1,38744,670156,True,False,1
38750,3,1,38750,470095,True,True,3
38752,3,1,38752,311839,True,False,1
38758,3,1,38758,97677,True,True,3
38776,3,1,38776,277598,False,False,0
38792,3,1,38792,458974,True,True,3
38792,27,1,38792,458974,True,True,3
38820,3,1,38820,254729,False,False,0
38831,27,1,38831,527731,True,True,3
38840,3,1,38840,725471,False,False,0
38845,3,1,38845,590514,True,False,1
38848,1,1,38848,355360,False,False,0
38887,3,1,38887,702677,False,False,0
38909,3,1,38909,336731,True,False,1
38910,3,1,38910,753141,True,False,1
38914,3,1,38914,50141,False,False,0
38923,3,1,38923,60334,True,False,1
38932,27,1,38932,107187,False,True,2
38944,3,1,38944,362289,True,False,1
38964,3,1,38964,323076,True,False,1
38991,3,1,38991,662214,True,True,3
39001,3,1,39001,232449,True,False,1
39022,3,1,39022,508066,False,False,0
39028,3,1,39028,166828,False,False,0
39070,3,1,39070,471039,True,True,3
39070,10,1,39070,471039,True,True,3
39096,3,1,39096,200965,False,False,0
39112,1,1,39112,616802,False,False,0
39122,3,1,39122,726285,False,False,0
39128,3,1,39128,504652,True,False,1
39135,3,1,39135,215402,True,False,1
39144,27,1,39144,649663,False,False,0
39152,3,1,39152,364940,True,True,3
39158,3,1,39158,361948,True,False,1
39165,3,1,39165,278086,True,True,3
39165,27,1,39165,278086,True,True,3
39212,3,1,39212,301482,False,True,2
39218,10,1,39218,676864,False,False,0
39222,10,1,39222,259507,True,True,3
39230,3,1,39230,438057,False,False,0
39248,3,1,39248,564119,False,False,0
39264,10,1,39264,642480,True,True,3
39281,3,1,39281,206543,False,False,0
39290,3,1,39290,249925,False,False,0
39294,3,1,39294,318332,True,False,1
39297,3,1,39297,733399,False,False,0
39304,3,1,39304,584164,False,False,0
39308,3,1,39308,155480,False,False,0
39332,3,1,39332,192529,True,True,3
39338,3,1,39338,191127,True,False,1
39339,3,1,39339,413450,False,False,0
39347,3,1,39347,545557,False,True,2
39373,3,1,39373,49223,False,False,0
39374,3,1,39374,55085,True,False,1
39414,3,1,39414,476057,True,True,3
39426,3,1,39426,706633,True,True,3
39427,3,1,39427,761948,False,True,2
39450,3,1,39450,325434,True,False,1
39483,3,1,39483,85335,True,False,1
39502,3,1,39502,707208,True,False,1
39503,3,1,39503,617798,False,False,0
39516,3,1,39516,416133,True,False,1
39522,3,1,39522,177917,True,True,3
39529,3,1,39529,355080,True,False,1
39535,3,1,39535,49068,False,False,0
39551,21,1,39551,138641,False,False,0
39562,3,1,39562,120859,True,True,3
39562,27,1,39562,120859,True,True,3
39581,3,1,39581,138998,True,False,1
39621,3,1,39621,671569,True,False,1
39628,3,1,39628,107591,True,False,1
39631,3,1,39631,379886,False,False,0
39637,3,1,39637,622378,False,False,0
39644,9,1,39644,262417,False,True,2
39646,3,1,39646,484850,True,False,1
39647,3,1,39647,686721,True,False,1
39686,3,1,39686,490771,True,True,3
39727,9,1,39727,163996,False,True,2
39742,3,1,39742,209992,False,False,0
39746,3,1,39746,199614,False,False,0
39759,3,1,39759,9093,False,False,0
39822,3,1,39822,15910,False,False,0
39830,26,1,39830,714104,True,False,1
39837,3,1,39837,236841,False,False,0
39841,3,1,39841,596947,False,False,0
39853,3,1,39853,238478,True,True,3
39861,3,1,39861,516827,True,True,3
39875,27,1,39875,610683,False,False,0
39897,3,1,39897,372425,False,False,0
39901,3,1,39901,746643,True,False,1
39904,3,1,39904,631106,False,False,0
39911,3,1,39911,243003,False,True,2
39924,15,1,39924,573507,False,False,0
39943,3,1,39943,111699,False,True,2
39951,10,1,39951,322515,False,False,0
39962,18,1,39962,581260,False,True,2
39964,1,1,39964,311691,False,True,2
39977,3,1,39977,506119,True,False,1
40001,3,1,40001,111019,False,False,0
40028,3,1,40028,365679,False,False,0
40040,3,1,40040,422815,False,True,2
40042,3,1,40042,651726,True,False,1
40048,3,1,40048,667196,True,False,1
40089,3,1,40089,130956,False,False,0
40119,3,1,40119,241859,True,False,1
40124,3,1,40124,180011,False,True,2
40134,3,1,40134,32539,True,False,1
40147,3,1,40147,131506,True,False,1
40149,3,1,40149,731372,True,True,3
40153,3,1,40153,89322,True,False,1
40154,3,1,40154,752142,False,False,0
40158,3,1,40158,251907,True,True,3
40170,3,1,40170,403521,False,False,0
40176,3,1,40176,371527,False,False,0
40190,3,1,40190,676348,False,False,0
40199,26,1,40199,421470,False,False,0
40213,3,1,40213,443596,False,False,0
40219,10,1,40219,412976,True,True,3
40254,3,1,40254,155402,True,False,1
40274,18,1,40274,474972,True,True,3
40294,3,1,40294,628117,False,False,0
40302,3,1,40302,322319,True,False,1
40314,3,1,40314,303463,False,True,2
40325,3,1,40325,641862,True,True,3
40358,3,1,40358,514974,False,False,0
40361,3,1,40361,581768,True,True,3
40372,3,1,40372,288571,False,False,0
40384,3,1,40384,130453,False,True,2
40389,3,1,40389,601234,True,False,1
40393,3,1,40393,579021,False,True,2
40393,26,1,40393,579021,False,True,2
40409,3,1,40409,218327,True,True,3
40410,3,1,40410,70639,True,False,1
40413,3,1,40413,74402,False,False,0
40458,3,1,40458,34734,False,False,0
40486,3,1,40486,675050,True,True,3
40496,3,1,40496,490617,False,True,2
40498,3,1,40498,454910,True,True,3
40508,3,1,40508,656538,True,False,1
40556,3,1,40556,97965,True,False,1
40573,3,1,40573,138281,True,False,1
40594,3,1,40594,591085,False,False,0
40600,3,1,40600,405104,True,False,1
40601,3,1,40601,546546,False,False,0
40613,3,1,40613,764670,True,False,1
40625,3,1,40625,496968,False,False,0
40636,27,1,40636,400608,True,True,3
40664,3,1,40664,342735,True,False,1
40668,3,1,40668,248547,True,False,1
40677,0,1,40677,424753,False,True,2
40677,1,1,40677,424753,False,True,2
40685,3,1,40685,336305,False,False,0
40701,3,1,40701,133528,False,True,2
40715,3,1,40715,76367,True,False,1
40729,3,1,40729,637887,True,True,3
40748,3,1,40748,727789,True,True,3
40753,3,1,40753,488245,False,False,0
40755,3,1,40755,603843,True,True,3
40755,27,1,40755,603843,True,True,3
40773,3,1,40773,152493,False,False,0
40849,1,1,40849,449377,False,False,0
40853,0,1,40853,538959,False,False,0
40856,3,1,40856,683596,False,True,2
40869,3,1,40869,414645,False,False,0
40870,3,1,40870,122328,False,False,0
40872,3,1,40872,708554,True,False,1
40877,3,1,40877,611530,False,True,2
40879,1,1,40879,709099,False,True,2
40879,21,1,40879,709099,False,True,2
40894,3,1,40894,382725,False,False,0
40901,3,1,40901,603784,True,False,1
40906,3,1,40906,628757,True,False,1
40921,3,1,40921,678389,True,False,1
40926,3,1,40926,394142,False,False,0
40928,10,1,40928,577639,False,True,2
40940,18,1,40940,364515,True,True,3
40956,1,1,40956,507183,False,False,0
40970,3,1,40970,198111,False,False,0
40994,1,1,40994,365536,False,False,0
40995,9,1,40995,220136,True,True,3
41000,3,1,41000,311743,False,True,2
41001,0,1,41001,657972,False,False,0
41005,0,1,41005,285042,True,True,3
41005,26,1,41005,285042,True,True,3
41010,26,1,41010,144798,False,False,0
41017,3,1,41017,446450,True,False,1
41018,3,1,41018,650265,True,False,1
41020,3,1,41020,425357,False,False,0
41021,3,1,41021,7436,False,False,0
41032,3,1,41032,186230,True,True,3
41032,10,1,41032,186230,True,True,3
41038,3,1,41038,302081,False,False,0
41047,3,1,41047,82338,False,False,0
41071,3,1,41071,223101,False,False,0
41078,3,1,41078,658680,False,False,0
41083,3,1,41083,489848,False,True,2
41159,3,1,41159,388973,True,False,1
41181,3,1,41181,245058,True,False,1
41186,3,1,41186,753832,True,False,1
41197,26,1,41197,247789,True,False,1
41234,3,1,41234,345391,False,False,0
41235,3,1,41235,402357,True,False,1
41251,3,1,41251,221915,False,False,0
41261,3,1,41261,99026,False,False,0
41282,3,1,41282,211004,False,False,0
41296,3,1,41296,328759,True,False,1
41298,3,1,41298,541801,True,True,3
41304,18,1,41304,62021,False,True,2
41312,3,1,41312,295422,False,False,0
41329,3,1,41329,525054,True,False,1
41353,3,1,41353,748321,True,False,1
41359,3,1,41359,130625,True,True,3
41371,3,1,41371,249977,False,False,0
41389,3,1,41389,263646,False,False,0
41398,3,1,41398,748222,False,False,0
41405,3,1,41405,404656,True,True,3
41413,3,1,41413,87591,False,False,0
41428,3,1,41428,715076,True,False,1
41441,3,1,41441,589867,True,False,1
41448,3,1,41448,752780,False,False,0
41460,10,1,41460,402674,False,False,0
41461,3,1,41461,394206,True,False,1
41464,3,1,41464,677661,True,False,1
41478,3,1,41478,409989,False,False,0
41482,3,1,41482,172350,False,False,0
41497,21,1,41497,766235,False,False,0
41500,3,1,41500,308061,True,False,1
41502,3,1,41502,92279,True,True,3
41507,3,1,41507,753637,False,False,0
41530,3,1,41530,206947,True,False,1
41543,3,1,41543,350800,False,False,0
41551,3,1,41551,743602,False,True,2
41559,3,1,41559,239380,False,False,0
41580,3,1,41580,114349,False,True,2
41603,3,1,41603,532166,False,False,0
41610,3,1,41610,648183,True,True,3
41621,3,1,41621,276232,True,True,3
41671,3,1,41671,409518,True,False,1
41686,3,1,41686,382911,True,True,3
41689,3,1,41689,105660,False,False,0
41697,3,1,41697,754128,False,False,0
41702,3,1,41702,718908,True,False,1
41762,3,1,41762,390175,True,True,3
41762,10,1,41762,390175,True,True,3
41774,3,1,41774,612591,False,False,0
41784,3,1,41784,130610,True,False,1
41789,3,1,41789,640917,False,False,0
41801,3,1,41801,645050,False,False,0
41802,3,1,41802,766325,False,False,0
41843,3,1,41843,222970,True,False,1
41853,3,1,41853,573035,False,True,2
41861,3,1,41861,28476,False,False,0
41875,3,1,41875,96690,True,False,1
41881,10,1,41881,230306,False,False,0
41890,1,1,41890,664401,True,False,1
41894,3,1,41894,344743,False,False,0
41895,3,1,41895,353325,False,False,0
41900,3,1,41900,101732,True,True,3
41901,25,1,41901,369835,False,True,2
41912,3,1,41912,723621,True,False,1
41928,3,1,41928,619442,False,False,0
41937,3,1,41937,422963,True,True,3
41963,3,1,41963,603193,True,False,1
41964,3,1,41964,721137,True,True,3
41975,3,1,41975,279801,True,False,1
41988,3,1,41988,61689,False,False,0
41994,3,1,41994,174604,False,False,0
41995,3,1,41995,764956,False,False,0
42013,3,1,42013,126124,False,False,0
42026,3,1,42026,154050,True,True,3
42059,3,1,42059,208882,False,False,0
42065,3,1,42065,382051,True,True,3
42067,3,1,42067,661894,False,True,2
42074,18,1,42074,261175,False,False,0
42097,3,1,42097,297125,True,False,1
42126,3,1,42126,151541,False,False,0
42130,3,1,42130,763507,False,False,0
42135,3,1,42135,459334,True,False,1
42136,3,1,42136,247850,False,False,0
42183,3,1,42183,85422,False,False,0
42188,3,1,42188,298622,True,True,3
42205,3,1,42205,486462,False,False,0
42211,3,1,42211,715123,False,False,0
42228,15,1,42228,318514,True,True,3
42228,26,1,42228,318514,True,True,3
42241,10,1,42241,362109,True,True,3
42245,0,1,42245,23088,False,False,0
42249,3,1,42249,4202,False,False,0
42253,3,1,42253,121939,True,False,1
42255,3,1,42255,534235,False,False,0
42256,26,1,42256,94803,True,False,1
42257,26,1,42257,449766,True,False,1
42280,3,1,42280,714964,True,False,1
42283,3,1,42283,502329,False,True,2
42283,27,1,42283,502329,False,True,2
42285,3,1,42285,82475,False,True,2
42309,3,1,42309,419744,True,True,3
42329,3,1,42329,319353,False,False,0
42334,3,1,42334,453379,False,False,0
42344,3,1,42344,588217,False,False,0
42358,3,1,42358,384644,True,False,1
42359,3,1,42359,636487,True,False,1
42379,3,1,42379,414708,False,False,0
42384,3,1,42384,685842,False,False,0
42406,0,1,42406,563398,False,False,0
42413,3,1,42413,495429,False,False,0
42421,1,1,42421,24726,False,False,0
42425,3,1,42425,359114,False,False,0
42441,3,1,42441,551901,False,False,0
42461,3,1,42461,560109,True,False,1
42470,3,1,42470,296575,False,False,0
42493,3,1,42493,417772,True,False,1
42519,3,1,42519,710423,True,False,1
42563,3,1,42563,197358,True,False,1
42608,3,1,42608,507689,True,False,1
42617,3,1,42617,634700,True,True,3
42621,26,1,42621,320208,False,False,0
42624,3,1,42624,733845,True,False,1
42626,3,1,42626,346266,True,False,1
42641,3,1,42641,1718,True,False,1
42647,3,1,42647,528324,True,False,1
42665,3,1,42665,390700,True,True,3
42674,3,1,42674,514151,False,False,0
42683,3,1,42683,229097,True,False,1
42688,10,1,42688,727063,False,False,0
42692,3,1,42692,665392,False,False,0
42714,3,1,42714,344419,False,False,0
42779,1,1,42779,636866,True,True,3
42782,3,1,42782,53922,False,False,0
42784,3,1,42784,233315,True,False,1
42785,3,1,42785,392957,False,False,0
42791,3,1,42791,59625,True,False,1
42794,3,1,42794,503439,True,True,3
42802,26,1,42802,235263,False,False,0
42814,18,1,42814,501020,False,True,2
42824,26,1,42824,374857,True,True,3
42828,10,1,42828,26736,False,False,0
42845,4,1,42845,396496,False,False,0
42851,3,1,42851,245262,True,False,1
42872,3,1,42872,199266,True,False,1
42883,3,1,42883,472431,False,False,0
42944,26,1,42944,384432,False,True,2
42989,27,1,42989,565235,False,True,2
43031,3,1,43031,251637,True,False,1
43052,3,1,43052,146800,False,True,2
43052,18,1,43052,146800,False,True,2
43061,3,1,43061,576605,False,False,0
43067,18,1,43067,452803,False,False,0
43069,3,1,43069,522794,False,False,0
43099,3,1,43099,451002,True,False,1
43101,3,1,43101,8381,True,False,1
43113,0,1,43113,208655,False,True,2
43125,26,1,43125,10151,False,False,0
43128,3,1,43128,747738,False,False,0
43131,3,1,43131,312105,True,False,1
43149,3,1,43149,640764,False,False,0
43165,3,1,43165,222360,False,True,2
43175,3,1,43175,393991,True,False,1
43183,3,1,43183,631902,True,True,3
43192,3,1,43192,672676,False,False,0
43193,3,1,43193,577487,True,False,1
43210,1,1,43210,118071,True,True,3
43210,3,1,43210,118071,True,True,3
43248,3,1,43248,490671,False,False,0
43258,3,1,43258,606295,True,True,3
43259,3,1,43259,356934,False,False,0
43300,3,1,43300,702837,False,False,0
43302,3,1,43302,83062,False,False,0
43312,3,1,43312,634575,True,False,1
43333,0,1,43333,621190,True,False,1
43335,3,1,43335,758184,False,True,2
43352,3,1,43352,309102,False,True,2
43361,21,1,43361,635369,False,True,2
43392,3,1,43392,428025,True,False,1
43395,3,1,43395,665123,False,False,0
43424,3,1,43424,91802,False,False,0
43428,3,1,43428,113478,True,False,1
43451,3,1,43451,678239,True,False,1
43460,3,1,43460,211918,True,False,1
43469,3,1,43469,622489,True,True,3
43501,3,1,43501,682490,True,False,1
43521,3,1,43521,700067,True,True,3
43535,18,1,43535,727949,False,False,0
43536,3,1,43536,407495,False,True,2
43563,3,1,43563,547107,False,True,2
43567,3,1,43567,323729,False,True,2
43622,3,1,43622,295097,False,False,0
43655,3,1,43655,69594,True,False,1
43697,3,1,43697,547481,True,False,1
43703,3,1,43703,8464,False,True,2
43733,3,1,43733,167253,False,False,0
43740,3,1,43740,749289,True,False,1
43758,3,1,43758,502739,True,False,1
43762,3,1,43762,599163,True,True,3
43769,3,1,43769,417516,True,False,1
43792,3,1,43792,468568,True,False,1
43818,3,1,43818,274149,False,True,2
43835,3,1,43835,580566,False,True,2
43836,10,1,43836,153223,True,False,1
43856,3,1,43856,256965,True,False,1
43857,3,1,43857,62455,False,False,0
43858,3,1,43858,230952,True,False,1
43895,3,1,43895,685739,False,False,0
43949,3,1,43949,311208,False,True,2
43950,3,1,43950,417465,True,True,3
43959,10,1,43959,655896,False,True,2
43971,3,1,43971,179624,True,False,1
43977,3,1,43977,644004,True,True,3
43980,3,1,43980,223281,True,False,1
43998,3,1,43998,217219,False,False,0
44012,3,1,44012,762709,False,True,2
44023,3,1,44023,362393,False,True,2
44053,3,1,44053,144292,True,True,3
44055,3,1,44055,367207,False,False,0
44097,3,1,44097,722111,False,False,0
44136,3,1,44136,463552,True,True,3
44144,3,1,44144,222043,True,True,3
44144,26,1,44144,222043,True,True,3
44156,3,1,44156,308531,False,False,0
44176,3,1,44176,151886,True,False,1
44179,3,1,44179,95702,False,True,2
44180,3,1,44180,408123,False,False,0
44190,3,1,44190,435487,False,False,0
44201,3,1,44201,73445,True,False,1
44208,3,1,44208,677675,False,False,0
44220,3,1,44220,277388,True,True,3
44260,3,1,44260,44988,True,False,1
44268,17,1,44268,116364,False,False,0
44283,3,1,44283,613908,False,False,0
44292,3,1,44292,51054,True,False,1
44302,3,1,44302,327943,False,True,2
44316,18,1,44316,140191,True,False,1
44354,21,1,44354,242907,True,True,3
44359,3,1,44359,710515,True,False,1
44363,3,1,44363,261201,True,False,1
44392,3,1,44392,82946,False,False,0
44394,3,1,44394,395671,True,False,1
44400,3,1,44400,189019,True,False,1
44419,3,1,44419,455444,True,False,1
44459,3,1,44459,127771,False,False,0
44476,3,1,44476,643195,True,False,1
44485,3,1,44485,269525,False,True,2
44485,18,1,44485,269525,False,True,2
44490,26,1,44490,189696,False,True,2
44551,26,1,44551,312799,True,False,1
44584,27,1,44584,44231,False,True,2
44586,3,1,44586,653396,False,False,0
44588,3,1,44588,534112,True,False,1
44619,3,1,44619,158173,False,False,0
44625,3,1,44625,666361,True,False,1
44627,3,1,44627,712124,False,True,2
44663,3,1,44663,445812,False,False,0
44668,3,1,44668,538996,False,False,0
44669,3,1,44669,760349,True,False,1
44670,3,1,44670,137390,True,False,1
44671,3,1,44671,106991,True,False,1
44673,3,1,44673,340796,False,False,0
44718,3,1,44718,489476,True,False,1
44719,3,1,44719,571881,True,False,1
44734,3,1,44734,453784,True,False,1
44763,3,1,44763,5786,False,True,2
44763,10,1,44763,5786,False,True,2
44766,3,1,44766,595896,True,False,1
44804,3,1,44804,112168,False,False,0
44809,3,1,44809,584391,False,False,0
44824,27,1,44824,498111,True,True,3
44830,3,1,44830,100036,False,False,0
44871,3,1,44871,328323,False,False,0
44911,3,1,44911,409841,True,False,1
44934,3,1,44934,617160,False,True,2
44942,26,1,44942,701571,True,True,3
44948,3,1,44948,44937,True,False,1
44954,3,1,44954,478040,True,False,1
44957,3,1,44957,678621,False,False,0
44961,1,1,44961,403192,False,False,0
44963,3,1,44963,151233,True,True,3
44984,3,1,44984,140163,True,False,1
44986,3,1,44986,604782,True,False,1
44998,3,1,44998,672413,True,False,1
45031,3,1,45031,585801,True,False,1
45050,3,1,45050,385438,True,False,1
45064,3,1,45064,675105,False,True,2
45095,3,1,45095,654595,True,True,3
45105,10,1,45105,629260,True,False,1
45107,3,1,45107,533934,True,False,1
45108,3,1,45108,480707,False,False,0
45114,3,1,45114,238454,False,False,0
45117,26,1,45117,131730,True,True,3
45123,3,1,45123,509760,True,False,1
45127,3,1,45127,287802,False,False,0
45142,3,1,45142,194146,False,False,0
45144,3,1,45144,736582,True,True,3
45153,3,1,45153,104569,True,False,1
45179,3,1,45179,35999,True,False,1
45181,3,1,45181,734386,False,False,0
45196,27,1,45196,429325,True,True,3
45201,3,1,45201,687903,False,False,0
45206,3,1,45206,358360,False,False,0
45207,3,1,45207,303132,False,True,2
45213,0,1,45213,148180,False,False,0
45219,1,1,45219,710102,True,True,3
45219,3,1,45219,710102,True,True,3
45224,3,1,45224,414786,True,False,1
45229,3,1,45229,206804,True,True,3
45243,3,1,45243,189031,False,False,0
45244,3,1,45244,710072,False,False,0
45247,3,1,45247,10944,True,True,3
45255,0,1,45255,371318,False,True,2
45268,10,1,45268,573908,False,True,2
45268,18,1,45268,573908,False,True,2
45322,3,1,45322,610181,True,True,3
45330,3,1,45330,536969,False,False,0
45348,3,1,45348,735188,False,False,0
45373,27,1,45373,293405,True,False,1
45396,3,1,45396,738952,True,False,1
45444,3,1,45444,744187,True,False,1
45448,3,1,45448,755828,False,False,0
45496,3,1,45496,105472,False,False,0
45507,3,1,45507,379709,False,True,2
45515,3,1,45515,749831,False,False,0
45530,3,1,45530,192499,False,False,0
45559,3,1,45559,611471,True,False,1
45572,3,1,45572,118276,True,True,3
45594,3,1,45594,202407,False,False,0
45607,3,1,45607,414248,False,False,0
45640,3,1,45640,109268,False,True,2
45648,3,1,45648,687802,False,True,2
45650,3,1,45650,231856,False,False,0
45662,3,1,45662,679491,True,True,3
45678,3,1,45678,617781,False,False,0
45688,3,1,45688,379057,True,False,1
