drug_id,sp_id,N,drug,cluster_id,enlace_a_bioact,multiespecie,grupo
415585,3,1,415585,242438,False,False,0
415612,3,1,415612,345421,False,False,0
415626,3,1,415626,114543,False,False,0
415627,3,1,415627,57035,True,False,1
415630,3,1,415630,302109,True,False,1
415631,3,1,415631,508597,True,False,1
415661,3,1,415661,361436,False,False,0
415673,3,1,415673,358645,True,False,1
415688,3,1,415688,593132,True,False,1
415700,3,1,415700,38336,False,False,0
415710,3,1,415710,377507,False,False,0
415731,3,1,415731,119484,False,False,0
415736,3,1,415736,54167,False,False,0
415764,3,1,415764,766871,True,False,1
415773,3,1,415773,274734,False,False,0
415799,3,1,415799,624051,False,True,2
415814,27,1,415814,511321,True,True,3
415839,3,1,415839,91894,False,False,0
415847,3,1,415847,745884,True,False,1
415857,3,1,415857,275445,True,False,1
415860,3,1,415860,163537,False,False,0
415861,3,1,415861,713328,False,True,2
415863,3,1,415863,164610,False,False,0
415869,3,1,415869,147791,False,False,0
415904,3,1,415904,176836,True,False,1
415931,18,1,415931,723737,True,True,3
415940,3,1,415940,80992,False,False,0
415952,3,1,415952,476258,False,True,2
415972,18,1,415972,559855,False,True,2
415974,3,1,415974,152348,True,True,3
415979,3,1,415979,380271,False,False,0
416003,3,1,416003,627665,False,False,0
416006,3,1,416006,726449,True,True,3
416020,3,1,416020,588528,True,False,1
416034,3,1,416034,154860,False,False,0
416040,3,1,416040,764676,False,True,2
416046,3,1,416046,262039,True,False,1
416054,3,1,416054,766159,True,True,3
416060,3,1,416060,679460,True,False,1
416071,3,1,416071,686110,True,False,1
416093,10,1,416093,747728,True,True,3
416130,9,1,416130,291380,True,True,3
416151,3,1,416151,62874,True,False,1
416160,3,1,416160,159100,False,True,2
416186,3,1,416186,61562,False,False,0
416216,3,1,416216,112601,False,False,0
416221,9,1,416221,88204,True,True,3
416223,26,1,416223,156202,False,False,0
416232,3,1,416232,374849,True,False,1
416242,3,1,416242,479435,True,False,1
416254,3,1,416254,691587,False,False,0
416256,3,1,416256,401635,False,False,0
416258,3,1,416258,624689,True,False,1
416261,10,1,416261,235058,False,True,2
416269,3,1,416269,80124,False,False,0
416274,3,1,416274,755283,True,True,3
416275,3,1,416275,312975,False,False,0
416314,26,1,416314,37698,True,False,1
416346,3,1,416346,147562,False,True,2
416348,3,1,416348,282272,False,False,0
416350,3,1,416350,660845,False,False,0
416364,3,1,416364,175479,True,False,1
416367,3,1,416367,483081,True,False,1
416377,3,1,416377,730962,False,True,2
416381,3,1,416381,151860,False,False,0
416390,23,1,416390,512758,False,False,0
416392,3,1,416392,505029,True,True,3
416405,3,1,416405,64078,False,True,2
416419,3,1,416419,359452,False,False,0
416432,3,1,416432,754736,False,False,0
416459,3,1,416459,478595,False,False,0
416464,3,1,416464,710304,False,True,2
416467,3,1,416467,577195,True,False,1
416469,18,1,416469,419661,False,False,0
416481,3,1,416481,278021,True,True,3
416481,10,1,416481,278021,True,True,3
416483,3,1,416483,405045,True,True,3
416500,3,1,416500,429442,True,False,1
416505,0,1,416505,60047,False,False,0
416570,21,1,416570,257072,False,False,0
416584,3,1,416584,436589,False,False,0
416587,3,1,416587,237710,False,False,0
416623,3,1,416623,174784,True,False,1
416664,3,1,416664,516492,False,False,0
416671,3,1,416671,366152,False,False,0
416675,3,1,416675,604047,True,False,1
416706,3,1,416706,468567,True,False,1
416718,3,1,416718,641960,False,False,0
416740,3,1,416740,77371,True,True,3
416747,3,1,416747,727855,True,True,3
416753,3,1,416753,408806,False,True,2
416753,27,1,416753,408806,False,True,2
416760,3,1,416760,462582,False,True,2
416767,3,1,416767,358737,True,False,1
416773,3,1,416773,143373,False,False,0
416807,3,1,416807,44380,True,False,1
416811,3,1,416811,537941,False,True,2
416819,3,1,416819,539269,True,True,3
416820,10,1,416820,752646,True,True,3
416835,3,1,416835,402479,True,True,3
416850,3,1,416850,15744,False,False,0
416853,3,1,416853,201251,True,False,1
416863,3,1,416863,762667,True,True,3
416895,3,1,416895,205633,True,True,3
416911,18,1,416911,143172,True,False,1
416928,3,1,416928,423536,False,True,2
416948,3,1,416948,315921,True,True,3
416954,3,1,416954,581960,True,True,3
416971,3,1,416971,4342,False,False,0
416980,3,1,416980,751074,True,True,3
416992,9,1,416992,464511,False,True,2
417031,3,1,417031,484417,True,False,1
417050,3,1,417050,395033,True,False,1
417076,3,1,417076,674569,False,False,0
417093,3,1,417093,626668,True,False,1
417094,3,1,417094,264577,False,False,0
417101,1,1,417101,750625,True,True,3
417117,3,1,417117,519824,False,True,2
417137,3,1,417137,160145,False,False,0
417142,3,1,417142,95606,True,False,1
417172,3,1,417172,240439,True,False,1
417190,3,1,417190,376156,False,False,0
417210,3,1,417210,123967,False,True,2
417225,3,1,417225,56233,False,True,2
417246,3,1,417246,199321,False,True,2
417271,3,1,417271,547850,False,False,0
417274,3,1,417274,550718,True,True,3
417285,3,1,417285,526577,True,False,1
417291,3,1,417291,753918,False,False,0
417314,3,1,417314,425268,False,False,0
417343,3,1,417343,462169,True,True,3
417346,3,1,417346,751055,True,False,1
417365,1,1,417365,455060,False,False,0
417380,3,1,417380,228881,False,False,0
417384,18,1,417384,725714,False,True,2
417388,3,1,417388,249701,False,False,0
417418,3,1,417418,238738,True,False,1
417422,26,1,417422,71691,True,False,1
417434,3,1,417434,405781,True,False,1
417437,3,1,417437,559271,True,True,3
417463,3,1,417463,121933,True,True,3
417467,3,1,417467,359251,True,False,1
417470,27,1,417470,60907,False,True,2
417494,3,1,417494,458068,False,False,0
417496,27,1,417496,262411,False,True,2
417497,3,1,417497,576874,True,False,1
417529,18,1,417529,203626,True,False,1
417541,3,1,417541,535849,True,False,1
417585,3,1,417585,385392,False,True,2
417587,10,1,417587,429906,False,True,2
417619,3,1,417619,69453,True,False,1
417654,3,1,417654,260313,True,False,1
417655,3,1,417655,607676,False,True,2
417657,3,1,417657,210885,False,False,0
417672,3,1,417672,380834,False,False,0
417687,3,1,417687,440930,False,False,0
417721,3,1,417721,116137,True,False,1
417732,27,1,417732,686293,True,True,3
417745,3,1,417745,209006,True,False,1
417804,3,1,417804,152243,False,False,0
417807,3,1,417807,398857,False,False,0
417823,3,1,417823,201127,True,False,1
417828,3,1,417828,255681,True,True,3
417834,10,1,417834,97173,False,True,2
417851,27,1,417851,741854,False,True,2
417869,3,1,417869,218463,False,False,0
417884,3,1,417884,295761,True,False,1
417893,3,1,417893,262105,True,True,3
417926,3,1,417926,579394,False,False,0
417945,3,1,417945,155120,False,False,0
417959,3,1,417959,721866,False,False,0
417969,3,1,417969,207876,True,False,1
417971,3,1,417971,74448,False,False,0
417980,3,1,417980,308144,False,False,0
418002,3,1,418002,199747,False,False,0
418025,10,1,418025,389278,False,True,2
418029,3,1,418029,255049,True,False,1
418049,3,1,418049,516041,True,False,1
418052,3,1,418052,651062,True,False,1
418069,0,1,418069,688567,False,True,2
418080,3,1,418080,222849,False,True,2
418092,3,1,418092,313096,False,True,2
418129,3,1,418129,202989,True,True,3
418136,10,1,418136,20433,True,True,3
418151,3,1,418151,62962,True,False,1
418152,3,1,418152,113172,False,False,0
418213,3,1,418213,121263,False,False,0
418221,0,1,418221,762978,False,False,0
418223,3,1,418223,740974,False,False,0
418230,27,1,418230,710400,False,True,2
418268,3,1,418268,144926,False,False,0
418274,3,1,418274,245654,False,True,2
418274,27,1,418274,245654,False,True,2
418289,3,1,418289,66830,True,True,3
418316,3,1,418316,652413,True,False,1
418346,3,1,418346,363441,False,False,0
418353,3,1,418353,719250,True,False,1
418383,3,1,418383,410252,True,False,1
418396,3,1,418396,189205,True,False,1
418402,3,1,418402,732018,False,True,2
418425,1,1,418425,323211,True,False,1
418428,3,1,418428,418177,True,True,3
418452,3,1,418452,664008,True,True,3
418460,3,1,418460,677698,True,False,1
418461,3,1,418461,343779,True,False,1
418492,27,1,418492,472286,True,True,3
418500,3,1,418500,763102,False,False,0
418501,3,1,418501,723267,False,False,0
418502,1,1,418502,113331,False,False,0
418519,3,1,418519,564412,True,False,1
418547,3,1,418547,694253,True,True,3
418567,0,1,418567,555572,False,True,2
418569,3,1,418569,601022,False,True,2
418662,3,1,418662,387415,True,False,1
418681,3,1,418681,706598,False,False,0
418690,3,1,418690,233835,True,False,1
418733,3,1,418733,429419,False,False,0
418735,3,1,418735,259058,True,True,3
418741,9,1,418741,413165,True,True,3
418741,18,1,418741,413165,True,True,3
418746,3,1,418746,91291,True,True,3
418774,3,1,418774,433208,False,False,0
418800,3,1,418800,405054,True,True,3
418825,3,1,418825,397409,False,False,0
418833,3,1,418833,66054,False,False,0
418849,3,1,418849,560730,False,False,0
418854,3,1,418854,44285,False,False,0
418863,3,1,418863,9703,True,False,1
418877,3,1,418877,295687,True,False,1
418879,3,1,418879,376008,True,False,1
418902,0,1,418902,254406,False,True,2
418902,15,1,418902,254406,False,True,2
418920,3,1,418920,398482,True,False,1
418936,27,1,418936,146500,True,True,3
418943,3,1,418943,584667,True,False,1
418951,3,1,418951,645864,True,True,3
418954,3,1,418954,7166,False,False,0
418996,27,1,418996,621334,True,True,3
418997,3,1,418997,119888,True,True,3
418997,18,1,418997,119888,True,True,3
419052,3,1,419052,236203,False,True,2
419056,3,1,419056,582009,False,True,2
419061,3,1,419061,548519,False,True,2
419061,27,1,419061,548519,False,True,2
419083,3,1,419083,766649,True,False,1
419085,3,1,419085,709504,False,False,0
419100,1,1,419100,375539,True,True,3
419100,3,1,419100,375539,True,True,3
419107,3,1,419107,682069,False,False,0
419110,3,1,419110,609771,False,False,0
419142,3,1,419142,217568,True,True,3
419152,3,1,419152,19388,False,False,0
419157,3,1,419157,331828,True,False,1
419158,3,1,419158,723956,True,False,1
419166,3,1,419166,561732,False,False,0
419167,3,1,419167,222268,False,False,0
419177,3,1,419177,592853,True,True,3
419179,3,1,419179,399993,False,False,0
419197,3,1,419197,652612,False,False,0
419205,0,1,419205,109902,False,False,0
419224,3,1,419224,286019,False,True,2
419255,3,1,419255,481392,True,False,1
419257,3,1,419257,291905,False,False,0
419264,1,1,419264,412912,False,False,0
419277,10,1,419277,42463,True,False,1
419282,3,1,419282,276349,True,True,3
419292,3,1,419292,545405,True,False,1
419293,3,1,419293,733624,True,False,1
419294,3,1,419294,127372,False,True,2
419318,3,1,419318,530696,True,False,1
419330,3,1,419330,310292,True,True,3
419334,3,1,419334,135443,True,False,1
419340,3,1,419340,705616,False,False,0
419347,3,1,419347,390743,False,True,2
419354,3,1,419354,295749,True,False,1
419425,3,1,419425,739117,False,True,2
419425,27,1,419425,739117,False,True,2
419441,18,1,419441,247288,True,True,3
419442,3,1,419442,13140,False,False,0
419451,3,1,419451,335039,False,False,0
419457,3,1,419457,152389,False,True,2
419459,3,1,419459,228156,True,False,1
419467,3,1,419467,195699,False,False,0
419470,3,1,419470,148495,False,False,0
419502,3,1,419502,317583,False,False,0
419503,3,1,419503,292203,True,True,3
419542,3,1,419542,375063,False,False,0
419560,3,1,419560,101328,False,False,0
419561,3,1,419561,164272,True,False,1
419562,3,1,419562,294223,True,False,1
419573,3,1,419573,696552,False,False,0
419574,3,1,419574,174211,True,False,1
419583,3,1,419583,547816,True,True,3
419594,3,1,419594,670425,True,False,1
419621,3,1,419621,485061,True,False,1
419664,3,1,419664,543811,False,False,0
419666,3,1,419666,69063,True,False,1
419667,3,1,419667,469912,True,False,1
419695,3,1,419695,755195,False,False,0
419701,3,1,419701,273825,False,False,0
419735,3,1,419735,78407,False,False,0
419749,3,1,419749,736476,True,True,3
419767,3,1,419767,579713,False,False,0
419808,3,1,419808,598652,False,False,0
419828,3,1,419828,396933,False,False,0
419839,3,1,419839,489809,True,True,3
419855,3,1,419855,533539,False,False,0
419857,3,1,419857,576024,False,False,0
419870,3,1,419870,67256,False,False,0
419895,26,1,419895,92123,True,False,1
419908,3,1,419908,754919,False,True,2
419915,3,1,419915,246857,True,False,1
419939,3,1,419939,230623,True,False,1
419960,3,1,419960,583306,False,False,0
419991,3,1,419991,355811,True,False,1
420000,3,1,420000,237288,False,True,2
420040,3,1,420040,19121,False,False,0
420090,3,1,420090,631508,True,True,3
420096,3,1,420096,186687,True,False,1
420111,3,1,420111,466103,True,False,1
420134,3,1,420134,10242,True,False,1
420151,3,1,420151,376346,True,False,1
420153,0,1,420153,515595,False,False,0
420154,3,1,420154,523417,True,False,1
420157,10,1,420157,482399,False,False,0
420170,3,1,420170,14503,True,False,1
420172,3,1,420172,460078,False,False,0
420185,1,1,420185,510644,True,False,1
420196,3,1,420196,226572,True,True,3
420203,3,1,420203,251674,True,False,1
420256,3,1,420256,74132,False,False,0
420283,3,1,420283,288238,True,True,3
420308,3,1,420308,252327,True,True,3
420315,3,1,420315,294226,True,False,1
420342,3,1,420342,128497,False,False,0
420344,3,1,420344,59153,False,False,0
420362,3,1,420362,18544,False,False,0
420364,3,1,420364,663220,True,False,1
420365,3,1,420365,473917,False,False,0
420402,8,1,420402,53896,False,True,2
420402,15,1,420402,53896,False,True,2
420405,3,1,420405,478232,False,False,0
420407,3,1,420407,636834,False,False,0
420416,0,1,420416,737354,True,False,1
420427,3,1,420427,414881,False,False,0
420430,3,1,420430,614365,False,False,0
420460,3,1,420460,695524,False,False,0
420480,3,1,420480,535908,False,True,2
420488,3,1,420488,407659,False,False,0
420491,3,1,420491,388949,False,False,0
420493,3,1,420493,173774,True,False,1
420526,3,1,420526,19197,False,False,0
420530,3,1,420530,199118,False,True,2
420534,1,1,420534,256645,True,False,1
420574,3,1,420574,205950,False,False,0
420576,3,1,420576,303600,True,True,3
420585,3,1,420585,304364,False,True,2
420586,10,1,420586,216478,True,False,1
420641,3,1,420641,327041,False,False,0
420647,3,1,420647,552106,False,False,0
420654,3,1,420654,230224,True,True,3
420657,3,1,420657,136355,True,False,1
420676,27,1,420676,394668,False,True,2
420774,3,1,420774,25109,True,False,1
420822,3,1,420822,43183,False,False,0
420837,3,1,420837,727134,True,False,1
420838,3,1,420838,85449,True,False,1
420860,18,1,420860,733425,False,True,2
420872,3,1,420872,224557,True,False,1
420886,3,1,420886,135724,False,False,0
420891,26,1,420891,122958,True,False,1
420906,15,1,420906,666401,True,True,3
420906,23,1,420906,666401,True,True,3
420907,3,1,420907,247434,True,False,1
420908,3,1,420908,11603,False,False,0
420915,27,1,420915,470708,False,True,2
420920,3,1,420920,402676,True,True,3
420937,3,1,420937,664207,True,True,3
420938,3,1,420938,269607,False,False,0
420960,3,1,420960,596473,True,False,1
420968,3,1,420968,311923,False,False,0
420982,3,1,420982,122720,False,False,0
420989,3,1,420989,89331,True,False,1
421021,3,1,421021,202079,False,True,2
421025,3,1,421025,637685,True,True,3
421027,26,1,421027,258919,False,True,2
421029,3,1,421029,582106,False,False,0
421038,26,1,421038,63630,False,False,0
421040,3,1,421040,483319,False,False,0
421069,3,1,421069,538350,False,False,0
421107,3,1,421107,712477,True,False,1
421113,21,1,421113,665749,True,False,1
421117,3,1,421117,522337,False,False,0
421121,3,1,421121,667762,True,False,1
421139,3,1,421139,473624,False,False,0
421154,3,1,421154,323464,True,True,3
421171,3,1,421171,56385,True,False,1
421172,3,1,421172,407671,True,False,1
421187,3,1,421187,99480,True,False,1
421191,3,1,421191,538916,True,True,3
421218,3,1,421218,3537,True,True,3
421222,3,1,421222,327619,True,False,1
421223,3,1,421223,240730,True,False,1
421235,3,1,421235,84996,True,False,1
421251,3,1,421251,264812,False,True,2
421260,3,1,421260,95824,False,False,0
421276,25,1,421276,520191,False,False,0
421293,3,1,421293,405371,True,True,3
421293,18,1,421293,405371,True,True,3
421299,3,1,421299,552924,True,False,1
421309,3,1,421309,730871,False,True,2
421311,3,1,421311,403580,False,False,0
421321,3,1,421321,139345,False,False,0
421329,3,1,421329,749891,True,True,3
421340,3,1,421340,42804,True,False,1
421353,3,1,421353,77108,True,True,3
421355,3,1,421355,388747,False,False,0
421365,3,1,421365,655474,True,False,1
421377,3,1,421377,239094,True,False,1
421391,3,1,421391,262404,True,True,3
421449,3,1,421449,88168,True,False,1
421463,27,1,421463,564863,True,True,3
421466,3,1,421466,158019,False,False,0
421481,3,1,421481,224706,True,True,3
421482,3,1,421482,171984,False,True,2
421486,3,1,421486,493089,False,False,0
421502,3,1,421502,304014,True,False,1
421505,3,1,421505,6278,False,False,0
421515,3,1,421515,266288,True,False,1
421518,3,1,421518,184055,True,False,1
421529,3,1,421529,740567,False,False,0
421557,3,1,421557,578180,True,False,1
421572,3,1,421572,718100,False,False,0
421586,3,1,421586,115842,False,True,2
421588,3,1,421588,324634,False,False,0
421590,3,1,421590,745375,False,False,0
421594,1,1,421594,423835,False,False,0
421627,28,1,421627,360847,False,False,0
421631,3,1,421631,383466,False,True,2
421653,3,1,421653,299522,True,True,3
421654,3,1,421654,41320,False,False,0
421670,27,1,421670,740694,True,True,3
421687,1,1,421687,322004,False,False,0
421694,3,1,421694,447720,False,False,0
421700,3,1,421700,458349,True,False,1
421707,3,1,421707,344119,False,False,0
421750,3,1,421750,365732,False,False,0
421753,3,1,421753,549239,True,True,3
421765,3,1,421765,511628,True,True,3
421768,3,1,421768,158454,False,False,0
421780,3,1,421780,591892,True,False,1
421796,3,1,421796,400899,True,True,3
421806,3,1,421806,352902,False,False,0
421843,3,1,421843,751811,True,False,1
421844,3,1,421844,333433,False,False,0
421873,3,1,421873,352232,False,False,0
421896,3,1,421896,139250,True,True,3
421910,3,1,421910,190759,False,False,0
421911,3,1,421911,20326,True,False,1
421917,3,1,421917,101914,False,True,2
421922,3,1,421922,27289,True,True,3
421927,3,1,421927,61726,False,True,2
421928,3,1,421928,310973,True,False,1
421950,3,1,421950,466099,True,True,3
421988,3,1,421988,217534,True,False,1
422010,3,1,422010,184131,True,False,1
422026,3,1,422026,676189,True,False,1
422027,3,1,422027,507288,False,False,0
422029,3,1,422029,134598,False,False,0
422031,10,1,422031,324450,True,True,3
422032,1,1,422032,754465,True,False,1
422069,1,1,422069,647562,True,True,3
422071,3,1,422071,195732,False,False,0
422097,3,1,422097,625629,False,False,0
422110,1,1,422110,737605,False,False,0
422113,3,1,422113,711005,False,True,2
422113,10,1,422113,711005,False,True,2
422133,27,1,422133,363786,False,True,2
422134,3,1,422134,658174,False,False,0
422145,3,1,422145,258461,False,True,2
422152,3,1,422152,671304,True,False,1
422172,4,1,422172,360261,False,False,0
422177,3,1,422177,51634,True,False,1
422224,10,1,422224,260108,False,False,0
422233,3,1,422233,726573,True,True,3
422250,3,1,422250,167001,False,False,0
422253,3,1,422253,584904,True,False,1
422265,3,1,422265,276012,False,False,0
422275,3,1,422275,363571,False,False,0
422307,3,1,422307,291528,False,False,0
422308,3,1,422308,221423,True,True,3
422308,27,1,422308,221423,True,True,3
422313,3,1,422313,117938,False,False,0
422363,3,1,422363,509659,False,False,0
422389,3,1,422389,62373,True,False,1
422391,3,1,422391,299114,True,False,1
422395,27,1,422395,243901,True,False,1
422432,3,1,422432,253329,True,False,1
422454,3,1,422454,77676,False,False,0
422462,3,1,422462,377595,False,True,2
422469,3,1,422469,57163,False,True,2
422477,0,1,422477,320729,True,False,1
422498,3,1,422498,395452,False,False,0
422500,3,1,422500,250704,False,False,0
422523,3,1,422523,682380,False,False,0
422532,1,1,422532,314206,False,True,2
422532,21,1,422532,314206,False,True,2
422536,3,1,422536,630258,True,True,3
422536,10,1,422536,630258,True,True,3
422540,3,1,422540,125090,True,False,1
422570,3,1,422570,92843,False,True,2
422581,9,1,422581,657392,False,True,2
422581,10,1,422581,657392,False,True,2
422581,16,1,422581,657392,False,True,2
422581,17,1,422581,657392,False,True,2
422599,3,1,422599,73363,False,False,0
422608,3,1,422608,197775,False,False,0
422633,3,1,422633,50207,True,False,1
422638,0,1,422638,165228,False,True,2
422640,3,1,422640,124854,True,False,1
422671,3,1,422671,53494,False,False,0
422674,3,1,422674,401380,False,True,2
422684,18,1,422684,731861,False,False,0
422704,3,1,422704,362054,True,False,1
422709,27,1,422709,51463,False,True,2
422734,3,1,422734,514812,True,False,1
422747,3,1,422747,417238,True,True,3
422764,26,1,422764,36295,False,False,0
422769,3,1,422769,741994,False,False,0
422770,3,1,422770,19739,False,True,2
422779,18,1,422779,18300,False,False,0
422790,3,1,422790,559273,False,False,0
422822,3,1,422822,417427,False,False,0
422826,3,1,422826,378995,True,False,1
422861,18,1,422861,607098,True,False,1
422864,3,1,422864,341209,True,False,1
422866,3,1,422866,453976,True,False,1
422881,3,1,422881,615552,True,True,3
422895,3,1,422895,592522,False,False,0
422920,3,1,422920,362523,False,False,0
422961,3,1,422961,159473,True,True,3
422967,3,1,422967,692612,True,True,3
422975,10,1,422975,106231,False,False,0
422976,3,1,422976,452939,False,False,0
422988,3,1,422988,281461,False,False,0
423001,3,1,423001,161138,False,True,2
423002,3,1,423002,79962,True,True,3
423002,18,1,423002,79962,True,True,3
423015,3,1,423015,430288,True,True,3
423037,26,1,423037,279038,False,False,0
423041,3,1,423041,752071,True,False,1
423103,3,1,423103,762185,True,False,1
423114,18,1,423114,30805,False,True,2
423115,3,1,423115,205699,False,False,0
423118,3,1,423118,714377,False,False,0
423122,3,1,423122,133654,False,False,0
423125,3,1,423125,690361,True,False,1
423135,3,1,423135,345538,False,False,0
423169,3,1,423169,260773,True,True,3
423176,3,1,423176,397265,False,False,0
423183,3,1,423183,39155,True,True,3
423194,10,1,423194,577965,True,False,1
423211,3,1,423211,356639,False,False,0
423212,3,1,423212,466918,False,False,0
423215,3,1,423215,303489,True,True,3
423215,27,1,423215,303489,True,True,3
423219,3,1,423219,472221,True,False,1
423228,3,1,423228,165504,False,False,0
423261,3,1,423261,198809,False,False,0
423274,1,1,423274,449529,True,True,3
423275,3,1,423275,475867,False,True,2
423298,3,1,423298,187312,False,False,0
423309,3,1,423309,190089,False,True,2
423318,3,1,423318,157135,True,True,3
423332,10,1,423332,213642,True,False,1
423372,3,1,423372,515687,True,False,1
423380,3,1,423380,488602,False,True,2
423410,3,1,423410,202494,False,False,0
423412,3,1,423412,698351,False,False,0
423418,3,1,423418,118065,False,True,2
423426,3,1,423426,546555,False,False,0
423456,3,1,423456,705822,True,False,1
423458,3,1,423458,76169,False,False,0
423459,3,1,423459,191727,True,False,1
423486,3,1,423486,295120,True,False,1
423520,3,1,423520,432241,False,False,0
423530,3,1,423530,617519,True,False,1
423533,26,1,423533,422399,True,True,3
423534,3,1,423534,663804,True,False,1
423536,10,1,423536,500802,False,False,0
423546,3,1,423546,86595,True,False,1
423549,3,1,423549,412441,False,True,2
423549,27,1,423549,412441,False,True,2
423552,3,1,423552,231633,True,False,1
423557,3,1,423557,157645,False,False,0
423558,3,1,423558,380281,True,False,1
423562,3,1,423562,297042,True,False,1
423569,3,1,423569,393063,True,False,1
423575,26,1,423575,537668,False,False,0
423606,3,1,423606,559436,True,True,3
423609,3,1,423609,482082,True,True,3
423619,1,1,423619,528736,True,True,3
423645,3,1,423645,9609,False,False,0
423656,3,1,423656,417039,False,True,2
423657,3,1,423657,289276,False,True,2
423666,3,1,423666,596899,False,True,2
423670,3,1,423670,470647,False,False,0
423674,3,1,423674,19796,True,False,1
423683,3,1,423683,268150,True,True,3
423699,3,1,423699,117916,True,False,1
423718,3,1,423718,293597,True,False,1
423721,1,1,423721,567797,False,True,2
423728,1,1,423728,303501,False,False,0
423738,10,1,423738,366890,False,False,0
423776,10,1,423776,407130,False,False,0
423781,3,1,423781,33026,True,False,1
423809,3,1,423809,403808,False,False,0
423814,3,1,423814,39409,False,False,0
423815,3,1,423815,600884,False,True,2
423816,3,1,423816,118059,True,True,3
423827,26,1,423827,423755,False,False,0
423848,3,1,423848,583576,False,False,0
423862,3,1,423862,711053,False,False,0
423879,3,1,423879,419637,True,False,1
423894,3,1,423894,212686,False,False,0
423906,3,1,423906,751704,False,False,0
423915,3,1,423915,35251,False,False,0
423925,26,1,423925,611716,True,True,3
423942,3,1,423942,159372,False,True,2
423953,27,1,423953,712578,True,True,3
423961,3,1,423961,211611,True,False,1
423966,3,1,423966,375887,True,False,1
423972,3,1,423972,641768,False,False,0
423973,1,1,423973,682085,False,False,0
423982,3,1,423982,242159,False,False,0
423984,3,1,423984,179295,True,True,3
423988,3,1,423988,734688,False,False,0
423990,3,1,423990,176470,True,True,3
424003,10,1,424003,400813,False,False,0
424021,3,1,424021,4945,True,False,1
424028,3,1,424028,767859,True,True,3
424052,3,1,424052,229941,True,True,3
424053,3,1,424053,555788,True,True,3
424056,3,1,424056,429666,False,False,0
424057,3,1,424057,679962,True,False,1
424059,3,1,424059,397245,True,False,1
424063,3,1,424063,514865,False,True,2
424096,3,1,424096,34930,True,True,3
424111,3,1,424111,243492,True,True,3
424115,3,1,424115,715030,True,False,1
424135,3,1,424135,37664,False,False,0
424148,3,1,424148,14018,True,False,1
424154,3,1,424154,295179,True,False,1
424156,3,1,424156,506775,True,True,3
424157,21,1,424157,482662,True,False,1
424179,3,1,424179,478871,False,False,0
424193,3,1,424193,538221,False,False,0
424195,3,1,424195,641193,True,True,3
424195,21,1,424195,641193,True,True,3
424199,3,1,424199,334845,True,False,1
424203,3,1,424203,39683,False,False,0
424208,3,1,424208,8478,True,True,3
424210,3,1,424210,714897,True,True,3
424292,1,1,424292,106284,False,False,0
424345,3,1,424345,302797,False,False,0
424364,3,1,424364,333876,True,False,1
424384,3,1,424384,462650,True,False,1
424389,3,1,424389,604811,False,False,0
424391,3,1,424391,268843,True,True,3
424421,3,1,424421,422800,False,False,0
424485,3,1,424485,718180,False,False,0
424490,3,1,424490,262782,True,False,1
424497,3,1,424497,6899,True,True,3
424501,3,1,424501,82806,True,True,3
424515,3,1,424515,196942,True,True,3
424537,3,1,424537,531529,True,True,3
424544,3,1,424544,210579,False,False,0
424578,0,1,424578,471198,False,False,0
424583,3,1,424583,90662,False,False,0
424591,3,1,424591,631419,False,False,0
424628,3,1,424628,474149,True,False,1
424631,3,1,424631,31132,True,False,1
424637,3,1,424637,706801,True,True,3
424658,3,1,424658,662321,False,False,0
424663,3,1,424663,595314,False,False,0
424664,9,1,424664,146246,True,False,1
424685,3,1,424685,714441,False,False,0
424692,3,1,424692,281985,True,True,3
424694,3,1,424694,555881,True,True,3
424774,3,1,424774,688565,False,False,0
424795,1,1,424795,638846,False,False,0
424798,3,1,424798,95937,False,False,0
424800,3,1,424800,78276,False,False,0
424806,10,1,424806,554470,False,False,0
424809,10,1,424809,384567,False,False,0
424835,3,1,424835,453548,False,False,0
424840,3,1,424840,431391,True,False,1
424898,3,1,424898,697572,True,False,1
424900,3,1,424900,208010,True,False,1
424903,3,1,424903,745775,True,False,1
424908,3,1,424908,381055,True,False,1
424916,3,1,424916,224494,True,False,1
424923,3,1,424923,307264,False,False,0
424924,3,1,424924,33863,True,False,1
424932,3,1,424932,516305,True,False,1
424962,3,1,424962,553452,False,False,0
424977,3,1,424977,728334,True,False,1
425037,3,1,425037,392291,True,False,1
425051,3,1,425051,498664,False,False,0
425069,3,1,425069,352033,False,False,0
425097,3,1,425097,316084,False,False,0
425101,3,1,425101,261765,False,True,2
425105,3,1,425105,82123,False,True,2
425128,21,1,425128,156228,False,True,2
425148,3,1,425148,420950,False,False,0
425174,3,1,425174,640946,False,False,0
425175,3,1,425175,225178,False,False,0
425176,3,1,425176,164341,True,False,1
425179,3,1,425179,316686,True,True,3
425211,3,1,425211,160355,True,False,1
425215,3,1,425215,205117,False,False,0
425279,3,1,425279,492611,True,False,1
425293,3,1,425293,627169,False,False,0
425304,15,1,425304,318730,True,False,1
425320,3,1,425320,260455,False,False,0
425331,10,1,425331,458022,False,False,0
425332,3,1,425332,112924,True,False,1
425340,3,1,425340,757251,False,False,0
425350,3,1,425350,371759,True,False,1
425365,3,1,425365,572310,False,False,0
425373,3,1,425373,457554,True,False,1
425378,3,1,425378,647633,False,False,0
425383,3,1,425383,667325,True,False,1
425396,3,1,425396,16209,True,False,1
