l,rho,lambda,lambda_suave
890,1145.0,0.0,0.14171541374073487
891,1145.0,0.0,0.1415324377469419
892,1145.0,0.0,0.14135126127296654
893,1145.0,0.0,0.14117189511580597
894,1145.0,0.0,0.14099435007245742
895,1145.0,0.0,0.1408186369399181
896,1145.0,0.0,0.14064476651518526
897,1145.0,0.0,0.14047274959525605
898,1145.0,0.0,0.1403025969771278
899,1146.0,1.0,0.14013431945779764
900,1146.0,0.0,0.13996792783426282
901,1146.0,0.0,0.1398034329035206
902,1147.0,1.0,0.1396408454625681
903,1147.0,0.0,0.13948017630840265
904,1147.0,0.0,0.13932143623802137
905,1148.0,1.0,0.13916463604842155
906,1148.0,0.0,0.13900978653660045
907,1148.0,0.0,0.13885689849955518
908,1148.0,0.0,0.13870598273428303
909,1148.0,0.0,0.13855705003778118
910,1148.0,0.0,0.13841011120704688
911,1148.0,0.0,0.13826517703907737
912,1148.0,0.0,0.13812225833086983
913,1148.0,0.0,0.1379813658794215
914,1148.0,0.0,0.13784251048172955
915,1149.0,1.0,0.13770570293479129
916,1149.0,0.0,0.1375709540356039
917,1149.0,0.0,0.1374382745811646
918,1149.0,0.0,0.13730767536847055
919,1150.0,1.0,0.13717916719451906
920,1150.0,0.0,0.1370527608563073
921,1150.0,0.0,0.13692846715083254
922,1150.0,0.0,0.13680629687509194
923,1150.0,0.0,0.13668626082608276
924,1150.0,0.0,0.13656836980080223
925,1150.0,0.0,0.13645263459624749
926,1150.0,0.0,0.13633906600941587
927,1150.0,0.0,0.1362276748373045
928,1150.0,0.0,0.13611847187691067
929,1150.0,0.0,0.13601146792523156
930,1150.0,0.0,0.13590667377926438
931,1150.0,0.0,0.13580410023600636
932,1151.0,1.0,0.13570375809245475
933,1151.0,0.0,0.13560565814560677
934,1152.0,1.0,0.13550981119245958
935,1152.0,0.0,0.13541622803001044
936,1152.0,0.0,0.1353249194552566
937,1152.0,0.0,0.13523589626519522
938,1152.0,0.0,0.13514916925682358
939,1152.0,0.0,0.13506474922713885
940,1152.0,0.0,0.13498264697313825
941,1152.0,0.0,0.13490287329181908
942,1152.0,0.0,0.13482543898017846
943,1152.0,0.0,0.13475035483521364
944,1152.0,0.0,0.1346776316539219
945,1152.0,0.0,0.13460728023330037
946,1152.0,0.0,0.13453931137034636
947,1152.0,0.0,0.13447373586205696
948,1153.0,1.0,0.13441056450542954
949,1153.0,0.0,0.13434980809746125
950,1153.0,0.0,0.1342914774351493
951,1153.0,0.0,0.1342355833154909
952,1153.0,0.0,0.13418213653548333
953,1154.0,1.0,0.13413114789212377
954,1154.0,0.0,0.13408262818240946
955,1154.0,0.0,0.13403658820333755
956,1154.0,0.0,0.13399303875190532
957,1154.0,0.0,0.13395199062511004
958,1155.0,1.0,0.13391345461994883
959,1155.0,0.0,0.133877441533419
960,1155.0,0.0,0.1338439621625177
961,1155.0,0.0,0.13381302730424213
962,1155.0,0.0,0.13378464775558965
963,1155.0,0.0,0.1337588343135573
964,1155.0,0.0,0.13373559777514246
965,1156.0,1.0,0.13371494893734223
966,1156.0,0.0,0.1336968985971539
967,1156.0,0.0,0.13368145755157465
968,1156.0,0.0,0.13366863659760173
969,1156.0,0.0,0.13365844653223236
970,1156.0,0.0,0.13365089815246373
971,1156.0,0.0,0.13364600225529305
972,1156.0,0.0,0.13364376963771762
973,1156.0,0.0,0.13364421109673458
974,1157.0,1.0,0.13364733742934118
975,1157.0,0.0,0.13365315943253467
976,1157.0,0.0,0.13366168790331218
977,1157.0,0.0,0.13367293363867105
978,1157.0,0.0,0.1336869074356084
979,1157.0,0.0,0.13370362009112152
980,1157.0,0.0,0.13372308240220757
981,1157.0,0.0,0.13374530516586383
982,1157.0,0.0,0.1337702991790875
983,1157.0,0.0,0.13379807523887577
984,1157.0,0.0,0.13382864414222587
985,1157.0,0.0,0.13386201668613507
986,1157.0,0.0,0.1338982036676005
987,1157.0,0.0,0.13393721588361948
988,1157.0,0.0,0.13397906413118915
989,1157.0,0.0,0.1340237592073068
990,1158.0,1.0,0.1340713119089696
991,1158.0,0.0,0.13412173303317476
992,1158.0,0.0,0.13417503337691952
993,1158.0,0.0,0.13423122373720112
994,1158.0,0.0,0.13429031491101678
995,1159.0,1.0,0.1343523176953637
996,1159.0,0.0,0.1344172428872391
997,1159.0,0.0,0.13448510128364016
998,1159.0,0.0,0.13455590368156423
999,1159.0,0.0,0.1346296608780084
1000,1159.0,0.0,0.13470638366996993
