drug_id,especie,grupo,palanca,parametro,semilla_antes,semilla_despues,rescatada
175165,22,2,kegg,,informativa,informativa,False
177087,1,0,kegg,,nula,nula,False
178237,3,3,kegg,,nula,nula,False
179573,1,0,kegg,,nula,nula,False
181511,0,2,kegg,,no informativa,no informativa,False
184483,22,0,kegg,,nula,nula,False
185156,26,1,kegg,,nula,nula,False
186533,10,2,kegg,,no informativa,no informativa,False
186533,25,2,kegg,,no informativa,no informativa,False
190412,3,1,kegg,,nula,nula,False
190714,21,3,kegg,,nula,nula,False
192358,3,0,kegg,,nula,nula,False
192557,3,0,kegg,,no informativa,no informativa,False
193009,1,0,kegg,,nula,nula,False
196141,26,2,kegg,,nula,nula,False
200272,18,3,kegg,,nula,nula,False
204252,3,1,kegg,,no informativa,no informativa,False
204322,3,2,kegg,,no informativa,no informativa,False
208202,26,1,kegg,,nula,nula,False
208354,0,0,kegg,,nula,nula,False
208696,18,2,kegg,,nula,nula,False
208716,18,3,kegg,,informativa,informativa,False
210855,26,1,kegg,,no informativa,no informativa,False
211249,1,2,kegg,,no informativa,no informativa,False
211743,10,0,kegg,,nula,nula,False
212678,3,3,kegg,,nula,nula,False
217823,1,0,kegg,,nula,nula,False
218242,0,1,kegg,,no informativa,no informativa,False
219944,25,2,kegg,,no informativa,no informativa,False
222624,1,1,kegg,,nula,nula,False
222783,3,0,kegg,,nula,nula,False
223304,3,0,kegg,,nula,nula,False
223630,0,2,kegg,,nula,nula,False
224808,15,1,kegg,,nula,nula,False
225833,17,2,kegg,,nula,nula,False
225960,3,1,kegg,,no informativa,no informativa,False
227285,18,3,kegg,,nula,nula,False
229938,10,3,kegg,,nula,nula,False
231890,1,3,kegg,,nula,nula,False
232722,3,0,kegg,,nula,nula,False
232924,9,2,kegg,,nula,nula,False
235534,0,2,kegg,,nula,nula,False
236066,0,0,kegg,,nula,nula,False
241660,0,1,kegg,,no informativa,no informativa,False
242546,1,1,kegg,,nula,nula,False
245674,15,3,kegg,,no informativa,no informativa,False
246814,26,2,kegg,,nula,nula,False
247791,18,3,kegg,,no informativa,no informativa,False
248252,0,1,kegg,,no informativa,no informativa,False
248652,10,3,kegg,,nula,nula,False
249294,3,0,kegg,,nula,nula,False
249677,1,2,kegg,,no informativa,no informativa,False
254476,5,2,kegg,,no informativa,no informativa,False
254476,25,2,kegg,,no informativa,no informativa,False
254718,9,0,kegg,,no informativa,no informativa,False
262321,1,0,kegg,,no informativa,no informativa,False
267070,0,1,kegg,,no informativa,no informativa,False
268136,10,2,kegg,,nula,nula,False
268408,3,0,kegg,,nula,nula,False
270664,1,2,kegg,,informativa,informativa,False
272100,26,1,kegg,,nula,nula,False
272727,3,3,kegg,,no informativa,no informativa,False
274263,21,1,kegg,,nula,nula,False
277162,9,2,kegg,,nula,nula,False
278067,9,3,kegg,,nula,nula,False
278586,9,2,kegg,,nula,nula,False
279473,9,2,kegg,,nula,nula,False
279966,0,0,kegg,,nula,nula,False
280081,3,2,kegg,,nula,nula,False
280688,10,0,kegg,,no informativa,no informativa,False
280919,1,1,kegg,,nula,nula,False
282175,26,2,kegg,,nula,nula,False
283515,3,1,kegg,,nula,nula,False
283634,0,3,kegg,,nula,nula,False
283634,15,3,kegg,,nula,nula,False
287929,0,2,kegg,,informativa,informativa,False
289947,3,1,kegg,,nula,nula,False
293552,26,0,kegg,,nula,nula,False
293827,1,3,kegg,,nula,nula,False
295524,26,0,kegg,,nula,nula,False
295703,3,2,kegg,,nula,nula,False
295811,4,0,kegg,,nula,nula,False
297165,0,2,kegg,,nula,nula,False
298862,1,2,kegg,,nula,nula,False
299708,3,1,kegg,,nula,nula,False
303272,26,1,kegg,,no informativa,no informativa,False
304806,0,0,kegg,,nula,nula,False
304860,0,1,kegg,,nula,nula,False
304976,3,0,kegg,,no informativa,no informativa,False
305553,26,0,kegg,,nula,nula,False
306633,10,0,kegg,,nula,nula,False
307562,3,2,kegg,,no informativa,no informativa,False
313650,18,1,kegg,,no informativa,no informativa,False
315588,0,0,kegg,,nula,nula,False
316887,0,0,kegg,,no informativa,no informativa,False
321015,0,0,kegg,,no informativa,no informativa,False
322432,0,2,kegg,,nula,nula,False
323114,3,1,kegg,,nula,nula,False
323916,18,0,kegg,,nula,nula,False
324577,1,1,kegg,,nula,nula,False
324779,3,0,kegg,,nula,nula,False
325713,10,3,kegg,,nula,nula,False
330297,17,0,kegg,,nula,nula,False
333060,10,1,kegg,,nula,nula,False
337559,18,3,kegg,,nula,nula,False
340267,10,3,kegg,,no informativa,no informativa,False
341344,18,3,kegg,,nula,nula,False
341674,26,1,kegg,,nula,nula,False
341940,26,0,kegg,,nula,nula,False
342571,10,0,kegg,,nula,nula,False
342902,18,0,kegg,,nula,nula,False
343584,26,0,kegg,,nula,nula,False
344364,26,0,kegg,,nula,nula,False
347120,26,0,kegg,,no informativa,no informativa,False
347928,1,0,kegg,,nula,nula,False
349607,26,2,kegg,,no informativa,no informativa,False
353396,4,0,kegg,,nula,nula,False
356021,0,0,kegg,,nula,nula,False
356096,18,2,kegg,,informativa,informativa,False
356418,23,2,kegg,,nula,nula,False
358485,1,0,kegg,,nula,nula,False
360247,10,0,kegg,,nula,nula,False
360349,18,1,kegg,,nula,nula,False
360353,3,0,kegg,,nula,nula,False
360510,18,1,kegg,,no informativa,no informativa,False
365149,18,2,kegg,,informativa,informativa,False
368001,18,2,kegg,,nula,nula,False
370578,26,1,kegg,,no informativa,no informativa,False
372117,15,1,kegg,,nula,nula,False
375446,0,2,kegg,,no informativa,no informativa,False
376648,18,0,kegg,,nula,nula,False
378361,3,0,kegg,,nula,nula,False
380065,3,1,kegg,,nula,nula,False
380139,15,0,kegg,,nula,nula,False
381680,0,0,kegg,,nula,nula,False
381957,0,2,kegg,,nula,nula,False
383581,26,0,kegg,,no informativa,no informativa,False
385060,26,1,kegg,,nula,nula,False
389885,3,2,kegg,,nula,nula,False
389937,10,3,kegg,,no informativa,no informativa,False
391029,10,2,kegg,,nula,nula,False
391029,21,2,kegg,,nula,nula,False
391351,26,1,kegg,,nula,nula,False
391886,1,0,kegg,,no informativa,no informativa,False
392702,26,0,kegg,,nula,nula,False
396227,0,0,kegg,,nula,nula,False
397648,3,3,kegg,,nula,nula,False
399437,0,3,kegg,,informativa,informativa,False
400062,3,2,kegg,,nula,nula,False
400885,1,2,kegg,,no informativa,no informativa,False
401092,1,2,kegg,,nula,nula,False
405659,0,2,kegg,,nula,nula,False
405683,3,2,kegg,,informativa,informativa,False
407217,3,0,kegg,,no informativa,no informativa,False
407790,9,3,kegg,,nula,nula,False
411610,0,3,kegg,,nula,nula,False
412518,3,1,kegg,,nula,nula,False
412705,10,0,kegg,,nula,nula,False
413782,0,0,kegg,,nula,nula,False
416505,0,0,kegg,,nula,nula,False
418997,18,3,kegg,,nula,nula,False
420153,0,0,kegg,,nula,nula,False
422172,4,0,kegg,,no informativa,no informativa,False
423332,10,1,kegg,,nula,nula,False
423619,1,3,kegg,,nula,nula,False
424806,10,0,kegg,,nula,nula,False
425554,15,0,kegg,,nula,nula,False
428860,0,1,kegg,,nula,nula,False
437251,10,1,kegg,,nula,nula,False
437821,17,2,kegg,,no informativa,no informativa,False
443646,3,3,kegg,,nula,nula,False
446587,10,2,kegg,,informativa,informativa,False
451468,10,3,kegg,,informativa,informativa,False
452888,3,1,kegg,,nula,nula,False
453033,21,2,kegg,,no informativa,no informativa,False
457563,0,2,kegg,,nula,nula,False
459314,18,0,kegg,,nula,nula,False
459617,21,3,kegg,,no informativa,no informativa,False
461413,23,0,kegg,,no informativa,no informativa,False
465291,10,1,kegg,,nula,nula,False
465515,10,2,kegg,,no informativa,no informativa,False
467471,1,3,kegg,,nula,nula,False
468048,3,0,kegg,,nula,nula,False
468435,17,2,kegg,,nula,nula,False
469116,10,2,kegg,,nula,nula,False
469136,3,3,kegg,,nula,nula,False
469940,21,3,kegg,,informativa,informativa,False
474300,10,2,kegg,,no informativa,no informativa,False
479089,1,3,kegg,,nula,nula,False
480499,18,1,kegg,,nula,nula,False
481605,0,3,kegg,,nula,nula,False
483273,26,3,kegg,,nula,nula,False
484568,3,0,kegg,,nula,nula,False
485200,26,0,kegg,,nula,nula,False
486461,3,0,kegg,,nula,nula,False
488841,10,1,kegg,,nula,nula,False
488864,4,2,kegg,,no informativa,no informativa,False
491072,1,0,kegg,,nula,nula,False
492307,3,1,kegg,,no informativa,no informativa,False
494054,18,0,kegg,,no informativa,no informativa,False
494312,25,2,kegg,,nula,nula,False
496265,26,3,kegg,,nula,nula,False
499618,0,0,kegg,,no informativa,no informativa,False
503421,23,0,kegg,,nula,nula,False
503918,5,2,kegg,,informativa,informativa,False
504071,0,0,kegg,,nula,nula,False
504350,3,1,kegg,,no informativa,no informativa,False
504894,1,1,kegg,,nula,nula,False
505370,26,3,kegg,,nula,nula,False
505460,21,3,kegg,,nula,nula,False
508572,28,0,kegg,,nula,nula,False
508806,18,0,kegg,,no informativa,no informativa,False
509256,0,2,kegg,,nula,nula,False
509456,26,0,kegg,,nula,nula,False
511656,1,1,kegg,,nula,nula,False
513136,1,1,kegg,,nula,nula,False
513141,10,2,kegg,,nula,nula,False
514167,10,1,kegg,,nula,nula,False
514200,1,1,kegg,,nula,nula,False
514656,18,1,kegg,,nula,nula,False
514874,0,2,kegg,,informativa,informativa,False
515464,0,3,kegg,,nula,nula,False
515670,1,1,kegg,,no informativa,no informativa,False
519563,0,1,kegg,,nula,nula,False
521567,10,3,kegg,,informativa,informativa,False
527021,10,0,kegg,,nula,nula,False
530511,18,0,kegg,,nula,nula,False
534025,10,3,kegg,,nula,nula,False
536320,1,1,kegg,,no informativa,no informativa,False
537160,0,1,kegg,,no informativa,no informativa,False
541788,3,3,kegg,,nula,nula,False
544756,26,3,kegg,,nula,nula,False
544779,3,0,kegg,,nula,nula,False
545378,10,2,kegg,,nula,nula,False
548579,1,0,kegg,,nula,nula,False
548657,1,3,kegg,,nula,nula,False
550058,10,3,kegg,,nula,nula,False
554001,10,0,kegg,,nula,nula,False
554786,18,2,kegg,,nula,nula,False
555643,0,3,kegg,,nula,nula,False
556881,26,1,kegg,,nula,nula,False
557725,4,2,kegg,,nula,nula,False
558474,10,1,kegg,,nula,nula,False
559860,17,2,kegg,,informativa,informativa,False
562738,0,3,kegg,,nula,nula,False
564519,26,0,kegg,,nula,nula,False
565251,15,2,kegg,,nula,nula,False
566276,23,3,kegg,,nula,nula,False
566551,28,2,kegg,,informativa,informativa,False
567209,18,2,kegg,,nula,nula,False
571449,9,3,kegg,,nula,nula,False
572432,10,3,kegg,,nula,nula,False
572653,1,3,kegg,,nula,nula,False
572684,0,2,kegg,,no informativa,no informativa,False
573369,0,0,kegg,,nula,nula,False
574148,18,3,kegg,,nula,nula,False
574233,3,0,kegg,,no informativa,no informativa,False
576141,3,3,kegg,,no informativa,no informativa,False
581657,3,3,kegg,,nula,nula,False
585372,26,0,kegg,,nula,nula,False
586188,10,3,kegg,,no informativa,no informativa,False
588063,1,3,kegg,,informativa,informativa,False
589202,10,1,kegg,,nula,nula,False
590231,0,0,kegg,,nula,nula,False
591075,21,2,kegg,,informativa,informativa,False
593038,0,3,kegg,,nula,nula,False
594496,0,2,kegg,,no informativa,no informativa,False
599614,1,3,kegg,,nula,nula,False
601254,21,0,kegg,,nula,nula,False
603045,26,3,kegg,,nula,nula,False
603656,10,2,kegg,,nula,nula,False
606411,3,0,kegg,,nula,nula,False
607231,3,3,kegg,,nula,nula,False
608788,26,0,kegg,,nula,nula,False
609537,0,0,kegg,,nula,nula,False
610005,10,0,kegg,,nula,nula,False
612438,9,0,kegg,,nula,nula,False
615786,3,0,kegg,,no informativa,no informativa,False
615802,10,2,kegg,,nula,nula,False
620444,26,3,kegg,,nula,nula,False
621297,0,0,kegg,,nula,nula,False
622001,0,0,kegg,,nula,nula,False
622492,10,2,kegg,,nula,nula,False
622544,10,2,kegg,,nula,nula,False
624052,9,2,kegg,,nula,nula,False
625898,3,0,kegg,,no informativa,no informativa,False
626832,10,2,kegg,,nula,nula,False
628753,1,0,kegg,,nula,nula,False
628887,22,2,kegg,,nula,nula,False
630329,18,3,kegg,,nula,nula,False
630931,0,1,kegg,,nula,nula,False
631996,18,0,kegg,,nula,nula,False
638556,10,0,kegg,,nula,nula,False
641340,10,2,kegg,,no informativa,no informativa,False
643274,0,2,kegg,,nula,nula,False
646728,17,2,kegg,,nula,nula,False
649984,26,2,kegg,,nula,nula,False
653534,18,1,kegg,,nula,nula,False
654475,3,0,kegg,,nula,nula,False
654559,10,2,kegg,,nula,nula,False
655214,9,2,kegg,,nula,nula,False
656902,26,2,kegg,,nula,nula,False
660615,23,1,kegg,,no informativa,no informativa,False
661733,1,2,kegg,,no informativa,no informativa,False
664980,1,2,kegg,,nula,nula,False
671391,9,3,kegg,,informativa,informativa,False
674528,10,2,kegg,,nula,nula,False
675711,18,2,kegg,,nula,nula,False
677197,1,0,kegg,,nula,nula,False
677433,3,1,kegg,,nula,nula,False
680231,1,0,kegg,,nula,nula,False
681057,10,1,kegg,,nula,nula,False
682032,26,2,kegg,,nula,nula,False
682416,26,0,kegg,,no informativa,no informativa,False
685615,26,1,kegg,,nula,nula,False
686415,1,1,kegg,,nula,nula,False
690274,10,0,kegg,,nula,nula,False
692561,15,3,kegg,,nula,nula,False
693482,18,0,kegg,,nula,nula,False
694409,0,2,kegg,,nula,nula,False
694886,18,1,kegg,,nula,nula,False
695232,3,1,kegg,,no informativa,no informativa,False
695561,3,3,kegg,,no informativa,no informativa,False
696346,1,2,kegg,,nula,nula,False
696394,26,3,kegg,,nula,nula,False
697363,9,2,kegg,,nula,nula,False
697516,23,0,kegg,,no informativa,no informativa,False
698555,3,0,kegg,,nula,nula,False
699038,1,0,kegg,,nula,nula,False
700144,26,0,kegg,,nula,nula,False
701725,26,2,kegg,,nula,nula,False
702369,10,0,kegg,,nula,nula,False
702614,0,2,kegg,,no informativa,no informativa,False
706006,10,3,kegg,,nula,nula,False
707833,21,3,kegg,,nula,nula,False
712594,0,0,kegg,,nula,nula,False
712988,0,0,kegg,,no informativa,no informativa,False
721868,3,2,kegg,,no informativa,no informativa,False
724241,17,3,kegg,,nula,nula,False
724241,21,3,kegg,,nula,nula,False
727264,10,1,kegg,,nula,nula,False
728508,17,0,kegg,,nula,nula,False
730415,9,1,kegg,,nula,nula,False
731939,1,2,kegg,,nula,nula,False
737010,21,2,kegg,,no informativa,no informativa,False
737318,26,2,kegg,,no informativa,no informativa,False
738967,4,2,kegg,,nula,nula,False
742920,0,1,kegg,,nula,nula,False
745451,3,0,kegg,,nula,nula,False
745569,21,2,kegg,,nula,nula,False
748001,10,0,kegg,,nula,nula,False
749074,3,2,kegg,,nula,nula,False
750458,10,3,kegg,,nula,nula,False
750750,10,3,kegg,,nula,nula,False
754632,0,2,kegg,,no informativa,no informativa,False
757741,18,2,kegg,,nula,nula,False
757783,1,1,kegg,,nula,nula,False
758145,1,2,kegg,,nula,nula,False
759396,10,2,kegg,,no informativa,no informativa,False
759533,26,0,kegg,,nula,nula,False
764205,9,0,kegg,,no informativa,no informativa,False
765394,10,1,kegg,,no informativa,no informativa,False
767137,1,1,kegg,,nula,nula,False
768353,1,2,kegg,,nula,nula,False
770863,22,2,kegg,,nula,nula,False
771061,10,1,kegg,,nula,nula,False
774333,0,3,kegg,,nula,nula,False
774705,22,3,kegg,,nula,nula,False
776759,10,2,kegg,,nula,nula,False
777076,1,2,kegg,,nula,nula,False
777950,18,3,kegg,,nula,nula,False
779453,26,1,kegg,,nula,nula,False
781502,3,0,kegg,,nula,nula,False
781677,0,2,kegg,,nula,nula,False
782855,15,2,kegg,,nula,nula,False
786902,0,1,kegg,,nula,nula,False
787738,18,2,kegg,,informativa,informativa,False
789235,22,3,kegg,,nula,nula,False
794904,1,2,kegg,,nula,nula,False
795448,1,1,kegg,,nula,nula,False
795474,15,2,kegg,,nula,nula,False
795532,18,1,kegg,,no informativa,no informativa,False
796175,18,2,kegg,,nula,nula,False
796279,18,0,kegg,,nula,nula,False
796799,9,0,kegg,,nula,nula,False
799893,3,1,kegg,,nula,nula,False
800445,1,2,kegg,,nula,nula,False
800926,1,0,kegg,,nula,nula,False
801985,26,0,kegg,,nula,nula,False
803405,18,1,kegg,,no informativa,no informativa,False
806043,0,2,kegg,,nula,nula,False
806967,17,2,kegg,,no informativa,no informativa,False
808645,26,3,kegg,,nula,nula,False
809945,18,3,kegg,,nula,nula,False
814684,26,2,kegg,,informativa,informativa,False
824633,0,3,kegg,,no informativa,no informativa,False
824724,26,3,kegg,,nula,nula,False
828632,1,0,kegg,,nula,nula,False
427,1,0,fenotipo,,nula,nula,False
955,26,1,fenotipo,,nula,nula,False
2675,18,0,fenotipo,,no informativa,no informativa,False
3775,3,3,fenotipo,,no informativa,no informativa,False
5442,3,0,fenotipo,,nula,nula,False
5534,26,2,fenotipo,,no informativa,no informativa,False
6000,26,3,fenotipo,,nula,nula,False
7845,15,1,fenotipo,,nula,nula,False
8348,0,0,fenotipo,,nula,nula,False
8922,18,2,fenotipo,,nula,nula,False
9857,0,0,fenotipo,,nula,nula,False
13037,18,3,fenotipo,,no informativa,no informativa,False
14487,3,2,fenotipo,,no informativa,no informativa,False
14691,0,0,fenotipo,,nula,nula,False
15846,0,2,fenotipo,,nula,nula,False
17835,1,0,fenotipo,,nula,nula,False
18017,26,1,fenotipo,,nula,nula,False
19424,3,0,fenotipo,,nula,nula,False
19660,3,0,fenotipo,,nula,nula,False
22688,0,2,fenotipo,,no informativa,no informativa,False
23037,3,3,fenotipo,,nula,nula,False
23211,3,0,fenotipo,,nula,nula,False
23331,18,2,fenotipo,,no informativa,no informativa,False
24814,18,0,fenotipo,,no informativa,no informativa,False
24916,10,3,fenotipo,,nula,nula,False
25537,26,3,fenotipo,,nula,nula,False
25861,17,2,fenotipo,,no informativa,no informativa,False
26818,26,2,fenotipo,,no informativa,no informativa,False
27980,26,2,fenotipo,,nula,nula,False
28557,10,0,fenotipo,,nula,nula,False
33600,26,2,fenotipo,,nula,nula,False
34327,0,0,fenotipo,,nula,nula,False
34914,1,3,fenotipo,,nula,nula,False
35398,18,2,fenotipo,,nula,no informativa,False
35659,9,2,fenotipo,,nula,nula,False
35979,3,1,fenotipo,,nula,nula,False
36035,9,2,fenotipo,,nula,nula,False
39070,10,3,fenotipo,,nula,nula,False
39644,9,2,fenotipo,,nula,nula,False
40219,10,3,fenotipo,,nula,nula,False
41005,0,3,fenotipo,,nula,nula,False
42256,26,1,fenotipo,,nula,nula,False
42845,4,0,fenotipo,,nula,nula,False
43857,3,0,fenotipo,,no informativa,no informativa,False
44551,26,1,fenotipo,,nula,nula,False
45255,0,2,fenotipo,,nula,nula,False
49939,3,1,fenotipo,,nula,nula,False
50232,0,1,fenotipo,,nula,nula,False
53628,18,2,fenotipo,,no informativa,no informativa,False
60607,26,3,fenotipo,,no informativa,no informativa,False
61920,26,3,fenotipo,,nula,nula,False
63196,3,1,fenotipo,,nula,nula,False
63713,1,0,fenotipo,,nula,nula,False
64120,10,2,fenotipo,,informativa,informativa,False
65195,10,0,fenotipo,,nula,nula,False
65357,0,1,fenotipo,,nula,nula,False
65470,26,0,fenotipo,,no informativa,no informativa,False
65537,3,1,fenotipo,,nula,nula,False
67564,26,2,fenotipo,,nula,nula,False
68007,21,0,fenotipo,,no informativa,no informativa,False
71001,0,0,fenotipo,,nula,nula,False
72799,25,2,fenotipo,,informativa,informativa,False
80744,4,0,fenotipo,,nula,nula,False
84504,26,3,fenotipo,,nula,nula,False
85765,26,0,fenotipo,,nula,nula,False
86267,21,3,fenotipo,,no informativa,no informativa,False
88601,1,0,fenotipo,,nula,nula,False
92491,10,3,fenotipo,,nula,nula,False
92919,3,1,fenotipo,,nula,nula,False
95533,3,2,fenotipo,,nula,nula,False
96189,0,0,fenotipo,,no informativa,no informativa,False
97547,10,0,fenotipo,,nula,nula,False
103517,10,2,fenotipo,,no informativa,no informativa,False
109391,15,2,fenotipo,,nula,nula,False
110285,1,1,fenotipo,,nula,nula,False
113828,0,3,fenotipo,,nula,nula,False
114251,10,3,fenotipo,,nula,nula,False
115693,0,3,fenotipo,,nula,nula,False
121574,0,2,fenotipo,,informativa,informativa,False
125602,10,1,fenotipo,,no informativa,no informativa,False
126490,18,1,fenotipo,,nula,nula,False
127753,18,2,fenotipo,,nula,nula,False
127980,18,2,fenotipo,,nula,nula,False
131580,3,0,fenotipo,,nula,nula,False
138384,1,2,fenotipo,,nula,nula,False
140961,18,2,fenotipo,,nula,nula,False
143030,1,0,fenotipo,,nula,nula,False
152435,1,0,fenotipo,,nula,nula,False
153520,26,0,fenotipo,,no informativa,no informativa,False
153789,15,0,fenotipo,,nula,nula,False
154120,18,3,fenotipo,,informativa,informativa,False
154230,3,0,fenotipo,,no informativa,no informativa,False
154431,3,0,fenotipo,,nula,nula,False
155613,3,1,fenotipo,,nula,nula,False
156577,15,2,fenotipo,,no informativa,no informativa,False
158062,0,0,fenotipo,,nula,nula,False
159200,0,3,fenotipo,,informativa,informativa,False
159881,3,2,fenotipo,,no informativa,no informativa,False
163654,15,3,fenotipo,,nula,nula,False
164680,15,3,fenotipo,,nula,no informativa,False
167457,9,3,fenotipo,,no informativa,no informativa,False
173242,0,0,fenotipo,,nula,nula,False
175165,22,2,fenotipo,,informativa,informativa,False
177087,1,0,fenotipo,,nula,nula,False
178237,3,3,fenotipo,,nula,nula,False
179573,1,0,fenotipo,,nula,nula,False
181511,0,2,fenotipo,,no informativa,no informativa,False
184483,22,0,fenotipo,,nula,no informativa,False
185156,26,1,fenotipo,,nula,nula,False
186533,10,2,fenotipo,,no informativa,no informativa,False
186533,25,2,fenotipo,,no informativa,no informativa,False
190412,3,1,fenotipo,,nula,nula,False
190714,21,3,fenotipo,,nula,nula,False
192358,3,0,fenotipo,,nula,nula,False
192557,3,0,fenotipo,,no informativa,no informativa,False
193009,1,0,fenotipo,,nula,nula,False
196141,26,2,fenotipo,,nula,nula,False
200272,18,3,fenotipo,,nula,nula,False
204252,3,1,fenotipo,,no informativa,no informativa,False
204322,3,2,fenotipo,,no informativa,no informativa,False
208202,26,1,fenotipo,,nula,nula,False
208354,0,0,fenotipo,,nula,nula,False
208696,18,2,fenotipo,,nula,nula,False
208716,18,3,fenotipo,,informativa,informativa,False
210855,26,1,fenotipo,,no informativa,no informativa,False
211249,1,2,fenotipo,,no informativa,no informativa,False
211743,10,0,fenotipo,,nula,nula,False
212678,3,3,fenotipo,,nula,nula,False
217823,1,0,fenotipo,,nula,nula,False
218242,0,1,fenotipo,,no informativa,no informativa,False
219944,25,2,fenotipo,,no informativa,no informativa,False
222624,1,1,fenotipo,,nula,nula,False
222783,3,0,fenotipo,,nula,nula,False
223304,3,0,fenotipo,,nula,nula,False
223630,0,2,fenotipo,,nula,nula,False
224808,15,1,fenotipo,,nula,nula,False
225833,17,2,fenotipo,,nula,nula,False
225960,3,1,fenotipo,,no informativa,no informativa,False
227285,18,3,fenotipo,,nula,nula,False
229938,10,3,fenotipo,,nula,nula,False
231890,1,3,fenotipo,,nula,nula,False
232722,3,0,fenotipo,,nula,nula,False
232924,9,2,fenotipo,,nula,nula,False
235534,0,2,fenotipo,,nula,nula,False
236066,0,0,fenotipo,,nula,nula,False
241660,0,1,fenotipo,,no informativa,no informativa,False
242546,1,1,fenotipo,,nula,nula,False
245674,15,3,fenotipo,,no informativa,no informativa,False
246814,26,2,fenotipo,,nula,nula,False
247791,18,3,fenotipo,,no informativa,no informativa,False
248252,0,1,fenotipo,,no informativa,no informativa,False
248652,10,3,fenotipo,,nula,nula,False
249294,3,0,fenotipo,,nula,nula,False
249677,1,2,fenotipo,,no informativa,no informativa,False
254476,5,2,fenotipo,,no informativa,no informativa,False
254476,25,2,fenotipo,,no informativa,no informativa,False
254718,9,0,fenotipo,,no informativa,no informativa,False
262321,1,0,fenotipo,,no informativa,no informativa,False
267070,0,1,fenotipo,,no informativa,no informativa,False
268136,10,2,fenotipo,,nula,nula,False
268408,3,0,fenotipo,,nula,nula,False
270664,1,2,fenotipo,,informativa,informativa,False
272100,26,1,fenotipo,,nula,nula,False
272727,3,3,fenotipo,,no informativa,no informativa,False
274263,21,1,fenotipo,,nula,nula,False
277162,9,2,fenotipo,,nula,nula,False
278067,9,3,fenotipo,,nula,nula,False
278586,9,2,fenotipo,,nula,nula,False
279473,9,2,fenotipo,,nula,nula,False
279966,0,0,fenotipo,,nula,nula,False
280081,3,2,fenotipo,,nula,nula,False
280688,10,0,fenotipo,,no informativa,no informativa,False
280919,1,1,fenotipo,,nula,nula,False
282175,26,2,fenotipo,,nula,nula,False
283515,3,1,fenotipo,,nula,nula,False
283634,0,3,fenotipo,,nula,nula,False
283634,15,3,fenotipo,,nula,nula,False
287929,0,2,fenotipo,,informativa,informativa,False
289947,3,1,fenotipo,,nula,nula,False
293552,26,0,fenotipo,,nula,nula,False
293827,1,3,fenotipo,,nula,nula,False
295524,26,0,fenotipo,,nula,nula,False
295703,3,2,fenotipo,,nula,nula,False
295811,4,0,fenotipo,,nula,nula,False
297165,0,2,fenotipo,,nula,nula,False
298862,1,2,fenotipo,,nula,nula,False
299708,3,1,fenotipo,,nula,nula,False
303272,26,1,fenotipo,,no informativa,no informativa,False
304806,0,0,fenotipo,,nula,nula,False
304860,0,1,fenotipo,,nula,nula,False
304976,3,0,fenotipo,,no informativa,no informativa,False
305553,26,0,fenotipo,,nula,nula,False
306633,10,0,fenotipo,,nula,nula,False
307562,3,2,fenotipo,,no informativa,no informativa,False
313650,18,1,fenotipo,,no informativa,no informativa,False
315588,0,0,fenotipo,,nula,nula,False
316887,0,0,fenotipo,,no informativa,no informativa,False
321015,0,0,fenotipo,,no informativa,no informativa,False
322432,0,2,fenotipo,,nula,nula,False
323114,3,1,fenotipo,,nula,nula,False
323916,18,0,fenotipo,,nula,nula,False
324577,1,1,fenotipo,,nula,nula,False
324779,3,0,fenotipo,,nula,nula,False
325713,10,3,fenotipo,,nula,nula,False
330297,17,0,fenotipo,,nula,nula,False
333060,10,1,fenotipo,,nula,nula,False
337559,18,3,fenotipo,,nula,nula,False
340267,10,3,fenotipo,,no informativa,no informativa,False
341344,18,3,fenotipo,,nula,nula,False
341674,26,1,fenotipo,,nula,nula,False
341940,26,0,fenotipo,,nula,nula,False
342571,10,0,fenotipo,,nula,nula,False
342902,18,0,fenotipo,,nula,nula,False
343584,26,0,fenotipo,,nula,nula,False
344364,26,0,fenotipo,,nula,nula,False
347120,26,0,fenotipo,,no informativa,no informativa,False
347928,1,0,fenotipo,,nula,nula,False
349607,26,2,fenotipo,,no informativa,no informativa,False
353396,4,0,fenotipo,,nula,nula,False
356021,0,0,fenotipo,,nula,nula,False
356096,18,2,fenotipo,,informativa,informativa,False
356418,23,2,fenotipo,,nula,nula,False
358485,1,0,fenotipo,,nula,nula,False
360247,10,0,fenotipo,,nula,nula,False
360349,18,1,fenotipo,,nula,nula,False
360353,3,0,fenotipo,,nula,nula,False
360510,18,1,fenotipo,,no informativa,no informativa,False
365149,18,2,fenotipo,,informativa,informativa,False
368001,18,2,fenotipo,,nula,nula,False
370578,26,1,fenotipo,,no informativa,no informativa,False
372117,15,1,fenotipo,,nula,nula,False
375446,0,2,fenotipo,,no informativa,no informativa,False
376648,18,0,fenotipo,,nula,nula,False
378361,3,0,fenotipo,,nula,nula,False
380065,3,1,fenotipo,,nula,nula,False
380139,15,0,fenotipo,,nula,nula,False
381680,0,0,fenotipo,,nula,nula,False
381957,0,2,fenotipo,,nula,nula,False
383581,26,0,fenotipo,,no informativa,no informativa,False
385060,26,1,fenotipo,,nula,nula,False
389885,3,2,fenotipo,,nula,nula,False
389937,10,3,fenotipo,,no informativa,no informativa,False
391029,10,2,fenotipo,,nula,nula,False
