target_id,ann
198535,33771
294986,32022
81325,64380
242276,33771
201745,33771
162760,17867
324539,39550
267140,54404
25025,48595
301578,585
175746,75611
261967,26254
3202,65917
13588,11328
63789,56212
68773,45924
166326,45924
336487,25644
349891,30767
158102,45827
103539,61709
267484,16252
231628,14218
15955,25570
272062,7733
169002,67297
182404,45824
200368,42317
222744,2647
353381,38676
1876,15856
191037,26690
391889,71590
117726,38745
96642,25590
16763,75323
204141,42452
152167,68189
59945,30767
381583,15105
174159,29376
399103,59827
30493,2647
392963,30767
375443,70804
20495,49118
219944,31251
363745,69234
266283,2316
327693,40144
167650,62508
385130,46023
216040,55357
174416,71876
127607,35759
373143,36481
4166,54109
273063,65111
311693,63549
245440,40881
294848,26611
17567,28766
124317,18262
242926,25781
79067,2316
178124,61522
396798,26690
269710,19140
281660,26690
135474,26690
137457,3780
214422,40334
247119,58765
64277,75097
80982,61202
302858,61036
353942,29862
22345,59827
312976,71876
323430,63573
231149,6964
26776,59840
31785,70138
190366,38745
317030,61937
116079,29924
174242,61298
101879,26607
331805,20649
48024,25042
206038,65111
387032,56635
352769,63701
153805,38745
394842,49609
48814,34277
18677,67946
174776,10237
251534,68659
314312,62041
258678,17095
223488,29708
25472,585
293091,72118
266240,66292
248373,40343
278275,46651
55667,65701
36812,40838
57712,73786
391867,68659
320629,72474
88798,10834
224671,56635
15148,53804
42390,28292
272477,10151
128144,10151
144995,39941
239230,36791
57231,56549
382043,37358
129069,32423
254191,53507
138842,10163
227363,20494
225692,50284
86340,12695
290772,46921
152227,43994
159367,21059
20493,1695
339912,31792
230802,49824
311404,64772
233358,73786
392294,31424
390652,1985
15063,27156
32861,53507
324812,44746
217737,55359
303837,32572
53987,61353
347472,67963
376759,53507
57762,73654
17790,5075
122011,454
254619,35063
110032,18892
228783,38402
44952,34652
10416,15932
133314,68659
177346,585
82725,70295
314935,60162
310485,50995
160372,64352
283741,31792
377295,9386
202825,62478
7664,56200
106333,26152
366330,585
256375,15418
133966,11682
389570,27247
12310,65111
235487,39539
390044,50982
148205,34277
39980,16099
370612,50407
155252,34074
338594,40144
146379,55301
214461,9386
104936,1715
197741,53953
279653,42607
12367,65111
361034,5435
194247,25677
170917,47490
162773,29083
352089,72033
126648,64670
108731,20990
296463,34595
247513,45824
339523,1330
212733,27319
327763,9260
35153,49540
394094,35887
330718,31424
311448,35002
206615,27473
107089,61252
55008,23877
260644,53507
184548,43816
332625,52440
52193,40252
22732,11883
31751,27156
161867,31534
109939,18371
148775,6043
149030,35897
266527,52823
237545,34954
370298,40262
355386,25605
227121,42062
233916,38745
346812,9348
248153,36879
136768,75514
142989,63102
24901,53224
4684,45733
222660,41534
327242,70748
226470,4163
183598,6146
72203,14004
141552,13125
24297,52005
374165,28467
199202,61298
193621,50338
55047,24028
390311,38791
56981,38308
186465,2045
276711,17571
217417,29402
262272,54469
115024,4635
239176,53497
367007,71992
57398,54736
255961,28670
131461,40452
159663,17309
59267,22204
16448,28766
276024,63293
399524,61775
140995,34384
366486,13089
26142,70212
279916,63998
218217,6899
105381,61589
374775,39022
226899,45630
74303,43500
286851,23970
27826,47440
143094,17048
125515,40418
218422,70341
78004,18860
197696,12104
86598,60162
82034,50460
214893,33655
121145,9314
145,5340
362019,14558
44719,71394
245442,42255
217176,69932
264778,44284
337678,51979
229772,53507
132236,62205
388338,18834
159323,52029
39027,72423
73429,926
278532,48945
114698,55815
65651,49056
290723,10886
320359,55301
182327,66888
156548,38643
154138,2211
162163,24475
154033,30683
289066,6856
195271,49540
373434,62472
263625,43413
283109,7605
108053,26690
141197,25530
251148,53362
46622,71855
371211,40421
292734,62478
189462,38402
313653,68659
203718,50761
42448,31238
287147,4420
351109,30114
267245,67297
14803,53745
68507,23125
309900,40452
61654,40421
275786,29376
198978,45824
364704,24293
188763,8708
34816,56774
256245,61295
85464,47095
342005,74219
56202,38538
24112,25590
236035,69234
251816,69234
56068,49540
282581,35740
360932,40620
68598,41840
2921,38643
45414,32182
179158,53745
96316,49540
355874,24979
49159,41746
221025,24601
96299,68693
32757,9380
347231,53807
63609,29077
268370,74882
365258,17934
246243,55301
27595,22504
161894,40800
61679,63741
316504,26690
236978,13913
333332,9404
212306,32550
280233,1238
310379,12104
16001,1715
57919,65111
87831,33022
218111,45177
249664,13810
165117,45097
311571,14192
348881,24741
398284,44400
282397,15955
138403,15955
267775,23398
217187,23286
350999,33474
79855,38751
211666,63179
201657,23197
59408,25714
194660,49540
240192,47835
120015,51230
280895,58702
160847,27887
110801,73927
373572,69234
170516,6180
16846,69234
148801,42640
234017,65830
190638,20180
314390,45972
53706,54685
327339,55465
173987,15955
303967,38881
219913,33430
113634,38745
82245,24601
380559,31253
314430,4241
200215,15655
320071,66304
231814,6180
156340,6180
115304,41093
44263,44746
104052,5340
186806,50945
245371,54404
217661,42607
138992,68659
169191,1971
342079,60922
357621,15418
358160,18727
222483,22542
174212,64380
377613,7594
113679,6180
42477,47930
115284,40421
255395,48646
156553,49542
372646,75931
86210,36272
348159,68677
186518,53745
245875,13190
53815,35366
46442,53807
265753,59543
29813,71855
222400,38906
215582,3401
87449,61937
130945,7037
143251,57645
221381,41014
94270,71855
51736,64359
334527,71739
273926,2213
357217,68076
107824,5340
239268,59876
360724,29515
23203,52003
111147,68156
364635,14560
164223,67801
261106,43594
241177,30261
146658,68693
163883,17854
138250,63453
24857,18706
5619,42002
176347,41106
272849,45912
193318,25676
37103,29402
71650,58371
337971,33237
248060,30774
321432,51575
366035,51127
110263,16939
141581,31424
77435,30948
267627,66268
114496,28916
374603,30683
70586,10401
302675,13350
160077,54685
376064,30902
13173,67976
172175,63741
64103,9576
64896,68579
256661,57410
323267,61298
294210,61298
283195,37421
372043,53413
294854,5756
255806,17869
117110,53224
283647,70472
183708,25121
1354,52112
398779,52791
224624,43417
56236,62478
372962,50832
517,14927
108637,29154
281322,15090
204368,31937
150907,20841
155535,39913
399242,28914
282276,43275
325064,27319
364352,27319
26935,49538
334225,22580
116849,25590
214672,69677
63054,72033
118149,28670
359786,63459
339270,26966
200079,35542
398987,37276
358457,49414
216736,26666
152148,27205
24136,63623
54234,50629
329098,43116
395397,35139
207908,23587
149179,14174
317478,15636
306835,6438
261697,56650
298753,23284
138879,6738
146229,17867
43952,7428
128825,34997
272709,20782
170455,27796
281793,47985
162937,4506
110649,62478
57802,68270
237915,36272
181743,53325
45486,27319
194524,20848
