target_id,ann
189574,8794
66508,32397
335339,3
119093,71127
142020,30431
124356,54507
271707,49039
287907,42569
188506,40242
155449,34831
142755,4592
109266,47537
174743,6654
219188,50436
88509,66291
1879,53518
170724,2798
148650,46759
33183,29914
64692,57684
184224,41020
212959,48622
247484,15493
30889,68530
379807,35636
327435,34800
325658,14939
200643,54080
195892,28298
355986,55199
160871,29974
1852,32590
111172,51501
254957,19028
59948,44089
315845,76079
240883,29545
361270,46114
323560,61036
378893,67607
132114,26367
389670,54408
57880,11632
269396,39457
354424,31366
98217,61808
247911,3062
155766,49798
247442,20292
292610,51584
113696,36309
192007,49130
358827,73934
301439,4882
271017,58183
316875,32641
159063,13247
35507,42246
280443,74638
209833,7838
284776,36885
171444,7808
264961,30774
364660,1386
209779,40762
346366,5485
355303,37225
208450,28998
116019,62859
124198,26690
266070,49548
168199,53518
257922,69372
16355,13171
185705,12016
243541,46425
312015,17247
122094,60590
322833,14785
105317,69503
236676,15703
37819,29448
35046,1386
6099,71876
395793,67297
33275,54777
263866,37157
30395,54937
157244,26733
2676,17547
272930,4320
291447,6161
322696,17547
85822,59406
23866,4623
197771,1486
128912,76134
79850,66864
96656,28920
266321,31492
265062,12727
216137,37527
333947,5561
146627,47553
366290,7013
253531,31877
258130,49125
376061,29174
250181,63418
228380,8378
179574,23660
333571,27951
17290,31080
12693,45772
65253,52541
221610,10730
236450,33459
3966,49369
187112,30431
190038,23447
233305,5295
357106,49442
88714,4592
211836,40084
36560,23806
224287,30777
176849,75008
382346,25590
324492,47649
112984,15244
328386,69520
195229,41768
52153,23437
234907,54206
374410,74762
63246,57616
315320,67297
22530,17507
351940,68781
276522,40852
396730,58173
377947,22597
109190,6427
8252,61237
270890,57040
321411,67780
394161,62624
395284,63229
1255,55890
138807,5957
285258,65688
205241,54064
69770,37285
128941,57704
272658,20151
245918,57704
5362,36806
156512,5783
142980,33467
165365,51035
223281,26514
55781,65134
66730,55958
384347,61131
157754,50252
60094,30770
342524,35522
305957,4592
134757,44114
129806,32545
193025,5818
376486,67297
187093,66952
80171,57845
208269,60831
172316,26420
153956,47846
305684,35541
72010,18367
151875,38873
319967,68410
321210,21223
19313,13687
381385,42607
42695,6518
14597,2673
85564,15856
392158,74861
92053,28087
74640,55750
395026,16452
378905,39360
94178,43950
349643,10069
308318,38402
255567,9130
70687,59614
58270,22349
360094,42240
107711,15957
340782,72999
63658,40844
237368,18003
85364,17076
309313,51773
32299,5018
102007,40869
314839,24440
352210,22906
389708,61308
350666,16368
391488,2221
89470,66681
304914,7957
52534,17945
314253,36798
150866,10877
277999,25099
157746,63793
255348,74562
19221,42350
105412,69496
108855,6719
216183,3580
345042,44263
300123,33914
145321,57657
287239,53650
288458,64697
167224,24773
13129,7894
69987,50826
380810,24262
133545,46951
357984,55515
595,698
76187,43590
397893,53899
137906,71959
34332,23781
348246,11508
203428,3305
52142,31013
378728,461
203498,47019
221110,55572
168497,52047
266701,4134
144188,75017
138952,31492
182945,62859
5755,33453
362469,69188
152963,71876
197363,61808
216056,49125
239213,16012
231239,22670
70193,22606
399502,40926
235288,21859
87571,73769
342,29953
273909,64484
185779,8225
99971,44494
23482,22864
385539,42163
141040,54404
389688,6752
301310,58633
87404,63418
63978,61764
27327,74053
369535,28133
103857,60305
2056,21791
342249,31080
1487,45179
223430,64700
385819,42138
351096,47766
297963,42818
339877,46123
127787,19622
25630,51035
137067,17099
160923,40216
308877,70875
321784,74593
345868,46530
82259,69921
384069,12938
74780,64169
304704,29661
214691,31080
70902,32375
353399,32454
344751,32454
244408,31424
235519,10422
379715,41101
126861,70799
326840,26962
379318,19006
146156,40655
293918,19449
397949,69703
209307,47281
238006,20247
150681,46947
38282,12530
216890,72910
150402,35237
141801,34225
230690,36706
255768,16692
12143,4537
162556,43972
101657,30836
303396,74180
20041,65859
325682,65319
193812,42961
313577,62589
115532,71189
105801,54439
184165,72634
317410,24612
227338,43942
309842,63824
200849,25349
24996,7812
152448,59529
212031,38620
102282,24527
250707,32385
233886,22048
209838,32918
261878,7507
341873,51871
339531,21711
324417,67297
30842,17099
282131,12361
323617,5473
308823,57845
89962,53334
230511,73893
378919,36981
335960,53361
46966,67168
344400,60680
7226,29307
382435,51859
374429,43950
189950,48857
284777,8872
76323,71588
332904,17099
171709,50764
358224,10613
224851,13912
368012,3292
232130,52652
215495,20591
274324,29034
227409,52428
360133,51035
133040,59864
157238,56275
116285,74762
390635,64816
155119,53130
300485,54589
254327,4237
30810,71516
169064,17099
7828,17099
279558,16866
170311,37289
241779,45273
156602,14439
306411,31080
348349,16840
122932,58456
356630,72884
247455,25519
340383,71903
18510,29695
77698,64907
19973,76028
383322,76028
293467,70295
145941,54812
244542,10038
286558,53269
397664,33324
325918,12978
172444,10055
117485,42804
269193,45136
123772,19615
242347,52739
154100,75908
151130,18198
109526,20178
343463,65104
259603,30836
288983,20323
139325,21276
177281,15593
35749,20178
187930,71654
153636,36888
358067,49526
144267,46759
223663,50902
171428,46477
319362,42040
290641,56996
83961,42453
160908,42453
346531,24055
137581,74621
294849,42193
242865,28137
9810,49412
261746,43663
265056,65906
48921,23804
248390,35692
152921,36586
140695,4302
155209,4302
189510,5841
350094,54805
146054,62175
59187,62603
285052,43309
13940,21732
207108,30709
20638,31079
190564,48647
342336,15694
24067,29364
371875,41134
391241,42996
162385,62714
94316,72223
233795,14849
163730,12804
288662,5841
282033,68598
222736,20247
356143,57975
97543,50913
58714,10312
294150,29053
320601,15145
266349,76088
216430,56351
104460,13174
395266,65880
326284,17571
71433,55566
233487,24335
174925,18958
208465,55359
56195,3662
276524,11820
151639,26496
325969,4667
207289,14732
212739,60245
374446,36343
109010,66346
66969,22606
8170,52591
39299,23226
22300,73682
159131,23877
56594,50952
152964,69441
196524,39290
212777,56016
215299,27401
269691,40926
288211,51575
207343,33798
155593,15593
234299,50460
207785,63314
274107,18020
224557,5738
340158,63232
295507,1736
77930,39090
370426,25590
245814,35237
34362,73047
353446,20247
271338,39649
79133,52947
253047,72690
369480,54230
3624,63369
54222,52173
53290,41566
130262,52707
158836,1624
265384,38118
137874,41308
304450,75818
344932,34895
98782,51035
378633,32324
121517,51035
224537,44255
397334,49697
385749,24096
142861,71828
366969,56753
285068,8898
362031,58703
146397,51035
58207,70623
336730,19835
339783,38308
18977,34143
19681,58804
197389,20134
368206,24162
371630,55732
73297,35522
317740,64341
376920,15921
282351,51575
213197,34017
52847,31492
343691,54664
273880,43773
89383,3883
316435,22135
253355,13354
102461,50811
30488,42690
32660,30431
393228,10886
395506,25509
183487,14446
399182,4651
335795,48188
215552,71928
3165,56698
388715,76084
39365,50354
145294,63363
74609,19117
250005,16327
98283,27367
250845,75679
104640,53824
105609,62309
383535,40620
369361,46337
200041,73798
269667,53624
126884,58319
79708,12484
233396,7507
195309,34256
24226,65220
34151,46415
325594,65248
179596,55359
396978,36679
190825,9272
208104,36706
217060,4877
168228,27283
355148,43136
258375,61815
198578,40502
81918,56118
26360,1480
342124,49189
230829,73292
339016,48943
179182,31080
122422,18940
267535,64435
74460,45217
209278,54596
331754,48945
331698,42323
8581,16452
387912,22595
195951,168
62369,24125
34665,56654
195475,18402
51641,50291
92748,71177
224371,54404
222556,51035
54507,64359
236154,64171
140998,16512
47104,71876
40185,70175
259096,47066
264377,25157
81720,33833
312086,59523
302544,44454
12841,29718
89960,23437
177924,29718
325565,23266
263262,38499
108922,55
94501,64349
39264,67097
26567,34010
308071,10877
148003,51689
385228,70695
384071,65040
268568,2801
267594,68854
241010,52572
296526,48188
96187,67314
146708,18399
360237,55189
165140,20247
189655,48585
342061,73624
296631,45147
236448,27769
128026,14128
49516,36574
104981,58902
171781,36856
279508,46123
208976,8543
222680,55520
199125,3293
93964,19801
272085,38402
182223,34653
201331,20406
194688,66749
67982,4202
385760,17763
232355,1709
81590,67378
29410,36117
122745,59386
265397,74839
330996,33273
168734,35237
380848,55502
264825,31080
271588,810
334489,42447
90539,26177
104654,49173
213939,7998
264944,31080
282391,58516
361119,20247
34987,30769
255123,71055
113090,48435
332814,34205
358925,65032
286347,30486
123129,66866
10816,10877
249118,65091
388475,56698
113274,17221
212,15872
282857,56294
225276,57515
7375,44097
104467,30879
11324,46978
238718,14818
129211,71724
184552,24800
40059,41422
185479,59239
385762,56546
160021,63782
358081,11503
125335,31814
133921,2281
140794,31365
134826,74867
286384,50222
153951,50550
34308,31814
344014,31365
358561,56428
295120,25247
117964,60265
53213,40466
292768,2726
243179,19660
253214,6952
268939,3234
142870,35229
331282,38070
266766,68455
376528,62341
147202,14514
40908,74091
214245,41020
308515,72936
15082,47254
192462,53856
145302,10156
286397,25949
322308,59051
171842,71876
336245,66639
254863,33326
22005,44488
345151,44026
326568,30966
2762,29226
71976,37781
232723,37078
246305,52762
395152,29709
62658,73083
87815,17247
221902,67195
230724,17547
120154,23437
280524,39485
1238,28445
9785,71590
45019,38177
233306,5629
65151,27510
34938,6013
69373,18571
38238,10511
322590,8591
386381,71928
16381,12600
189770,67297
220689,21179
95855,20645
228360,56473
389554,23729
61229,2028
205481,56016
189883,229
322395,70130
130008,32989
275298,49652
329819,70700
375655,36266
3387,12985
95357,37880
265346,28667
205889,61253
255816,33115
225255,16427
260880,20821
331216,17099
51467,16452
181130,5265
343303,57846
394870,10683
291526,3285
339554,50906
388310,54787
17032,69520
262823,15623
216817,50823
110131,67653
116578,46472
317377,45135
294393,5629
20753,10121
229834,36658
277013,19974
218640,12284
372816,60380
168286,31534
195550,51035
121204,41201
25232,23759
68960,74621
155418,48051
287189,56356
89157,20247
15067,5171
185506,29265
287814,61577
172713,64479
204183,68033
96766,72785
158083,25250
258175,25110
109326,17921
252457,12479
259251,58633
349145,27473
289704,40926
185613,21513
214997,9347
392968,55572
221264,30431
47213,40899
325783,30643
149210,33604
127740,61130
339858,58765
15952,52697
125326,58788
278480,47406
383415,4610
61689,19622
386897,59379
15907,74263
235001,32812
396747,26547
380779,39885
371470,66644
228297,39968
326867,126
222843,11044
42482,4287
212814,18632
7250,30300
89165,30238
35858,1886
28299,16976
81338,24555
20066,68272
221432,22338
224928,17468
241706,36946
281363,20247
101462,73055
81571,35068
117490,47788
347122,19966
161695,62421
148842,39998
280288,5629
89496,12170
6858,3419
345526,20247
220503,50463
58285,36780
247435,63340
272909,35444
237602,5036
161172,45772
299755,1858
373020,51035
230593,17000
153225,6532
305661,119
125594,64350
18625,55045
343411,57845
48819,25322
208431,51801
267878,34546
159660,61332
281937,58633
152531,17777
197912,55572
192550,21286
139348,10128
118803,53739
82975,7431
99874,26572
22580,35617
275233,64944
272744,55893
46324,48731
50709,17831
362879,73770
94780,16501
263988,633
305045,58633
386014,61085
68457,63741
65469,461
338184,18194
28512,11415
309064,62076
195453,38089
341244,61764
24979,10312
277151,75164
255627,51539
125597,22580
296602,32397
173386,21764
212167,27931
314864,31014
53662,27945
210608,897
280573,43950
110599,47521
241640,50086
190910,21237
188830,47932
294051,49636
194986,69730
164512,25633
305565,57401
370670,6380
36044,37126
197625,3531
176718,23339
120039,32481
168252,59488
63046,32271
146168,44460
19291,861
185393,6869
102741,59725
201536,28968
124380,74992
310260,29594
323042,52148
265701,29048
90380,34806
64516,73120
147058,34806
216279,53945
136834,7153
187797,52398
4478,8364
85400,51035
153824,40013
194576,18399
312267,23330
249337,37882
135774,17529
72851,69372
285880,61893
375521,20247
220361,25670
44833,5841
155794,21068
221285,34074
198194,4680
228008,31716
277114,10089
395458,16879
48993,36663
278755,72837
233921,13440
46939,61477
172657,64020
303661,18061
346620,15607
166608,46759
326486,28920
325392,64540
35166,29824
263925,56582
87806,1862
208615,43202
102730,53487
291227,10949
390685,66860
28335,5227
119084,62461
85908,49125
55137,509
277740,64150
198761,25590
20411,51035
125149,52190
242775,43615
372145,4592
240160,40352
343619,1524
22967,12146
118965,26690
293505,42158
166963,20129
395304,67297
101046,55917
319783,14770
241658,38995
82780,60897
183239,17547
1464,71185
13823,50361
201911,32377
262018,24369
314612,40118
316761,69567
262496,26838
344180,74095
303408,35366
380776,60988
58070,62203
272532,47384
172909,49519
38416,39256
357928,45672
219212,20247
99295,57464
200400,26693
232821,61692
311573,69873
292264,16043
34606,51721
206473,63782
252055,29174
396720,713
276256,69441
342140,42607
378721,52199
334820,37416
312380,51035
141870,45277
361736,38402
390416,25495
8935,11536
158210,51727
135889,16452
246286,31026
165404,13292
334676,26690
257795,29914
215529,13293
71641,15501
104880,252
6303,58760
113999,71356
279281,50480
307474,39300
368429,40134
141307,62382
267421,3765
62712,15040
92332,44026
81844,4978
227017,4777
82685,29734
27021,37891
293148,58117
245758,51941
6405,67297
337313,39981
645,39981
260824,44209
398536,30769
116518,32233
121413,42883
97788,60537
73887,62958
134362,29122
399859,17592
116249,33828
301750,62616
253103,67699
166314,70799
281068,53518
167913,67297
58533,32720
342316,13387
105303,61143
289888,23472
316605,73605
210285,17547
29277,40383
47715,17888
153931,23763
338597,1617
60272,25590
320675,73681
87399,71724
251435,1386
326174,1386
147611,68752
100337,59419
11024,55359
108742,71536
218858,30327
22015,76147
327013,2211
127821,16911
318567,61757
283006,5092
389744,45351
334801,64772
224309,59564
271280,50926
284535,17289
336473,51035
348784,67780
384000,54501
75711,31650
230867,52111
249313,70387
372088,58094
370802,71185
113118,41308
181689,47701
51771,14552
292340,36664
194843,12281
134099,72170
151417,31806
374893,36504
227450,27723
316396,64165
211196,14682
129215,1977
107594,16903
12704,42607
124699,33380
40636,35127
276762,4047
378719,2113
342728,68776
167060,12032
133663,35789
53503,64065
101105,26065
102263,10344
118906,18692
170494,42722
359510,9021
386586,67790
62448,33913
267828,56787
156304,31781
155101,22839
115188,40869
77804,5661
157527,40705
284531,1456
237085,40869
138732,35638
296354,21220
4993,20247
145402,60096
234867,27569
49656,29643
144056,57758
107347,2563
184834,25642
112241,1610
349049,29402
193758,69632
118532,4090
108426,68019
23698,54525
76803,12457
371416,30267
163358,69349
40476,17099
151280,17099
398780,17099
311088,16099
42479,73445
384244,51035
143849,40118
221818,45370
162897,22859
288980,70605
149569,46064
286735,49125
58739,52697
235552,49476
162840,50534
392266,69326
29609,45674
91064,50968
100444,12382
101899,63310
61814,63310
250139,61184
132951,32910
237671,49476
129887,62401
394383,51721
173715,24990
98616,13171
156065,43313
210867,51340
392954,44585
297621,33779
212635,28599
59505,16099
318043,29315
3302,52978
219113,52239
18705,4858
67974,22802
351319,1483
837,29377
63136,29377
346427,65387
235730,1041
15504,6144
218288,60455
180797,62431
201871,67297
238799,67297
394991,4543
367496,74896
62763,17099
352604,67297
92049,51475
120159,25856
343542,48487
10903,44362
213073,10201
379001,25248
350225,54726
175594,51788
57384,6786
226663,51035
7035,148
174558,39763
300797,71876
189005,34986
262626,29441
108955,45781
385376,17763
334154,19560
27823,23587
251131,70303
244300,32195
50181,25701
312924,75534
314168,49703
77248,40926
225298,1386
304811,75611
238906,27414
153261,75611
217091,42047
293853,14965
191756,14636
203154,75611
394831,64267
122753,64267
121146,68659
138031,64736
362618,61060
53520,45304
273395,19856
62003,36321
129320,46862
105864,45277
223848,71876
83762,72714
359524,2522
199936,69823
382581,7575
381489,23437
123720,56863
374984,48658
185029,20247
132080,62110
387179,66481
169726,29898
211104,20621
245245,66864
150009,36706
9758,13293
147972,51035
88219,62859
112628,60187
176794,15920
82108,8827
222691,62859
166238,38373
152858,2281
371072,48262
270957,52612
147042,31492
359807,26847
296369,48102
90220,45907
263726,30836
69684,65983
59288,54075
228316,28133
121782,65546
184995,23453
395612,51035
154629,63012
192636,21152
148967,61764
348849,47298
92045,31625
336438,5841
114771,67195
261036,13130
152341,22606
213441,43162
84706,66866
200944,5330
247661,51035
324932,71369
45438,18065
1573,11174
295030,42937
232741,28145
170947,53379
181371,60434
279643,21152
138148,40926
134194,58117
147098,68455
378856,63741
217512,57845
144923,6893
116197,41785
314767,56132
107051,14154
7213,6945
379640,2609
390269,50274
359039,54631
108262,14741
303026,20066
135536,61221
208171,31059
79982,72950
265263,5957
360362,60126
290940,33466
304576,25034
193548,62722
336181,71555
335950,33390
166865,6986
240836,50486
31338,20007
288849,47701
92753,54435
141670,53566
162308,40926
294865,73939
78155,68265
348226,15975
13533,8036
97803,16588
329896,10548
259544,68848
216543,24162
177546,3580
73945,35574
131972,22509
37688,11632
376889,54765
392333,42507
371048,65819
148618,63167
397832,73829
275795,29715
355968,19813
277238,46759
313470,56211
174313,41951
224602,39171
386863,36101
187598,59602
93997,54561
166897,62027
105554,38467
102352,9694
212969,73160
335472,70295
172220,71876
390707,45559
351824,53823
43556,66523
209084,24464
230614,62499
196439,57094
160925,37425
61906,75472
244558,30421
92820,23693
153919,58780
73540,40309
327108,28720
327351,10754
305168,6373
174523,50871
392770,54402
170398,50871
325107,43039
214340,32910
234461,62603
152298,21253
386226,61764
311898,239
151030,56698
251124,42867
3578,29444
31710,396
352714,7224
214083,3082
73986,43116
39317,73816
358863,71510
213143,28161
318144,34475
7383,8575
331437,5957
79846,37508
173849,34917
369966,15854
9549,500
130917,9061
296966,57486
172505,18993
112974,37429
365888,62169
163475,59615
56983,33315
388326,65048
391843,75785
347973,37268
391421,59018
218133,31080
133370,9338
333329,75008
390917,56686
319011,42685
334311,74143
321518,2281
214916,63741
178847,73277
152447,11636
211775,58491
348113,69020
373774,48952
286486,44209
198074,58110
43962,55360
233740,17624
345907,8279
33142,10055
273804,40014
198044,31066
51836,14196
119995,54592
48133,23559
11192,5957
234840,70286
199442,22234
9648,69615
342731,33211
29067,20247
316659,71870
161098,1534
181520,67297
59047,69823
290136,10877
161236,63232
85165,5485
311205,35963
225307,74184
321461,75199
163092,71992
340129,2609
100467,2609
313902,67297
36846,56860
381733,61265
187807,64545
206171,62725
372220,22463
259943,68135
213023,21510
269029,11632
395645,11118
238893,38745
328872,70701
132509,21070
173217,56846
148682,4592
252945,47815
249980,70847
125277,13970
63521,5204
157226,22827
343038,57850
187096,9560
268401,22606
223670,52383
343711,5508
236715,48143
190989,6272
313414,44839
207481,28133
133257,70931
141028,13292
342812,60680
31832,43615
379768,11833
149232,37873
359077,53856
170420,67297
377161,4019
290523,71100
204095,5021
234692,30431
111720,40124
320109,40216
273472,7039
292624,32890
340905,67576
27081,9435
71107,3507
212586,40205
17201,69479
2947,57217
126708,32947
44790,7463
258803,780
358983,49502
179206,70008
214971,68050
42937,55630
103556,17099
212378,12065
67170,29293
25764,36360
1952,13017
49929,14956
221396,42507
371380,45995
262779,33707
223527,65160
282019,17099
254916,33707
280672,51893
180475,32632
160080,15706
317581,25427
398571,48316
102255,74870
262316,48188
372334,64203
306045,59714
237514,52047
159914,50270
249723,60065
118746,59306
151473,37521
210570,12618
184700,50548
209139,4255
116647,67355
223229,10361
310175,40826
221046,64840
83083,41814
233636,47768
162489,61322
233126,41670
367313,57845
141367,17471
200359,45667
346904,52604
164812,15543
277217,146
229075,28685
287860,61239
235352,54458
83154,35996
174331,51539
76,2136
280878,67072
84490,4592
361253,56922
81313,32385
62439,46728
301976,71724
226082,41390
198476,3174
363253,25590
130110,52089
64463,18927
364644,48399
87927,53602
398486,62109
327913,34005
350058,3154
3281,64553
30218,58633
293158,56553
193343,29377
41151,54777
72216,72690
192591,1228
238527,12326
220155,51035
91104,16035
59037,56733
358149,585
179851,55189
226886,25247
300271,48184
41425,120
136983,20247
313523,24392
131117,13002
262981,71385
130534,41834
236823,32910
344807,67690
265207,66167
62489,27216
209647,46003
144661,52814
248535,38640
345463,36567
377147,51053
172221,25395
365894,54286
152281,8055
51275,21235
212044,65866
329776,73650
370079,68693
80298,8126
388717,9307
262600,25584
66046,48243
381285,15345
134543,46969
205894,39667
288289,66839
10410,10290
4956,36844
262806,57152
40300,44883
56877,75127
244073,1533
220120,50941
363741,40562
56564,10309
44091,73195
368316,46759
225430,28691
397465,55094
263713,23807
251466,69075
283093,46107
100503,9355
239124,46107
279781,11942
262171,33170
205555,466
164486,7003
206732,21362
332933,62970
141687,75205
157153,58272
394471,36568
221858,9907
308157,2213
3315,68861
369162,8691
235815,39234
47110,50854
22321,48439
45198,5629
354036,31113
67400,42729
101578,32535
219790,49125
82428,31814
47390,47008
74056,15396
231614,4010
317411,69703
359732,32893
213440,20247
248212,36584
278125,40323
49874,60079
355031,38163
393527,31946
46598,65213
85882,16753
370101,69020
27927,39981
209534,4592
102673,28187
358884,1926
41496,69867
31121,35146
91384,60851
261513,59426
209785,49127
216625,66964
226711,30309
339541,45300
205436,6090
341791,70634
395075,28026
224301,30431
5210,49860
154087,51035
30463,48149
350731,121
232419,35926
57550,71883
299235,7093
20276,18777
325684,10194
8079,40216
284737,49937
186851,3867
190376,37623
286656,67297
160558,55134
111260,70244
299034,47369
211217,52286
377200,16162
371092,49632
275400,67297
229135,11289
203143,60930
195943,18399
116950,22469
171976,20739
34611,39920
98976,10375
115114,4324
217129,27718
323220,36039
389271,75818
198059,37487
390183,8975
223552,45323
176256,5629
92550,32462
164370,55502
229961,39290
324359,23437
182750,1331
15975,58336
160468,6935
263520,35704
187087,56268
60326,43309
345156,54267
149577,15426
93590,56844
297264,69020
249981,20079
91617,24392
358024,53292
368943,28520
95773,24392
11756,20247
149827,14234
112727,29695
280696,27911
253005,9954
163517,19789
58457,25590
341392,40564
109975,49369
332280,15567
275024,55271
394575,64339
338085,26624
135334,63789
1808,4118
54533,17099
264046,58283
51596,15326
382101,39688
366734,60900
52143,39472
339060,34105
242633,46759
376388,6384
115405,51060
293939,42299
183499,2846
34936,37464
185047,24333
244129,65205
10443,7841
325069,27199
279602,7037
172724,38595
27869,71724
6864,71937
61480,29430
202642,70009
300062,51015
147496,66942
217067,30808
339976,68693
333793,3768
157210,61380
178173,22668
368004,49189
203686,1542
251436,57049
24350,31492
220512,22906
49407,71876
134987,34568
315117,15593
326569,3609
265415,31708
356809,63229
116915,64991
189838,31577
289100,37942
239623,67726
232361,20247
138103,46851
353397,47319
331270,36888
210082,37954
335558,26715
232205,29161
81679,73686
250318,17247
128507,11489
327053,71876
41505,10577
246339,11595
140169,47133
311548,11820
172738,30431
332908,56502
323928,10038
57641,48541
50816,29201
118082,66914
343329,27365
106407,45248
239785,23900
331217,47722
7158,23437
41847,17123
345424,24328
181539,17099
359586,25349
154368,2535
160513,24863
133769,23758
366107,71379
320532,14492
269828,66864
354016,26101
345134,51008
44222,15606
379490,53048
220392,35597
119055,15632
51416,9065
227398,67153
43601,12572
398598,40216
297874,31492
228838,52612
231670,43773
272927,14860
84675,52930
239260,47049
325849,54289
138056,68024
27648,75127
321172,5478
365239,9502
175145,20247
94573,26929
135207,39195
232067,50486
221448,49588
36356,19771
322209,20924
66770,44545
316990,8048
170803,63526
115456,44209
236740,35918
384839,35918
330888,51531
20139,68858
342475,63840
274029,23437
134491,52958
291675,2180
250080,62203
329420,17099
77918,32144
235074,56329
350314,38415
15451,63599
114103,66681
175707,9097
363850,61036
325216,22720
247089,31545
292293,73786
142845,68659
180260,7598
369107,54526
210467,59596
45429,46695
102630,11151
1651,11151
317602,41967
298588,42585
211329,24058
246766,51035
65932,43821
55439,46242
222325,72521
35793,39846
48870,55993
130068,25590
44602,22256
17672,66451
201989,51035
249246,36607
369876,3508
31136,67297
271587,33322
120903,43675
12045,51035
65964,50785
94831,61757
133687,74627
327046,40629
323226,42290
262687,7838
138461,32648
109323,17422
91747,52634
256948,18324
379886,51035
129758,10053
393736,34253
126911,18719
318461,20247
294149,44664
252234,71992
77993,43823
342387,3332
52163,48384
253071,10048
259913,6167
113264,75187
317113,69554
40776,54107
302554,55399
17753,53680
194945,67336
247145,2962
299954,23577
271712,23013
142153,66353
179981,28062
184030,66626
397434,19923
48679,4592
196948,13469
43357,47471
301438,20797
310695,48094
99812,12969
397626,49216
21476,12950
207911,20553
285346,378
229454,20247
61412,8698
104669,45156
133202,25247
394036,28194
2613,31114
391129,74358
190708,68693
53983,38712
71599,66671
177526,5629
81392,29447
330596,45628
263528,15501
153765,31535
360379,41518
122537,65881
62547,27453
164585,40683
198090,66550
388693,48698
383251,50110
109696,50486
368069,55070
267962,3642
129772,22815
16637,53177
293709,4592
331591,5410
393468,59488
386892,36300
225801,20303
171797,58966
153356,17547
285448,60897
12989,67698
104674,31492
152675,68722
16829,67740
41112,27282
196690,51035
70466,1429
933,3822
289020,51909
203663,49156
220841,56224
374230,63741
239477,46107
178404,36479
221401,12572
56345,36976
264609,63756
143961,21158
315048,41527
70449,52136
67412,50482
240397,49100
56842,5661
280922,653
32127,9814
159246,67832
252974,48886
216675,73100
72210,66603
78961,66901
260239,73612
243296,22180
237670,25725
188819,30774
204852,30774
176816,49591
42588,55727
36350,22606
350589,13171
358344,55222
71934,27698
88959,55222
229082,61219
205171,2934
265118,39317
382466,31095
219134,20370
123109,10179
246342,46206
172145,62859
135414,33428
142900,34277
291878,18367
175306,18367
228073,50239
30077,24162
110917,27198
176864,51035
136493,43018
15180,24160
78204,2040
6936,70071
68207,33663
124018,44476
96697,25247
340463,55094
395260,67740
381825,36339
186858,48420
292065,2673
367029,20247
286597,24392
289483,13002
388159,73301
45594,5271
40953,30590
135376,27914
26753,42400
47624,68693
342628,5472
368492,14452
331863,35237
97092,67297
84156,36417
393037,23837
159561,62363
73293,67297
32020,51575
396932,37974
247580,17591
357684,75818
172363,49213
326747,12572
357860,1131
376866,34097
150759,30711
398762,75939
161159,69462
158566,1098
43470,45373
155703,4166
248997,74938
67167,23781
320989,61958
99492,39737
267271,22800
69094,12036
289176,34690
122663,73286
211320,26798
394165,53761
387201,28475
185230,18940
222925,4537
233498,50246
399755,26789
381802,62859
90401,43416
222219,71443
257535,32006
360685,54913
163457,9476
142668,37184
212956,54805
211510,20247
261805,62639
24046,47008
300388,69806
342440,17183
105322,31492
169293,1778
97101,35223
71329,23446
323590,16709
143650,69299
312470,21929
132091,6410
299986,22606
134550,46157
394725,15176
156867,51609
94873,64245
224489,52002
7677,31814
382352,6332
122871,27878
385395,31786
239427,64714
78255,57337
86491,63675
351632,35618
353682,64261
355212,40926
118386,68342
143617,15555
274146,38973
275639,4592
92541,65411
87520,54211
158439,26635
219282,57443
113300,39736
20743,44762
270210,42775
46806,24337
245459,37220
59141,52528
223465,30209
332008,56774
106631,52528
387427,66526
167267,68008
110291,11198
115390,8670
317335,33344
262910,26728
288689,51539
137668,56398
169020,54308
267603,31850
97291,25974
166014,10452
261343,47608
274668,36918
191945,29137
397290,7434
127797,30186
20703,34218
321953,29174
211211,49125
297785,63369
13769,57845
322460,71740
125295,29328
254335,31365
260515,31814
134150,73044
377013,5255
393429,2782
215126,74604
336368,33253
263246,31152
386778,54404
325727,35783
217354,1429
140295,33058
170475,38732
67594,3148
260980,71724
63786,10767
36529,39968
399620,36051
339625,60007
27968,68566
308529,74802
108344,10774
180280,75567
306810,47932
198885,27205
289943,29300
249055,10040
156737,11315
264732,62401
40108,72586
331093,52697
205784,3749
79932,45151
231955,17247
215322,46425
226197,45680
343889,64329
257957,18370
279308,15493
110268,12444
238612,61764
275214,47482
337244,50550
87830,27082
40821,66236
147615,48439
128189,1705
73740,69645
69108,50590
64666,55705
344584,68598
2678,6249
20692,44224
21564,3440
211515,41182
350196,27018
205669,63012
384431,16215
209211,62859
126375,47147
369583,72562
267110,51467
313192,52671
381492,65134
81637,47227
117087,52746
319774,21932
143796,48793
65043,72838
143855,30896
45066,53650
14589,20247
101642,54632
261101,68997
56064,59661
258919,17099
292885,66641
183633,17099
193420,31102
307769,56737
259294,7917
303534,19268
217631,38154
140987,58750
80684,73522
281410,13293
31305,22624
131147,15069
18211,17099
367455,38857
15429,33862
372796,17181
209683,28353
228592,67297
231454,67297
156420,7507
398886,47278
22133,68142
204569,51497
643,4254
310355,66063
266954,30722
228698,4256
144782,65640
214397,40084
188598,48805
170109,4163
17638,4163
314951,30932
140685,55500
303279,57154
356223,17295
181983,9838
5186,65800
