drug,cluster_id
474904,720051
816836,720051
42510,720051
533756,720051
3436,720051
451370,720051
405341,720051
738980,720051
531913,720051
809926,720051
232706,720051
811856,720051
683592,720051
701461,720051
126333,720051
497436,720051
105724,720051
416818,720051
25925,720051
550748,720051
722042,720051
381461,720051
757935,720051
796291,720051
828127,100118
346215,100118
420795,100118
542656,100118
39184,100118
151787,100118
476354,100118
242003,100118
663124,100118
40085,100118
325801,100118
734606,100118
658998,100118
305052,100118
410465,100118
405753,100118
532389,100118
723983,100118
57254,100118
265451,100118
651811,100118
796779,100118
723936,100118
757568,100118
411872,100118
642381,100118
369123,348434
455827,348434
95583,348434
618310,348434
761788,348434
172493,348434
710312,348434
413713,348434
783937,348434
369861,348434
692847,348434
673689,348434
54762,348434
420241,348434
199209,348434
737163,348434
27130,348434
510228,348434
74169,348434
340513,348434
637064,348434
477235,348434
156114,348434
825249,348434
804483,661331
104925,661331
501173,661331
19586,661331
573109,661331
277549,661331
117460,661331
733227,661331
448883,661331
424642,661331
118053,661331
506455,661331
372674,661331
653547,661331
646771,661331
461289,661331
17870,661331
560579,661331
69283,661331
293958,661331
106506,661331
736095,661331
39937,661331
676683,445484
617183,445484
84698,445484
781991,445484
664439,445484
503873,445484
381014,445484
800896,445484
727967,445484
179955,445484
698500,445484
203624,445484
719281,445484
402998,445484
523432,445484
597204,445484
819682,445484
538193,445484
296787,445484
674256,445484
60574,445484
274229,445484
16395,445484
309565,300537
23715,300537
802088,300537
699878,300537
315445,300537
825579,300537
522875,300537
3240,300537
388483,300537
698431,300537
293856,300537
235594,300537
554059,300537
527075,300537
553486,300537
463017,300537
20581,300537
49854,300537
464414,300537
290956,300537
407088,300537
68215,300537
607622,698965
171406,698965
470557,698965
730864,698965
515827,698965
224373,698965
259481,698965
44852,698965
576307,698965
492384,698965
118190,698965
727109,698965
662125,698965
770298,698965
486720,698965
65658,698965
209088,698965
114864,698965
65652,698965
53188,698965
451876,698965
423602,365205
14146,365205
214165,365205
649195,365205
270649,365205
348923,365205
271089,365205
221916,365205
629619,365205
507958,365205
50564,365205
5478,365205
515186,365205
287657,365205
584442,365205
339241,365205
199283,365205
362160,365205
748283,365205
710304,365205
646508,365205
258077,620279
615987,620279
271899,620279
731896,620279
330685,620279
261796,620279
493772,620279
664118,620279
231627,620279
432913,620279
797937,620279
304638,620279
381226,620279
659289,620279
667264,620279
521936,620279
636640,620279
632778,620279
135061,620279
725312,620279
5438,620279
333598,722619
804035,722619
376146,722619
147353,722619
697796,722619
495365,722619
554939,722619
336577,722619
416868,722619
523695,722619
352523,722619
284228,722619
440655,722619
220519,722619
41119,722619
515138,722619
42572,722619
196785,722619
126481,722619
143303,722619
710801,722619
745988,699814
284823,699814
438619,699814
740401,699814
755265,699814
141810,699814
736810,699814
667039,699814
333655,699814
205949,699814
634811,699814
424844,699814
460912,699814
442506,699814
639599,699814
793396,699814
164108,699814
206091,699814
215562,699814
327134,699814
241702,699814
820042,646890
95324,646890
497639,646890
50620,646890
552468,646890
10831,646890
737230,646890
745439,646890
180913,646890
745146,646890
14847,646890
548770,646890
435538,646890
699193,646890
494464,646890
721585,646890
658995,646890
182621,646890
284050,646890
775551,646890
173048,646890
762625,629030
471904,629030
208201,629030
810817,629030
359677,629030
84556,629030
313290,629030
34406,629030
367394,629030
291339,629030
154769,629030
98283,629030
178261,629030
571064,629030
368384,629030
717171,629030
374654,629030
680349,629030
578656,629030
88768,629030
824863,228848
443175,228848
653918,228848
235369,228848
357556,228848
122675,228848
450161,228848
506542,228848
164976,228848
314559,228848
198274,228848
709301,228848
300059,228848
517733,228848
583764,228848
16818,228848
41002,228848
341973,228848
450063,228848
599850,228848
166380,721992
540396,721992
265732,721992
68748,721992
529072,721992
489110,721992
417508,721992
461068,721992
158467,721992
193431,721992
410122,721992
438353,721992
773789,721992
644610,721992
765364,721992
366876,721992
235555,721992
156429,721992
748781,721992
379243,721992
199903,88001
584261,88001
62224,88001
700119,88001
51085,88001
528802,88001
553399,88001
206069,88001
601885,88001
416439,88001
775152,88001
827483,88001
332929,88001
748058,88001
602667,88001
123041,88001
89169,88001
146576,88001
127468,88001
830559,88001
234030,411939
12477,411939
44987,411939
57189,411939
746290,411939
690512,411939
241891,411939
147427,411939
270333,411939
739153,411939
332187,411939
656588,411939
556133,411939
569656,411939
10072,411939
449842,411939
662420,411939
365778,411939
610195,411939
497912,411939
619892,383201
812252,383201
704784,383201
740876,383201
107836,383201
452086,383201
219210,383201
185111,383201
109576,383201
746494,383201
801217,383201
331565,383201
56420,383201
6776,383201
550778,383201
71456,383201
719419,383201
804361,383201
143987,383201
464635,671929
754206,671929
72201,671929
673401,671929
9175,671929
664528,671929
373595,671929
116224,671929
401005,671929
617698,671929
776778,671929
362440,671929
673319,671929
746715,671929
221361,671929
120631,671929
820651,671929
147552,671929
140512,671929
524068,99765
19233,99765
553454,99765
5549,99765
733033,99765
717820,99765
562558,99765
787392,99765
27944,99765
475044,99765
47104,99765
169561,99765
132158,99765
687076,99765
563126,99765
78152,99765
107165,99765
543582,99765
587461,99765
709632,431619
261073,431619
465982,431619
65465,431619
502083,431619
722438,431619
17609,431619
235298,431619
804308,431619
232736,431619
258657,431619
376422,431619
456377,431619
92689,431619
78413,431619
101090,431619
290802,431619
236908,431619
307589,431619
2557,392974
242882,392974
286629,392974
21446,392974
188463,392974
52625,392974
634285,392974
374014,392974
201142,392974
236493,392974
577707,392974
664195,392974
688898,392974
694732,392974
375894,392974
154264,392974
498043,392974
728485,392974
312932,392974
477960,236580
341707,236580
17456,236580
673030,236580
272977,236580
680658,236580
504830,236580
347631,236580
116955,236580
503293,236580
766828,236580
534653,236580
25163,236580
208396,236580
399203,236580
411595,236580
498460,236580
797298,236580
92771,414991
497777,414991
316714,414991
492910,414991
637247,414991
91131,414991
683736,414991
104743,414991
261678,414991
118916,414991
386481,414991
315952,414991
131468,414991
279959,414991
374160,414991
336829,414991
265389,414991
664979,414991
221603,385704
562033,385704
364028,385704
458338,385704
789956,385704
410857,385704
265255,385704
407320,385704
607008,385704
418688,385704
432938,385704
738875,385704
197621,385704
247718,385704
341702,385704
604244,385704
143457,385704
827936,385704
785561,523569
329634,523569
116046,523569
120096,523569
500306,523569
814176,523569
492682,523569
108057,523569
557834,523569
406678,523569
595860,523569
189666,523569
61023,523569
774107,523569
596195,523569
675439,523569
289367,523569
805723,523569
778267,333899
224783,333899
419743,333899
543211,333899
558823,333899
334672,333899
170902,333899
507477,333899
770055,333899
692537,333899
494731,333899
77868,333899
512698,333899
588968,333899
291185,333899
267292,333899
307867,333899
793354,333899
132652,681953
540692,681953
222208,681953
343973,681953
72310,681953
472820,681953
388328,681953
64651,681953
759167,681953
451748,681953
72196,681953
432235,681953
475140,681953
682938,681953
402569,681953
125485,681953
98553,681953
695416,379293
392557,379293
616508,379293
228157,379293
828190,379293
144908,379293
168856,379293
367089,379293
633979,379293
389330,379293
608303,379293
394843,379293
792655,379293
501557,379293
727601,379293
325546,379293
517487,379293
532799,253317
662669,253317
21023,253317
787405,253317
243266,253317
322337,253317
549461,253317
16961,253317
424223,253317
111366,253317
58199,253317
824247,253317
396621,253317
324110,253317
509349,253317
765709,253317
732616,481599
66162,481599
222538,481599
829303,481599
330750,481599
302026,481599
160079,481599
181532,481599
653274,481599
59121,481599
65152,481599
95741,481599
29777,481599
57288,481599
713959,481599
471421,481599
139829,344636
399210,344636
98974,344636
769569,344636
530053,344636
428138,344636
519405,344636
742751,344636
491579,344636
85326,344636
532010,344636
51152,344636
390990,344636
430915,344636
825193,344636
187705,344636
18083,229544
806548,229544
417263,229544
767920,229544
752097,229544
336940,229544
230855,229544
827484,229544
659110,229544
79784,229544
106616,229544
351094,229544
105683,229544
469235,229544
108283,229544
635853,229544
305509,244968
229052,244968
660383,244968
511835,244968
775141,244968
459930,244968
730801,244968
144916,244968
751655,244968
709280,244968
31258,244968
487909,244968
439867,244968
240262,244968
415350,244968
303326,244968
231678,282449
177479,282449
494550,282449
749793,282449
595285,282449
337152,282449
811102,282449
306379,282449
667389,282449
514451,282449
694347,282449
702312,282449
407683,282449
685445,282449
798640,282449
70296,282449
526988,150688
446831,150688
289782,150688
481068,150688
556108,150688
153938,150688
276096,150688
384031,150688
682180,150688
472682,150688
779105,150688
781112,150688
450953,150688
54431,150688
153230,150688
437304,150688
167775,119686
268036,119686
603286,119686
683353,119686
98015,119686
227207,119686
664180,119686
386809,119686
521475,119686
416780,119686
325293,119686
617235,119686
612477,119686
509755,119686
695697,119686
340134,119686
219104,719748
598423,719748
594207,719748
679038,719748
400612,719748
