target_id,sp_id,taxon_id
99090,19,17
109951,19,17
220973,19,17
6843,19,17
146375,19,17
392940,19,17
7280,19,17
176373,19,17
245138,19,17
8918,19,17
301778,19,17
207588,19,17
77263,19,17
48288,19,17
236120,19,17
189588,19,17
361422,19,17
28772,19,17
335750,19,17
329783,19,17
145029,19,17
221839,19,17
313998,19,17
333220,19,17
23657,19,17
390647,19,17
109863,19,17
260269,19,17
299408,19,17
360029,19,17
290780,19,17
164002,19,17
226586,19,17
78065,19,17
226579,19,17
16694,19,17
7223,19,17
340197,19,17
306382,19,17
164074,19,17
200366,19,17
102163,19,17
262145,19,17
261772,19,17
379092,19,17
278889,19,17
808,19,17
7655,19,17
203359,19,17
384072,19,17
180352,19,17
285260,19,17
271833,19,17
153395,19,17
86086,19,17
272882,19,17
280553,19,17
72611,19,17
364869,19,17
30570,19,17
290514,19,17
372214,19,17
203074,19,17
392647,19,17
372095,19,17
299650,19,17
295946,19,17
211402,19,17
66454,19,17
308722,19,17
216802,19,17
151250,19,17
254303,19,17
378770,19,17
57670,19,17
287163,19,17
149655,19,17
88300,19,17
55070,19,17
241037,19,17
396380,19,17
315438,19,17
324675,19,17
163474,19,17
230913,19,17
137251,19,17
93931,19,17
103778,19,17
159733,19,17
187791,19,17
202278,19,17
93406,19,17
225320,19,17
384840,19,17
394102,19,17
117911,19,17
246618,19,17
28963,19,17
66050,19,17
211577,19,17
173989,19,17
157212,19,17
31911,19,17
308694,19,17
3670,19,17
268404,19,17
330992,19,17
97218,19,17
277078,19,17
176560,19,17
271972,19,17
394109,19,17
186462,19,17
127257,19,17
391616,19,17
380955,19,17
339583,19,17
175589,19,17
378766,19,17
370827,19,17
268171,19,17
378487,19,17
134422,19,17
383302,19,17
10843,19,17
27653,19,17
94457,19,17
266184,19,17
87178,19,17
385578,19,17
310812,19,17
362959,19,17
263123,19,17
368396,19,17
48137,19,17
301555,19,17
197514,19,17
275895,19,17
273431,19,17
3989,19,17
8932,19,17
299668,19,17
238255,19,17
263894,19,17
304155,19,17
294582,19,17
110686,19,17
245193,19,17
380448,19,17
67783,19,17
135784,19,17
382950,19,17
338980,19,17
55915,19,17
84388,19,17
155361,19,17
195218,19,17
86671,19,17
292421,19,17
195243,19,17
74787,19,17
182782,19,17
128062,19,17
244070,19,17
214329,19,17
117673,19,17
329012,19,17
199473,19,17
215605,19,17
392187,19,17
53371,19,17
247650,19,17
235464,19,17
34813,19,17
132471,19,17
360308,19,17
289202,19,17
337886,19,17
126297,19,17
86852,19,17
179242,19,17
250651,19,17
250021,19,17
273314,19,17
206516,19,17
358361,19,17
208173,19,17
278222,19,17
109535,19,17
255829,19,17
297407,19,17
205396,19,17
324611,19,17
368573,19,17
324264,19,17
337690,19,17
131945,19,17
159337,19,17
234738,19,17
368672,19,17
151170,19,17
370017,19,17
332744,19,17
234215,19,17
362039,19,17
152058,19,17
366697,19,17
64226,19,17
222185,19,17
221421,19,17
255235,19,17
135647,19,17
362692,19,17
294539,19,17
206737,19,17
20466,19,17
118440,19,17
45497,19,17
388536,19,17
283388,19,17
12892,19,17
247553,19,17
154644,19,17
51032,19,17
80046,19,17
271137,19,17
237524,19,17
300921,19,17
72445,19,17
90558,19,17
289104,19,17
163641,19,17
273680,19,17
269329,19,17
359730,19,17
148171,19,17
129846,19,17
10319,19,17
349347,19,17
359034,19,17
96070,19,17
76528,19,17
142890,19,17
369971,19,17
337595,19,17
26939,19,17
352904,19,17
360872,19,17
123239,19,17
100275,19,17
172440,19,17
41705,19,17
29811,19,17
68989,19,17
230991,19,17
355051,19,17
340916,19,17
77902,19,17
87000,19,17
280616,19,17
38464,19,17
282007,19,17
260011,19,17
75330,19,17
248775,19,17
382500,19,17
261468,19,17
344391,19,17
285973,19,17
167403,19,17
164518,19,17
29316,19,17
285130,19,17
34049,19,17
270686,19,17
376287,19,17
254424,19,17
129082,19,17
303589,19,17
62083,19,17
219496,19,17
233328,19,17
26768,19,17
174100,19,17
203070,19,17
388470,19,17
84963,19,17
371225,19,17
55118,19,17
55880,19,17
263435,19,17
388493,19,17
211944,19,17
217834,19,17
337329,19,17
215344,19,17
285249,19,17
77387,19,17
310151,19,17
260541,19,17
225341,19,17
327036,19,17
168071,19,17
301890,19,17
302865,19,17
121102,19,17
229860,19,17
71361,19,17
114133,19,17
267097,19,17
227324,19,17
201816,19,17
34334,19,17
325090,19,17
152073,19,17
182054,19,17
82241,19,17
256949,19,17
238783,19,17
83774,19,17
105100,19,17
64950,19,17
258493,19,17
210595,19,17
308672,19,17
232467,19,17
199303,19,17
223206,19,17
207801,19,17
258733,19,17
180786,19,17
362734,19,17
374075,19,17
131110,19,17
369955,19,17
15653,19,17
326797,19,17
221330,19,17
27473,19,17
277632,19,17
152403,19,17
202150,19,17
144579,19,17
356591,19,17
111728,19,17
123938,19,17
328686,19,17
397511,19,17
42433,19,17
72971,19,17
322256,19,17
237340,19,17
389962,19,17
89205,19,17
280092,19,17
153867,19,17
346294,19,17
75017,19,17
150103,19,17
101454,19,17
353538,19,17
245491,19,17
164834,19,17
132889,19,17
312211,19,17
179772,19,17
340004,19,17
193011,19,17
69769,19,17
364027,19,17
101495,19,17
188148,19,17
1953,19,17
282618,19,17
268824,19,17
82273,19,17
171852,19,17
47239,19,17
67683,19,17
16485,19,17
29673,19,17
327302,19,17
11172,19,17
30191,19,17
87606,19,17
244273,19,17
18639,19,17
307107,19,17
122960,19,17
308035,19,17
108564,19,17
271617,19,17
32835,19,17
253512,19,17
100990,19,17
130908,19,17
396709,19,17
89455,19,17
19778,19,17
174232,19,17
147338,19,17
287030,19,17
15771,19,17
24638,19,17
64401,19,17
292754,19,17
250901,19,17
181529,19,17
121748,19,17
252026,19,17
359162,19,17
300361,19,17
139909,19,17
187747,19,17
398706,19,17
219909,19,17
145714,19,17
150735,19,17
265259,19,17
14375,19,17
250042,19,17
143735,19,17
72391,19,17
9502,19,17
171067,19,17
212651,19,17
29395,19,17
237360,19,17
101060,19,17
625,19,17
167543,19,17
51726,19,17
98967,19,17
188826,19,17
333456,19,17
370008,19,17
260272,19,17
206033,19,17
28240,19,17
37092,19,17
177666,19,17
328183,19,17
325411,19,17
304720,19,17
109668,19,17
284719,19,17
20913,19,17
138503,19,17
306051,19,17
109991,19,17
25087,19,17
346951,19,17
179280,19,17
358999,19,17
285335,19,17
373237,19,17
231654,19,17
334713,19,17
266974,19,17
160488,19,17
312207,19,17
146134,19,17
229828,19,17
68760,19,17
43140,19,17
310676,19,17
270684,19,17
85860,19,17
356394,19,17
138945,19,17
205992,19,17
286602,19,17
372957,19,17
201651,19,17
334979,19,17
388357,19,17
181232,19,17
310839,19,17
64204,19,17
373314,19,17
40531,19,17
111219,19,17
187953,19,17
138040,19,17
254425,19,17
51674,19,17
163695,19,17
338308,19,17
20771,19,17
81472,19,17
321608,19,17
26393,19,17
265909,19,17
373470,19,17
201002,19,17
205643,19,17
274484,19,17
65702,19,17
70329,19,17
310626,19,17
361024,19,17
119764,19,17
123805,19,17
232969,19,17
232141,19,17
239858,19,17
319521,19,17
166088,19,17
308859,19,17
114678,19,17
395573,19,17
117917,19,17
322900,19,17
263482,19,17
118239,19,17
110027,19,17
128345,19,17
70390,19,17
361700,19,17
148711,19,17
222114,19,17
8740,19,17
62030,19,17
81639,19,17
178703,19,17
360961,19,17
23329,19,17
243272,19,17
261368,19,17
335195,19,17
394999,19,17
163365,19,17
