target_id,ann,type
147711,11504,7
147711,32086,1
211903,9213,5
211903,8895,1
153966,17429,5
153966,26958,5
153966,29736,7
153966,13981,1
178973,14879,5
178973,7023,5
178973,6106,2
178973,25490,7
178973,14773,5
178973,4795,4
178973,15002,5
178973,25808,7
14233,1364,5
14233,545,7
14233,2731,7
14233,33230,1
14233,9730,5
192023,10176,5
192023,27973,0
192023,13053,7
192023,34692,1
268648,9446,5
268648,3087,7
393250,32211,1
393250,24560,7
393250,6095,5
131689,30618,5
131689,21642,5
131689,29265,5
131689,30704,7
131689,12347,5
131689,31176,1
262651,5312,5
262651,24817,5
262651,24472,7
262651,7926,7
262651,34058,1
347360,26400,5
347360,30026,7
347360,33897,0
347360,6329,5
347360,28563,5
347360,29335,5
347360,399,1
153569,1072,5
153569,15342,7
153569,30704,7
153569,7165,7
153569,33000,1
145801,22427,1
145801,1744,1
240319,24308,5
240319,10225,5
240319,19258,5
240319,10124,2
240319,30697,7
240319,16557,7
240319,22485,1
329756,13205,0
329756,26473,1
329756,14966,5
329756,1729,7
383248,1818,5
383248,30267,5
383248,7344,7
383248,2229,1
177441,19526,1
177441,7186,0
177441,1083,7
177441,22320,7
177441,1676,5
177441,19314,5
201692,12941,5
201692,27302,1
201692,31756,7
158888,26280,5
158888,3044,5
158888,9712,7
158888,7583,1
12486,16640,5
12486,3623,1
266887,127,5
266887,16736,5
266887,35687,7
266887,33204,7
266887,28880,5
266887,29571,1
317659,30023,1
317659,29756,5
167669,35461,5
167669,29816,5
167669,876,7
167669,19549,1
24292,34544,5
24292,151,0
24292,35759,0
24292,2918,7
24292,35204,7
24292,23907,1
334980,1541,1
340653,32354,3
340653,13352,5
340653,10747,3
340653,35205,3
340653,24450,7
340653,24909,7
132868,30095,5
132868,9751,5
132868,21918,1
132868,18149,5
176114,9595,5
176114,30644,5
176114,15745,5
176114,10132,1
176114,26668,1
210521,292,7
210521,24032,5
269759,24319,1
269759,31547,5
97097,36261,7
72484,7018,1
274995,12073,5
274995,8381,7
274995,21845,0
274995,19586,5
274995,17552,1
379589,8893,1
379589,16640,5
363672,25680,1
363672,22407,7
169264,6006,1
169264,35906,7
36850,15874,1
36850,12954,7
386807,24081,5
386807,3601,1
386807,6823,7
386807,18663,7
386807,1993,1
359541,11299,5
359541,32620,7
359541,16253,7
359541,33441,5
359541,28105,1
162887,24369,5
162887,26933,7
162887,30670,5
215963,19861,1
215963,8459,7
240647,14536,7
240647,4331,5
240647,20187,1
28435,27107,5
28435,23525,5
28435,19411,5
28435,24472,7
28435,6275,5
28435,3396,1
28435,7119,1
343137,35230,3
343137,22078,5
343137,30704,7
343137,7305,5
343137,31371,7
343137,18577,0
343137,13459,3
343137,11504,7
343137,31156,1
343137,28639,5
24758,18353,1
24758,8832,7
177687,25219,5
177687,19347,1
177687,12354,5
177687,18886,5
177687,21368,7
177687,876,7
177687,22394,7
177687,6175,5
177687,24165,5
177687,32593,0
177687,11656,5
177687,3091,5
177687,26757,7
177687,33998,7
177687,22431,7
107667,12445,5
264330,36494,4
264330,2825,5
264330,29430,1
264330,30234,7
97281,395,5
133681,36778,5
133681,31496,1
133681,32118,7
35747,23494,1
352339,13395,1
233867,23217,5
233867,545,7
233867,16557,7
319725,15926,5
319725,9989,1
319725,1548,5
319725,6240,5
319725,9847,7
319725,20656,7
319725,24687,1
184543,4506,1
184543,5996,5
184543,34616,5
309298,23232,1
309298,9202,1
309298,27999,7
309298,10439,0
34055,36573,5
34055,22618,1
264304,15342,7
264304,395,5
134444,23691,5
134444,17350,7
134444,22077,2
134444,21566,1
221537,23691,5
221537,17350,7
221537,22077,2
221537,21566,1
206567,395,5
206567,8915,7
206567,10755,1
85485,36144,1
85485,35165,5
85485,2352,5
85485,1259,7
132834,33357,5
53799,9544,1
53799,5075,2
53799,26933,7
53799,27529,2
380110,36529,5
380110,35204,7
380110,1265,1
194835,7937,5
194835,23393,7
194835,7396,1
194835,34509,7
315799,28599,5
315799,4793,7
315799,29897,1
101431,23052,5
101431,14251,7
101431,26650,7
254015,4483,5
254015,31483,5
9652,13352,5
9652,3597,5
9652,24909,7
47902,10677,5
47902,35142,0
47902,15841,7
47902,12755,1
296358,22064,1
296358,21085,1
296358,35742,7
296358,648,6
296358,29442,7
296358,15884,7
296358,1635,7
296358,22304,5
296358,1687,5
296358,6218,7
296358,14439,5
296358,28014,5
270109,21642,5
270109,30704,7
270109,4927,0
270109,1743,5
270109,2582,1
371210,30704,7
371210,3276,1
120547,18090,1
120547,29720,7
168896,10225,5
168896,10124,2
168896,30697,7
168896,25738,1
168896,11827,5
77078,22695,5
77078,23398,7
77078,18065,3
77078,30489,7
77078,28703,1
290980,15396,5
290980,8463,1
315815,22382,5
315815,33334,7
138449,32999,1
277564,10334,5
277564,25410,7
273748,19890,5
273748,1489,5
273748,5312,5
273748,24817,5
273748,24472,7
273748,7926,7
273748,28179,7
273748,34058,1
24420,24226,1
24420,25785,0
24420,28256,1
24420,28189,4
24420,12450,1
383428,12073,5
383428,8381,7
383428,21845,0
129762,32354,3
129762,24450,7
129762,6790,1
394895,17017,0
394895,13191,5
394895,9835,5
394895,24970,5
394895,27785,5
394895,24472,7
90643,23155,1
90643,22147,5
90643,29484,5
90643,16134,5
90643,2998,5
90643,32192,0
90643,34890,7
389737,14219,1
389737,27023,7
389737,11601,5
389737,23209,5
389737,12013,1
142927,1541,1
358791,23270,5
358791,3334,5
358791,22394,7
358791,3914,7
358791,29587,7
358791,33662,1
37285,2023,5
37285,21557,7
37285,3723,5
37285,36796,1
37285,27909,7
37285,10582,7
187635,31371,7
187635,11504,7
365438,22567,5
69468,1278,1
148886,20700,1
148886,26933,7
148886,36576,7
337893,25860,5
337893,460,1
337893,35687,7
19265,2493,5
19265,21368,7
19265,22978,1
271671,6162,1
396233,19522,1
396233,32798,5
396233,25744,7
42865,12129,1
42865,14769,7
42865,6353,1
191841,27015,7
191841,7288,5
9513,26829,1
9513,36833,7
9513,5856,5
9513,15941,7
122602,18377,5
122602,18265,5
122602,14757,5
122602,25490,7
122602,34615,5
122602,16696,5
122602,16253,7
122602,15037,7
122602,20742,1
122602,26012,5
56782,35635,1
56782,2795,7
56782,18228,5
324226,23052,5
324226,14251,7
324226,26650,7
48636,26815,1
48636,19611,7
48636,33881,5
126059,8581,1
126059,31878,5
382083,15497,1
382083,2623,5
162501,21249,3
20678,4745,5
20678,21375,5
120635,28419,5
120635,5389,1
120635,24472,7
120635,32498,1
120635,16940,1
217687,28017,1
217687,11455,5
217687,23797,5
22414,30364,5
22414,28246,7
22414,27998,4
22414,30916,1
229553,19539,1
229553,27417,1
229553,18212,0
222639,4957,5
222639,6089,1
109073,32774,1
109073,5009,7
109073,24472,7
12910,35230,3
12910,31371,7
12910,9366,1
12910,18577,0
12910,11504,7
109424,30423,1
109424,16517,7
124273,23052,5
124273,14251,7
124273,26650,7
124273,25392,1
109732,31818,1
2314,395,5
2314,8915,7
2314,29928,1
93894,33342,5
93894,20723,5
103639,23052,5
103639,14251,7
103639,26650,7
103639,365,1
130961,24142,1
130961,30774,5
369198,14879,5
369198,36344,5
369198,14109,5
369198,23203,2
369198,25490,7
369198,4795,4
369198,3598,5
369198,10327,7
369198,26060,1
181924,27296,5
181924,14968,5
181924,395,5
181924,2918,7
181924,32826,7
181924,10047,1
335672,21631,5
335672,1772,1
294736,1270,1
294736,17446,5
294736,21759,7
366009,32354,3
366009,10747,3
366009,24450,7
366009,8663,1
366009,32183,5
345153,4558,1
233966,22498,5
233966,4446,5
233966,381,7
233966,6352,7
397782,8001,5
397782,25490,7
397782,23398,7
397782,8183,5
397782,9706,1
46690,14039,5
46690,11702,1
81777,513,5
81777,21368,7
81777,4330,7
390978,16982,5
390978,19890,5
390978,21368,7
390978,27228,7
390978,7926,7
390978,33642,1
59870,33406,1
59870,12179,5
59870,31519,5
59870,24472,7
59870,15773,7
72624,20673,1
333768,2182,5
333768,1835,7
333768,31302,7
333768,1469,1
266102,33020,5
266102,21004,1
266102,9615,0
266102,10358,7
127231,14028,1
127231,34671,7
194713,3645,1
262167,31578,1
48690,13465,5
48690,29907,7
152895,5302,5
152895,23398,7
152895,10244,5
152895,2660,7
152895,13096,1
343593,7508,1
156752,17533,1
156752,23165,7
156752,10544,0
162807,35230,3
162807,24064,5
162807,31371,7
162807,18577,0
162807,11504,7
162807,5191,1
164372,29008,5
164372,4776,1
164372,6447,5
164372,8897,7
194313,1625,1
381402,33346,1
381402,8157,5
346967,27489,5
346967,35752,5
346967,2867,3
346967,12015,7
346967,35953,7
346967,987,5
186895,686,1
186895,28029,5
186895,26069,5
313675,35108,5
313675,36821,5
313675,23217,5
313675,12262,5
313675,31173,5
313675,545,7
313675,16557,7
313675,35424,7
26644,32354,3
26644,8260,5
43555,12511,7
43555,20779,5
178532,3775,5
178532,11552,1
288104,28267,5
288104,12350,7
288104,32620,7
288104,22052,7
288104,17255,5
288104,31340,7
288104,16253,7
288104,23567,1
288104,31887,5
288104,10897,7
264242,22661,1
264242,35754,5
264242,36121,7
264242,24417,7
337568,28246,7
337568,7298,1
158252,24472,7
158252,29109,1
158252,24300,7
6342,25100,5
6342,23393,7
6342,6910,0
6342,19513,7
6342,6891,7
6342,36268,1
70814,10115,1
228239,25219,5
228239,21368,7
228239,22394,7
228239,6175,5
228239,24165,5
228239,32593,0
228239,11656,5
228239,3091,5
228239,26757,7
228239,33998,7
398923,10631,1
376391,34191,1
367187,34244,5
367187,34039,1
381352,2378,5
381352,4181,7
334157,29824,1
334157,13470,7
334157,19870,1
163806,33294,5
163806,7370,5
163806,3424,7
163806,26046,7
182238,19370,5
182238,14295,5
182238,30026,7
305049,9446,5
305049,3087,7
305049,9254,1
24679,29248,1
24679,17614,5
211460,1692,1
211460,1750,2
211460,13747,1
211460,18098,7
211460,14577,2
331981,17017,0
331981,13191,5
331981,9835,5
331981,24970,5
331981,27785,5
331981,24472,7
396808,18428,6
396808,35461,5
396808,14909,5
396808,19743,5
396808,11808,0
205281,127,5
205281,35687,7
205281,8509,1
156743,32284,5
156743,36240,7
156743,30700,7
156743,24959,1
382329,22438,5
382329,14288,5
382329,5779,5
382329,5830,7
382329,10079,1
382329,33204,7
382329,10756,7
250248,12073,5
250248,8381,7
250248,21845,0
250248,10572,1
174507,5589,1
221366,11291,1
221366,26696,7
221366,36599,7
221366,25683,7
221366,18197,7
221366,1166,7
329242,3016,5
329242,34975,1
329242,13924,7
329242,26271,5
329242,34992,7
228461,27847,5
228461,1773,5
133307,5499,1
133307,5089,1
88061,14996,5
88061,8381,7
88061,29893,5
88061,23720,1
362868,17093,1
362868,13601,3
362868,4722,7
20793,35287,7
293226,25757,1
90177,9637,1
90177,24517,5
90177,36261,7
90177,2833,1
90177,31992,1
321917,21642,5
321917,21517,5
321917,30704,7
321917,34350,1
141097,25219,5
141097,21368,7
141097,22394,7
141097,6175,5
141097,24165,5
141097,32593,0
141097,11656,5
141097,3091,5
141097,26757,7
141097,33998,7
177121,430,1
177121,28419,5
177121,23982,1
177121,24472,7
34839,30364,5
34839,28246,7
34839,27998,4
59501,8521,1
59501,16051,5
59501,27548,0
59501,3144,0
59501,2795,7
59501,21032,7
59501,3865,5
323848,36513,1
392448,17669,5
156346,26191,5
156346,8902,7
156346,10231,7
156346,4560,7
156346,36205,1
125440,25680,1
125440,22407,7
280345,2867,3
280345,35953,7
280345,4504,1
381897,32281,0
381897,24185,5
381897,9795,1
381897,24621,7
381897,8477,7
381897,32317,5
381897,23393,7
381897,9839,5
381897,6516,5
381897,27595,5
296589,31559,5
296589,9011,5
296589,13480,5
296589,4092,5
296589,9339,1
296589,24472,7
296589,10714,5
296589,20864,5
296589,1116,5
296589,19455,5
296589,21293,5
296589,9429,5
296589,16086,7
296589,34913,7
296589,6243,7
296589,29868,7
296589,14919,7
93162,127,5
93162,35687,7
93162,8509,1
170270,4021,5
349143,21859,1
349143,12193,1
349143,19991,5
349143,25353,7
349143,2204,0
349143,250,5
349143,27569,7
349143,1663,7
63957,32394,1
243959,430,1
243959,8748,1
243959,28419,5
243959,24472,7
364254,28244,5
295274,22275,1
308277,13446,5
308277,4662,1
308277,30127,7
282313,489,5
282313,30605,5
282313,28755,5
282313,23420,5
282313,21368,7
282313,23957,0
282313,12208,5
282313,5975,1
282313,24472,7
282313,10254,5
282313,34628,5
338495,5589,1
338495,24327,1
61014,6165,7
98133,24257,7
23080,10134,7
39852,29468,5
39852,22122,7
39852,4067,1
181883,19907,5
181883,21863,5
181883,13191,5
181883,36542,5
181883,14569,5
181883,24970,5
181883,16100,7
181883,24472,7
181883,24710,7
181883,34962,5
338210,25366,5
207218,36821,5
207218,12262,5
207218,26535,5
207218,545,7
207218,35424,7
207218,34136,1
344138,27867,1
344138,24510,1
354663,23693,5
354663,22382,5
354663,12020,5
354663,33053,7
354663,24472,7
354663,24300,7
188305,20705,0
188305,16036,7
188305,11434,1
188305,7227,5
188305,3052,1
270282,30364,5
270282,28246,7
270282,27998,4
77550,35612,5
77550,23546,1
77550,9554,7
77550,19148,7
391193,23052,5
391193,14251,7
391193,26650,7
28035,23217,5
28035,545,7
28035,16557,7
28035,31176,1
80523,14773,5
80523,25808,7
323600,150,5
323600,35469,1
167717,24356,1
161193,33648,5
161193,13577,5
161193,29033,1
160111,395,5
160111,8915,7
27562,3780,7
27562,6475,5
155566,10176,5
155566,34164,5
155566,13053,7
155566,2397,7
355404,17235,5
355404,1489,5
355404,21642,5
355404,30704,7
355404,4927,0
355404,12347,5
355404,28179,7
355404,16217,1
78122,11422,5
78122,22947,7
78122,10159,5
78122,18239,5
151602,24977,5
151602,1268,7
151602,35219,7
151602,25712,5
393402,12569,5
393402,19614,5
393402,19933,7
393402,10600,5
13133,11631,1
74379,26364,5
74379,2586,7
74379,24292,1
396421,32972,5
396421,8267,1
396421,12141,1
396421,14593,5
272711,26051,5
272711,18405,7
156537,7511,1
156537,20011,0
156537,14399,7
156537,34747,7
156537,6248,5
156537,29720,7
88554,33080,7
23838,14251,7
23838,132,7
23838,11515,1
105986,32620,7
105986,16253,7
105986,22532,1
147692,14121,5
147692,22277,7
147692,2431,0
147692,18879,1
11349,32354,3
11349,10747,3
11349,35205,3
11349,24450,7
238813,18564,5
203762,9864,1
39837,21642,5
39837,30704,7
39837,35868,5
39837,27791,1
396675,35230,3
396675,31371,7
396675,11504,7
396675,22627,1
195072,2914,5
195072,16253,7
195072,21731,5
195072,24571,1
195072,20123,5
264729,27107,5
264729,22122,7
264729,33180,1
239980,31494,5
239980,24450,7
278273,9595,5
278273,6577,1
144435,20100,5
144435,6115,5
144435,31434,1
144435,17502,5
92582,1102,0
92582,13587,1
117906,24065,1
277618,18377,5
277618,14757,5
277618,25490,7
277618,16428,0
277618,15037,7
277618,27223,1
277618,184,5
104175,16982,5
104175,15547,5
104175,27998,4
104175,34463,1
104175,27228,7
104175,24282,7
350125,13191,5
350125,9835,5
350125,10517,5
350125,24970,5
350125,24472,7
350125,26650,7
350125,6244,5
350125,1970,1
272851,25186,5
272851,3251,7
24461,25186,5
24461,3251,7
181281,30091,1
181281,23171,1
181281,23331,7
397294,2867,3
397294,35953,7
262788,24192,1
262788,13759,7
262788,29362,7
262788,24472,7
6750,31925,1
6750,13673,0
6750,36902,7
6750,3827,1
180050,2608,5
180050,21759,7
180050,29687,5
180050,35601,1
68620,16674,5
68620,29326,5
68620,24472,7
68620,25599,7
68620,15193,1
264793,30605,5
264793,5975,1
264793,24472,7
264793,10254,5
264793,34628,5
264793,29354,5
84447,12445,5
84447,21642,5
84447,30704,7
84447,4927,0
84447,1170,7
84447,34545,1
274523,23052,5
274523,10621,5
274523,14251,7
274523,2311,5
274523,5830,7
274523,26650,7
358289,3079,1
336297,34443,5
336297,3274,7
336297,30652,1
55030,20459,5
55030,29139,5
55030,4084,5
55030,21979,3
55030,27438,1
55030,33244,1
55030,16640,5
55030,28051,7
55030,13203,7
55030,25976,7
55030,6999,1
120356,36097,5
144466,14879,5
144466,36344,5
144466,14109,5
144466,19890,5
144466,29445,0
144466,28755,5
144466,23203,2
144466,25490,7
144466,21368,7
144466,4795,4
144466,3598,5
144466,7926,7
144466,10327,7
144466,26060,1
399492,2640,1
137978,23497,5
137978,22567,5
137978,29393,1
24692,14455,5
24692,7771,0
24692,23401,5
24692,19611,7
24692,24164,1
144148,17475,1
144148,30382,5
144148,31345,5
144148,15670,5
260728,14351,1
260728,35287,7
260728,6809,1
42973,35168,1
42973,30457,7
94079,30847,5
106228,6912,1
235699,4882,5
235699,27821,7
230928,27107,5
230928,22122,7
230928,20157,1
268701,12670,7
268701,34182,1
198686,362,1
214661,31679,5
214661,35230,3
214661,25490,7
214661,31371,7
214661,11504,7
214661,14340,7
158401,27875,5
158401,29943,1
302444,28793,1
302444,24472,7
357294,12569,5
357294,19614,5
357294,19933,7
357294,8492,5
357294,36403,5
314738,9864,1
172022,9412,1
254329,16248,5
254329,4079,1
395226,13162,1
174531,17167,5
174531,34443,5
174531,20381,7
107308,3188,1
107308,24676,1
11404,36010,5
11404,30026,7
11404,8233,1
11404,5880,5
174799,1081,1
69644,4390,5
69644,4459,5
69644,26757,7
69644,13134,5
130646,15174,1
130646,36875,1
130646,8832,7
320443,24156,1
320443,18435,5
320443,798,1
148770,15224,5
148770,1411,5
148770,19523,7
148770,24367,1
91063,35230,3
91063,24064,5
91063,31371,7
91063,18577,0
91063,13459,3
91063,11504,7
91063,5191,1
271681,16982,5
271681,27228,7
271681,29421,1
23559,11176,5
148250,2867,3
148250,35953,7
148250,7328,1
191831,35230,3
191831,31371,7
191831,18577,0
191831,13459,3
191831,11504,7
191831,30923,1
272752,32620,7
272752,32314,5
272752,11165,5
272752,16253,7
272752,12721,5
272752,2559,7
272752,34875,5
376641,24688,5
376641,28226,5
376641,12533,5
376641,11660,5
251662,395,5
251662,8915,7
251662,7524,1
392087,17805,5
392087,5526,7
113253,23398,7
113253,32792,5
113253,17079,7
375285,23623,1
238666,1451,5
238666,10225,5
238666,34389,5
238666,10124,2
238666,14271,5
238666,30697,7
238666,36882,7
124601,28357,1
124601,19369,5
379118,5804,5
379118,18971,5
379118,34890,7
379118,16757,1
368809,36344,5
368809,10327,7
70911,3188,1
70911,24676,1
126030,5804,5
126030,18971,5
126030,34890,7
42193,34076,5
42193,3452,5
42193,23278,1
42193,30704,7
42193,395,5
42193,33204,7
42193,31702,7
342023,28643,5
342023,11347,7
342023,19294,7
342023,34922,0
342023,7714,5
342023,20417,1
313584,15241,5
313584,24356,1
225856,16919,5
225856,4246,7
330613,545,7
330613,6592,7
14090,16919,5
14090,4246,7
14090,17858,5
14090,14227,1
43313,28366,1
312576,24308,5
312576,10225,5
312576,19258,5
312576,35108,5
312576,36821,5
312576,23217,5
312576,12262,5
312576,31173,5
312576,545,7
312576,10124,2
312576,30697,7
312576,16557,7
312576,35424,7
312576,19577,1
387842,22695,5
387842,18222,5
387842,31304,1
387842,5099,7
387842,4468,0
387842,30489,7
68638,12129,1
68638,14769,7
68638,6353,1
204524,19890,5
204524,1489,5
204524,5312,5
204524,24817,5
204524,24472,7
204524,7926,7
204524,28179,7
204524,34058,1
59204,30722,1
293515,14295,5
293515,23398,7
293515,30026,7
293515,18065,3
293515,12512,1
248617,5526,7
31529,2867,3
31529,35953,7
31529,33931,1
106020,32354,3
106020,32620,7
106020,16253,7
106020,24450,7
106020,13958,1
106020,21013,5
128082,13143,1
128082,6428,1
128082,31032,7
128082,6728,5
128082,15015,7
304049,25219,5
304049,21642,5
304049,21368,7
304049,30704,7
304049,22394,7
304049,6175,5
304049,11656,5
304049,3091,5
304049,26757,7
304049,33998,7
37583,4549,1
37583,22111,2
37583,357,5
37583,6839,5
37583,22407,7
249917,5558,0
249917,3872,1
249917,24472,7
249917,20993,1
87286,2799,1
87286,33640,1
135177,23165,7
135177,5454,1
350399,32348,5
350399,8086,1
350399,9956,5
342820,13924,7
342820,34094,5
342820,8892,5
342820,12994,7
342820,19649,1
29758,2219,5
29758,33194,1
29758,28647,5
29758,21502,1
29758,125,5
29758,25990,7
58719,21642,5
58719,16330,5
58719,30704,7
235566,27489,5
235566,12015,7
235566,6536,5
157821,34443,5
157821,3274,7
32618,22463,1
32618,36851,1
32618,34083,7
32618,25502,5
32618,27590,0
32618,8592,5
198627,14879,5
198627,17376,5
198627,25490,7
351085,12956,1
86248,28133,5
86248,23165,7
86248,1788,1
297232,27327,5
297232,2608,5
297232,21759,7
297232,21383,1
261043,3613,1
384896,2867,3
384896,8832,7
384896,35953,7
384896,13636,1
315713,15856,1
313506,19140,1
313506,23106,7
313506,10018,7
313506,15422,5
5350,28793,1
5350,31257,1
5350,24472,7
5350,18202,1
21896,14931,1
21896,29806,5
21896,11614,5
21896,26484,5
298330,28882,7
298330,28754,1
195537,28606,5
382494,395,5
382494,8915,7
1917,30364,5
1917,28246,7
1917,27998,4
1917,33532,1
3181,5929,5
3181,466,7
3181,545,7
3181,6701,1
110585,35461,5
110585,27116,1
82644,34544,5
82644,151,0
82644,35759,0
82644,2918,7
82644,35204,7
82644,12353,1
108147,23691,5
108147,17350,7
108147,22077,2
108147,21566,1
303305,11364,1
303305,15886,1
149353,7018,1
118539,23398,7
118539,29740,7
118539,6450,5
118539,26878,1
118539,11280,5
118539,1225,5
122641,34446,5
122641,12187,7
122641,27781,5
122641,32102,5
226004,28320,1
226004,26656,5
226004,33509,7
226004,19521,5
226004,19152,1
2347,2271,1
2347,30694,7
62545,2867,3
62545,35953,7
62545,3203,1
94209,35230,3
94209,31371,7
94209,11504,7
94209,3616,1
57860,14879,5
57860,14109,5
57860,23203,2
57860,25490,7
57860,545,7
57860,3598,5
57860,22412,1
295558,395,5
295558,29809,1
295558,8915,7
163596,22229,5
163596,27970,1
163596,1556,5
6239,30364,5
6239,28246,7
6239,27998,4
378998,12348,1
239496,12279,1
239496,9637,1
239496,24517,5
239496,36261,7
372833,395,5
374588,23691,5
374588,17350,7
374588,22077,2
374588,21566,1
386355,16945,1
386355,15396,5
197510,33648,5
197510,23398,7
197510,18065,3
197510,24681,7
197510,26353,5
197510,14194,5
197510,29218,1
9740,34929,5
9740,395,5
9740,8915,7
346240,596,5
346240,12677,1
222531,7135,1
222531,31078,7
222531,35935,7
222531,15394,7
66860,31911,1
66860,22425,7
44995,2517,1
44995,14182,5
44995,11070,5
35526,30364,5
35526,28246,7
35526,27998,4
35526,27143,1
310173,24182,1
240603,11634,5
240603,5526,7
240603,16514,1
343896,7096,1
343896,6488,5
343896,12460,1
343896,5258,5
343896,11111,0
343896,27479,7
343896,7509,7
343896,2201,7
223235,22064,1
223235,36373,5
223235,13656,1
223235,26338,5
223235,35742,7
223235,648,6
223235,29442,7
223235,15884,7
223235,1635,7
223235,6218,7
223235,14439,5
223235,14294,1
223235,28014,5
167343,1489,5
167343,2867,3
167343,28179,7
167343,35953,7
167343,3505,1
288707,13370,5
288707,561,5
288707,6632,5
288707,24472,7
288707,25077,1
288707,21386,5
207346,12569,5
207346,19933,7
207346,22085,1
207346,8567,5
73638,5742,5
73638,23225,1
73638,32031,5
113533,14930,5
113533,4210,5
113533,24472,7
113533,36807,5
113533,3222,7
113533,4306,1
340057,16640,5
340057,33509,7
340057,5756,1
257364,29839,5
111359,17286,5
111359,23051,1
111359,15467,7
225209,36891,1
225209,27895,5
225209,16171,5
225209,27190,7
96994,24233,1
385244,30364,5
385244,28246,7
385244,27998,4
385244,30125,1
227893,4273,5
227893,28771,1
227893,20478,0
227893,21433,1
227893,8388,7
227296,2867,3
227296,35953,7
227296,33931,1
295517,27863,1
295517,31567,7
257376,7096,1
257376,6488,5
257376,12460,1
257376,5258,5
257376,11111,0
257376,27479,7
257376,7509,7
257376,2201,7
308817,34929,5
308817,4101,5
308817,395,5
308817,8915,7
308817,7540,7
308817,33236,5
395859,11149,3
395859,34838,7
395859,24093,1
73733,27103,1
378451,1451,5
378451,15993,1
378451,14271,5
378451,30697,7
181557,10677,5
181557,15841,7
181557,12755,1
38078,11119,5
38078,28755,5
38078,21368,7
38078,3828,7
38078,24143,7
115288,14879,5
115288,22695,5
115288,6106,2
115288,25490,7
115288,3864,5
115288,30697,7
115288,12616,5
115288,35687,7
115288,30489,7
78002,10005,1
225939,6745,1
317979,2867,3
317979,35953,7
248475,2867,3
248475,35953,7
248475,33931,1
319047,6069,5
319047,19141,7
319047,25739,1
153562,31965,5
153562,14879,5
153562,14109,5
153562,19345,5
153562,19005,3
153562,23203,2
153562,21902,7
153562,25490,7
153562,3598,5
153562,20111,7
153562,22412,1
81714,36040,1
178330,6592,7
178330,34753,5
178330,25606,1
163076,12073,5
163076,8381,7
163076,21845,0
17059,6543,1
17059,22283,7
85173,27689,5
85173,717,7
125521,16710,1
125521,27471,5
125521,19200,5
125521,30050,1
125521,6447,5
125521,30026,7
125521,8897,7
14635,14961,1
14635,8832,7
18652,6627,1
186944,26556,5
186944,4373,7
159216,18817,1
159216,16055,7
159216,5894,5
159216,25845,5
151443,828,1
97144,26783,1
97144,22826,7
97144,35934,1
54993,248,1
54993,34443,5
54993,3274,7
81048,128,5
81048,545,7
81048,16996,7
81048,33822,5
81048,30625,5
21076,13191,5
21076,9835,5
21076,24970,5
21076,24472,7
7032,4559,1
7032,11215,7
354772,8606,5
354772,1992,7
354772,31458,1
354772,24992,1
297016,28994,5
297016,26757,7
297016,19880,1
48755,127,5
48755,16982,5
48755,13031,5
48755,19890,5
48755,28755,5
48755,30364,5
48755,28246,7
48755,21368,7
48755,27998,4
48755,35687,7
48755,27228,7
48755,7926,7
48755,36424,1
158630,10677,5
158630,35142,0
158630,15841,7
158630,22652,1
30743,33539,5
30743,22407,7
30743,24807,1
91229,19907,5
91229,21863,5
91229,13191,5
91229,3430,5
91229,24970,5
91229,16100,7
91229,25456,5
91229,24472,7
91229,1106,7
91229,24710,7
91229,34962,5
91229,4683,1
91229,30239,5
76204,34370,1
76204,390,7
279544,35815,1
279544,30704,7
279544,16193,5
342070,29013,5
342070,31078,7
342070,15394,7
342070,25212,1
356145,27489,5
356145,35752,5
356145,35108,5
356145,36821,5
356145,12262,5
356145,12015,7
356145,545,7
356145,19013,5
356145,35424,7
356145,7316,1
108144,22947,7
108144,1247,5
108144,7516,5
211303,1147,5
211303,9825,1
211303,31657,7
59800,23398,7
59800,2460,3
367367,16926,1
367367,14676,1
350450,23052,5
350450,14251,7
350450,26650,7
290806,14879,5
290806,36344,5
290806,14109,5
290806,19890,5
290806,23203,2
290806,25490,7
290806,4795,4
290806,3598,5
290806,7926,7
290806,10327,7
290806,26060,1
75944,11262,5
75944,2147,0
75944,24472,7
75944,29109,1
75944,24300,7
376110,14879,5
376110,25490,7
140733,6466,1
71720,15308,5
71720,35230,3
71720,31371,7
71720,9366,1
71720,18577,0
71720,13459,3
71720,11504,7
54356,18428,6
54356,35461,5
54356,14909,5
54356,25122,5
54356,21902,7
54356,11808,0
54356,16678,5
54356,24696,1
54356,8355,5
101580,14039,5
101580,2660,7
101580,35206,1
11271,14879,5
11271,7023,5
11271,6349,5
11271,6106,2
11271,25490,7
11271,21368,7
11271,31702,7
11271,19366,1
340323,22695,5
340323,14251,7
340323,1303,5
340323,26650,7
340323,30489,7
340323,16723,1
182276,28994,5
182276,26757,7
152195,23217,5
152195,545,7
152195,16557,7
165221,9747,5
165221,31682,1
165221,4592,7
165221,10607,7
318895,21859,1
318895,20703,1
318895,19991,5
318895,25353,7
318895,2204,0
318895,250,5
318895,27569,7
318895,1663,7
318895,4254,7
346295,12438,1
8265,18218,5
8265,24912,5
8265,9712,7
8265,26259,7
8265,21259,1
363975,3188,1
363975,24676,1
107160,13133,1
347841,14370,5
347841,28750,1
347841,11726,5
214580,13133,1
58434,28133,5
58434,23165,7
58434,13332,1
287124,14879,5
287124,6106,2
287124,25490,7
