drug_id,sp_id,activity_tag,publication_year,cluster_consistent
33372,26,1,-1,1
729318,26,1,-1,1
330090,26,1,-1,1
746433,26,1,-1,1
614540,26,1,-1,1
527351,26,1,-1,1
492497,26,1,-1,1
549610,26,1,-1,1
627979,26,1,-1,1
158443,26,1,-1,1
442139,26,1,-1,1
816644,26,1,-1,1
762776,26,1,-1,1
67139,26,1,-1,1
632283,26,1,-1,1
506517,26,1,-1,1
342914,26,1,-1,1
221572,10,1,-1,1
489714,26,1,-1,1
530411,26,1,-1,1
791157,26,1,-1,1
142390,26,1,-1,1
171245,26,1,-1,1
757013,26,1,-1,1
300864,26,1,-1,1
59652,26,1,-1,1
397286,26,1,-1,1
297026,26,1,-1,1
245393,26,1,-1,1
809535,26,1,-1,1
353551,26,1,-1,1
707893,26,1,-1,1
240230,26,1,-1,1
667331,26,1,-1,1
669818,26,1,-1,1
8436,26,1,-1,1
594083,26,1,-1,1
44061,26,1,-1,1
689789,26,1,-1,1
544427,26,1,-1,1
547652,26,1,-1,1
369817,26,1,-1,1
296327,26,1,-1,1
395999,26,1,-1,1
57136,26,1,-1,1
461675,26,1,-1,1
686934,26,1,-1,1
5897,26,1,-1,1
694734,26,1,-1,1
282107,26,1,-1,1
550487,26,1,-1,1
358293,26,1,-1,1
398471,26,1,-1,1
398471,10,1,-1,1
662005,26,1,-1,1
585105,26,1,-1,1
42178,26,1,-1,1
806225,26,1,-1,1
283515,26,1,-1,1
442218,26,1,-1,1
464302,26,1,-1,1
814693,18,1,2016,1
814693,26,1,-1,1
715556,26,1,-1,1
406054,26,1,-1,1
276093,26,1,-1,1
551145,26,1,-1,1
263904,26,1,-1,1
619901,26,1,-1,1
377376,26,1,-1,1
583892,26,1,-1,1
676136,26,1,-1,1
158906,26,1,-1,1
762687,26,1,-1,1
43608,26,1,-1,1
17260,26,1,2020,1
604012,1,1,2000,1
604012,5,1,1996,1
289275,26,1,-1,1
436484,26,1,-1,1
633152,26,1,-1,1
192008,26,1,-1,1
311861,26,1,-1,1
469823,26,1,-1,1
36089,26,1,-1,1
591726,26,1,-1,1
507918,26,1,-1,1
805028,26,1,-1,1
41702,26,1,-1,1
382202,26,1,-1,1
757798,26,1,-1,1
522939,26,1,-1,1
766913,26,1,-1,1
611070,26,1,-1,1
700036,26,1,-1,1
170552,26,1,-1,1
259721,26,1,-1,1
378035,26,1,-1,1
415981,25,1,-1,1
415981,1,1,-1,1
415981,13,1,-1,1
415981,26,1,-1,1
415981,5,1,-1,1
372314,26,1,-1,1
619899,26,1,-1,1
481411,26,1,-1,1
536192,26,1,-1,1
480909,26,1,-1,1
81997,26,1,-1,1
545545,26,1,-1,1
45724,26,1,-1,1
584424,26,1,-1,1
302550,26,1,2009,1
453602,26,1,-1,1
134417,26,1,-1,1
237463,26,1,-1,1
359905,26,1,-1,1
806474,26,1,-1,1
110017,26,1,-1,1
201015,26,1,-1,1
393610,26,1,-1,1
583746,26,1,-1,1
481218,26,1,-1,1
707696,26,1,-1,1
720869,26,1,-1,1
132543,26,1,-1,1
814881,26,1,-1,1
101930,26,1,-1,1
387665,26,1,-1,1
514491,26,1,-1,1
514491,10,1,-1,1
727401,26,1,-1,1
34504,26,1,-1,1
779294,26,1,-1,1
543835,26,1,-1,1
193660,26,1,-1,1
306567,26,1,-1,1
547519,26,1,-1,1
262685,26,1,-1,1
693877,26,1,-1,1
547466,26,1,-1,1
797401,26,1,-1,1
486586,26,1,-1,1
431721,26,1,-1,1
209192,26,1,-1,1
545010,26,1,-1,1
373949,26,1,-1,1
360308,26,1,-1,1
360308,10,1,-1,1
627057,26,1,-1,1
634447,26,1,-1,1
218595,26,1,-1,1
186800,26,1,-1,1
504785,26,1,-1,1
504785,10,1,-1,1
679440,26,1,-1,1
442993,26,1,-1,1
319807,26,1,2022,1
744595,26,1,-1,1
744595,10,1,-1,1
12653,26,1,-1,1
763641,26,1,-1,1
27863,26,1,-1,1
388537,26,1,-1,1
700097,26,1,-1,1
6486,26,1,-1,1
6621,26,1,-1,1
194146,26,1,-1,1
58864,26,1,-1,1
739467,26,1,-1,1
117984,26,1,-1,1
769674,26,1,-1,1
420034,26,1,-1,1
147046,26,1,-1,1
648625,26,1,-1,1
179044,26,1,-1,1
44455,26,1,-1,1
200476,26,1,-1,1
214928,26,1,-1,1
457055,26,1,-1,1
496395,26,1,-1,1
376383,26,1,-1,1
389134,26,1,-1,1
411168,26,1,-1,1
351672,26,1,-1,1
728839,26,1,-1,1
756665,26,1,-1,1
540537,26,1,-1,1
563940,26,1,-1,1
587944,26,1,-1,1
145612,26,1,-1,1
367709,26,1,-1,1
25079,26,1,-1,1
567916,26,1,-1,1
744209,26,1,-1,1
255799,26,1,-1,1
38513,26,1,-1,1
338171,26,1,-1,1
94851,26,1,-1,1
270223,26,1,-1,1
444781,26,1,-1,1
169700,26,1,-1,1
21674,26,1,2022,1
533387,19,1,2010,1
533387,26,1,2010,1
331660,26,1,-1,1
538696,26,1,-1,1
798582,26,1,-1,1
243592,26,1,-1,1
7399,1,1,2000,1
7399,13,1,1991,1
7399,5,1,1996,1
794494,26,1,-1,1
371296,26,1,-1,1
637925,26,1,-1,1
132133,26,1,-1,1
116029,26,1,-1,1
692596,26,1,-1,1
668540,26,1,2022,1
518137,26,1,-1,1
472810,26,1,-1,1
776224,26,1,-1,1
468588,26,1,-1,1
416105,26,1,-1,1
776450,26,1,-1,1
720055,26,1,-1,1
562468,26,1,-1,1
478117,26,1,-1,1
265388,26,1,-1,1
826889,26,1,-1,1
796247,1,1,2013,1
796247,23,1,2013,1
796247,26,1,-1,1
796247,5,1,2013,1
214612,25,1,-1,1
214612,1,1,-1,1
214612,13,1,-1,1
214612,5,1,-1,1
214612,10,3,-1,1
431582,26,1,-1,1
784689,26,1,-1,1
36339,26,1,-1,1
173890,26,1,-1,1
57527,26,1,-1,1
184428,26,1,-1,1
184428,10,1,-1,1
597775,25,1,-1,1
597775,1,1,-1,1
597775,13,1,-1,1
597775,26,1,-1,1
597775,5,1,-1,1
475891,26,1,-1,1
598934,26,1,-1,1
648302,26,1,-1,1
127774,26,1,-1,1
53858,26,1,-1,1
585958,26,1,-1,1
743367,26,1,-1,1
68234,26,1,-1,1
232647,26,1,-1,1
539746,26,1,-1,1
716691,26,1,-1,1
311332,26,1,-1,1
331758,26,1,2022,1
162524,26,1,-1,1
818362,26,1,-1,1
295793,26,1,-1,1
295793,10,1,-1,1
544200,26,1,-1,1
123163,26,1,-1,1
337013,26,1,-1,1
365723,26,1,-1,1
384295,26,1,-1,1
539533,26,1,-1,1
478549,26,1,-1,1
205825,26,1,-1,1
147517,26,1,-1,1
147517,10,1,-1,1
58446,26,1,-1,1
534136,26,1,-1,1
534136,10,1,-1,1
118505,26,1,-1,1
288067,26,1,-1,1
123361,26,1,-1,1
123361,10,1,-1,1
514338,26,1,-1,1
489593,26,1,-1,1
468427,26,1,-1,1
493594,26,1,-1,1
336786,26,1,-1,1
767890,26,1,-1,1
137615,26,1,-1,1
694731,26,1,-1,1
697368,26,1,-1,1
529242,26,1,-1,1
752832,10,1,-1,1
789276,26,1,-1,1
331947,26,1,-1,1
65856,26,1,-1,1
564309,26,1,-1,1
642370,26,1,-1,1
118420,26,1,-1,1
789028,26,1,-1,1
746012,26,1,-1,1
595753,26,1,-1,1
134113,26,1,-1,1
618953,26,1,-1,1
556640,26,1,-1,1
89800,26,1,-1,1
29064,26,1,-1,1
804674,26,1,-1,1
613229,26,1,-1,1
156351,26,1,-1,1
776647,26,1,-1,1
631699,26,1,-1,1
95274,26,1,-1,1
669807,26,1,-1,1
191643,26,1,-1,1
164261,26,1,-1,1
739836,26,1,-1,1
633797,26,1,-1,1
625289,19,1,-1,1
625289,26,1,-1,1
310894,26,1,-1,1
734558,26,1,-1,1
638466,26,1,-1,1
365230,26,1,-1,1
409645,26,1,-1,1
139773,26,1,-1,1
489416,26,1,-1,1
175395,26,1,-1,1
332829,26,1,-1,1
577694,26,1,-1,1
105089,26,1,-1,1
173989,26,1,-1,1
173989,10,1,-1,1
302334,26,1,-1,1
106926,26,1,-1,1
795000,26,1,-1,1
153845,26,1,-1,1
153845,10,1,-1,1
423183,26,1,-1,1
423183,10,1,-1,1
385833,26,1,-1,1
221263,26,1,-1,1
399983,26,1,-1,1
260410,26,1,-1,1
304840,26,1,-1,1
652485,26,1,-1,1
71083,26,1,-1,1
101654,26,1,-1,1
191,26,1,-1,1
652288,26,1,-1,1
667260,26,1,-1,1
252587,26,1,-1,1
518266,26,1,-1,1
518266,10,1,-1,1
759630,26,1,-1,1
373953,26,1,-1,1
222419,26,1,-1,1
222419,10,3,-1,1
474177,26,1,-1,1
715154,26,1,-1,1
555084,26,1,-1,1
794579,26,1,-1,1
40688,26,1,-1,1
126591,26,1,-1,1
294346,26,1,-1,1
504580,26,1,-1,1
504580,10,3,-1,1
557829,26,1,-1,1
826954,26,1,-1,1
188905,26,1,-1,1
507729,26,1,-1,1
453609,26,1,-1,1
40263,26,1,-1,1
594349,26,1,-1,1
190782,26,1,-1,1
171590,26,1,-1,1
305552,26,1,-1,1
510905,19,1,2010,1
510905,26,1,2010,1
190142,26,1,-1,1
802594,26,1,-1,1
493805,26,1,-1,1
617024,26,1,-1,1
170395,1,1,2000,1
170395,13,1,1995,1
170395,5,1,1995,1
429633,26,1,-1,1
598602,26,1,-1,1
825026,26,1,-1,1
228562,26,1,-1,1
816932,26,1,-1,1
168628,26,1,-1,1
347107,26,1,-1,1
318885,26,1,-1,1
297754,26,1,-1,1
335787,26,1,-1,1
642721,26,1,-1,1
544226,26,1,-1,1
268964,26,1,-1,1
268964,10,1,-1,1
279854,26,1,-1,1
30123,26,1,-1,1
578768,26,1,-1,1
20010,26,1,-1,1
548281,26,1,-1,1
248189,26,1,-1,1
820791,26,1,-1,1
363068,26,1,-1,1
519227,26,1,-1,1
218719,10,3,-1,1
163052,26,1,-1,1
594769,26,1,-1,1
705924,26,1,-1,1
651306,26,1,-1,1
683450,26,1,-1,1
330145,26,1,-1,1
687343,26,1,-1,1
302873,26,1,-1,1
1090,26,1,-1,1
491838,26,1,-1,1
491838,10,1,-1,1
810159,26,1,-1,1
81912,26,1,-1,1
701285,26,1,-1,1
445420,26,1,-1,1
307779,26,1,-1,1
167363,26,1,-1,1
607050,26,1,-1,1
520734,26,1,-1,1
662756,26,1,-1,1
809232,26,1,-1,1
574651,26,1,2022,1
562896,26,1,-1,1
817175,26,1,-1,1
789076,26,1,-1,1
144211,26,1,-1,1
148515,26,1,-1,1
785322,26,1,-1,1
251509,26,1,-1,1
570638,26,1,-1,1
655757,26,1,-1,1
105452,26,1,-1,1
144670,26,1,-1,1
210713,26,1,-1,1
295118,26,1,-1,1
181806,26,1,-1,1
392791,26,1,-1,1
629359,26,1,-1,1
101604,26,1,-1,1
99045,26,1,-1,1
387670,26,1,-1,1
299090,26,1,-1,1
229706,26,1,-1,1
721438,26,1,-1,1
110352,26,1,-1,1
291968,26,1,-1,1
385952,26,1,-1,1
568419,26,1,-1,1
648612,26,1,-1,1
754750,26,1,-1,1
425730,26,1,-1,1
635848,26,1,-1,1
233844,26,1,-1,1
177919,26,1,-1,1
668584,26,1,-1,1
384008,26,1,-1,1
495573,26,1,-1,1
497915,26,1,-1,1
497915,10,1,-1,1
386775,23,1,2013,1
386775,26,1,-1,1
485133,26,1,-1,1
141013,26,1,-1,1
298114,26,1,-1,1
316969,26,1,-1,1
699178,26,1,-1,1
670153,26,1,-1,1
752984,26,1,-1,1
458093,26,1,-1,1
801286,26,1,-1,1
662149,26,1,-1,1
530884,26,1,-1,1
146329,26,1,-1,1
752629,26,1,-1,1
604472,26,1,-1,1
604472,10,1,-1,1
614351,26,1,-1,1
149154,26,1,-1,1
247753,26,1,-1,1
351778,26,1,-1,1
677746,26,1,-1,1
37568,26,1,-1,1
598091,26,1,-1,1
271155,26,1,-1,1
123062,26,1,-1,1
680496,26,1,-1,1
571600,26,1,-1,1
431030,26,1,-1,1
431030,10,3,-1,1
199101,26,1,-1,1
825541,25,1,-1,1
825541,1,1,-1,1
825541,13,1,-1,1
825541,5,1,-1,1
420062,26,1,-1,1
272042,26,1,-1,1
807661,26,1,-1,1
269437,26,1,-1,1
500584,26,1,-1,1
532876,26,1,-1,1
374972,26,1,-1,1
12232,26,1,-1,1
625569,26,1,-1,1
422195,26,1,-1,1
537536,26,1,-1,1
322485,26,1,-1,1
586653,26,1,-1,1
717761,26,1,-1,1
156837,26,1,-1,1
701938,26,1,-1,1
446907,26,1,-1,1
612093,26,1,-1,1
487105,26,1,-1,1
487105,10,1,-1,1
79968,26,1,-1,1
401987,26,1,-1,1
468441,26,1,-1,1
514461,26,1,-1,1
237556,26,1,-1,1
656185,26,1,2022,1
534449,26,1,-1,1
729136,26,1,-1,1
415208,26,1,-1,1
148641,26,1,-1,1
273813,26,1,-1,1
796384,26,1,-1,1
781608,26,1,-1,1
254763,26,1,-1,1
569853,26,1,-1,1
29061,26,1,-1,1
97923,26,1,-1,1
724237,10,3,-1,1
589066,26,1,-1,1
481534,26,1,-1,1
397576,26,1,-1,1
202335,26,1,-1,1
159768,26,1,-1,1
625566,26,1,-1,1
368423,26,1,-1,1
825419,26,1,-1,1
592034,26,1,-1,1
405868,1,1,2000,1
405868,13,1,1989,1
405868,5,1,1996,1
823491,10,1,-1,1
31280,26,1,-1,1
31280,10,1,-1,1
177128,26,1,-1,1
753122,26,1,-1,1
42644,26,1,-1,1
173661,26,1,-1,1
223456,26,1,-1,1
410923,26,1,-1,1
778270,18,2,2016,1
778270,26,1,-1,1
648348,26,1,-1,1
267041,26,1,-1,1
477601,26,1,-1,1
62330,26,1,-1,1
62330,10,1,-1,1
65356,26,1,-1,1
579189,26,1,-1,1
524079,26,1,-1,1
774716,26,1,2022,1
638363,26,1,-1,1
828795,26,1,-1,1
280641,26,1,-1,1
55571,26,1,-1,1
280338,26,1,-1,1
434605,26,1,-1,1
687305,26,1,-1,1
756132,26,1,-1,1
755181,26,1,-1,1
31678,26,1,-1,1
393322,26,1,-1,1
525558,26,1,-1,1
401004,26,1,-1,1
292271,26,1,-1,1
583571,26,1,-1,1
446875,26,1,-1,1
595331,26,1,-1,1
521691,26,1,-1,1
737682,26,1,-1,1
380990,26,1,-1,1
33104,26,1,-1,1
118642,1,1,2000,1
118642,5,1,1996,1
266035,26,1,-1,1
596550,26,1,-1,1
83934,26,1,-1,1
540209,26,1,-1,1
751615,26,1,-1,1
57929,26,1,-1,1
402470,26,1,-1,1
621562,26,1,-1,1
291430,26,1,-1,1
105634,26,1,-1,1
405580,26,1,-1,1
471925,26,1,-1,1
471925,10,1,-1,1
727084,26,1,-1,1
642329,26,1,-1,1
33054,26,1,-1,1
124649,10,1,-1,1
529907,26,1,-1,1
779238,26,1,-1,1
719886,26,1,-1,1
461040,26,1,-1,1
415575,26,1,-1,1
772205,26,1,-1,1
695026,26,1,-1,1
635948,26,1,-1,1
221518,26,1,-1,1
713876,26,1,-1,1
209226,26,1,-1,1
82271,26,1,-1,1
69111,26,1,-1,1
639011,26,1,-1,1
329352,26,1,-1,1
671236,26,1,-1,1
537259,26,1,-1,1
58106,26,1,-1,1
780991,26,1,-1,1
780991,10,1,-1,1
699908,26,1,-1,1
699717,26,1,-1,1
501877,26,1,-1,1
451484,26,1,-1,1
340865,26,1,-1,1
161053,26,1,-1,1
67978,26,1,-1,1
557594,26,1,-1,1
763162,26,1,-1,1
489286,26,1,-1,1
394252,26,1,-1,1
521540,26,1,-1,1
574151,26,1,-1,1
597010,26,1,-1,1
553077,26,1,-1,1
30705,26,1,-1,1
709755,26,1,-1,1
230084,26,1,-1,1
830741,26,1,-1,1
824730,26,1,-1,1
738247,26,1,-1,1
229260,26,1,2022,1
229260,10,1,-1,1
69097,26,1,-1,1
814608,26,1,-1,1
814608,10,1,-1,1
91174,26,1,-1,1
551029,26,1,-1,1
160275,26,1,-1,1
443867,26,1,-1,1
92538,26,1,-1,1
797276,26,1,-1,1
261469,26,1,-1,1
98317,26,1,-1,1
644315,26,1,-1,1
261939,26,1,-1,1
1976,26,1,-1,1
103905,26,1,-1,1
681788,10,1,-1,1
159706,26,1,-1,1
318948,26,1,-1,1
649167,26,1,-1,1
494281,26,1,-1,1
465525,26,1,-1,1
539848,26,1,-1,1
81511,26,1,-1,1
255296,26,1,-1,1
188174,26,1,-1,1
162313,26,1,-1,1
162313,10,1,-1,1
793892,26,1,-1,1
514754,26,1,-1,1
315835,26,1,-1,1
177110,26,1,-1,1
661970,26,1,-1,1
628801,26,1,-1,1
63872,26,1,-1,1
628004,26,1,-1,1
399471,26,1,-1,1
504219,26,1,-1,1
442958,26,1,-1,1
426137,26,1,-1,1
752615,26,1,-1,1
807525,26,1,-1,1
807525,10,3,-1,1
207133,26,1,-1,1
127035,26,1,-1,1
715048,26,1,-1,1
457267,26,1,-1,1
175906,26,1,-1,1
543714,26,1,-1,1
608162,26,1,-1,1
657498,26,1,-1,1
177384,26,1,-1,1
508003,26,1,-1,1
94138,26,1,-1,1
615210,26,1,-1,1
190788,26,1,-1,1
469657,26,1,-1,1
129615,26,1,-1,1
113444,26,1,-1,1
296564,26,1,-1,1
484185,26,1,-1,1
201184,26,1,-1,1
6343,26,1,-1,1
392650,26,1,-1,1
693455,26,1,-1,1
213400,26,1,-1,1
714653,26,1,-1,1
588966,26,1,-1,1
605868,26,1,-1,1
698546,26,1,-1,1
328549,26,1,-1,1
333289,26,1,-1,1
47034,26,1,-1,1
738192,26,1,-1,1
40432,26,1,-1,1
40432,10,1,-1,1
673341,26,1,-1,1
341653,26,1,-1,1
493329,26,1,-1,1
315481,26,1,-1,1
465282,26,1,-1,1
288113,26,1,-1,1
327370,26,1,-1,1
479485,26,1,-1,1
220705,26,1,-1,1
280660,26,1,-1,1
460476,26,1,-1,1
205154,26,1,-1,1
560574,26,1,-1,1
754637,26,1,-1,1
196929,26,1,-1,1
495079,26,1,-1,1
741173,26,1,-1,1
289668,26,1,-1,1
718237,26,1,-1,1
572026,26,1,-1,1
354042,26,1,-1,1
142741,26,1,-1,1
710439,26,1,-1,1
73413,26,1,-1,1
354043,26,1,-1,1
809965,26,1,-1,1
753622,26,1,-1,1
259462,26,1,-1,1
642701,26,1,2002,1
160234,26,1,-1,1
663443,26,1,-1,1
316607,26,1,-1,1
212644,26,1,-1,1
365261,26,1,-1,1
152931,26,1,-1,1
343448,26,1,-1,1
58187,26,1,-1,1
753724,26,1,-1,1
389281,26,1,-1,1
460909,26,1,-1,1
83145,26,1,-1,1
139996,26,1,-1,1
193305,26,1,-1,1
154731,26,1,-1,1
368305,26,1,-1,1
368305,10,1,-1,1
794291,26,1,-1,1
645984,26,1,-1,1
358243,26,1,-1,1
76813,26,1,-1,1
516409,26,1,-1,1
575132,26,1,-1,1
578016,26,1,-1,1
403717,26,1,-1,1
189711,26,1,-1,1
496889,26,1,-1,1
118899,26,1,-1,1
802969,26,1,-1,1
414846,26,1,-1,1
674592,26,1,-1,1
712816,26,1,-1,1
820802,26,1,-1,1
709997,26,1,-1,1
6468,26,1,-1,1
612498,26,1,-1,1
681769,26,1,-1,1
7572,26,1,-1,1
612046,26,1,-1,1
142976,26,1,-1,1
220789,26,1,-1,1
680134,26,1,-1,1
774384,26,1,-1,1
574397,26,1,-1,1
810081,26,1,-1,1
561488,26,1,-1,1
778352,26,1,-1,1
797116,10,2,-1,1
68567,26,1,-1,1
304981,26,1,-1,1
531186,26,1,-1,1
619574,26,1,-1,1
684853,26,1,-1,1
67445,26,1,-1,1
715118,26,1,-1,1
51935,26,1,-1,1
328542,26,1,-1,1
631595,26,1,-1,1
602882,26,1,-1,1
602882,10,1,-1,1
46530,26,1,-1,1
160746,26,1,-1,1
732464,26,1,-1,1
377995,26,1,-1,1
754654,26,1,-1,1
328626,26,1,-1,1
787475,26,1,-1,1
706473,26,1,-1,1
276382,26,1,-1,1
505961,26,1,-1,1
391664,26,1,-1,1
384814,26,1,-1,1
571620,26,1,-1,1
527167,26,1,-1,1
527167,10,1,-1,1
109415,10,1,-1,1
640082,26,1,-1,1
319120,26,1,-1,1
319120,10,1,-1,1
32665,26,1,-1,1
346392,26,1,-1,1
698943,26,1,-1,1
83693,26,1,-1,1
753985,26,1,-1,1
419807,26,1,-1,1
805437,26,1,-1,1
110156,26,1,-1,1
819844,26,1,-1,1
356671,26,1,-1,1
181281,26,1,-1,1
146904,26,1,-1,1
413726,26,1,-1,1
565206,26,1,-1,1
333716,26,1,-1,1
466890,26,1,-1,1
112230,26,1,-1,1
83463,26,1,-1,1
662309,26,1,-1,1
524993,26,1,-1,1
116516,26,1,-1,1
621025,26,1,2002,1
583469,26,1,-1,1
421484,26,1,-1,1
641858,26,1,-1,1
806564,26,1,-1,1
728102,26,1,-1,1
433399,26,1,-1,1
579710,26,1,-1,1
204310,26,1,-1,1
688495,26,1,-1,1
239934,26,1,-1,1
488404,26,1,-1,1
714514,26,1,-1,1
567015,26,1,-1,1
37888,26,1,-1,1
37888,10,1,-1,1
574623,26,1,-1,1
647928,26,1,-1,1
750942,26,1,-1,1
391942,26,1,-1,1
394321,26,1,-1,1
788631,26,1,-1,1
138923,26,1,-1,1
115119,26,1,-1,1
106180,26,1,-1,1
244950,26,1,-1,1
406195,26,1,-1,1
660817,26,1,-1,1
805116,26,1,-1,1
403169,26,1,-1,1
139798,26,1,-1,1
493187,26,1,-1,1
119808,26,1,-1,1
55083,10,1,-1,1
411042,26,1,-1,1
377109,26,1,-1,1
83057,26,1,-1,1
330955,26,1,-1,1
359971,26,1,-1,1
548314,26,1,-1,1
16116,26,1,-1,1
782427,26,1,-1,1
94366,10,1,-1,1
611269,26,1,-1,1
178685,26,1,-1,1
737380,26,1,-1,1
209398,26,1,-1,1
5565,26,1,-1,1
293732,26,1,-1,1
347540,26,1,-1,1
347540,10,1,-1,1
82184,26,1,-1,1
233496,26,1,-1,1
18123,26,1,-1,1
615602,26,1,-1,1
768579,26,1,-1,1
464052,26,1,-1,1
44136,26,1,-1,1
783842,26,1,-1,1
785084,26,1,-1,1
12953,26,1,-1,1
125482,26,1,-1,1
464045,26,1,-1,1
382322,26,1,-1,1
62099,26,1,-1,1
134412,26,1,-1,1
820876,26,1,-1,1
41888,26,1,-1,1
760042,26,1,-1,1
492919,26,1,-1,1
564714,26,1,-1,1
584098,26,1,-1,1
372651,26,1,-1,1
40666,26,1,-1,1
17833,26,1,-1,1
370462,26,1,-1,1
704065,26,1,-1,1
721550,26,1,-1,1
253506,26,1,-1,1
826843,26,1,-1,1
698264,26,1,-1,1
587046,26,1,-1,1
686970,26,1,-1,1
659083,26,1,-1,1
645620,26,1,-1,1
252531,26,1,-1,1
136675,26,1,-1,1
259262,26,1,-1,1
84280,26,1,-1,1
543822,26,1,-1,1
446313,26,1,-1,1
365613,26,1,-1,1
109739,26,1,-1,1
431419,26,1,-1,1
801593,1,1,2012,1
801593,13,1,2002,1
801593,5,1,2007,1
571337,26,1,-1,1
8454,26,1,-1,1
339044,26,1,-1,1
711890,26,1,-1,1
453412,26,1,-1,1
85836,26,1,-1,1
197480,26,1,-1,1
544050,26,1,-1,1
753855,26,1,-1,1
682143,26,1,-1,1
40617,26,1,-1,1
699174,26,1,-1,1
747159,26,1,-1,1
747159,10,3,-1,1
640744,26,1,-1,1
440696,26,1,-1,1
397321,26,1,-1,1
599599,26,1,-1,1
501123,26,1,-1,1
37328,26,1,-1,1
159697,26,1,-1,1
516438,26,1,-1,1
287322,26,1,-1,1
41083,26,1,-1,1
147253,26,1,-1,1
438228,26,1,-1,1
198204,26,1,-1,1
223351,26,1,-1,1
717296,26,1,-1,1
495477,26,1,-1,1
553446,26,1,-1,1
596969,26,1,-1,1
180731,26,1,-1,1
366535,26,1,-1,1
571167,26,1,-1,1
571167,10,1,-1,1
131939,26,1,-1,1
656590,26,1,-1,1
456063,26,1,-1,1
535194,26,1,-1,1
249028,26,1,-1,1
542381,26,1,-1,1
285344,26,1,-1,1
675081,26,1,-1,1
375145,26,1,-1,1
17504,26,1,-1,1
17504,10,3,-1,1
14155,26,1,-1,1
630857,26,1,-1,1
703870,1,1,2000,1
703870,5,1,1996,1
424497,26,1,-1,1
654459,26,1,-1,1
558057,26,1,-1,1
717737,26,1,-1,1
613522,26,1,-1,1
236163,26,1,-1,1
194857,26,1,-1,1
488482,26,1,-1,1
809669,26,1,-1,1
254991,10,1,-1,1
114280,10,1,-1,1
400054,26,1,-1,1
31792,26,1,-1,1
181752,26,1,-1,1
525691,26,1,2022,1
219553,26,1,-1,1
770846,10,1,-1,1
231508,26,1,-1,1
749822,26,1,-1,1
730921,26,1,-1,1
63879,26,1,-1,1
452282,26,1,-1,1
600002,26,1,-1,1
600002,10,1,-1,1
44416,26,1,-1,1
826226,26,1,-1,1
695927,26,1,-1,1
144123,26,1,-1,1
262317,10,2,-1,1
685746,26,1,-1,1
247238,26,1,-1,1
270633,26,1,-1,1
229954,26,1,-1,1
124823,26,1,-1,1
263438,26,1,-1,1
594035,26,1,-1,1
223092,26,1,-1,1
801418,26,1,-1,1
689627,26,1,-1,1
244160,26,1,-1,1
480493,26,1,-1,1
112852,26,1,-1,1
173980,26,1,-1,1
173980,10,2,-1,1
248781,26,1,-1,1
193034,1,1,2000,1
193034,13,1,1995,1
193034,5,1,1995,1
30401,26,1,-1,1
577322,26,1,-1,1
406262,26,1,-1,1
130298,26,1,-1,1
184867,26,1,-1,1
536817,26,1,-1,1
541107,26,1,-1,1
703548,26,1,-1,1
553906,26,1,-1,1
449839,26,1,-1,1
640818,26,1,-1,1
190675,26,1,-1,1
588935,26,1,-1,1
909,26,1,-1,1
269748,26,1,-1,1
90222,26,1,-1,1
195299,26,1,-1,1
303079,26,1,-1,1
667630,26,1,-1,1
782004,26,1,-1,1
737764,26,1,-1,1
750990,26,1,-1,1
544161,26,1,-1,1
51168,10,2,-1,1
730536,0,1,2017,1
730536,26,1,-1,1
692647,26,1,-1,1
484908,26,1,-1,1
696337,26,1,-1,1
254624,26,1,-1,1
815143,26,1,-1,1
229205,26,1,-1,1
196649,26,1,-1,1
467576,26,1,-1,1
800221,26,1,-1,1
682253,26,1,-1,1
79527,26,1,-1,1
370801,26,1,-1,1
122458,26,1,-1,1
559434,26,1,-1,1
397484,25,1,-1,1
397484,1,1,-1,1
397484,13,1,-1,1
397484,26,1,-1,1
397484,5,1,-1,1
81822,1,1,2000,1
81822,5,1,1996,1
256556,26,1,-1,1
69483,26,1,-1,1
364686,26,1,-1,1
318164,26,1,-1,1
511099,26,1,-1,1
273489,26,1,-1,1
782966,26,1,-1,1
756581,26,1,-1,1
693243,26,1,-1,1
341374,26,1,-1,1
341374,10,1,-1,1
56332,26,1,-1,1
585598,26,1,-1,1
266418,26,1,-1,1
347628,26,1,-1,1
500393,26,1,-1,1
562523,26,1,-1,1
626795,26,1,-1,1
785888,26,1,-1,1
663490,26,1,-1,1
722367,26,1,-1,1
82992,26,1,-1,1
519160,26,1,-1,1
318385,26,1,-1,1
702141,26,1,-1,1
729250,26,1,-1,1
721794,26,1,-1,1
410895,26,1,-1,1
144331,26,1,-1,1
569414,26,1,-1,1
132548,26,1,-1,1
734758,26,1,-1,1
67646,26,1,-1,1
263442,26,1,-1,1
374177,26,1,-1,1
5492,26,1,-1,1
599465,26,1,-1,1
625560,26,1,-1,1
449396,26,1,-1,1
334633,26,1,-1,1
641622,26,1,-1,1
557463,26,1,-1,1
171126,26,1,-1,1
67151,26,1,-1,1
63979,26,1,-1,1
443553,26,1,-1,1
212733,26,1,-1,1
719717,26,1,-1,1
238492,26,1,-1,1
415651,26,1,-1,1
563081,26,1,-1,1
541975,26,1,-1,1
152231,26,1,-1,1
421143,26,1,-1,1
800716,26,1,-1,1
141705,26,1,-1,1
162512,26,1,-1,1
