drug_id,sp_id,activity_tag,publication_year,cluster_consistent
694114,26,1,-1,1
177250,26,1,-1,1
443732,26,1,-1,1
106982,26,1,-1,1
194406,26,1,-1,1
592623,26,1,-1,1
694778,26,1,-1,1
777567,26,1,-1,1
174780,26,1,-1,1
379736,26,1,-1,1
572504,26,1,-1,1
323317,26,1,-1,1
584691,26,1,-1,1
453457,26,1,-1,1
258569,26,1,-1,1
799761,26,1,-1,1
92620,26,1,-1,1
497276,26,1,-1,1
95253,26,1,-1,1
640512,26,1,-1,1
697365,26,1,-1,1
647897,26,1,-1,1
9354,26,1,-1,1
461969,26,1,-1,1
317334,26,1,-1,1
745610,26,1,-1,1
745610,10,1,-1,1
391737,26,1,-1,1
366877,26,1,-1,1
119566,26,1,2022,1
130709,26,1,-1,1
110042,26,1,-1,1
56543,26,1,-1,1
651600,26,1,-1,1
742305,26,1,-1,1
592198,26,1,-1,1
610664,26,1,-1,1
542820,26,1,-1,1
571045,26,1,-1,1
615964,26,1,-1,1
228742,26,1,-1,1
619676,26,1,-1,1
276624,26,1,-1,1
368787,26,1,-1,1
368787,10,1,-1,1
223069,26,1,-1,1
794845,26,1,-1,1
30711,26,1,-1,1
785035,26,1,-1,1
164670,26,1,-1,1
252884,26,1,-1,1
716283,26,1,-1,1
59809,26,1,-1,1
28815,26,1,-1,1
457891,26,1,-1,1
200339,26,1,-1,1
668535,26,1,-1,1
350642,26,1,-1,1
367855,26,1,-1,1
133599,26,1,-1,1
801488,26,1,-1,1
379335,26,1,-1,1
522157,26,1,-1,1
209731,19,1,1998,1
355795,26,1,-1,1
666890,26,1,-1,1
402347,26,1,-1,1
13034,26,1,-1,1
827494,26,1,-1,1
490329,26,1,-1,1
655791,26,1,-1,1
820277,26,1,-1,1
390222,26,1,-1,1
821966,26,1,-1,1
391801,26,1,-1,1
143812,26,1,-1,1
216772,26,1,-1,1
232776,26,1,-1,1
541476,26,1,-1,1
228101,26,1,-1,1
529326,26,1,-1,1
462435,26,1,-1,1
597653,26,1,-1,1
656510,26,1,-1,1
40968,26,1,-1,1
216465,26,1,-1,1
141366,26,1,-1,1
315877,26,1,-1,1
93655,26,1,-1,1
547137,26,1,-1,1
383140,26,1,-1,1
585396,26,1,2021,1
156918,26,1,-1,1
70798,26,1,-1,1
819040,26,1,-1,1
325091,26,1,-1,1
567054,26,1,-1,1
282659,10,1,-1,1
506569,26,1,-1,1
699749,26,1,-1,1
415750,26,1,-1,1
794633,26,1,-1,1
710264,26,1,-1,1
508932,26,1,-1,1
508932,10,1,-1,1
181757,26,1,-1,1
82135,26,1,-1,1
626514,26,1,-1,1
792744,26,1,-1,1
75175,26,1,-1,1
237901,26,1,-1,1
574314,26,1,-1,1
639924,26,1,-1,1
587457,26,1,-1,1
558497,26,1,-1,1
329859,26,1,-1,1
484449,26,1,-1,1
484449,10,3,-1,1
483923,26,1,-1,1
548181,26,1,-1,1
96124,26,1,-1,1
634441,26,1,-1,1
418403,26,1,-1,1
61558,26,1,-1,1
718874,26,1,-1,1
77842,26,1,-1,1
13468,26,1,-1,1
788094,26,1,-1,1
300923,26,1,-1,1
300923,10,3,-1,1
287642,26,1,-1,1
43460,26,1,-1,1
492863,26,1,-1,1
75842,26,1,-1,1
235552,26,1,-1,1
410349,26,1,-1,1
410349,10,1,-1,1
761198,26,1,-1,1
319375,26,1,-1,1
561740,26,1,-1,1
561740,10,1,-1,1
683104,26,1,-1,1
574590,26,1,-1,1
444487,26,1,-1,1
44157,26,1,-1,1
513816,26,1,-1,1
685457,26,1,-1,1
708050,26,1,-1,1
539763,26,1,-1,1
457642,26,1,-1,1
379234,26,1,-1,1
730946,26,1,-1,1
307653,26,1,-1,1
225770,26,1,-1,1
6461,26,1,-1,1
85778,26,1,-1,1
828874,26,1,-1,1
802344,26,1,-1,1
159794,26,1,-1,1
237445,26,1,-1,1
344862,26,1,-1,1
787067,26,1,-1,1
528269,26,1,-1,1
530962,1,1,2020,1
530962,5,1,2020,1
358858,26,1,-1,1
696769,26,1,-1,1
203894,26,1,-1,1
463394,26,1,-1,1
668649,26,1,-1,1
163344,26,1,-1,1
618529,26,1,-1,1
574430,26,1,-1,1
676647,26,1,-1,1
263516,26,1,-1,1
564372,26,1,-1,1
770330,26,1,-1,1
197186,26,1,-1,1
197186,10,1,-1,1
724694,26,1,-1,1
818185,26,1,-1,1
84985,26,1,-1,1
413852,26,1,-1,1
405244,26,1,-1,1
538893,26,1,-1,1
559454,26,1,-1,1
559454,10,3,-1,1
304175,26,1,-1,1
441206,26,1,-1,1
125618,26,1,-1,1
406130,26,1,-1,1
337669,26,1,-1,1
356556,26,1,-1,1
577916,26,1,-1,1
538626,26,1,-1,1
403497,26,1,-1,1
521620,26,1,-1,1
169461,26,1,-1,1
783773,26,1,-1,1
537028,26,1,-1,1
537028,10,1,-1,1
629097,26,1,-1,1
203382,26,1,-1,1
448529,10,1,-1,1
511976,10,1,-1,1
602138,26,1,-1,1
350676,26,1,-1,1
171926,26,1,-1,1
74855,10,1,-1,1
42524,26,1,-1,1
513024,26,1,-1,1
106415,26,1,-1,1
718020,26,1,-1,1
389706,26,1,-1,1
130907,26,1,-1,1
20145,26,1,-1,1
178722,26,1,-1,1
662639,26,1,-1,1
353295,26,1,-1,1
400531,26,1,-1,1
20966,26,1,-1,1
537743,26,1,-1,1
643583,26,1,-1,1
695576,26,1,-1,1
168294,26,1,-1,1
766246,26,1,-1,1
135803,26,1,-1,1
326693,19,1,1998,1
321974,26,1,-1,1
478770,26,1,-1,1
392919,26,1,-1,1
798856,26,1,-1,1
86838,26,1,-1,1
447183,26,1,-1,1
266639,26,1,-1,1
135775,26,1,-1,1
796998,26,1,-1,1
9091,26,1,-1,1
790356,26,1,-1,1
690775,26,1,-1,1
458642,26,1,-1,1
457427,26,1,-1,1
77517,26,1,-1,1
802106,26,1,-1,1
491271,26,1,-1,1
702661,26,1,-1,1
719664,26,1,-1,1
719664,10,1,-1,1
405211,26,1,-1,1
48150,26,1,-1,1
637019,26,1,-1,1
745050,26,1,-1,1
707417,26,1,-1,1
227045,26,1,-1,1
292357,26,1,-1,1
228772,26,1,-1,1
273680,26,1,-1,1
626819,26,1,-1,1
509894,26,1,-1,1
761418,26,1,-1,1
218234,26,1,-1,1
173928,26,1,-1,1
60643,26,1,-1,1
354539,26,1,-1,1
537427,26,1,-1,1
608118,26,1,-1,1
538619,26,1,-1,1
277330,26,1,-1,1
713451,26,1,-1,1
182113,26,1,-1,1
182113,10,1,-1,1
121278,26,1,-1,1
252562,26,1,-1,1
206594,26,1,-1,1
747443,26,1,-1,1
708372,26,1,-1,1
145039,26,1,-1,1
343565,26,1,-1,1
571877,26,1,-1,1
201014,26,1,-1,1
35483,26,1,-1,1
267001,26,1,-1,1
595963,26,1,-1,1
58158,26,1,-1,1
343991,26,1,-1,1
741438,26,1,-1,1
183095,26,1,-1,1
6231,26,1,-1,1
275838,26,1,2022,1
546461,26,1,-1,1
436365,26,1,-1,1
767378,26,1,-1,1
639802,26,1,2022,1
450643,26,1,-1,1
254939,26,1,-1,1
183304,26,1,-1,1
702107,26,1,-1,1
404577,26,1,-1,1
478333,26,1,-1,1
732280,26,1,-1,1
531791,26,1,-1,1
633256,26,1,-1,1
453317,26,1,-1,1
453317,10,1,-1,1
13413,26,1,-1,1
13413,10,1,-1,1
330075,26,1,-1,1
760701,26,1,-1,1
285303,26,1,-1,1
269968,26,1,-1,1
46764,26,1,-1,1
412300,26,1,-1,1
363657,26,1,-1,1
128694,26,1,-1,1
776443,26,1,-1,1
503573,26,1,-1,1
483751,26,1,-1,1
196054,26,1,-1,1
235210,26,1,-1,1
725714,26,1,-1,1
147202,26,1,-1,1
752268,26,1,-1,1
827558,26,1,-1,1
599250,26,1,-1,1
103852,26,1,-1,1
457119,26,1,-1,1
295814,26,1,-1,1
133078,26,1,-1,1
497648,26,1,-1,1
595835,26,1,-1,1
187121,26,1,-1,1
187121,10,1,-1,1
651998,26,1,-1,1
814233,26,1,-1,1
185677,26,1,-1,1
800757,26,1,-1,1
681022,26,1,-1,1
213307,26,1,-1,1
823161,26,1,-1,1
541049,26,1,-1,1
189249,26,1,-1,1
337575,26,1,-1,1
754524,26,1,-1,1
470668,26,1,-1,1
231723,26,1,-1,1
231723,10,1,-1,1
716988,26,1,-1,1
594190,26,1,-1,1
610183,26,1,-1,1
199680,26,1,-1,1
550033,26,1,-1,1
694333,26,1,-1,1
3184,26,1,-1,1
304187,26,1,-1,1
713686,26,1,-1,1
684243,26,1,-1,1
111995,26,1,-1,1
248483,26,1,-1,1
757872,26,1,-1,1
8453,26,1,-1,1
60767,26,1,-1,1
559051,26,1,-1,1
476336,26,1,-1,1
348416,26,1,-1,1
555467,26,1,-1,1
426813,26,1,-1,1
337138,26,1,-1,1
363501,26,1,-1,1
801021,26,1,-1,1
22076,26,1,-1,1
124275,26,1,-1,1
351196,26,1,-1,1
214628,26,1,-1,1
214628,10,1,-1,1
776189,26,1,-1,1
803027,26,1,-1,1
164395,26,1,-1,1
400694,26,1,-1,1
575574,26,1,-1,1
548459,26,1,-1,1
520178,26,1,-1,1
422704,26,1,-1,1
393743,26,1,-1,1
297957,26,1,-1,1
530582,26,1,-1,1
49380,26,1,-1,1
768831,26,1,-1,1
710860,26,1,-1,1
240992,26,1,-1,1
401838,26,1,-1,1
317931,26,1,-1,1
791671,26,1,-1,1
574309,26,1,-1,1
661487,26,1,-1,1
134398,26,1,-1,1
653593,26,1,-1,1
72539,26,1,-1,1
610369,26,1,-1,1
550160,26,1,-1,1
768892,26,1,-1,1
587812,26,1,-1,1
490822,26,1,-1,1
599877,26,1,-1,1
507523,26,1,-1,1
280544,26,1,-1,1
159049,26,1,-1,1
159049,10,1,-1,1
406973,26,1,-1,1
706810,26,1,-1,1
567942,26,1,-1,1
138853,26,1,-1,1
683196,26,1,-1,1
355774,26,1,-1,1
775676,26,1,-1,1
184756,26,1,-1,1
521444,26,1,-1,1
397101,26,1,-1,1
710851,10,1,-1,1
506953,26,1,-1,1
173339,26,1,-1,1
213682,26,1,-1,1
673453,26,1,-1,1
135240,26,1,-1,1
353845,26,1,-1,1
555126,26,1,-1,1
604486,26,1,-1,1
107931,26,1,-1,1
754294,26,1,-1,1
783380,26,1,-1,1
659326,26,1,-1,1
667934,26,1,-1,1
111199,26,1,-1,1
530885,26,1,-1,1
612078,26,1,-1,1
49383,26,1,-1,1
324887,26,1,-1,1
738338,26,1,-1,1
781536,26,1,-1,1
764197,26,1,-1,1
187635,26,1,-1,1
824039,26,1,-1,1
560245,26,1,-1,1
721947,26,1,-1,1
720663,26,1,-1,1
66275,26,1,-1,1
559407,26,1,-1,1
775322,25,1,-1,1
775322,1,1,-1,1
775322,13,1,-1,1
775322,26,1,-1,1
775322,5,1,-1,1
312017,26,1,-1,1
261714,26,1,-1,1
820381,26,1,-1,1
798592,26,1,-1,1
259594,26,1,-1,1
259594,10,3,-1,1
409444,26,1,-1,1
332322,26,1,-1,1
315511,26,1,-1,1
315511,10,1,-1,1
573619,26,1,-1,1
646145,26,1,-1,1
225849,26,1,-1,1
338963,26,1,-1,1
369844,26,1,-1,1
665435,26,1,-1,1
153489,26,1,-1,1
543494,26,1,-1,1
579944,26,1,-1,1
579944,10,1,-1,1
653949,10,1,-1,1
92534,26,1,-1,1
123623,26,1,-1,1
621251,26,1,-1,1
772193,26,1,-1,1
162976,26,1,-1,1
563281,26,1,-1,1
791407,26,1,-1,1
79570,26,1,-1,1
615421,26,1,-1,1
725360,26,1,-1,1
700897,26,1,-1,1
754632,26,1,-1,1
754632,10,3,-1,1
331806,26,1,-1,1
51267,26,1,-1,1
777733,26,1,-1,1
441418,26,1,-1,1
418903,26,1,-1,1
200640,26,1,-1,1
122394,26,1,-1,1
225947,26,1,-1,1
97665,26,1,-1,1
516563,26,1,-1,1
677010,26,1,-1,1
429578,26,1,-1,1
295330,26,1,-1,1
771910,26,1,-1,1
573805,26,1,-1,1
71866,26,1,-1,1
628478,26,1,-1,1
638102,26,1,-1,1
58689,26,1,-1,1
5347,26,1,-1,1
126382,26,1,-1,1
274222,26,1,-1,1
660350,26,1,-1,1
520154,26,1,-1,1
77629,26,1,-1,1
679907,26,1,-1,1
41104,26,1,-1,1
514643,26,1,-1,1
589685,26,1,-1,1
793568,26,1,-1,1
9200,26,1,-1,1
798044,26,1,-1,1
637088,26,1,-1,1
213062,26,1,-1,1
737210,26,1,-1,1
536177,26,1,-1,1
25883,26,1,-1,1
392193,26,1,-1,1
391066,26,1,-1,1
647391,26,1,-1,1
198808,26,1,-1,1
463456,26,1,-1,1
656356,26,1,-1,1
692466,26,1,-1,1
724346,26,1,-1,1
707531,26,1,-1,1
222678,26,1,-1,1
488778,26,1,-1,1
320305,26,1,2022,1
320305,10,1,-1,1
761431,26,1,-1,1
478238,26,1,-1,1
780747,26,1,-1,1
565684,26,1,-1,1
481139,26,1,-1,1
664248,26,1,-1,1
332148,26,1,-1,1
499001,26,1,-1,1
223702,26,1,-1,1
223702,10,1,-1,1
355832,26,1,-1,1
32799,26,1,-1,1
251311,26,1,-1,1
157228,26,1,-1,1
787337,26,1,-1,1
350741,26,1,-1,1
491759,26,1,-1,1
770503,26,1,-1,1
86614,26,1,-1,1
37044,26,1,-1,1
223255,26,1,-1,1
436259,26,1,-1,1
329962,26,1,-1,1
433453,26,1,-1,1
724253,26,1,-1,1
185957,26,1,-1,1
503053,26,1,-1,1
436176,26,1,-1,1
605707,26,1,-1,1
173093,1,2,2012,1
173093,5,1,2010,1
262137,1,1,2000,1
262137,5,1,2000,1
460294,19,1,1998,1
323930,26,1,-1,1
764760,26,1,-1,1
663704,26,1,-1,1
550016,26,1,-1,1
719301,26,1,-1,1
604732,26,1,-1,1
462624,26,1,-1,1
258420,26,1,-1,1
146979,26,1,-1,1
462796,26,1,-1,1
102233,26,1,-1,1
241128,26,1,-1,1
681667,26,1,-1,1
242733,26,1,-1,1
494854,26,1,-1,1
742968,26,1,-1,1
749319,26,1,-1,1
407369,26,1,-1,1
655113,26,1,-1,1
447960,26,1,-1,1
160070,26,1,-1,1
537696,26,1,-1,1
690808,26,1,-1,1
321687,26,1,-1,1
86933,26,1,-1,1
826076,0,1,2016,1
283684,26,1,-1,1
560046,26,1,-1,1
487075,26,1,-1,1
171311,26,1,-1,1
607916,26,1,1998,1
586565,26,1,-1,1
714280,26,1,-1,1
806312,26,1,-1,1
480750,26,1,-1,1
675130,26,1,-1,1
37439,26,1,-1,1
809073,26,1,-1,1
552733,26,1,-1,1
100172,26,1,-1,1
309592,26,1,-1,1
477414,26,1,-1,1
409262,26,1,-1,1
556431,26,1,-1,1
190820,26,1,-1,1
649858,26,1,-1,1
411863,26,1,-1,1
384934,26,1,-1,1
279692,26,1,-1,1
131210,26,1,-1,1
59084,26,1,-1,1
384066,26,1,-1,1
325195,26,1,-1,1
630040,26,1,-1,1
116870,26,1,-1,1
456435,26,1,-1,1
123992,26,1,-1,1
360998,26,1,-1,1
732977,26,1,-1,1
665854,10,3,-1,1
656858,26,1,-1,1
231940,26,1,-1,1
107918,26,1,-1,1
148233,26,1,-1,1
85494,26,1,-1,1
482599,26,1,-1,1
601301,26,1,2022,1
517461,26,1,-1,1
323692,26,1,-1,1
3876,26,1,-1,1
85687,26,1,-1,1
404270,26,1,-1,1
664618,26,1,-1,1
697092,26,1,2022,1
301477,26,1,-1,1
217705,26,1,-1,1
160119,26,1,-1,1
531942,26,1,-1,1
451291,26,1,-1,1
322359,26,1,-1,1
277463,26,1,-1,1
224985,26,1,-1,1
39503,26,1,-1,1
9943,26,1,-1,1
223267,10,1,-1,1
22821,26,1,-1,1
3398,26,1,-1,1
628364,26,1,-1,1
331567,26,1,-1,1
633108,26,1,-1,1
687886,26,1,-1,1
545912,26,1,-1,1
805701,26,1,-1,1
536027,26,1,-1,1
632045,26,1,-1,1
223612,26,1,-1,1
275216,26,1,-1,1
445527,26,1,-1,1
45862,26,1,-1,1
70365,26,1,-1,1
444215,26,1,-1,1
546749,26,1,-1,1
71580,26,1,-1,1
17914,26,1,-1,1
272943,26,1,-1,1
434399,26,1,-1,1
43444,26,1,-1,1
531705,26,1,-1,1
126146,26,1,-1,1
359190,26,1,-1,1
271401,26,1,-1,1
425046,26,1,-1,1
486311,26,1,-1,1
8921,26,1,-1,1
740051,26,1,-1,1
318173,26,1,-1,1
307710,26,1,-1,1
135615,26,1,-1,1
748049,26,1,-1,1
242989,26,1,-1,1
119982,26,1,-1,1
562568,26,1,-1,1
388234,26,1,-1,1
472343,26,1,-1,1
216331,26,1,-1,1
435802,26,1,-1,1
751125,26,1,-1,1
356053,26,1,-1,1
143996,26,1,-1,1
531410,26,1,-1,1
474990,26,1,-1,1
389745,26,1,-1,1
309783,26,1,2022,1
395576,26,1,-1,1
605356,26,1,-1,1
15627,26,1,-1,1
46697,26,1,-1,1
248107,26,1,-1,1
35354,26,1,-1,1
378133,26,1,-1,1
567884,26,1,-1,1
530561,26,1,-1,1
237535,26,1,-1,1
630593,26,1,-1,1
235355,26,1,-1,1
535607,26,1,-1,1
723142,26,1,-1,1
70167,26,1,-1,1
427286,26,1,-1,1
491169,26,1,-1,1
272718,26,1,-1,1
222718,26,1,-1,1
340908,26,1,-1,1
152673,26,1,-1,1
659791,26,1,-1,1
632347,26,1,-1,1
814788,26,1,-1,1
648183,26,1,-1,1
176663,26,1,-1,1
216507,26,1,-1,1
168193,26,1,-1,1
694784,26,1,-1,1
694784,10,1,-1,1
471771,26,1,-1,1
157596,26,1,-1,1
595416,26,1,-1,1
464018,26,1,-1,1
649474,26,1,-1,1
75864,26,1,-1,1
422059,26,1,-1,1
689673,26,1,-1,1
515244,10,1,-1,1
756773,26,1,-1,1
251757,26,1,-1,1
562287,26,1,-1,1
431973,26,1,-1,1
516871,26,1,2022,1
436948,26,1,-1,1
229125,26,1,-1,1
507198,26,1,-1,1
313739,26,1,-1,1
22473,26,1,-1,1
783136,26,1,-1,1
290940,26,1,-1,1
550871,26,1,-1,1
301051,26,1,-1,1
305446,26,1,-1,1
278015,26,1,-1,1
758252,26,1,-1,1
13576,26,1,-1,1
631694,26,1,-1,1
121556,26,1,-1,1
121556,10,2,-1,1
398850,26,1,-1,1
37214,26,1,-1,1
747865,26,1,-1,1
97646,26,1,-1,1
404503,26,1,-1,1
77602,26,1,-1,1
107015,26,1,-1,1
519513,26,1,-1,1
546411,26,1,-1,1
327068,26,1,-1,1
444196,26,1,-1,1
335921,26,1,-1,1
335921,10,1,-1,1
397314,26,1,-1,1
668274,26,1,-1,1
801200,26,1,-1,1
114102,26,1,2022,1
199754,26,1,-1,1
231123,26,1,-1,1
656542,26,1,-1,1
485296,26,1,-1,1
142161,26,1,-1,1
52019,26,1,-1,1
253594,26,1,-1,1
190907,26,1,-1,1
793895,26,1,-1,1
314311,26,1,-1,1
750074,26,1,-1,1
639908,26,1,-1,1
684916,26,1,-1,1
426267,26,1,-1,1
31584,26,1,-1,1
433547,26,1,-1,1
819712,26,1,-1,1
544672,26,1,-1,1
20141,26,1,-1,1
81263,26,1,-1,1
295472,26,1,-1,1
258467,26,1,-1,1
290441,26,1,-1,1
276968,26,1,-1,1
355059,26,1,-1,1
129510,26,1,-1,1
193054,26,1,-1,1
728600,26,1,-1,1
306748,26,1,-1,1
365716,26,1,-1,1
193261,26,1,-1,1
50059,26,1,-1,1
513970,26,1,-1,1
642892,26,1,-1,1
578498,26,1,-1,1
781938,26,1,-1,1
297622,26,1,-1,1
463531,26,1,-1,1
537712,26,1,-1,1
664908,26,1,-1,1
600281,26,1,-1,1
52375,26,1,-1,1
689240,26,1,-1,1
413175,26,1,-1,1
700467,26,1,-1,1
635844,26,1,-1,1
647918,26,1,-1,1
414740,26,1,-1,1
252073,26,1,-1,1
92699,26,1,-1,1
113006,26,1,-1,1
821476,26,1,-1,1
118727,26,1,-1,1
92414,26,1,-1,1
222717,26,1,-1,1
288060,26,1,-1,1
283553,26,1,-1,1
809961,26,1,-1,1
663531,26,1,-1,1
9043,26,1,-1,1
624751,26,1,-1,1
222640,26,1,-1,1
619216,26,1,-1,1
523688,26,1,-1,1
112118,26,1,-1,1
48325,26,1,-1,1
449667,26,1,-1,1
249546,26,1,-1,1
529738,26,1,-1,1
80760,26,1,-1,1
59656,26,1,-1,1
784490,26,1,-1,1
436957,26,1,-1,1
405738,26,1,-1,1
133536,26,1,-1,1
403196,26,1,-1,1
199524,26,1,-1,1
702023,26,1,-1,1
43922,26,1,-1,1
43922,10,1,-1,1
121680,26,1,-1,1
383645,26,1,-1,1
592225,26,1,-1,1
595184,26,1,-1,1
752386,26,1,-1,1
23141,26,1,-1,1
505708,26,1,-1,1
154258,26,1,-1,1
12942,26,1,-1,1
162985,26,1,-1,1
65327,26,1,-1,1
334074,26,1,-1,1
543462,26,1,-1,1
213064,26,1,-1,1
136040,26,1,-1,1
745475,26,1,-1,1
22414,26,1,-1,1
639233,26,1,-1,1
772943,26,1,-1,1
315149,26,1,-1,1
451281,26,1,-1,1
568964,26,1,-1,1
320811,26,1,-1,1
635242,26,1,-1,1
15713,26,1,-1,1
640482,26,1,-1,1
557608,26,1,-1,1
776793,26,1,-1,1
806581,26,1,-1,1
252463,26,1,2007,1
777934,26,1,-1,1
811706,26,1,-1,1
609947,26,1,-1,1
244308,26,1,-1,1
200701,26,1,-1,1
6441,26,1,-1,1
84636,26,1,-1,1
389531,26,1,-1,1
216211,26,1,-1,1
302898,26,1,-1,1
305142,26,1,-1,1
607933,26,1,-1,1
801503,26,1,-1,1
752910,26,1,-1,1
538975,26,1,-1,1
279983,26,1,-1,1
758420,26,1,-1,1
181022,26,1,-1,1
460729,26,1,-1,1
828614,26,1,-1,1
625855,26,1,-1,1
178755,26,1,-1,1
152619,26,1,-1,1
477745,26,1,-1,1
513393,26,1,-1,1
619555,26,1,-1,1
141784,26,1,-1,1
190507,26,1,-1,1
50045,26,1,-1,1
592453,26,1,-1,1
348981,26,1,-1,1
659009,26,1,-1,1
202357,26,1,-1,1
128304,26,1,-1,1
600991,26,1,-1,1
68561,26,1,-1,1
59757,26,1,-1,1
361848,26,1,-1,1
495948,26,1,-1,1
678802,26,1,-1,1
503500,26,1,-1,1
278788,26,1,-1,1
121611,26,1,-1,1
493948,26,1,-1,1
641949,26,1,-1,1
186741,26,1,-1,1
807166,26,1,-1,1
709695,26,1,-1,1
677734,26,1,-1,1
3126,26,1,-1,1
3126,10,1,-1,1
329051,26,1,-1,1
672053,26,1,-1,1
660879,26,1,-1,1
710360,25,1,-1,1
710360,1,1,-1,1
710360,13,1,-1,1
710360,5,1,-1,1
168283,26,1,-1,1
584793,26,1,-1,1
584793,10,3,-1,1
775269,26,1,-1,1
297515,26,1,-1,1
703105,25,1,-1,1
703105,1,1,-1,1
703105,13,1,-1,1
703105,26,1,-1,1
703105,5,1,-1,1
518453,26,1,-1,1
6503,26,1,-1,1
481560,26,1,-1,1
697497,26,1,-1,1
328756,26,1,-1,1
190328,26,1,-1,1
116334,26,1,-1,1
794167,26,1,-1,1
562601,26,1,-1,1
562601,10,1,-1,1
404086,26,1,-1,1
734345,26,1,-1,1
144092,26,1,-1,1
144092,10,1,-1,1
258980,26,1,-1,1
187040,26,1,-1,1
810341,26,1,-1,1
384816,26,1,-1,1
615369,26,1,-1,1
381082,26,1,-1,1
494800,26,1,-1,1
364624,26,1,-1,1
185234,26,1,-1,1
750512,26,1,-1,1
77469,26,1,-1,1
347001,26,1,-1,1
175583,26,1,-1,1
123772,26,1,-1,1
347672,26,1,-1,1
677003,26,1,-1,1
285913,26,1,-1,1
640258,26,1,-1,1
746858,26,1,-1,1
313097,26,1,-1,1
722055,26,1,-1,1
722055,10,1,-1,1
491809,26,1,-1,1
423989,26,1,-1,1
664291,26,1,-1,1
683717,26,1,-1,1
546174,26,1,-1,1
206112,26,1,-1,1
826146,26,1,-1,1
707330,26,1,-1,1
298779,26,1,-1,1
568860,26,1,-1,1
801954,26,1,-1,1
19989,26,1,-1,1
205035,26,1,-1,1
508399,26,1,-1,1
17580,26,1,-1,1
17580,10,3,-1,1
739668,26,1,-1,1
381974,26,1,-1,1
374623,26,1,-1,1
616428,26,1,-1,1
395596,26,1,-1,1
44585,26,1,-1,1
76403,26,1,-1,1
720313,26,1,-1,1
557252,26,1,-1,1
787183,26,1,-1,1
679246,26,1,-1,1
621480,26,1,-1,1
277075,26,1,-1,1
620815,23,1,2010,1
620815,26,1,2010,1
620815,15,1,2010,1
620815,12,1,2010,1
725673,26,1,-1,1
525009,26,1,-1,1
44177,26,1,-1,1
136836,26,1,-1,1
550718,26,1,-1,1
809740,26,1,-1,1
717548,26,1,-1,1
656019,26,1,-1,1
136385,26,1,-1,1
182646,26,1,-1,1
24652,26,1,-1,1
662021,26,1,-1,1
152236,26,1,-1,1
290555,26,1,-1,1
571161,26,1,-1,1
749938,26,1,-1,1
506420,26,1,-1,1
216083,26,1,-1,1
134668,26,1,-1,1
645381,26,1,-1,1
529658,26,1,-1,1
333418,26,1,-1,1
389358,26,1,-1,1
571087,26,1,-1,1
48101,26,1,-1,1
445957,26,1,-1,1
330941,26,1,-1,1
310342,26,1,-1,1
808561,26,1,-1,1
12654,26,1,-1,1
145336,26,1,-1,1
2075,26,1,-1,1
9173,26,1,-1,1
187894,26,1,-1,1
508497,26,1,-1,1
419425,26,1,-1,1
708806,26,1,-1,1
359538,26,1,-1,1
807539,26,1,-1,1
722900,26,1,-1,1
283135,26,1,-1,1
138641,26,1,-1,1
792298,26,1,-1,1
502742,26,1,-1,1
214354,26,1,-1,1
238222,26,1,-1,1
772796,26,1,-1,1
710239,26,1,-1,1
124505,26,1,-1,1
282390,26,1,-1,1
600119,26,1,-1,1
655639,26,1,-1,1
307646,26,1,-1,1
495639,26,1,-1,1
160104,26,1,-1,1
661510,26,1,-1,1
435442,26,1,-1,1
201386,26,1,-1,1
106078,26,1,-1,1
512071,26,1,-1,1
646378,26,1,-1,1
278468,26,1,-1,1
515900,26,1,-1,1
306014,26,1,-1,1
680771,26,1,-1,1
425658,26,1,-1,1
291169,26,1,-1,1
643800,26,1,-1,1
569171,26,1,-1,1
727792,26,1,-1,1
616003,26,1,-1,1
726727,26,1,-1,1
150692,26,1,-1,1
287309,26,1,-1,1
74584,26,1,-1,1
447003,26,1,-1,1
255341,26,1,-1,1
637777,26,1,-1,1
48399,26,1,-1,1
758663,26,1,-1,1
710022,26,1,-1,1
793321,26,1,-1,1
491882,26,1,-1,1
491882,10,1,-1,1
752397,26,1,-1,1
433926,26,1,-1,1
305935,26,1,-1,1
221292,26,1,-1,1
725487,26,1,-1,1
707219,26,1,-1,1
707219,10,1,-1,1
126650,26,1,-1,1
423627,26,1,-1,1
613958,26,1,-1,1
54303,26,1,-1,1
105175,26,1,-1,1
262391,26,1,-1,1
624439,26,1,-1,1
115579,26,1,-1,1
467042,1,1,2012,1
467042,26,1,-1,1
467042,5,1,2012,1
643842,26,1,-1,1
127928,26,1,-1,1
442949,26,1,-1,1
442949,10,3,-1,1
372994,26,1,-1,1
143383,26,1,-1,1
296376,26,1,-1,1
779231,26,1,-1,1
683997,26,1,-1,1
646239,26,1,-1,1
140133,26,1,-1,1
717681,26,1,-1,1
89325,26,1,-1,1
12238,26,1,-1,1
736086,26,1,-1,1
519688,26,1,-1,1
639478,26,1,-1,1
502842,26,1,-1,1
571971,26,1,-1,1
106367,26,1,-1,1
788368,26,1,-1,1
720056,26,1,-1,1
725927,26,1,-1,1
467383,26,1,-1,1
189585,26,1,-1,1
489541,26,1,-1,1
32091,26,1,-1,1
685156,26,1,-1,1
206348,26,1,-1,1
403561,26,1,-1,1
403561,10,1,-1,1
601413,26,1,-1,1
455724,26,1,-1,1
66843,26,1,-1,1
185496,26,1,-1,1
480073,26,1,-1,1
