analisis,tabla,columna,n,pct_iguales,dmax,estado,modo,filas_nueva,filas_vieja
huerfanas,01_sp25_pseudohuerfanas.csv,rG,32.0,0.9934033594847163,11565.800271739135,explicado por el recorte,distribucion,105,105
huerfanas,01_sp25_pseudohuerfanas.csv,rSS,32.0,0.9990942774804447,183.960597826087,idéntico,distribucion,105,105
huerfanas,01_sp25_pseudohuerfanas.csv,rank,32.0,0.9990942774804447,183.960597826087,idéntico,distribucion,105,105
huerfanas,01_sp25_pseudohuerfanas.csv,score,32.0,1.0,0.003940045052043789,idéntico,distribucion,105,105
huerfanas,01_sp25_pseudohuerfanas.csv,target_id,105.0,1.0,0.0,idéntico,distribucion,105,105
huerfanas,01_sp26_pseudohuerfanas.csv,drug_id,1000.0,0.7883421924304496,170300.04700000008,explicado por el recorte,distribucion,1000,1000
huerfanas,01_sp26_pseudohuerfanas.csv,frank,182.0,0.9994567677682208,0.004569748142956909,idéntico,distribucion,1000,1000
huerfanas,01_sp26_pseudohuerfanas.csv,n_semilla,1000.0,1.0,4.468,idéntico,distribucion,1000,1000
huerfanas,01_sp26_pseudohuerfanas.csv,n_targets,182.0,1.0,0.0,idéntico,distribucion,1000,1000
huerfanas,01_sp26_pseudohuerfanas.csv,rG,182.0,0.999364249020836,1478.2274446568044,idéntico,distribucion,1000,1000
huerfanas,01_sp26_pseudohuerfanas.csv,rSS,182.0,0.9994567677682209,25.110766045548644,idéntico,distribucion,1000,1000
huerfanas,01_sp26_pseudohuerfanas.csv,rank,182.0,0.9994567677682209,25.110766045548644,idéntico,distribucion,1000,1000
huerfanas,01_sp26_pseudohuerfanas.csv,score,182.0,1.0,0.0007278791192951089,idéntico,distribucion,1000,1000
huerfanas,01_sp26_pseudohuerfanas.csv,target_id,1000.0,1.0,3193.597999999998,idéntico,distribucion,1000,1000
huerfanas,01_sp28_pseudohuerfanas.csv,drug_id,43.0,0.21917805857711736,1811788.0,explicado por el recorte,distribucion,43,43
huerfanas,01_sp28_pseudohuerfanas.csv,frank,14.0,0.9983908254385566,0.032791324349397855,explicado por el recorte,distribucion,43,43
huerfanas,01_sp28_pseudohuerfanas.csv,n_semilla,43.0,1.0,21.116279069767444,idéntico,distribucion,43,43
huerfanas,01_sp28_pseudohuerfanas.csv,n_targets,14.0,1.0,0.0,idéntico,distribucion,43,43
huerfanas,01_sp28_pseudohuerfanas.csv,rG,14.0,0.999148527182153,12036.054511278198,idéntico,distribucion,43,43
huerfanas,01_sp28_pseudohuerfanas.csv,rSS,14.0,0.9983908254385567,721.8026315789475,explicado por el recorte,distribucion,43,43
huerfanas,01_sp28_pseudohuerfanas.csv,rank,14.0,0.9983908254385567,721.8026315789475,explicado por el recorte,distribucion,43,43
huerfanas,01_sp28_pseudohuerfanas.csv,score,14.0,1.0,0.006016773603480616,idéntico,distribucion,43,43
huerfanas,01_sp28_pseudohuerfanas.csv,target_id,43.0,1.0,0.0,idéntico,distribucion,43,43
huerfanas,01_sp3_pseudohuerfanas.csv,drug_id,1000.0,0.8926766327073432,301508.686,explicado por el recorte,distribucion,1000,1000
huerfanas,01_sp3_pseudohuerfanas.csv,frank,159.0,0.9998477234658141,0.033050906275722935,idéntico,distribucion,1000,1000
huerfanas,01_sp3_pseudohuerfanas.csv,n_semilla,1000.0,1.0,2.4979999999999998,idéntico,distribucion,1000,1000
huerfanas,01_sp3_pseudohuerfanas.csv,n_targets,159.0,1.0,0.0,idéntico,distribucion,1000,1000
huerfanas,01_sp3_pseudohuerfanas.csv,rG,159.0,0.999709850377262,11848.562229210365,idéntico,distribucion,1000,1000
huerfanas,01_sp3_pseudohuerfanas.csv,rSS,159.0,0.999847723465814,538.7628232005591,idéntico,distribucion,1000,1000
huerfanas,01_sp3_pseudohuerfanas.csv,rank,159.0,0.999847723465814,538.7628232005591,idéntico,distribucion,1000,1000
huerfanas,01_sp3_pseudohuerfanas.csv,score,159.0,1.0,0.009989155752229167,idéntico,distribucion,1000,1000
huerfanas,01_sp3_pseudohuerfanas.csv,target_id,1000.0,0.9624822026219929,6087.0,explicado por el recorte,distribucion,1000,1000
huerfanas,01_sp4_pseudohuerfanas.csv,drug_id,153.0,0.26903760219147077,1101431.594771242,explicado por el recorte,distribucion,153,153
huerfanas,01_sp4_pseudohuerfanas.csv,frank,16.0,0.9986828512396695,0.02065344094084809,explicado por el recorte,distribucion,153,153
huerfanas,01_sp4_pseudohuerfanas.csv,n_semilla,153.0,1.0,2.6666666666666665,idéntico,distribucion,153,153
huerfanas,01_sp4_pseudohuerfanas.csv,n_targets,16.0,1.0,0.0,idéntico,distribucion,153,153
huerfanas,01_sp4_pseudohuerfanas.csv,rG,16.0,0.9980391946912367,6685.97767857142,explicado por el recorte,distribucion,153,153
huerfanas,01_sp4_pseudohuerfanas.csv,rSS,16.0,0.9986828512396694,397.3928571428569,explicado por el recorte,distribucion,153,153
huerfanas,01_sp4_pseudohuerfanas.csv,rank,16.0,0.9986828512396694,397.3928571428569,explicado por el recorte,distribucion,153,153
huerfanas,01_sp4_pseudohuerfanas.csv,score,16.0,1.0,0.00026889086630445,idéntico,distribucion,153,153
huerfanas,01_sp4_pseudohuerfanas.csv,target_id,153.0,1.0,0.0,idéntico,distribucion,153,153
huerfanas,01_sp5_pseudohuerfanas.csv,drug_id,38.0,0.21339313178296448,1630256.5,explicado por el recorte,distribucion,38,38
huerfanas,01_sp5_pseudohuerfanas.csv,frank,11.0,0.9968210717529518,0.03255289520721616,explicado por el recorte,distribucion,38,38
huerfanas,01_sp5_pseudohuerfanas.csv,n_semilla,38.0,0.0,3.0,explicado por el recorte,distribucion,38,38
huerfanas,01_sp5_pseudohuerfanas.csv,n_targets,11.0,1.0,0.0,idéntico,distribucion,38,38
huerfanas,01_sp5_pseudohuerfanas.csv,rG,11.0,0.9983612027933859,12433.25946969699,explicado por el recorte,distribucion,38,38
huerfanas,01_sp5_pseudohuerfanas.csv,rSS,11.0,0.9968210717529519,71.19318181818187,explicado por el recorte,distribucion,38,38
huerfanas,01_sp5_pseudohuerfanas.csv,rank,11.0,0.9968210717529519,71.19318181818187,explicado por el recorte,distribucion,38,38
huerfanas,01_sp5_pseudohuerfanas.csv,score,11.0,1.0,0.0019898457443990186,idéntico,distribucion,38,38
huerfanas,01_sp5_pseudohuerfanas.csv,target_id,38.0,1.0,0.0,idéntico,distribucion,38,38
huerfanas,01_sp9_pseudohuerfanas.csv,drug_id,501.0,0.7669353877150762,95780.0,explicado por el recorte,distribucion,501,501
huerfanas,01_sp9_pseudohuerfanas.csv,frank,115.0,0.9952536766027832,0.0065799649197617605,explicado por el recorte,distribucion,501,501
huerfanas,01_sp9_pseudohuerfanas.csv,n_semilla,501.0,1.0,0.8602794411177648,idéntico,distribucion,501,501
huerfanas,01_sp9_pseudohuerfanas.csv,n_targets,115.0,1.0,0.0,idéntico,distribucion,501,501
huerfanas,01_sp9_pseudohuerfanas.csv,rG,115.0,0.9981826735667719,2346.387527768966,explicado por el recorte,distribucion,501,501
huerfanas,01_sp9_pseudohuerfanas.csv,rSS,115.0,0.9952536766027831,180.45553792446844,explicado por el recorte,distribucion,501,501
huerfanas,01_sp9_pseudohuerfanas.csv,rank,115.0,0.9952536766027831,180.45553792446844,explicado por el recorte,distribucion,501,501
huerfanas,01_sp9_pseudohuerfanas.csv,score,115.0,1.0,2.3991967602636884e-05,idéntico,distribucion,501,501
huerfanas,01_sp9_pseudohuerfanas.csv,target_id,501.0,1.0,0.0,idéntico,distribucion,501,501
huerfanas,03_clases_inferencia.csv,n,27.0,0.5573770491803278,37.978835978835974,explicado por el recorte,distribucion,28,27
huerfanas,03_clases_inferencia.csv,rG_mediana,27.0,0.9968393798445433,3574.2833994708926,explicado por el recorte,distribucion,28,27
huerfanas,03_clases_inferencia.csv,rSS_mediana,27.0,0.9495876855415063,117.16765873015856,explicado por el recorte,distribucion,28,27
huerfanas,03_curva_recuperacion.csv,l,1000.0,1.0,0.0,idéntico,fila,1000,1000
huerfanas,03_curva_recuperacion.csv,lambda,1000.0,0.843,7.0,explicado por el recorte,fila,1000,1000
huerfanas,03_curva_recuperacion.csv,lambda_suave,1000.0,0.0,2.4447804107703055,explicado por el recorte,fila,1000,1000
huerfanas,03_curva_recuperacion.csv,rho,1000.0,0.0,30.0,explicado por el recorte,fila,1000,1000
huerfanas,03_ranking_global.csv,drug_id,1312.0,0.9916225846338448,454424.06671093934,explicado por el recorte,distribucion,2424,1312
huerfanas,03_ranking_global.csv,frank,1312.0,0.9992197170105366,0.02458072678254336,idéntico,distribucion,2424,1312
huerfanas,03_ranking_global.csv,grupo,1312.0,1.0,0.24686820816227972,idéntico,distribucion,2424,1312
huerfanas,03_ranking_global.csv,n_semilla,1312.0,0.8,1.0,explicado por el recorte,distribucion,2424,1312
huerfanas,03_ranking_global.csv,n_targets,1312.0,1.0,666.3873762376243,idéntico,distribucion,2424,1312
huerfanas,03_ranking_global.csv,rG,1312.0,0.9980962126210063,8982.548777972319,explicado por el recorte,distribucion,2424,1312
huerfanas,03_ranking_global.csv,rSS,1312.0,0.9998364141992475,16.115400869354744,idéntico,distribucion,2424,1312
huerfanas,03_ranking_global.csv,rank,1312.0,0.9998364141992475,16.115400869354744,idéntico,distribucion,2424,1312
huerfanas,03_ranking_global.csv,score,1312.0,1.0,0.00849757278187408,idéntico,distribucion,2424,1312
huerfanas,03_ranking_global.csv,target_id,1312.0,0.9858417203609771,5507.87925370282,explicado por el recorte,distribucion,2424,1312
huerfanas,03_rg_estrella.csv,desde,1.0,1.0,0.0,idéntico,fila,1,1
huerfanas,03_rg_estrella.csv,k_sigma,1.0,1.0,0.0,idéntico,fila,1,1
huerfanas,03_rg_estrella.csv,lambda_inf,1.0,0.0,0.023549835916005,explicado por el recorte,fila,1,1
huerfanas,03_rg_estrella.csv,r_g_estrella,1.0,0.0,20.0,explicado por el recorte,fila,1,1
huerfanas,03_rg_estrella.csv,sigma,1.0,0.0,0.025282249817915214,explicado por el recorte,fila,1,1
huerfanas,03_rg_estrella.csv,umbral,1.0,0.0,0.09939658536975077,explicado por el recorte,fila,1,1
huerfanas,03_rss_distribucion.csv,frac_acumulada,668.0,0.0,0.24593747484504547,explicado por el recorte,fila,1085,668
huerfanas,03_rss_distribucion.csv,n,668.0,0.4625748502994012,64.0,explicado por el recorte,fila,1085,668
huerfanas,03_rss_distribucion.csv,posicion,668.0,0.017964071856287425,6819.0,explicado por el recorte,fila,1085,668
huerfanas,04_sp26_compuestos.csv,drug_id,3.0,0.0,646301.0,explicado por el recorte,fila,3,32
huerfanas,04_sp26_compuestos.csv,tratable,3.0,1.0,0.0,idéntico,fila,3,32
huerfanas,04_sp26_embudo.csv,n,3.0,0.0,59.0,explicado por el recorte,fila,3,3
huerfanas,04_sp26_sugerencias.csv,-,,,,vacía de un lado,-,0,2
