componente,total_clusters,clusters_con_bioact
2123,2,1
2124,2,1
2125,2,2
2126,3,1
2127,2,1
2128,4,2
2129,2,1
2130,2,2
2131,2,2
2132,130,31
2133,2,1
2134,2,2
2135,2,1
2136,2,2
2137,2,2
2138,2,2
2139,3,1
2140,4,1
2141,3,2
2142,9,4
2143,7,1
2144,2,1
2145,19,5
2146,6,3
2147,4,2
2148,3,1
2149,8,3
2150,2,1
2151,2,2
2152,5,2
2153,2,1
2154,6,1
2155,2,2
2156,3,3
2157,2,2
2158,3,1
2159,5,1
2160,6,1
2161,33,3
2162,2,1
2163,2,2
2164,6,4
2165,6,6
2166,2,1
2167,12,4
2168,10,4
2169,8,4
2170,2,2
2171,3,2
2172,2,1
2173,3,2
2174,5,2
2175,4,2
2176,3,1
2177,2,1
2178,2,2
2179,5,1
2180,272,6
2181,6,2
2182,14,10
2183,22,1
2184,3,1
2185,2,2
2186,3,2
2187,2,1
2188,3,1
2189,11,1
2190,2,2
2191,4,3
2192,2,1
2193,3,2
2194,3,2
2195,3,1
2196,2,1
2197,4,1
2198,2,1
2199,4,2
2200,29,3
2201,2,1
2202,2,2
2203,3,3
2204,10,1
2205,4,1
2206,3,1
2207,4,4
2208,3,2
2209,3,1
2210,2,2
2211,2,2
2212,2,1
2213,4,1
2214,9,2
2215,17,3
2216,2,1
2217,5,3
2218,15,10
2219,2,1
2220,2,2
2221,3,1
2222,62,10
2223,2,1
2224,3,2
2225,2,1
2226,13,1
2227,3,2
2228,4,1
2229,3,1
2230,2,2
2231,2,1
2232,2,2
2233,3,1
2234,2,2
2235,23,3
2236,2,1
2237,16,1
2238,30,2
2239,4,3
2240,3,1
2241,3,1
2242,2,1
2243,3,1
2244,3,1
2245,4,1
2246,68,3
2247,4,1
2248,27,3
2249,5,1
2250,2,1
2251,2,2
2252,6,1
2253,4,2
2254,33,4
2255,7,4
2256,2,1
2257,5,4
2258,2,2
2259,3,1
2260,2,1
2261,2,1
2262,2,1
2263,2,2
2264,2,1
2265,7,2
2266,4,1
2267,2,2
2268,2,2
2269,118,1
2270,5,3
2271,2,2
2272,2,1
2273,2,1
2274,2,1
2275,6,2
2276,53,5
2277,4,1
2278,29,1
2279,3,1
2280,3,3
2281,10,5
2282,101,7
2283,4,2
2284,2,2
2285,2,2
2286,4,1
2287,2,2
2288,3,1
2289,2,1
2290,5,1
2291,2,1
2292,2,1
2293,4,2
2294,2,2
2295,6,3
2296,4,4
2297,2,1
2298,3,2
2299,6,1
2300,2,2
2301,2,2
2302,3,3
2303,4,3
2304,11,2
2305,2,1
2306,2,1
2307,4,2
2308,8,1
2309,5,3
2310,2,2
2311,7,2
2312,2,1
2313,2,2
2314,6,6
2315,14,1
2316,2,1
2317,2,2
2318,2,1
2319,2,1
2320,2,2
2321,6,3
2322,2,1
2323,2,1
2324,2,1
2325,3,1
2326,10,2
2327,2,1
2328,2,2
2329,2,1
2330,6,4
2331,3,2
2332,4,2
2333,4,1
2334,2,2
2335,2,1
2336,3,2
2337,5,1
2338,2,2
2339,20,11
2340,3,2
2341,3,1
2342,2,1
2343,2,2
2344,4,3
2345,2,2
2346,3,2
2347,5,2
2348,115,6
2349,2,2
2350,3,3
2351,4,2
2352,2,1
2353,3,2
2354,186,8
2355,3,1
2356,2,1
2357,2,1
2358,8,3
2359,2,1
2360,4,1
2361,5,2
2362,14,1
2363,42,2
2364,3,1
2365,3,3
2366,2,2
2367,2,1
2368,2,1
2369,3,2
2370,6,4
2371,15,1
2372,158,1
2373,2,2
2374,2,1
2375,8,3
2376,169,1
2377,2,1
2378,59,26
2379,64,18
2380,39,8
2381,213,1
2382,68,1
2383,358,3
2384,100,1
2385,5,1
2386,69,8
2387,57,2
2388,208,15
2389,14,3
2390,2,1
2391,120,1
2392,17,3
2393,4,1
2394,176,1
2395,47,1
2396,27,1
2397,3,1
2398,3,1
2399,2,1
2400,8,1
2401,3,1
2402,2,1
2403,2,1
2404,2,1
2405,2,1
2406,2,1
2407,2,1
2408,3,2
2409,3,2
2410,4,2
2411,3,1
2412,4,2
2413,4,1
2414,24,1
2415,3,1
2416,43,1
2417,2,1
2418,3,3
2419,4,2
2420,2,1
2421,2,2
2422,2,1
2423,13,1
2424,3,1
2425,260,1
2426,2,1
2427,104,2
2428,21,1
2429,3,1
2430,3,2
2431,7,3
2432,25,2
2433,64,2
2434,29,2
2435,7,1
2436,2,1
2437,2,2
2438,3,2
2439,9,2
2440,11,1
2441,4,3
2442,11,6
2443,13,4
2444,7,1
2445,3,1
2446,2,1
2447,2,1
2448,2,1
2449,4,1
2450,19,7
2451,3,1
2452,2,2
2453,36,2
2454,2,1
2455,2,1
2456,2,2
2457,2,1
2458,14,2
2459,3,3
2460,5,2
2461,2,2
2462,4,1
2463,2,1
2464,3,1
2465,7,1
2466,2,2
2467,2,1
2468,2,2
2469,2,1
2470,3,1
2471,2,1
2472,2,1
2473,3,2
2474,2,2
2475,2,1
2476,2,1
2477,5,1
2478,2,1
2479,4,1
2480,2,1
2481,707,73
2482,2,1
2483,5,2
2484,2,2
2485,12,2
2486,2,2
2487,13,5
2488,2,1
2489,2,2
2490,10,1
2491,16,2
2492,13,5
2493,2,1
2494,14,2
2495,5,1
2496,4,1
2497,2,1
2498,3,2
2499,2,2
2500,2,1
2501,3,1
2502,628,120
2503,2,2
2504,3,2
2505,7,1
2506,5,1
2507,6,3
2508,4,1
2509,191,3
2510,2,1
2511,3,3
2512,2,1
2513,3,1
2514,23,14
2515,4,2
2516,2,1
2517,2,1
2518,4,3
2519,6,4
2520,3,2
2521,2,1
2522,8,2
2523,6,1
2524,2,1
2525,2,1
2526,70,1
2527,2,1
2528,95,42
2529,332,69
2530,5,2
2531,5,2
2532,2,1
2533,6,4
2534,280,22
2535,2,2
2536,2,1
2537,3,1
2538,2,1
2539,6,4
2540,5,1
2541,801,145
2542,7,1
2543,2,2
2544,2,1
2545,3,1
2546,3,2
2547,11,1
2548,4,1
2549,3,1
2550,3,1
2551,4,2
2552,5,2
2553,3,1
2554,65,3
2555,16,2
2556,4,2
2557,2,1
2558,2,1
2559,2,2
2560,4,1
2561,2,1
2562,68,4
2563,290,2
2564,10,1
2565,30,2
2566,105,3
2567,5,1
2568,3,1
2569,76,3
2570,44,2
2571,709,15
2572,61,1
2573,28,1
2574,2,1
2575,2,1
2576,2,1
2577,3,1
2578,217,1
2579,3,1
2580,3,3
2581,2,1
2582,2,1
2583,232,4
2584,9,1
2585,393,1
2586,6,2
2587,2,1
2588,12,4
2589,174,3
2590,12,6
2591,2,1
2592,36,1
2593,3,2
2594,16,3
2595,23,1
2596,2,1
2597,51,2
2598,4,1
2599,145,4
2600,11,1
2601,2,1
2602,8,1
2603,12,1
2604,3,1
2605,4,1
2606,3,1
2607,35,1
2608,39,3
2609,6,2
2610,5,1
2611,8,1
2612,3,1
2613,2,1
2614,51,1
2615,2,1
2616,2,1
2617,60,7
2618,5,1
2619,49,8
2620,81,3
2621,3,1
2622,2,1
2623,34,12
2624,200,5
2625,11,1
2626,21,1
2627,476,1
2628,198,38
2629,253,14
2630,18,5
2631,13,1
2632,12,2
2633,198,8
2634,170,1
2635,96,5
2636,45,2
2637,63,3
2638,11,2
2639,20,1
2640,96,2
2641,58,1
2642,42,1
2643,41,1
2644,89,4
2645,4372,44
2646,5,1
2647,11,2
2648,64,2
2649,5,1
2650,40,1
2651,48,3
2652,36,1
2653,74,16
2654,23,1
2655,296,40
2656,137,1
2657,192,1
2658,6,3
2659,40,1
2660,20,7
2661,25,3
2662,6,1
2663,3,1
2664,345,2
2665,5,1
2666,8,3
2667,16,3
2668,17,2
2669,68,1
2670,31,1
2671,381,3
2672,79,1
2673,300,31
2674,4,2
2675,143,10
2676,2,1
2677,33,1
2678,124,4
2679,8,2
2680,55,17
2681,14,1
2682,4,1
2683,219,25
2684,151,26
2685,45,1
2686,2,1
2687,10,3
2688,108,27
2689,19,6
2690,34,1
2691,15,7
2692,41,2
2693,11,1
2694,400,2
2695,31,9
2696,847,70
2697,36,6
2698,248,15
2699,4,3
2700,41,6
2701,63,6
2702,287,10
2703,21,2
2704,6,1
2705,413,3
2706,230,28
2707,6,2
2708,20,2
2709,60,11
2710,26,3
2711,34,4
2712,8,1
2713,2270,108
2714,575,15
2715,40,1
2716,13,1
2717,12,1
2718,3,1
2719,14,2
2720,152,2
2721,190,4
2722,13,3
2723,8,4
2724,16,9
2725,54,6
2726,25,4
2727,11,1
2728,127,3
2729,11,1
2730,19,1
2731,37,3
2732,9,1
2733,50,4
2734,11,1
2735,24,7
2736,44,4
2737,61,2
2738,86,5
2739,6,3
2740,48,2
2741,7,3
2742,3,1
2743,117,5
2744,312,8
2745,75,2
2746,5,2
2747,58,2
2748,34,7
2749,14,4
2750,13,2
2751,12,1
2752,5,1
2753,135,6
2754,377,2
2755,17,11
2756,31,4
2757,11,1
2758,4,1
2759,40,1
2760,19,2
2761,7,3
2762,4,2
2763,2,1
2764,79,1
2765,2,2
2766,2,1
2767,102,1
2768,53,1
2769,83,4
2770,128,3
2771,91,16
2772,4,1
2773,20,1
2774,54,1
2775,9,1
2776,206,24
2777,167,7
2778,5,1
2779,36,5
2780,36,32
2781,151,4
2782,21,2
2783,4,1
2784,7,2
2785,24,3
2786,12,2
2787,6,1
2788,515,4
2789,12,1
2790,14,1
2791,101,17
2792,18,2
2793,12,1
2794,5,1
2795,20,1
2796,7,1
2797,16,1
2798,89,2
2799,183,1
2800,25,1
2801,51,1
2802,7,1
2803,17,1
2804,73,2
2805,6,1
2806,145,2
2807,6,1
2808,12,2
2809,10,1
2810,12,1
2811,54,9
2812,7,1
2813,68,1
2814,33,1
2815,64,1
2816,3,1
2817,76,2
2818,3,1
2819,151,2
2820,72,1
2821,52,5
2822,5,2
2823,44,1
2824,15,1
2825,290,20
2826,99,12
2827,84,4
2828,73,1
2829,172,1
2830,86,1
2831,549,9
2832,107,25
2833,39,2
2834,21,8
2835,44,1
2836,74,2
2837,583,39
2838,226,42
2839,56,2
2840,5,1
2841,5,2
2842,32,6
2843,173,3
2844,252,1
2845,46,1
2846,87,1
2847,378,3
2848,14,2
2849,48,1
2850,86,2
2851,58,1
2852,2,1
2853,38,1
2854,6,1
2855,14,6
2856,13,1
2857,5,2
2858,14,1
2859,66,1
2860,33,1
2861,57,2
2862,11,2
2863,5,1
2864,51,1
2865,95,2
2866,236,8
2867,28,5
2868,8,1
2869,209,17
2870,21,4
2871,32,1
2872,66,18
2873,11,1
2874,335,33
2875,58,2
2876,5,1
2877,2,1
2878,47,1
2879,165,11
2880,76,6
2881,145,1
2882,4,2
2883,31,1
2884,26,3
2885,298,8
2886,348,1
2887,5,1
2888,88,1
2889,188,18
2890,7,1
2891,5,1
2892,11,3
2893,21,1
2894,126,19
2895,50,7
2896,576,66
2897,31,3
2898,380,16
2899,145,13
2900,7,1
2901,10,1
2902,425,33
2903,2,1
2904,2,1
2905,161,2
2906,50,1
2907,35,1
2908,9,2
2909,298,12
2910,14,3
2911,35,6
2912,4,1
2913,5,1
2914,35,2
2915,6,1
2916,32,6
2917,70,2
2918,5,1
2919,397,5
2920,2,1
2921,5,1
2922,78,3
2923,97,4
2924,510,59
2925,15,1
2926,12,2
2927,95,4
2928,36,1
2929,5,1
2930,68,2
2931,49,1
2932,3,3
2933,17,2
2934,25,4
2935,5,2
2936,29,3
2937,109,9
2938,50,6
2939,44,3
2940,345,1
2941,9,1
2942,262,1
2943,4,1
2944,104,3
2945,107,4
2946,13,1
2947,179,5
2948,13,1
2949,4,1
2950,29,12
2951,5,2
2952,8,1
2953,8,1
2954,249,51
2955,74,18
2956,7,1
2957,24,1
2958,305,1
2959,7,3
2960,175,1
2961,62,7
2962,428,2
2963,4,1
2964,26,1
2965,163,1
2966,3,1
2967,47,16
2968,24,12
2969,178,26
2970,18,1
2971,32,2
2972,101,4
2973,10,1
2974,8,2
2975,19,5
2976,63,3
2977,8,1
2978,34,1
2979,2,1
2980,9,6
2981,2,2
2982,2,2
2983,9,9
2984,110,2
2985,77,4
2986,123,11
2987,26,8
2988,23,3
2989,4,2
2990,8,5
2991,17,1
2992,2,1
2993,83,3
2994,187,7
2995,105,1
2996,40,3
2997,16,1
2998,35,1
2999,21,1
3000,208,1
3001,16,4
3002,77,9
3003,2,1
3004,3,1
3005,9,3
3006,7,4
3007,16,1
3008,6,1
3009,4,1
3010,3,1
3011,12,1
3012,3,1
3013,187,22
3014,2262,250
3015,5,2
3016,10,1
3017,5,1
3018,31,1
3019,3,2
3020,19,1
3021,36,2
3022,20,2
3023,72,1
3024,26,2
3025,10,1
3026,10,1
3027,2,1
3028,56,4
3029,86,4
3030,33,4
3031,60,12
3032,8,1
3033,2,2
3034,25,1
3035,45,4
3036,94,11
3037,24,2
3038,5,1
3039,7,1
3040,11,2
3041,22,6
3042,20,7
3043,15,3
3044,28,1
3045,9,1
3046,8,1
3047,25,4
3048,6,1
3049,17,1
3050,229,8
3051,8,1
3052,63,6
3053,28,1
3054,185,19
3055,14,3
3056,3,2
3057,206,9
3058,2,1
3059,112,2
3060,226,9
3061,24,1
3062,13,1
3063,7,1
3064,4,2
3065,17,1
3066,136,2
3067,14,1
3068,6,1
3069,21,4
3070,23,5
3071,3,1
3072,6,1
3073,112,4
3074,63,2
3075,16,3
3076,50,2
3077,58,1
3078,8,1
3079,38,1
3080,5,1
3081,292,12
3082,28,6
3083,37,1
3084,5,1
3085,6,1
3086,28,1
3087,3,1
3088,15,2
3089,3,1
3090,457,15
3091,302,5
3092,10,1
3093,29,1
3094,80,1
3095,1228,31
3096,30,2
3097,3,2
3098,62,1
3099,22,1
3100,31,1
3101,12,1
3102,14,4
3103,16,1
3104,173,37
3105,5,2
3106,11,1
3107,17,2
3108,5,1
3109,22,1
3110,16,2
3111,34,1
3112,63,2
3113,78,3
3114,82,2
3115,71,5
3116,93,4
3117,24,10
3118,13,2
3119,102,3
3120,16,2
3121,10,4
3122,13,7
3123,122,15
3124,21,2
3125,60,1
3126,15,1
3127,27,11
3128,7,1
3129,19,1
3130,35,5
3131,2,1
3132,121,7
3133,3,1
3134,104,3
3135,35,1
3136,10,1
3137,254,4
3138,57,2
3139,6,1
3140,5,1
3141,15,1
3142,8,1
3143,42,10
3144,115,11
3145,27,1
3146,11,1
3147,4,1
3148,23,1
3149,18,1
3150,2,1
3151,45,2
3152,160,3
3153,45,16
3154,10,1
3155,454,2
3156,461,8
3157,8,1
3158,181,38
3159,103,3
3160,83,8
3161,10,2
3162,4,2
3163,68,1
3164,96,6
3165,23,1
3166,275,1
3167,15,1
3168,111,1
3169,2,1
3170,81,4
3171,28,1
3172,15,1
3173,6,3
3174,53,2
3175,296,4
3176,155,4
3177,720,3
3178,845,4
3179,41,1
3180,27,1
3181,46,1
3182,11,1
3183,4,2
3184,172,11
3185,38,1
3186,56,3
3187,51,3
3188,10,1
3189,20,1
3190,34,1
3191,103,5
3192,4,1
3193,135,1
3194,2,1
3195,4,1
3196,4,2
3197,74,19
3198,40,1
3199,79,7
3200,139,2
3201,8,1
3202,131,74
3203,233,68
3204,18,1
3205,54,1
3206,96,18
3207,150,16
3208,20,1
3209,58,4
3210,18,10
3211,3,1
3212,14,7
3213,27,6
3214,33,4
3215,21,4
3216,40,3
3217,20,2
3218,163,14
3219,26,20
3220,48,1
3221,34,3
3222,252,3
3223,19,1
3224,38,1
3225,25,1
3226,35,1
3227,190,28
3228,886,1
3229,87,24
3230,9,1
3231,3,1
3232,91,3
3233,98,1
3234,203,23
3235,2,1
3236,16,6
3237,48,1
3238,260,4
3239,20,3
3240,25,3
3241,5,1
3242,46,1
3243,29,14
3244,43,5
3245,22,4
3246,27,1
3247,14,1
3248,61,3
3249,348,11
3250,80,3
3251,47,1
3252,3,2
3253,28,1
3254,4,3
3255,5,1
3256,19,1
3257,5,1
3258,4,1
3259,16,1
3260,45,1
3261,40,1
3262,156,7
3263,6,1
3264,11,1
3265,4,1
3266,12,2
3267,17,2
3268,9,4
3269,34,2
3270,33,3
3271,2,2
3272,2,2
3273,4,3
3274,26,2
3275,6,1
3276,5,1
3277,29,1
3278,5,1
3279,3,2
3280,54,1
3281,2,2
3282,13,2
3283,14,9
3284,43,2
3285,16,1
3286,50,4
3287,85,14
3288,18,2
3289,6,2
3290,2,1
3291,28,2
3292,635,38
3293,6,2
3294,8,3
3295,4,1
3296,158,9
3297,77,2
3298,2,1
3299,7,1
3300,14,2
3301,14,6
3302,3,2
3303,248,9
3304,5,1
3305,190,31
3306,82,1
3307,8,1
3308,5,1
3309,8,1
3310,10,1
3311,61,6
3312,4,1
3313,66,9
3314,46,7
3315,29,1
3316,20,2
3317,46,2
3318,35,4
3319,9,2
3320,154,24
3321,31,5
3322,6,6
3323,15,1
3324,7,1
3325,12,1
3326,4,1
3327,237,3
3328,40,2
3329,2,1
3330,4,1
3331,2,1
3332,17,4
3333,52,8
3334,3,2
3335,16,1
3336,65,4
3337,10,2
3338,86,11
3339,7,3
3340,17,1
3341,17,1
3342,7,1
3343,83,4
3344,40,1
3345,10,1
3346,4,1
3347,3,1
3348,67,19
3349,73,9
3350,136,1
3351,47,2
3352,27,3
3353,104,23
3354,14,1
3355,4,1
3356,30,2
3357,214,17
3358,24,1
3359,25,3
3360,6,1
3361,78,1
3362,9,2
3363,29,1
3364,255,3
3365,18,10
3366,3,1
3367,6,2
3368,62,5
3369,43,2
3370,146,39
3371,24,4
3372,70,2
3373,61,1
3374,377,26
3375,48,1
3376,22,1
3377,55,2
3378,22,4
3379,42,2
3380,4,2
3381,85,7
3382,31,9
3383,146,1
3384,14,2
3385,4,2
3386,15,2
3387,56,7
3388,511,1
3389,5,2
3390,515,2
3391,22,2
3392,120,5
3393,30,2
3394,7,1
3395,12,1
3396,13,1
3397,8,2
3398,79,11
3399,59,2
3400,51,7
3401,2,1
3402,39,17
3403,31,1
3404,40,1
3405,4,3
3406,17,1
3407,18,2
3408,31,2
3409,5,1
3410,281,10
3411,29,1
3412,49,3
3413,36,3
3414,23,1
3415,14,3
3416,8,1
3417,2,1
3418,2,2
3419,23,1
3420,20,6
3421,8,2
3422,83,1
3423,104,1
3424,2,1
3425,4,1
3426,99,1
3427,246,1
3428,124,1
3429,192,72
3430,5,3
3431,10,3
3432,33,1
3433,24,5
3434,89,3
3435,35,1
3436,38,1
3437,639,83
3438,92,16
3439,26,1
3440,238,1
3441,29,1
3442,8,1
3443,22,1
3444,50,1
3445,59,1
3446,8,3
3447,73,1
3448,3,1
3449,5,1
3450,53,1
3451,148,2
3452,34,8
3453,3,1
3454,2,2
3455,10,2
3456,11,1
3457,13,2
3458,13,2
3459,170,9
3460,11,1
3461,16,3
3462,61,1
3463,2,1
3464,34,1
3465,2,1
3466,361,29
3467,9,2
3468,16,1
3469,59,2
3470,2,1
3471,22,1
3472,19,4
3473,100,10
3474,134,2
3475,13,2
3476,64,1
3477,95,10
3478,5,1
3479,211,9
3480,59,2
3481,7,1
3482,20,3
3483,19,3
3484,29,2
3485,49,1
3486,22,8
3487,13,1
3488,17,2
3489,55,10
3490,13,2
3491,5,1
3492,12,1
3493,134,7
3494,4,1
3495,36,1
3496,19,1
3497,6,1
3498,2,1
3499,391,1
3500,5,1
3501,56,3
3502,2,1
3503,2,1
3504,4,1
3505,132,4
3506,563,1
3507,60,1
3508,2,1
3509,6,1
3510,21,1
3511,5,1
3512,12,1
3513,20,1
3514,26,7
3515,13,1
3516,7,1
3517,8,6
3518,20,1
3519,3,3
3520,7,4
3521,7,2
3522,47,1
3523,3,1
3524,122,4
3525,56,1
3526,10,1
3527,18,1
3528,45,1
3529,2,1
3530,10,1
3531,11,4
3532,12,1
3533,11,2
3534,34,1
3535,56,1
3536,130,1
3537,2,1
3538,34,1
3539,9,1
3540,12,1
3541,101,7
3542,16,1
3543,19,3
3544,235,1
3545,11,1
3546,54,11
3547,34,4
3548,3,2
3549,2,1
3550,26,4
3551,247,23
3552,45,9
3553,58,9
3554,3,1
3555,58,2
3556,11,2
3557,68,1
3558,4,1
3559,2,1
3560,11,1
3561,13,5
3562,24,1
3563,6,2
3564,301,3
3565,46,3
3566,5,2
3567,17,1
3568,15,3
3569,20,2
3570,23,1
3571,38,1
3572,8,1
3573,107,13
3574,61,16
3575,9,4
3576,51,3
3577,8,1
3578,4,1
3579,4,1
3580,2,1
3581,63,1
3582,19,3
3583,17,1
3584,3,1
3585,7,1
3586,2,1
3587,45,8
3588,6,1
3589,5,2
3590,21,7
3591,6,1
3592,65,3
3593,37,3
3594,55,8
3595,2,1
3596,3,1
3597,52,2
3598,13,5
3599,160,1
3600,747,22
3601,17,1
3602,171,4
3603,12,4
3604,91,1
3605,46,23
3606,4,1
3607,6,1
3608,3,1
3609,11,1
3610,3,1
3611,36,3
3612,27,2
3613,2,1
3614,18,1
3615,215,6
3616,185,4
3617,3,1
3618,11,2
3619,58,2
3620,18,1
3621,303,3
3622,32,4
3623,4,2
3624,29,1
3625,7,1
3626,2,1
3627,3,1
3628,5,1
3629,17,1
3630,18,2
3631,35,6
3632,34,12
3633,27,1
3634,15,1
3635,65,15
3636,6,1
3637,390,8
3638,18,1
3639,56,6
3640,8,1
3641,28,8
3642,284,22
3643,24,1
3644,11,1
3645,43,2
3646,312,32
3647,25,1
3648,2,2
3649,2,1
3650,38,1
3651,20,2
3652,40,1
3653,12,2
3654,17,1
3655,36,2
3656,3,1
3657,10,1
3658,8,1
3659,3,1
3660,359,7
3661,24,1
3662,6,1
3663,12,1
3664,5,1
3665,2,1
3666,36,3
3667,2,1
3668,2,1
3669,2,1
3670,5,1
3671,2,1
3672,28,1
3673,15,1
3674,302,2
3675,15,1
3676,43,2
3677,65,8
3678,127,3
3679,94,1
3680,19,1
3681,4,1
3682,3,1
3683,2,1
3684,25,1
3685,21,6
3686,34,1
3687,19,2
3688,92,1
3689,6,1
3690,7,1
3691,93,3
3692,51,3
3693,4,1
3694,141,1
3695,3,1
3696,16,1
3697,48,1
3698,2,1
3699,9,2
3700,77,1
3701,58,20
3702,14,1
3703,4,1
3704,61,1
3705,388,4
3706,2,1
3707,30,2
3708,26,6
3709,4,1
3710,13,1
3711,46,11
3712,4,1
3713,2,1
3714,10,1
3715,44,1
3716,40,3
3717,4,2
3718,22,8
3719,12,1
3720,4,1
3721,5,1
3722,36,3
3723,5,1
3724,3,1
3725,16,10
3726,22,1
3727,71,10
3728,3,1
3729,30,3
3730,17,1
3731,5,1
3732,35,1
3733,18,1
3734,23,3
3735,10,2
3736,11,6
3737,12,6
3738,3,1
3739,15,1
3740,4,2
3741,79,1
3742,31,2
3743,21,1
3744,12,5
3745,12,1
3746,665,1
3747,742,1
3748,14,7
3749,20,4
3750,5,1
3751,11,1
3752,14,1
3753,4,1
3754,4,1
3755,23,1
3756,3,2
3757,36,1
3758,14,3
3759,2,2
3760,92,10
3761,23,1
3762,73,1
3763,7,6
3764,179,6
3765,196,1
3766,27,7
3767,170,7
3768,5,1
3769,8,1
3770,51,3
3771,9,2
3772,24,1
3773,147,13
3774,167,3
3775,50,2
3776,4,3
3777,14,1
3778,81,56
3779,63,1
3780,349,2
3781,43,1
3782,18,1
3783,542,126
3784,13,3
3785,44,4
3786,34,10
3787,30,1
3788,56,1
3789,181,1
3790,9,7
3791,99,1
3792,3,1
3793,46,7
3794,2,1
3795,13,1
3796,58,3
3797,2,1
3798,3,2
3799,57,1
3800,5,1
3801,47,1
3802,2,1
3803,17,3
3804,42,3
3805,109,4
3806,30,2
3807,106,1
3808,13,1
3809,36,2
3810,5,1
3811,30,1
3812,10,1
3813,80,9
3814,2,1
3815,6,2
3816,7,1
3817,30,2
3818,42,4
3819,11,1
3820,3,2
3821,31,2
3822,31,2
3823,135,4
3824,17,5
3825,96,1
3826,4,1
3827,4,1
3828,97,10
3829,37,3
3830,3,1
3831,161,29
3832,175,4
3833,40,1
3834,7,1
3835,20,2
3836,19,3
3837,20,1
3838,42,6
3839,4,1
3840,116,18
3841,174,25
3842,137,1
3843,9,1
3844,141,2
3845,3,1
3846,32,8
3847,5,1
3848,2,1
3849,7,6
3850,156,1
3851,152,1
3852,116,1
3853,90,4
3854,4,1
3855,12,2
3856,3,1
3857,19,1
3858,6,1
3859,286,4
3860,28,1
3861,58,1
3862,44,6
3863,4,1
3864,72,2
3865,6,3
3866,33,3
3867,7,2
3868,7,2
3869,20,1
3870,4,2
3871,89,8
3872,28,3
3873,156,38
3874,10,1
3875,19,1
3876,2,2
3877,430,4
3878,250,1
3879,30,1
3880,93,3
3881,35,1
3882,390,55
3883,26,1
3884,28,1
3885,7,1
3886,157,1
3887,70,4
3888,7,1
3889,49,2
3890,42,1
3891,113,2
3892,27,1
3893,24,1
3894,6,2
3895,3,1
3896,4,2
3897,8,1
3898,5,1
3899,5,2
3900,12,1
3901,20,1
3902,6,5
3903,3,1
3904,2,1
3905,5,1
3906,26,1
3907,76,2
3908,18,1
3909,45,1
3910,38,1
3911,22,3
3912,62,9
3913,18,1
3914,13,3
3915,52,1
3916,5,1
3917,22,1
3918,3,2
3919,6,3
3920,108,40
3921,5,1
3922,29,1
3923,10,3
3924,4,2
3925,24,2
3926,12,2
3927,10,1
3928,179,20
3929,60,3
3930,64,1
3931,8,2
3932,2,2
3933,42,1
3934,62,2
3935,33,1
3936,2,1
3937,13,1
3938,20,1
3939,8,2
3940,106,4
3941,9,1
3942,117,1
3943,3,1
3944,2,1
3945,3,1
3946,15,1
3947,16,3
3948,8,1
3949,95,5
3950,13,8
3951,7,1
3952,7,1
3953,28,2
3954,16,2
3955,56,1
3956,4,1
3957,29,5
3958,6,2
3959,3,1
3960,23,3
3961,83,1
3962,32,3
3963,43,1
3964,108,1
3965,129,3
3966,5,1
3967,19,7
3968,4,2
3969,9,1
3970,27,5
3971,5,1
3972,8,1
3973,29,2
3974,18,3
3975,15,3
3976,49,7
3977,300,15
3978,7,1
3979,64,5
3980,5,4
3981,17,7
3982,2,1
3983,20,2
3984,13,1
3985,4,1
3986,48,7
3987,77,5
3988,5,1
3989,5,1
3990,3,2
3991,19,1
3992,3,1
3993,11,1
3994,2,2
3995,3,2
3996,2,1
3997,2,2
3998,10,4
3999,23,1
4000,43,1
4001,85,28
4002,34,9
4003,29,4
4004,35,6
4005,9,9
4006,2,2
4007,2,2
4008,4,1
4009,87,2
4010,7,2
4011,2,1
4012,23,1
4013,6,1
4014,3,1
4015,23,1
4016,71,5
4017,5,1
4018,5,1
4019,3,1
4020,4,2
4021,53,1
4022,133,2
4023,21,1
4024,6,1
4025,2,1
4026,106,12
4027,13,2
4028,35,1
4029,26,2
4030,10,1
4031,30,2
4032,177,3
4033,3,1
4034,98,2
4035,133,2
4036,293,1
4037,19,1
4038,90,1
4039,21,3
4040,8,2
4041,6,1
4042,32,2
4043,21,4
4044,3,1
4045,20,3
4046,51,3
4047,2,1
4048,27,2
4049,2,1
4050,43,13
4051,5,1
4052,38,4
4053,14,1
4054,78,1
4055,45,1
4056,3,1
4057,3,1
4058,2,1
4059,39,1
4060,150,2
4061,8,4
4062,20,2
4063,184,1
4064,24,1
4065,5,1
4066,18,1
4067,25,2
4068,4,1
4069,15,2
4070,20,1
4071,2,1
4072,13,2
4073,32,2
4074,9,1
4075,5,1
4076,48,1
4077,36,2
4078,15,2
4079,8,1
4080,19,1
4081,142,1
4082,81,18
4083,28,1
4084,42,4
4085,48,2
4086,15,2
4087,10,1
4088,5,1
4089,75,4
4090,31,1
4091,14,1
4092,62,1
4093,5,1
4094,173,8
4095,4,1
4096,30,1
4097,11,3
4098,8,2
4099,72,1
4100,5,1
4101,35,7
4102,278,191
4103,13,1
4104,48,1
4105,41,1
4106,152,8
4107,5,2
4108,9,5
4109,9,6
4110,7,3
4111,8,1
4112,172,8
4113,6,2
4114,29,2
4115,196,3
4116,2,2
4117,37,14
4118,71,6
