ann,db,grado,tramo
OG13983,omcl,5,2-5
OG63722,omcl,5,2-5
OG333,omcl,5,2-5
IP17844,ip,5,2-5
OG75325,omcl,5,2-5
OG75309,omcl,5,2-5
OG33295,omcl,5,2-5
IP1804,ip,5,2-5
OG23599,omcl,5,2-5
IP17946,ip,5,2-5
OG58172,omcl,5,2-5
OG58157,omcl,5,2-5
OG58162,omcl,5,2-5
OG58141,omcl,5,2-5
OG58138,omcl,5,2-5
OG63694,omcl,5,2-5
OG63690,omcl,5,2-5
OG33254,omcl,5,2-5
OG75287,omcl,5,2-5
OG37696,omcl,5,2-5
IP227,ip,5,2-5
OG55764,omcl,5,2-5
OG55781,omcl,5,2-5
OG55766,omcl,5,2-5
OG65306,omcl,5,2-5
OG33180,omcl,5,2-5
OG33219,omcl,5,2-5
OG33209,omcl,5,2-5
OG33198,omcl,5,2-5
OG23649,omcl,5,2-5
IP17762,ip,5,2-5
OG33237,omcl,5,2-5
OG33269,omcl,5,2-5
OG58204,omcl,5,2-5
OG58196,omcl,5,2-5
OG12948,omcl,5,2-5
OG58216,omcl,5,2-5
OG63642,omcl,5,2-5
OG10683,omcl,5,2-5
OG332,omcl,5,2-5
OG33179,omcl,5,2-5
OG21798,omcl,5,2-5
OG21800,omcl,5,2-5
OG37629,omcl,5,2-5
IP22663,ip,5,2-5
IP22612,ip,5,2-5
OG37652,omcl,5,2-5
OG12989,omcl,5,2-5
OG1298,omcl,5,2-5
OG23709,omcl,5,2-5
IP17600,ip,5,2-5
IP17571,ip,5,2-5
OG33150,omcl,5,2-5
OG2370,omcl,5,2-5
OG37794,omcl,5,2-5
OG2171,omcl,5,2-5
OG21661,omcl,5,2-5
OG10642,omcl,5,2-5
OG10694,omcl,5,2-5
OG58316,omcl,5,2-5
OG75424,omcl,5,2-5
OG33047,omcl,5,2-5
OG33103,omcl,5,2-5
OG33073,omcl,5,2-5
OG75382,omcl,5,2-5
IP22783,ip,5,2-5
IP22745,ip,5,2-5
OG32974,omcl,5,2-5
OG32967,omcl,5,2-5
OG33009,omcl,5,2-5
OG3301,omcl,5,2-5
OG23735,omcl,5,2-5
OG63664,omcl,5,2-5
OG65298,omcl,5,2-5
IP22736,ip,5,2-5
IP22739,ip,5,2-5
OG37714,omcl,5,2-5
OG37737,omcl,5,2-5
OG73266,omcl,5,2-5
OG73267,omcl,5,2-5
OG73256,omcl,5,2-5
OG37943,omcl,5,2-5
OG37935,omcl,5,2-5
OG37937,omcl,5,2-5
OG21654,omcl,5,2-5
OG37988,omcl,5,2-5
IP2300,ip,5,2-5
OG21629,omcl,5,2-5
OG38010,omcl,5,2-5
OG73210,omcl,5,2-5
IP9557,ip,5,2-5
OG55590,omcl,5,2-5
OG1407,omcl,5,2-5
IP9566,ip,5,2-5
OG14041,omcl,5,2-5
OG14046,omcl,5,2-5
IP22946,ip,5,2-5
OG55676,omcl,5,2-5
OG55668,omcl,5,2-5
OG73260,omcl,5,2-5
IP22864,ip,5,2-5
OG7326,omcl,5,2-5
OG37881,omcl,5,2-5
OG37871,omcl,5,2-5
OG73221,omcl,5,2-5
OG37810,omcl,5,2-5
OG37818,omcl,5,2-5
OG37822,omcl,5,2-5
IP9641,ip,5,2-5
IP9617,ip,5,2-5
OG65339,omcl,5,2-5
IP9626,ip,5,2-5
OG55675,omcl,5,2-5
OG32934,omcl,5,2-5
OG32937,omcl,5,2-5
OG32938,omcl,5,2-5
OG75483,omcl,5,2-5
IP17384,ip,5,2-5
IP17439,ip,5,2-5
OG5551,omcl,5,2-5
OG55532,omcl,5,2-5
OG58326,omcl,5,2-5
OG12921,omcl,5,2-5
OG58349,omcl,5,2-5
OG32929,omcl,5,2-5
OG23806,omcl,5,2-5
OG23767,omcl,5,2-5
OG32941,omcl,5,2-5
OG32945,omcl,5,2-5
IP17341,ip,5,2-5
IP17287,ip,5,2-5
OG63579,omcl,5,2-5
OG63564,omcl,5,2-5
OG10700,omcl,5,2-5
OG10670,omcl,5,2-5
OG10658,omcl,5,2-5
OG6362,omcl,5,2-5
IP23152,ip,5,2-5
OG21586,omcl,5,2-5
OG21579,omcl,5,2-5
OG38062,omcl,5,2-5
OG73201,omcl,5,2-5
OG73193,omcl,5,2-5
OG5552,omcl,5,2-5
OG32894,omcl,5,2-5
OG75545,omcl,5,2-5
OG32806,omcl,5,2-5
OG32790,omcl,5,2-5
OG32851,omcl,5,2-5
OG32832,omcl,5,2-5
OG32871,omcl,5,2-5
OG32900,omcl,5,2-5
OG38205,omcl,5,2-5
OG63484,omcl,5,2-5
OG63488,omcl,5,2-5
OG58454,omcl,5,2-5
OG63493,omcl,5,2-5
IP17155,ip,5,2-5
OG32733,omcl,5,2-5
OG32751,omcl,5,2-5
IP17158,ip,5,2-5
OG38098,omcl,5,2-5
OG38102,omcl,5,2-5
OG38132,omcl,5,2-5
OG73161,omcl,5,2-5
OG21564,omcl,5,2-5
IP23137,ip,5,2-5
OG58409,omcl,5,2-5
OG5838,omcl,5,2-5
OG55513,omcl,5,2-5
OG55580,omcl,5,2-5
OG38088,omcl,5,2-5
OG38080,omcl,5,2-5
IP2306,ip,5,2-5
IP23048,ip,5,2-5
OG38114,omcl,5,2-5
OG38107,omcl,5,2-5
OG21428,omcl,5,2-5
OG38372,omcl,5,2-5
OG14168,omcl,5,2-5
IP9334,ip,5,2-5
OG6542,omcl,5,2-5
OG14126,omcl,5,2-5
OG55392,omcl,5,2-5
OG55370,omcl,5,2-5
OG7310,omcl,5,2-5
IP23458,ip,5,2-5
OG73022,omcl,5,2-5
OG73000,omcl,5,2-5
OG72989,omcl,5,2-5
OG73023,omcl,5,2-5
OG21482,omcl,5,2-5
IP2339,ip,5,2-5
IP9454,ip,5,2-5
OG73148,omcl,5,2-5
OG3826,omcl,5,2-5
OG21486,omcl,5,2-5
OG38302,omcl,5,2-5
OG38288,omcl,5,2-5
OG38357,omcl,5,2-5
OG38345,omcl,5,2-5
OG55425,omcl,5,2-5
IP9413,ip,5,2-5
OG55441,omcl,5,2-5
OG55444,omcl,5,2-5
OG65386,omcl,5,2-5
IP9586,ip,5,2-5
IP9588,ip,5,2-5
OG55470,omcl,5,2-5
OG23961,omcl,5,2-5
OG23926,omcl,5,2-5
IP17051,ip,5,2-5
IP17025,ip,5,2-5
OG75595,omcl,5,2-5
OG32646,omcl,5,2-5
OG32642,omcl,5,2-5
OG32707,omcl,5,2-5
OG58485,omcl,5,2-5
OG58487,omcl,5,2-5
OG58473,omcl,5,2-5
OG58509,omcl,5,2-5
OG7563,omcl,5,2-5
OG75613,omcl,5,2-5
OG32586,omcl,5,2-5
OG2396,omcl,5,2-5
OG38476,omcl,5,2-5
OG7298,omcl,5,2-5
OG72971,omcl,5,2-5
OG21406,omcl,5,2-5
OG38482,omcl,5,2-5
IP23448,ip,5,2-5
OG12853,omcl,5,2-5
OG58493,omcl,5,2-5
OG65419,omcl,5,2-5
OG38427,omcl,5,2-5
OG21451,omcl,5,2-5
OG21453,omcl,5,2-5
OG21456,omcl,5,2-5
OG38444,omcl,5,2-5
OG38431,omcl,5,2-5
OG21403,omcl,5,2-5
OG1421,omcl,5,2-5
OG14201,omcl,5,2-5
OG55194,omcl,5,2-5
OG55189,omcl,5,2-5
OG55243,omcl,5,2-5
OG55239,omcl,5,2-5
OG55259,omcl,5,2-5
IP23641,ip,5,2-5
OG38592,omcl,5,2-5
IP23670,ip,5,2-5
OG21354,omcl,5,2-5
OG21342,omcl,5,2-5
OG38653,omcl,5,2-5
OG38634,omcl,5,2-5
OG38635,omcl,5,2-5
OG14208,omcl,5,2-5
OG55286,omcl,5,2-5
OG55274,omcl,5,2-5
OG55334,omcl,5,2-5
OG65439,omcl,5,2-5
OG14149,omcl,5,2-5
IP23515,ip,5,2-5
IP23492,ip,5,2-5
OG38590,omcl,5,2-5
OG32663,omcl,5,2-5
OG75563,omcl,5,2-5
OG3850,omcl,5,2-5
OG38504,omcl,5,2-5
OG38535,omcl,5,2-5
OG72946,omcl,5,2-5
IP9352,ip,5,2-5
OG55292,omcl,5,2-5
OG23990,omcl,5,2-5
OG32550,omcl,5,2-5
OG75608,omcl,5,2-5
OG12870,omcl,5,2-5
OG38787,omcl,5,2-5
OG2126,omcl,5,2-5
OG38820,omcl,5,2-5
IP23788,ip,5,2-5
OG128,omcl,5,2-5
OG325,omcl,5,2-5
IP16992,ip,5,2-5
OG75650,omcl,5,2-5
IP1688,ip,5,2-5
IP16863,ip,5,2-5
OG32528,omcl,5,2-5
OG23985,omcl,5,2-5
IP23843,ip,5,2-5
OG38764,omcl,5,2-5
IP23714,ip,5,2-5
IP16743,ip,5,2-5
OG12843,omcl,5,2-5
OG10726,omcl,5,2-5
OG58564,omcl,5,2-5
OG12796,omcl,5,2-5
IP23620,ip,5,2-5
OG38703,omcl,5,2-5
OG38695,omcl,5,2-5
OG38683,omcl,5,2-5
OG38687,omcl,5,2-5
OG38739,omcl,5,2-5
OG38740,omcl,5,2-5
OG72857,omcl,5,2-5
OG3893,omcl,5,2-5
OG3892,omcl,5,2-5
OG72740,omcl,5,2-5
OG72729,omcl,5,2-5
OG7273,omcl,5,2-5
IP9101,ip,5,2-5
OG6555,omcl,5,2-5
OG65542,omcl,5,2-5
IP23864,ip,5,2-5
OG7280,omcl,5,2-5
OG21253,omcl,5,2-5
OG38920,omcl,5,2-5
OG38923,omcl,5,2-5
OG3889,omcl,5,2-5
OG38890,omcl,5,2-5
OG38928,omcl,5,2-5
OG5516,omcl,5,2-5
OG55180,omcl,5,2-5
OG55168,omcl,5,2-5
OG3883,omcl,5,2-5
IP23809,ip,5,2-5
OG38867,omcl,5,2-5
OG21238,omcl,5,2-5
OG3888,omcl,5,2-5
OG72833,omcl,5,2-5
OG72823,omcl,5,2-5
OG72824,omcl,5,2-5
IP9191,ip,5,2-5
OG65510,omcl,5,2-5
OG14250,omcl,5,2-5
IP9185,ip,5,2-5
OG55167,omcl,5,2-5
OG72651,omcl,5,2-5
OG39059,omcl,5,2-5
OG39046,omcl,5,2-5
OG21116,omcl,5,2-5
OG39094,omcl,5,2-5
OG21134,omcl,5,2-5
OG21094,omcl,5,2-5
IP16692,ip,5,2-5
OG54998,omcl,5,2-5
OG65526,omcl,5,2-5
OG14267,omcl,5,2-5
OG55032,omcl,5,2-5
OG55020,omcl,5,2-5
IP24202,ip,5,2-5
IP24206,ip,5,2-5
OG72658,omcl,5,2-5
OG21158,omcl,5,2-5
OG21141,omcl,5,2-5
IP24184,ip,5,2-5
IP24198,ip,5,2-5
OG65562,omcl,5,2-5
OG65552,omcl,5,2-5
OG55013,omcl,5,2-5
OG55004,omcl,5,2-5
OG55066,omcl,5,2-5
OG5505,omcl,5,2-5
IP23964,ip,5,2-5
OG38942,omcl,5,2-5
OG21176,omcl,5,2-5
OG72707,omcl,5,2-5
OG21191,omcl,5,2-5
OG38992,omcl,5,2-5
IP24433,ip,5,2-5
OG72631,omcl,5,2-5
OG72634,omcl,5,2-5
OG72610,omcl,5,2-5
IP8973,ip,5,2-5
OG54958,omcl,5,2-5
IP9014,ip,5,2-5
OG54980,omcl,5,2-5
OG32382,omcl,5,2-5
OG32379,omcl,5,2-5
OG3243,omcl,5,2-5
OG32414,omcl,5,2-5
IP16874,ip,5,2-5
OG240,omcl,5,2-5
IP16753,ip,5,2-5
OG39161,omcl,5,2-5
OG63374,omcl,5,2-5
OG58593,omcl,5,2-5
OG58583,omcl,5,2-5
OG58635,omcl,5,2-5
OG58624,omcl,5,2-5
OG32388,omcl,5,2-5
OG32390,omcl,5,2-5
OG32392,omcl,5,2-5
OG32344,omcl,5,2-5
OG24041,omcl,5,2-5
OG24039,omcl,5,2-5
OG32365,omcl,5,2-5
OG32367,omcl,5,2-5
OG6334,omcl,5,2-5
OG1079,omcl,5,2-5
OG1078,omcl,5,2-5
OG21026,omcl,5,2-5
OG2103,omcl,5,2-5
OG21008,omcl,5,2-5
OG39367,omcl,5,2-5
OG39357,omcl,5,2-5
IP24492,ip,5,2-5
OG39387,omcl,5,2-5
OG39381,omcl,5,2-5
OG54896,omcl,5,2-5
OG14371,omcl,5,2-5
OG54929,omcl,5,2-5
OG65583,omcl,5,2-5
OG14314,omcl,5,2-5
OG21048,omcl,5,2-5
OG21052,omcl,5,2-5
OG21033,omcl,5,2-5
OG21078,omcl,5,2-5
OG39309,omcl,5,2-5
OG39301,omcl,5,2-5
IP8877,ip,5,2-5
IP8869,ip,5,2-5
OG6566,omcl,5,2-5
OG65649,omcl,5,2-5
OG65637,omcl,5,2-5
OG54972,omcl,5,2-5
OG54963,omcl,5,2-5
OG14296,omcl,5,2-5
OG3918,omcl,5,2-5
OG39207,omcl,5,2-5
OG39202,omcl,5,2-5
OG7259,omcl,5,2-5
IP24394,ip,5,2-5
OG7255,omcl,5,2-5
OG72555,omcl,5,2-5
IP24659,ip,5,2-5
IP8798,ip,5,2-5
IP880,ip,5,2-5
OG54843,omcl,5,2-5
OG1439,omcl,5,2-5
OG14383,omcl,5,2-5
OG241,omcl,5,2-5
IP16637,ip,5,2-5
IP16629,ip,5,2-5
OG32287,omcl,5,2-5
OG32283,omcl,5,2-5
OG24055,omcl,5,2-5
OG32302,omcl,5,2-5
IP16725,ip,5,2-5
OG58719,omcl,5,2-5
OG10815,omcl,5,2-5
OG10819,omcl,5,2-5
OG24128,omcl,5,2-5
IP16614,ip,5,2-5
OG75732,omcl,5,2-5
OG75725,omcl,5,2-5
OG75730,omcl,5,2-5
OG21018,omcl,5,2-5
OG58644,omcl,5,2-5
OG58645,omcl,5,2-5
OG5868,omcl,5,2-5
OG58681,omcl,5,2-5
OG58664,omcl,5,2-5
OG5874,omcl,5,2-5
OG58729,omcl,5,2-5
OG32120,omcl,5,2-5
OG32168,omcl,5,2-5
OG32169,omcl,5,2-5
OG32149,omcl,5,2-5
OG32148,omcl,5,2-5
OG3214,omcl,5,2-5
IP1646,ip,5,2-5
OG58659,omcl,5,2-5
OG63302,omcl,5,2-5
OG63331,omcl,5,2-5
OG63321,omcl,5,2-5
OG58783,omcl,5,2-5
OG58781,omcl,5,2-5
OG58767,omcl,5,2-5
OG58832,omcl,5,2-5
OG32130,omcl,5,2-5
OG72510,omcl,5,2-5
OG725,omcl,5,2-5
OG20965,omcl,5,2-5
OG54781,omcl,5,2-5
OG32101,omcl,5,2-5
OG32098,omcl,5,2-5
OG32086,omcl,5,2-5
OG63300,omcl,5,2-5
IP883,ip,5,2-5
OG5487,omcl,5,2-5
OG54860,omcl,5,2-5
OG65627,omcl,5,2-5
OG54891,omcl,5,2-5
OG39462,omcl,5,2-5
OG39436,omcl,5,2-5
OG20949,omcl,5,2-5
IP872,ip,5,2-5
OG54740,omcl,5,2-5
OG54711,omcl,5,2-5
OG54702,omcl,5,2-5
OG14412,omcl,5,2-5
OG14406,omcl,5,2-5
OG54745,omcl,5,2-5
OG54746,omcl,5,2-5
OG39607,omcl,5,2-5
OG20902,omcl,5,2-5
OG209,omcl,5,2-5
OG20901,omcl,5,2-5
OG7246,omcl,5,2-5
OG39652,omcl,5,2-5
OG39653,omcl,5,2-5
OG54706,omcl,5,2-5
OG20931,omcl,5,2-5
OG20938,omcl,5,2-5
OG39539,omcl,5,2-5
OG7249,omcl,5,2-5
OG72477,omcl,5,2-5
OG39589,omcl,5,2-5
OG3959,omcl,5,2-5
IP2478,ip,5,2-5
OG54752,omcl,5,2-5
OG14377,omcl,5,2-5
OG54821,omcl,5,2-5
OG65666,omcl,5,2-5
OG39514,omcl,5,2-5
OG39502,omcl,5,2-5
OG39506,omcl,5,2-5
IP24814,ip,5,2-5
OG3986,omcl,5,2-5
OG39850,omcl,5,2-5
OG39833,omcl,5,2-5
OG39829,omcl,5,2-5
OG20785,omcl,5,2-5
OG20773,omcl,5,2-5
OG2078,omcl,5,2-5
OG39866,omcl,5,2-5
OG54682,omcl,5,2-5
OG72436,omcl,5,2-5
IP24966,ip,5,2-5
OG39774,omcl,5,2-5
OG39754,omcl,5,2-5
OG20797,omcl,5,2-5
OG39830,omcl,5,2-5
OG39823,omcl,5,2-5
OG39672,omcl,5,2-5
OG39751,omcl,5,2-5
OG20831,omcl,5,2-5
OG20829,omcl,5,2-5
OG14472,omcl,5,2-5
IP8574,ip,5,2-5
OG65803,omcl,5,2-5
OG54666,omcl,5,2-5
OG6574,omcl,5,2-5
OG14418,omcl,5,2-5
OG1442,omcl,5,2-5
IP24879,ip,5,2-5
IP24869,ip,5,2-5
OG20865,omcl,5,2-5
OG39704,omcl,5,2-5
OG39698,omcl,5,2-5
OG7589,omcl,5,2-5
OG24141,omcl,5,2-5
OG39926,omcl,5,2-5
IP25143,ip,5,2-5
IP25144,ip,5,2-5
OG54607,omcl,5,2-5
OG54600,omcl,5,2-5
OG54602,omcl,5,2-5
OG75903,omcl,5,2-5
OG75893,omcl,5,2-5
IP16292,ip,5,2-5
IP16302,ip,5,2-5
OG75875,omcl,5,2-5
OG75866,omcl,5,2-5
OG75860,omcl,5,2-5
IP16382,ip,5,2-5
OG63236,omcl,5,2-5
OG31934,omcl,5,2-5
OG31935,omcl,5,2-5
OG31961,omcl,5,2-5
OG24202,omcl,5,2-5
IP16234,ip,5,2-5
OG75947,omcl,5,2-5
OG32046,omcl,5,2-5
OG2079,omcl,5,2-5
OG3991,omcl,5,2-5
OG20751,omcl,5,2-5
OG63221,omcl,5,2-5
OG12694,omcl,5,2-5
OG10805,omcl,5,2-5
OG63273,omcl,5,2-5
OG63235,omcl,5,2-5
OG31906,omcl,5,2-5
OG31884,omcl,5,2-5
OG12726,omcl,5,2-5
OG63217,omcl,5,2-5
OG14529,omcl,5,2-5
OG54520,omcl,5,2-5
OG54494,omcl,5,2-5
OG54559,omcl,5,2-5
OG75963,omcl,5,2-5
OG7596,omcl,5,2-5
IP16190,ip,5,2-5
IP16194,ip,5,2-5
IP16175,ip,5,2-5
OG31880,omcl,5,2-5
OG31866,omcl,5,2-5
OG24228,omcl,5,2-5
OG72332,omcl,5,2-5
OG12688,omcl,5,2-5
OG10804,omcl,5,2-5
OG58936,omcl,5,2-5
OG12647,omcl,5,2-5
OG10881,omcl,5,2-5
IP1617,ip,5,2-5
OG75974,omcl,5,2-5
OG54587,omcl,5,2-5
OG54653,omcl,5,2-5
OG65767,omcl,5,2-5
OG65766,omcl,5,2-5
OG39986,omcl,5,2-5
OG39982,omcl,5,2-5
OG39972,omcl,5,2-5
OG40026,omcl,5,2-5
OG40201,omcl,5,2-5
OG40193,omcl,5,2-5
OG40187,omcl,5,2-5
OG4023,omcl,5,2-5
OG40215,omcl,5,2-5
OG72232,omcl,5,2-5
OG72238,omcl,5,2-5
OG72253,omcl,5,2-5
IP835,ip,5,2-5
OG5442,omcl,5,2-5
OG54416,omcl,5,2-5
OG65840,omcl,5,2-5
IP8536,ip,5,2-5
OG54471,omcl,5,2-5
IP8406,ip,5,2-5
IP25385,ip,5,2-5
OG40081,omcl,5,2-5
OG40063,omcl,5,2-5
OG40065,omcl,5,2-5
OG20684,omcl,5,2-5
OG20686,omcl,5,2-5
IP25270,ip,5,2-5
IP25294,ip,5,2-5
OG40131,omcl,5,2-5
IP8489,ip,5,2-5
OG1449,omcl,5,2-5
IP25215,ip,5,2-5
OG40055,omcl,5,2-5
OG40053,omcl,5,2-5
OG40041,omcl,5,2-5
OG40032,omcl,5,2-5
OG20733,omcl,5,2-5
OG1270,omcl,5,2-5
OG65915,omcl,5,2-5
OG54326,omcl,5,2-5
OG5432,omcl,5,2-5
OG14590,omcl,5,2-5
IP8317,ip,5,2-5
OG54358,omcl,5,2-5
OG54359,omcl,5,2-5
IP16037,ip,5,2-5
IP16048,ip,5,2-5
OG31776,omcl,5,2-5
OG24291,omcl,5,2-5
IP1612,ip,5,2-5
OG24295,omcl,5,2-5
OG31826,omcl,5,2-5
OG31831,omcl,5,2-5
IP830,ip,5,2-5
OG31738,omcl,5,2-5
OG31711,omcl,5,2-5
OG63206,omcl,5,2-5
OG5900,omcl,5,2-5
OG59002,omcl,5,2-5
OG10896,omcl,5,2-5
IP16075,ip,5,2-5
OG72254,omcl,5,2-5
OG40256,omcl,5,2-5
OG40279,omcl,5,2-5
OG40276,omcl,5,2-5
OG72224,omcl,5,2-5
OG72217,omcl,5,2-5
OG72212,omcl,5,2-5
IP8290,ip,5,2-5
IP25911,ip,5,2-5
OG20510,omcl,5,2-5
OG405,omcl,5,2-5
OG72160,omcl,5,2-5
OG4053,omcl,5,2-5
OG40528,omcl,5,2-5
OG20499,omcl,5,2-5
OG20489,omcl,5,2-5
IP8218,ip,5,2-5
OG54253,omcl,5,2-5
OG54233,omcl,5,2-5
OG14619,omcl,5,2-5
OG54268,omcl,5,2-5
OG54270,omcl,5,2-5
OG72194,omcl,5,2-5
OG40482,omcl,5,2-5
OG20588,omcl,5,2-5
OG4038,omcl,5,2-5
OG20586,omcl,5,2-5
OG20538,omcl,5,2-5
OG20540,omcl,5,2-5
IP25830,ip,5,2-5
IP25831,ip,5,2-5
IP8217,ip,5,2-5
OG65894,omcl,5,2-5
OG65870,omcl,5,2-5
OG20612,omcl,5,2-5
IP25566,ip,5,2-5
OG40336,omcl,5,2-5
OG40337,omcl,5,2-5
OG20570,omcl,5,2-5
IP25627,ip,5,2-5
OG54190,omcl,5,2-5
OG54197,omcl,5,2-5
OG72139,omcl,5,2-5
OG7214,omcl,5,2-5
OG40561,omcl,5,2-5
OG40616,omcl,5,2-5
OG40603,omcl,5,2-5
OG40604,omcl,5,2-5
IP15932,ip,5,2-5
OG24353,omcl,5,2-5
IP15970,ip,5,2-5
IP1595,ip,5,2-5
IP15950,ip,5,2-5
OG31686,omcl,5,2-5
OG76016,omcl,5,2-5
OG24313,omcl,5,2-5
OG59070,omcl,5,2-5
OG59071,omcl,5,2-5
OG76087,omcl,5,2-5
OG24381,omcl,5,2-5
OG24387,omcl,5,2-5
OG31610,omcl,5,2-5
OG76035,omcl,5,2-5
OG31636,omcl,5,2-5
OG76079,omcl,5,2-5
IP15986,ip,5,2-5
IP15989,ip,5,2-5
OG24376,omcl,5,2-5
OG63102,omcl,5,2-5
OG10915,omcl,5,2-5
OG12622,omcl,5,2-5
OG63141,omcl,5,2-5
OG20427,omcl,5,2-5
IP26041,ip,5,2-5
IP26178,ip,5,2-5
OG40745,omcl,5,2-5
OG4077,omcl,5,2-5
IP2612,ip,5,2-5
OG40797,omcl,5,2-5
OG24424,omcl,5,2-5
OG54143,omcl,5,2-5
OG54133,omcl,5,2-5
OG54128,omcl,5,2-5
OG54117,omcl,5,2-5
OG65985,omcl,5,2-5
OG54164,omcl,5,2-5
IP26009,ip,5,2-5
OG72052,omcl,5,2-5
OG40646,omcl,5,2-5
OG40649,omcl,5,2-5
OG7203,omcl,5,2-5
OG72030,omcl,5,2-5
OG20429,omcl,5,2-5
IP8012,ip,5,2-5
OG6603,omcl,5,2-5
OG66024,omcl,5,2-5
OG72095,omcl,5,2-5
IP25960,ip,5,2-5
OG40641,omcl,5,2-5
OG20474,omcl,5,2-5
OG20468,omcl,5,2-5
OG40685,omcl,5,2-5
OG40675,omcl,5,2-5
OG40663,omcl,5,2-5
OG40816,omcl,5,2-5
IP26159,ip,5,2-5
IP26129,ip,5,2-5
OG14706,omcl,5,2-5
OG14708,omcl,5,2-5
OG14698,omcl,5,2-5
OG14676,omcl,5,2-5
OG14669,omcl,5,2-5
OG31439,omcl,5,2-5
OG31490,omcl,5,2-5
OG24404,omcl,5,2-5
IP15774,ip,5,2-5
OG2441,omcl,5,2-5
OG24410,omcl,5,2-5
OG7609,omcl,5,2-5
OG72004,omcl,5,2-5
OG5915,omcl,5,2-5
OG6306,omcl,5,2-5
OG63053,omcl,5,2-5
OG10942,omcl,5,2-5
OG31460,omcl,5,2-5
OG31454,omcl,5,2-5
OG31444,omcl,5,2-5
OG31446,omcl,5,2-5
OG31414,omcl,5,2-5
OG31415,omcl,5,2-5
OG31416,omcl,5,2-5
IP15702,ip,5,2-5
OG59103,omcl,5,2-5
OG59097,omcl,5,2-5
OG59142,omcl,5,2-5
OG59108,omcl,5,2-5
OG31367,omcl,5,2-5
OG31336,omcl,5,2-5
OG7612,omcl,5,2-5
OG31379,omcl,5,2-5
OG76130,omcl,5,2-5
IP1564,ip,5,2-5
OG76155,omcl,5,2-5
OG31396,omcl,5,2-5
OG59208,omcl,5,2-5
OG59205,omcl,5,2-5
OG31303,omcl,5,2-5
OG31287,omcl,5,2-5
OG31338,omcl,5,2-5
OG24499,omcl,5,2-5
OG24482,omcl,5,2-5
OG31375,omcl,5,2-5
OG31225,omcl,5,2-5
OG31241,omcl,5,2-5
OG31236,omcl,5,2-5
OG63088,omcl,5,2-5
OG63075,omcl,5,2-5
OG6308,omcl,5,2-5
OG12559,omcl,5,2-5
OG63095,omcl,5,2-5
OG40913,omcl,5,2-5
OG409,omcl,5,2-5
IP26228,ip,5,2-5
OG72,omcl,5,2-5
OG71961,omcl,5,2-5
OG71955,omcl,5,2-5
OG40925,omcl,5,2-5
OG31240,omcl,5,2-5
OG14763,omcl,5,2-5
OG53909,omcl,5,2-5
OG53941,omcl,5,2-5
OG66085,omcl,5,2-5
OG66074,omcl,5,2-5
OG7188,omcl,5,2-5
OG4117,omcl,5,2-5
OG2024,omcl,5,2-5
IP26441,ip,5,2-5
OG71905,omcl,5,2-5
OG41126,omcl,5,2-5
OG41146,omcl,5,2-5
OG20219,omcl,5,2-5
OG41141,omcl,5,2-5
OG41143,omcl,5,2-5
IP26519,ip,5,2-5
OG41011,omcl,5,2-5
OG20326,omcl,5,2-5
OG4105,omcl,5,2-5
OG20260,omcl,5,2-5
OG20248,omcl,5,2-5
OG41075,omcl,5,2-5
OG71907,omcl,5,2-5
OG20265,omcl,5,2-5
IP7906,ip,5,2-5
OG5400,omcl,5,2-5
OG53988,omcl,5,2-5
OG5398,omcl,5,2-5
OG1474,omcl,5,2-5
OG54041,omcl,5,2-5
OG54033,omcl,5,2-5
OG54053,omcl,5,2-5
OG31145,omcl,5,2-5
OG31138,omcl,5,2-5
OG31178,omcl,5,2-5
OG31162,omcl,5,2-5
OG24564,omcl,5,2-5
IP15484,ip,5,2-5
OG24562,omcl,5,2-5
IP15533,ip,5,2-5
OG62983,omcl,5,2-5
OG62978,omcl,5,2-5
OG12525,omcl,5,2-5
OG12507,omcl,5,2-5
IP15459,ip,5,2-5
IP15436,ip,5,2-5
IP1540,ip,5,2-5
