params,AUC01,AUC,YoudenCutOff,N_targets,alpha,beta,lambda_,gamma
4 3 2 1,0.8225615569216609,0.8791782547660274,0.6870494935798988,19241,0.9,1.0,0.5,0.8
3 3 1 1,0.8210028668561278,0.878757793804934,0.6877740938963348,19241,0.6,1.0,0.0,0.8
5 3 3 1,0.8193780505453904,0.8784117300092245,0.6837494412024228,19241,1.2,1.0,1.0,0.8
4 3 4 1,0.8178949333315195,0.8780043704357456,0.6832039555709486,19241,0.9,1.0,,0.8
4 3 4 2,0.816657427885551,0.8778759768371212,0.6829515666966843,19241,0.9,1.0,,1.0
4 3 4 3,0.8159300391883022,0.8777377571977855,0.6823816563354426,19241,0.9,1.0,,1.2
5 3 2 1,0.8155710681429067,0.8780425048318387,0.6799011893346094,19241,1.2,1.0,0.5,0.8
4 3 1 1,0.8138517857675915,0.8772208138750432,0.6812445494718222,19241,0.9,1.0,0.0,0.8
5 3 4 1,0.811896338230832,0.877029673987878,0.6791331672763645,19241,1.2,1.0,,0.8
5 3 4 2,0.8105171336879967,0.8769051172241977,0.6792661463606544,19241,1.2,1.0,,1.0
5 3 4 3,0.8093457544872324,0.8767081752939461,0.6788753506843743,19241,1.2,1.0,,1.2
5 3 1 1,0.8071824816084019,0.8761570279913955,0.6784601302783266,19241,1.2,1.0,0.0,0.8
3 2 3 1,0.7497849007709565,0.8672620280330392,0.6585621170944003,19241,0.6,0.5,1.0,0.8
2 2 3 1,0.7489158129768411,0.8668714195194392,0.6557411075969237,19241,0.3,0.5,1.0,0.8
4 2 3 1,0.7488874731574677,0.8672098096452603,0.6611945601915648,19241,0.9,0.5,1.0,0.8
5 2 3 1,0.7478200066277391,0.8670714028432445,0.6609638821882049,19241,1.2,0.5,1.0,0.8
2 2 2 1,0.7440489213297949,0.8663422170411434,0.6605174991959024,19241,0.3,0.5,0.5,0.8
3 2 2 1,0.7439450086587596,0.8666320384514498,0.6558889661142904,19241,0.6,0.5,0.5,0.8
4 2 2 1,0.7430948140775597,0.8667321704853623,0.6580899056522287,19241,0.9,0.5,0.5,0.8
5 2 2 1,0.7418100755993022,0.8665517456616393,0.6583612915385344,19241,1.2,0.5,0.5,0.8
3 2 4 1,0.7382487049647207,0.8652422619695447,0.6540272589342337,19241,0.6,0.5,,0.8
4 2 4 1,0.7377574814289164,0.8654380341330452,0.6568143919865923,19241,0.9,0.5,,0.8
5 2 4 1,0.7374929764480986,0.8656193947701695,0.6572377539692291,19241,1.2,0.5,,0.8
2 2 4 1,0.7361893447569255,0.8648209587763902,0.6565118435140316,19241,0.3,0.5,,0.8
3 2 4 2,0.7361704515440101,0.865008963688662,0.6537287344592977,19241,0.6,0.5,,1.0
5 2 4 2,0.7355375289113391,0.8653106699291617,0.6566569881725353,19241,1.2,0.5,,1.0
4 2 4 2,0.7354241696338457,0.8652132517541121,0.6562689063551181,19241,0.9,0.5,,1.0
3 2 4 3,0.7353013637498946,0.8648503433171837,0.6532076735575911,19241,0.6,0.5,,1.2
4 2 4 3,0.7346212080849348,0.8650703530477711,0.6561060748233347,19241,0.9,0.5,,1.2
5 2 4 3,0.7345172954138993,0.8650939355454776,0.6558618275256598,19241,1.2,0.5,,1.2
2 2 4 2,0.7329019257096197,0.8644001234899364,0.6548509618898417,19241,0.3,0.5,,1.0
3 2 1 1,0.7316644202636511,0.8642899314619623,0.6522578229555214,19241,0.6,0.5,0.0,0.8
2 2 4 3,0.7315605075926155,0.8642034155130349,0.6540775121138704,19241,0.3,0.5,,1.2
5 2 1 1,0.7312676627924245,0.8645675872980549,0.6552593508580613,19241,1.2,0.5,0.0,0.8
4 2 1 1,0.7308520121082823,0.8644182314792468,0.654803422569068,19241,0.9,0.5,0.0,0.8
2 2 1 1,0.7278857776805407,0.8635948092676597,0.6515699065244069,19241,0.3,0.5,0.0,0.8
5 1 3 1,0.6896081283136334,0.8542917478757737,0.6458165257347281,19241,1.2,0.0,1.0,0.8
4 1 3 1,0.6866825142936602,0.8530328916886764,0.6434418992295541,19241,0.9,0.0,1.0,0.8
5 1 2 1,0.683940164438968,0.8539767530849791,0.6481938660987652,19241,1.2,0.0,0.5,0.8
3 1 3 1,0.6812979486127281,0.8509974975413843,0.6643684649225787,19241,0.6,0.0,1.0,0.8
4 1 2 1,0.6806461327671416,0.8524572728656882,0.6469156385742658,19241,0.9,0.0,0.5,0.8
1 2 3 1,0.6787690920639815,0.8365046021899344,0.6358606877049371,19241,0.0,0.5,1.0,0.8
5 1 4 1,0.6780086402441305,0.8530214747651832,0.6468315089495111,19241,1.2,0.0,,0.8
5 1 4 2,0.6773946108243751,0.8528902737263557,0.6476402388907019,19241,1.2,0.0,,1.0
5 1 4 3,0.6763082510817309,0.8527579497114465,0.6480391761435711,19241,1.2,0.0,,1.2
4 1 4 1,0.6756658818426022,0.8514574498280022,0.6452873232564325,19241,0.9,0.0,,0.8
5 1 1 1,0.6743150171191403,0.8524031360604372,0.6498574615818185,19241,1.2,0.0,0.0,0.8
4 1 4 2,0.673984385893118,0.8512259295925815,0.6460580591735403,19241,0.9,0.0,,1.0
3 1 2 1,0.6731077408138365,0.8504058763092381,0.6635380241104838,19241,0.6,0.0,0.5,0.8
4 1 4 3,0.6728791329375583,0.851105677570546,0.646872216832457,19241,0.9,0.0,,1.2
4 1 1 1,0.6703946754391633,0.8507268135151294,0.6493228313857964,19241,0.9,0.0,0.0,0.8
2 1 3 1,0.6687150688109708,0.8471674940348912,0.6581890082914004,19241,0.3,0.0,1.0,0.8
3 1 4 1,0.6676268197470351,0.8491162318612457,0.6606993277397271,19241,0.6,0.0,,0.8
3 1 4 2,0.666105916107333,0.8488131219006445,0.6596490643597246,19241,0.6,0.0,,1.0
3 1 4 3,0.6647172649580401,0.8486028446294277,0.6593071181429795,19241,0.6,0.0,,1.2
3 1 1 1,0.6618266033819608,0.8483194335409185,0.6573287150318117,19241,0.6,0.0,0.0,0.8
2 1 2 1,0.6612739769041809,0.8460875653700752,0.6542050634804344,19241,0.3,0.0,0.5,0.8
1 2 2 1,0.6599325587871767,0.833262008755283,0.6267963991023304,19241,0.0,0.5,0.5,0.8
2 1 4 1,0.6547331465928169,0.8443609896451312,0.650902297244095,19241,0.3,0.0,,0.8
2 1 4 2,0.6528721651206351,0.8440488958758797,0.6495453678125671,19241,0.3,0.0,,1.0
2 1 4 3,0.6517952519844487,0.8438685646334967,0.6486253696579911,19241,0.3,0.0,,1.2
2 1 1 1,0.6481772017111206,0.8430606301336967,0.6476483804672908,19241,0.3,0.0,0.0,0.8
1 2 4 1,0.6470757273981439,0.8298254679932633,0.6189072113874265,19241,0.0,0.5,,0.8
1 2 4 2,0.6436843956798024,0.8289115526257942,0.6174824354843222,19241,0.0,0.5,,1.0
1 2 4 3,0.6412849576395274,0.8282865696459004,0.6161336476293835,19241,0.0,0.5,,1.2
1 2 1 1,0.6325402340415643,0.826401794665508,0.6104236885815135,19241,0.0,0.5,0.0,0.8
1 1 3 1,0.5739476574872102,0.7715511041615528,0.5000266238912598,19241,0.0,0.0,1.0,0.8
1 1 2 1,0.56620238485248,0.7667940371093062,0.4901753162183668,19241,0.0,0.0,0.5,0.8
1 1 4 1,0.5586668268811122,0.7627136099366914,0.4803891411581868,19241,0.0,0.0,,0.8
1 1 4 2,0.5565130006087393,0.7616955385376847,0.4799110340915886,19241,0.0,0.0,,1.0
1 1 4 3,0.5554360874725529,0.7613510656247571,0.4810690095940526,19241,0.0,0.0,,1.2
1 1 1 1,0.5504530025660762,0.7577556705379085,0.4662684655870062,19241,0.0,0.0,0.0,0.8
