params,AUC01,AUC,YoudenCutOff,N_targets,alpha,beta,lambda_,gamma
5 3 3 1,0.736462501282446,0.8406624459077463,0.6236521455397526,5495,1.2,1.0,1.0,0.8
3 3 3 1,0.735898225094901,0.839275958460235,0.6230739900457825,5495,0.6,1.0,1.0,0.8
4 3 3 1,0.7357238124551144,0.8398741429634105,0.6241108698518696,5495,0.9,1.0,1.0,0.8
2 3 3 1,0.7341489689135119,0.838509370276236,0.6280496416564532,5495,0.3,1.0,1.0,0.8
5 3 2 1,0.7316764132553606,0.8392791728162058,0.6204546470801433,5495,1.2,1.0,0.5,0.8
1 3 3 1,0.7313788858110188,0.8400802903263457,0.641681425322582,5495,0.0,1.0,1.0,0.8
4 3 2 1,0.7311429157689546,0.8384108966953135,0.6214589547457252,5495,0.9,1.0,0.5,0.8
3 3 2 1,0.7296552785472454,0.8373188728267918,0.6191164749743816,5495,0.6,1.0,0.5,0.8
2 3 2 1,0.7285010772545399,0.8363114793794779,0.6219152218612778,5495,0.3,1.0,0.5,0.8
5 3 4 1,0.7261670257515134,0.8381039614151568,0.618812468329665,5495,1.2,1.0,,0.8
4 3 4 1,0.7253360008207654,0.8369990944087778,0.6191870479454766,5495,0.9,1.0,,0.8
5 3 4 2,0.7252949625525803,0.8378707420319329,0.6184324600237692,5495,1.2,1.0,,1.0
1 3 2 1,0.724561403508772,0.837818298028514,0.621475669396774,5495,0.0,1.0,0.5,0.8
4 3 4 2,0.7240432953729353,0.8367239741097199,0.6186604650073066,5495,0.9,1.0,,1.0
5 3 4 3,0.7239612188365652,0.8376855951280078,0.6181555968294736,5495,1.2,1.0,,1.2
5 4 3 1,0.7237508977121166,0.8325685118546163,0.6183485724759412,5495,1.2,1.5,1.0,0.8
3 3 4 1,0.7237201190109777,0.8357604959079821,0.6173386646879568,5495,0.6,1.0,,0.8
4 3 4 3,0.7230891556376321,0.8365613848416972,0.6183021714617476,5495,0.9,1.0,,1.2
5 3 1 1,0.722514619883041,0.8375826357347523,0.6166247062257217,5495,1.2,1.0,0.0,0.8
3 3 4 2,0.7224633220478096,0.8354192027340025,0.616290927501701,5495,0.6,1.0,,1.0
3 3 4 3,0.7215604801477379,0.8352926999690136,0.6160520651379953,5495,0.6,1.0,,1.2
4 3 1 1,0.7213245101056736,0.8363875953288693,0.6172815777259131,5495,0.9,1.0,0.0,0.8
2 3 4 1,0.7207653637016518,0.834352807997089,0.6189647288005009,5495,0.3,1.0,,0.8
4 4 3 1,0.7205909510618652,0.831077136400267,0.6201047537181883,5495,0.9,1.5,1.0,0.8
3 3 1 1,0.719785575048733,0.8350516232711944,0.6147111786871913,5495,0.6,1.0,0.0,0.8
2 3 4 2,0.719144352108341,0.8339573422104798,0.6180364227960982,5495,0.3,1.0,,1.0
2 3 4 3,0.7181235251872371,0.8337311229802594,0.6176889866307076,5495,0.3,1.0,,1.2
2 3 1 1,0.7175387298655997,0.8333533004364237,0.6151456453262478,5495,0.3,1.0,0.0,0.8
5 4 2 1,0.7170873089155638,0.8309630624783657,0.6166168203390732,5495,1.2,1.5,0.5,0.8
1 3 4 1,0.7167230942854212,0.8353121003930515,0.6228599853682515,5495,0.0,1.0,,0.8
3 4 3 1,0.7149994870216477,0.8288276015175761,0.6072930451194147,5495,0.6,1.5,1.0,0.8
2 2 3 1,0.7144352108341029,0.8453038473555208,0.6166951077644982,5495,0.3,0.5,1.0,0.8
5 2 3 1,0.7144198214835334,0.8455957680217867,0.624477735013351,5495,1.2,0.5,1.0,0.8
4 2 3 1,0.7140094388016827,0.8454977944517931,0.6243230173459504,5495,0.9,0.5,1.0,0.8
1 3 4 2,0.7139837898840669,0.8346652291114363,0.6205826498779188,5495,0.0,1.0,,1.0
3 2 3 1,0.7138606750795118,0.8455334238019775,0.6238887221392124,5495,0.6,0.5,1.0,0.8
4 4 2 1,0.7127475120549913,0.8292796256832471,0.61658696254361,5495,0.9,1.5,0.5,0.8
5 4 4 1,0.712013953011183,0.8299481831531461,0.615226989961352,5495,1.2,1.5,,0.8
1 3 4 3,0.7119330164267068,0.8343069069938243,0.6177407306188263,5495,0.0,1.0,,1.2
5 4 4 2,0.7107725453985841,0.8296712628147445,0.6150994157443728,5495,1.2,1.5,,1.0
5 4 4 3,0.7097876269621423,0.8295256596322749,0.6147845517194876,5495,1.2,1.5,,1.2
1 3 1 1,0.7087668000410383,0.8333401572920094,0.6120541777555997,5495,0.0,1.0,0.0,0.8
5 4 1 1,0.7087411511234226,0.8293911995505046,0.6138128161944112,5495,1.2,1.5,0.0,0.8
4 2 2 1,0.7079101261926747,0.8438589872035774,0.6248604576642891,5495,0.9,0.5,0.5,0.8
3 2 2 1,0.7078896070585822,0.8437788711667554,0.6233621392010424,5495,0.6,0.5,0.5,0.8
5 2 2 1,0.7077870113881195,0.844013362006341,0.6258891944352498,5495,1.2,0.5,0.5,0.8
4 4 4 1,0.707012414076126,0.8279576539315789,0.6149149259976681,5495,0.9,1.5,,0.8
3 4 2 1,0.7068944290550939,0.8269961472015032,0.6044241538422197,5495,0.6,1.5,0.5,0.8
2 2 2 1,0.7062788550323177,0.8431370571385347,0.613025141835243,5495,0.3,0.5,0.5,0.8
4 4 4 2,0.7054273109674772,0.8277037055238493,0.6144806307909301,5495,0.9,1.5,,1.0
4 4 4 3,0.7049553708833488,0.8274861007676311,0.6140463355841921,5495,0.9,1.5,,1.2
