drug_id,especie,semilla,target_id,n_semilla,score,rank,frank,rG,rSS,clase,n_targets,archivo,grupo
270069,cele,no informativa,G5EF15,5,0.0,14093.5,0.5138924339106654,187940.0,14093.5,indirecta,27425.0,cele_pseudohuerfanas,3
270414,cele,no informativa,G5EF15,2,0.0,13797.0,0.503081130355515,185577.0,13797.0,indirecta,27425.0,cele_pseudohuerfanas,0
271168,cele,no informativa,Q9XUB2,17,0.0,14258.0,0.5198906107566089,189723.5,14258.0,indirecta,27425.0,cele_pseudohuerfanas,3
278234,cele,no informativa,G5EF15,5,0.0,14023.5,0.5113400182315405,187020.5,14023.5,indirecta,27425.0,cele_pseudohuerfanas,0
282011,cele,informativa,G5EF15,4,3.792806158903165e-05,17.5,0.0006381039197812,170.5,17.5,indirecta,27425.0,cele_pseudohuerfanas,3
284728,cele,no informativa,G5EF15,5,0.0,13841.0,0.5046855059252506,186282.5,13841.0,indirecta,27425.0,cele_pseudohuerfanas,0
287107,cele,no informativa,Q9XUB2,2,0.0,13729.0,0.5006016408386509,184660.5,13729.0,indirecta,27425.0,cele_pseudohuerfanas,3
290256,cele,no informativa,Q22993,3,0.0,13775.0,0.5022789425706472,185238.5,13775.0,indirecta,27425.0,cele_pseudohuerfanas,2
291096,cele,no informativa,Q17339,2,0.0,13737.5,0.5009115770282588,184620.0,13737.5,indirecta,27425.0,cele_pseudohuerfanas,1
300886,cele,no informativa,G5EF15,3,0.0,13741.0,0.5010391978122152,184657.5,13741.0,indirecta,27425.0,cele_pseudohuerfanas,2
301980,cele,no informativa,Q9XUB2,2,0.0,13933.5,0.5080583409298086,184725.0,13933.5,indirecta,27425.0,cele_pseudohuerfanas,0
304104,cele,no informativa,Q9XUB2,5,0.0,13716.5,0.5001458523245215,184373.0,13716.5,indirecta,27425.0,cele_pseudohuerfanas,3
305272,cele,no informativa,Q9XUB2,6,0.0,14291.0,0.5210938924339107,188793.5,14291.0,indirecta,27425.0,cele_pseudohuerfanas,2
309726,cele,no informativa,Q9XUB2,6,0.0,13983.5,0.5098814949863263,185463.0,13983.5,indirecta,27425.0,cele_pseudohuerfanas,1
311802,cele,no informativa,Q9XUB2,2,0.0,13975.5,0.5095897903372835,185326.5,13975.5,indirecta,27425.0,cele_pseudohuerfanas,3
315179,cele,no informativa,Q9XUB2,7,0.0,13839.5,0.5046308113035551,187093.0,13839.5,indirecta,27425.0,cele_pseudohuerfanas,2
