drug_id,especie,semilla,target_id,n_semilla,score,rank,frank,rG,rSS,clase,n_targets
4443,sp21,nula,350721,0,,,,,,sin semilla,
23948,sp21,nula,17574,0,,,,,,sin semilla,
39143,sp21,nula,84500,0,,,,,,sin semilla,
40147,sp21,nula,101757,0,,,,,,sin semilla,
41984,sp21,nula,376664,0,,,,,,sin semilla,
41987,sp21,no informativa,376664,2,0.0,10860.5,0.500161186331399,184323.5,10860.5,indirecta,21714.0
72963,sp21,no informativa,195148,6,0.0,10867.5,0.5004835589941973,184475.0,10867.5,indirecta,21714.0
73082,sp21,no informativa,387305,3,0.0,10859.0,0.5000921064750852,184397.5,10859.0,indirecta,21714.0
73646,sp21,nula,88106,0,,,,,,sin semilla,
76254,sp21,nula,102837,0,,,,,,sin semilla,
77910,sp21,nula,256986,0,,,,,,sin semilla,
79033,sp21,nula,35463,0,,,,,,sin semilla,
84112,sp21,nula,26858,0,,,,,,sin semilla,
87237,sp21,nula,71729,0,,,,,,sin semilla,
87553,sp21,nula,99019,0,,,,,,sin semilla,
90805,sp21,no informativa,147855,2,0.0,10874.0,0.5007829050382242,184347.5,10874.0,indirecta,21714.0
90865,sp21,nula,26858,0,,,,,,sin semilla,
90905,sp21,no informativa,169612,71,0.0,11531.5,0.5310629087224832,193377.5,11531.5,indirecta,21714.0
90910,sp21,nula,169612,0,,,,,,sin semilla,
90911,sp21,nula,169612,0,,,,,,sin semilla,
90917,sp21,nula,169612,0,,,,,,sin semilla,
90974,sp21,nula,169612,0,,,,,,sin semilla,
91003,sp21,nula,87111,0,,,,,,sin semilla,
91040,sp21,nula,269274,0,,,,,,sin semilla,
91041,sp21,no informativa,183775,20,0.0,11522.5,0.5306484295845998,193493.5,11522.5,indirecta,21714.0
91123,sp21,nula,376664,0,,,,,,sin semilla,
91132,sp21,nula,35463,0,,,,,,sin semilla,
91159,sp21,nula,376664,0,,,,,,sin semilla,
91258,sp21,nula,109000,0,,,,,,sin semilla,
91417,sp21,nula,297244,0,,,,,,sin semilla,
91461,sp21,nula,170346,0,,,,,,sin semilla,
91469,sp21,nula,169612,0,,,,,,sin semilla,
91555,sp21,nula,130133,0,,,,,,sin semilla,
91597,sp21,nula,218421,0,,,,,,sin semilla,
91604,sp21,nula,349827,0,,,,,,sin semilla,
91763,sp21,nula,151368,0,,,,,,sin semilla,
91776,sp21,informativa,228817,9,0.0026881720430107,23.5,0.001082251082251,230.5,23.5,indirecta,21714.0
91787,sp21,informativa,195462,1517,0.0666666666666666,327.0,0.0150594086764299,4783.5,327.0,directa,21714.0
91805,sp21,nula,344962,0,,,,,,sin semilla,
91841,sp21,nula,29424,0,,,,,,sin semilla,
91843,sp21,nula,87711,0,,,,,,sin semilla,
91895,sp21,nula,116431,0,,,,,,sin semilla,
92044,sp21,no informativa,308863,2,0.0,10857.5,0.5000230266187713,184277.5,10857.5,indirecta,21714.0
92082,sp21,no informativa,266255,7,0.0,10973.5,0.5053652021737128,186636.0,10973.5,indirecta,21714.0
92088,sp21,nula,322313,0,,,,,,sin semilla,
92178,sp21,nula,182304,0,,,,,,sin semilla,
92188,sp21,nula,291798,0,,,,,,sin semilla,
92198,sp21,nula,114137,0,,,,,,sin semilla,
92304,sp21,nula,201833,0,,,,,,sin semilla,
92515,sp21,nula,199018,0,,,,,,sin semilla,
92592,sp21,no informativa,169612,9,0.0,11067.0,0.5096711798839458,188930.0,11067.0,indirecta,21714.0
94736,sp21,informativa,259250,3,0.0118287740628166,9.0,0.0004144791378833,61.0,9.0,directa,21714.0
94913,sp21,informativa,259250,6,0.0118287740628166,11.0,0.0005065856129685,127.0,11.0,directa,21714.0
190294,sp21,nula,203757,0,,,,,,sin semilla,
237875,sp21,no informativa,105823,3,0.0,11021.5,0.5075757575757576,186629.0,11021.5,indirecta,21714.0
270198,sp21,no informativa,376664,3,0.0,11033.5,0.5081283964262687,186250.5,11033.5,indirecta,21714.0
271744,sp21,nula,381679,0,,,,,,sin semilla,
298260,sp21,nula,337630,0,,,,,,sin semilla,
338186,sp21,nula,381679,0,,,,,,sin semilla,
339019,sp21,nula,381679,0,,,,,,sin semilla,
362400,sp21,no informativa,44676,3,0.0,10878.0,0.5009671179883946,185340.5,10878.0,indirecta,21714.0
378750,sp21,no informativa,322313,2,0.0,10980.5,0.5056875748365111,185264.5,10980.5,indirecta,21714.0
420890,sp21,nula,113222,0,,,,,,sin semilla,
464562,sp21,no informativa,322313,3,0.0,10980.5,0.5056875748365111,187152.5,10980.5,indirecta,21714.0
465003,sp21,nula,235135,0,,,,,,sin semilla,
476380,sp21,no informativa,337630,4,0.0,11114.0,0.511835682048448,187256.0,11114.0,indirecta,21714.0
508226,sp21,nula,201833,0,,,,,,sin semilla,
520384,sp21,nula,376664,0,,,,,,sin semilla,
587537,sp21,nula,169612,0,,,,,,sin semilla,
589970,sp21,nula,58557,0,,,,,,sin semilla,
601827,sp21,nula,169612,0,,,,,,sin semilla,
643475,sp21,no informativa,341155,2,0.0,10872.5,0.5007138251819103,184554.0,10872.5,indirecta,21714.0
711651,sp21,nula,229182,0,,,,,,sin semilla,
730732,sp21,informativa,370623,17,0.0861830223878459,1.0,4.6053237542599246e-05,9.0,1.0,directa,21714.0
799883,sp21,nula,191600,0,,,,,,sin semilla,
800287,sp21,nula,385570,0,,,,,,sin semilla,
800331,sp21,no informativa,169612,5,0.0,10937.5,0.5037072856221793,184821.5,10937.5,indirecta,21714.0
801234,sp21,nula,376664,0,,,,,,sin semilla,
807292,sp21,no informativa,399711,3,0.0,10935.0,0.5035921525283228,185917.0,10935.0,indirecta,21714.0
813154,sp21,nula,135230,0,,,,,,sin semilla,
813641,sp21,no informativa,198842,15,0.0,10882.0,0.501151330938565,187317.5,10882.0,indirecta,21714.0
820454,sp21,nula,201833,0,,,,,,sin semilla,
820457,sp21,nula,201833,0,,,,,,sin semilla,
826545,sp21,informativa,102099,10,0.1176470588235294,2.0,9.210647508519848e-05,13.0,2.0,directa,21714.0
857389,sp21,no informativa,355472,3,0.0,10877.0,0.500921064750852,184996.5,10877.0,indirecta,21714.0
884573,sp21,nula,376664,0,,,,,,sin semilla,
916071,sp21,nula,132640,0,,,,,,sin semilla,
923381,sp21,informativa,298995,2,0.4770620726159657,1.0,4.6053237542599246e-05,3.5,1.0,directa,21714.0
927576,sp21,nula,259250,0,,,,,,sin semilla,
