l,rho,lambda,lambda_suave
497,162.0,0.0,0.0684747844591777
498,162.0,0.0,0.0667581532871632
499,162.0,0.0,0.0648703476148017
500,163.0,1.0,0.0628068210720686
501,163.0,0.0,0.0605630272889389
502,163.0,0.0,0.0581385577827184
503,163.0,0.0,0.0555495556200334
504,163.0,0.0,0.0528163017548407
505,163.0,0.0,0.0499590771410969
506,163.0,0.0,0.0469981627327589
507,163.0,0.0,0.0439538394837832
508,163.0,0.0,0.0408463883481267
509,163.0,0.0,0.037696090279746
510,163.0,0.0,0.0345232262325978
511,163.0,0.0,0.031348077160639
512,163.0,0.0,0.0281909240178261
513,163.0,0.0,0.025072047758116
514,163.0,0.0,0.0220117293354652
515,163.0,0.0,0.0190302497038306
516,163.0,0.0,0.0161478898171689
517,163.0,0.0,0.0133849306294367
518,163.0,0.0,0.0107616530945908
519,163.0,0.0,0.0082983381665879
520,163.0,0.0,0.0060152667993847
521,163.0,0.0,0.003932719946938
522,163.0,0.0,0.0020709785632044
523,163.0,0.0,0.0004503236021407
524,163.0,0.0,0.0
525,163.0,0.0,0.0
526,163.0,0.0,0.0
527,163.0,0.0,0.0
528,163.0,0.0,0.0
529,163.0,0.0,0.0
530,163.0,0.0,0.0
531,163.0,0.0,0.0
532,163.0,0.0,5.967537556909874e-05
533,163.0,0.0,0.0019653371088233
534,163.0,0.0,0.0043265268993136
535,163.0,0.0,0.0071202814062077
536,163.0,0.0,0.0103149884297157
537,163.0,0.0,0.0138790357700478
538,163.0,0.0,0.0177808112274141
539,163.0,0.0,0.0219887026020247
540,163.0,0.0,0.0264710976940896
541,163.0,0.0,0.031196384303819
542,163.0,0.0,0.036132950231423
543,163.0,0.0,0.0412491832771117
544,163.0,0.0,0.0465134712410952
545,163.0,0.0,0.0518942019235837
546,163.0,0.0,0.0573597631247871
547,163.0,0.0,0.0628785426449156
548,163.0,0.0,0.0684189282841795
549,163.0,0.0,0.0739493078427887
550,163.0,0.0,0.0794380691209533
551,163.0,0.0,0.0848535999188834
552,163.0,0.0,0.0901642880367893
553,164.0,1.0,0.0953385212748809
554,165.0,1.0,0.1003446874333683
555,166.0,1.0,0.1051511743124618
556,166.0,0.0,0.1097263697123713
557,166.0,0.0,0.1140386614333071
558,166.0,0.0,0.1180564372754791
559,166.0,0.0,0.1217480850390976
560,166.0,0.0,0.1250819925243726
561,166.0,0.0,0.1280265475315142
562,166.0,0.0,0.1305501378607325
563,166.0,0.0,0.1326211513122377
564,166.0,0.0,0.1342079756862398
565,166.0,0.0,0.135288167699094
566,166.0,0.0,0.1358759597317348
567,166.0,0.0,0.135994753081242
568,166.0,0.0,0.1356679490446953
569,166.0,0.0,0.1349189489191743
570,166.0,0.0,0.1337711540017587
571,166.0,0.0,0.1322479655895282
572,166.0,0.0,0.1303727849795624
573,166.0,0.0,0.128169013468941
574,166.0,0.0,0.1256600523547437
575,167.0,1.0,0.1228693029340502
576,167.0,0.0,0.11982016650394
577,167.0,0.0,0.1165360443614929
578,167.0,0.0,0.1130403378037886
579,167.0,0.0,0.1093564481279067
580,167.0,0.0,0.1055077766309269
581,167.0,0.0,0.1015177246099288
582,167.0,0.0,0.0974096933619922
583,167.0,0.0,0.0932070841841967
584,168.0,1.0,0.0889332983736219
585,168.0,0.0,0.0846117372273476
586,168.0,0.0,0.0802658020424533
587,168.0,0.0,0.0759188941160189
588,168.0,0.0,0.0715944147451239
589,168.0,0.0,0.0673157652268479
590,168.0,0.0,0.0631063468582708
591,168.0,0.0,0.0589895609364721
592,168.0,0.0,0.0549888087585315
593,168.0,0.0,0.0511274916215288
594,168.0,0.0,0.0474290108225434
595,168.0,0.0,0.0439167676586552
596,169.0,1.0,0.0406091324622856
597,169.0,0.0,0.0375043517072227
598,169.0,0.0,0.0345956409025969
599,169.0,0.0,0.0318762155575381
600,169.0,0.0,0.0293392911811764
601,169.0,0.0,0.0269780832826419
602,169.0,0.0,0.0247858073710646
603,169.0,0.0,0.0227556789555748
604,169.0,0.0,0.0208809135453023
605,169.0,0.0,0.0191547266493774
606,169.0,0.0,0.0175703337769301
607,169.0,0.0,0.0161209504370904
608,169.0,0.0,0.0147997921389886
609,169.0,0.0,0.0136000743917545
610,169.0,0.0,0.0125150127045184
611,169.0,0.0,0.0115378225864103
612,169.0,0.0,0.0106617195465603
613,169.0,0.0,0.0098799190940984
614,169.0,0.0,0.0091856367381548
615,169.0,0.0,0.0085720879878595
616,169.0,0.0,0.0080324883523426
617,169.0,0.0,0.0075600533407343
618,169.0,0.0,0.0071479984621644
619,169.0,0.0,0.0067895392257633
620,169.0,0.0,0.0064778911406608
621,169.0,0.0,0.0062062697159872
622,169.0,0.0,0.0059678904608724
623,169.0,0.0,0.0057559688844467
624,169.0,0.0,0.0055637204958399
625,169.0,0.0,0.0053843608041823
626,169.0,0.0,0.005211105318604
627,169.0,0.0,0.0050383226822739
628,169.0,0.0,0.004864994074517
629,169.0,0.0,0.0046912538086974
630,169.0,0.0,0.004517236198179
631,169.0,0.0,0.0043430755563257
632,169.0,0.0,0.0041689061965016
633,169.0,0.0,0.0039948624320705
634,169.0,0.0,0.0038210785763965
635,169.0,0.0,0.0036476889428436
636,169.0,0.0,0.0034748278447756
637,169.0,0.0,0.0033026295955565
638,169.0,0.0,0.0031312285085504
639,169.0,0.0,0.0029607588971211
640,169.0,0.0,0.0027913550746327
641,169.0,0.0,0.0026231513544492
642,169.0,0.0,0.0024562820499343
643,169.0,0.0,0.0022908814744523
644,169.0,0.0,0.0021270839413669
645,169.0,0.0,0.0019650237640422
646,169.0,0.0,0.0018048352558422
647,169.0,0.0,0.0016466527301307
648,169.0,0.0,0.0014906105002719
649,169.0,0.0,0.0013368428796295
650,169.0,0.0,0.0011854841815677
651,169.0,0.0,0.0010366687194503
652,169.0,0.0,0.0008905308066414
653,169.0,0.0,0.0007472047565049
654,169.0,0.0,0.0006068248824047
655,169.0,0.0,0.0004695254977049
656,169.0,0.0,0.0003354409157693
657,169.0,0.0,0.000204705449962
658,169.0,0.0,7.745341364704056e-05
659,169.0,0.0,0.0
660,169.0,0.0,0.0
661,169.0,0.0,0.0
662,169.0,0.0,0.0
663,169.0,0.0,0.0
664,169.0,0.0,0.0
665,169.0,0.0,0.0
666,169.0,0.0,0.0
667,169.0,0.0,0.0
668,169.0,0.0,0.0
669,169.0,0.0,0.0
670,169.0,0.0,0.0
671,169.0,0.0,0.0
672,169.0,0.0,0.0
673,169.0,0.0,0.0
674,169.0,0.0,0.0
675,169.0,0.0,0.0
676,169.0,0.0,0.0
677,169.0,0.0,0.0
678,169.0,0.0,0.0
679,169.0,0.0,0.0
680,169.0,0.0,0.0
681,169.0,0.0,0.0
682,169.0,0.0,0.0
683,169.0,0.0,0.0
684,169.0,0.0,0.0
685,169.0,0.0,0.0
686,169.0,0.0,0.0
687,169.0,0.0,0.0
688,169.0,0.0,0.0
689,169.0,0.0,0.0
690,169.0,0.0,0.0
691,169.0,0.0,0.0
692,169.0,0.0,0.0
693,169.0,0.0,0.0
694,169.0,0.0,0.0
695,169.0,0.0,0.0
696,169.0,0.0,0.0
697,169.0,0.0,0.0
698,169.0,0.0,0.0
699,169.0,0.0,0.0
700,169.0,0.0,0.0
701,169.0,0.0,0.0
702,169.0,0.0,0.0
703,169.0,0.0,0.0001343525006245
704,169.0,0.0,0.0003125309673986
705,169.0,0.0,0.0005005055917713
706,169.0,0.0,0.0006984106871066
707,169.0,0.0,0.0009063805667684
708,169.0,0.0,0.0011245495441207
709,169.0,0.0,0.0013530519325274
710,169.0,0.0,0.0015920220453526
711,169.0,0.0,0.0018415941959602
712,169.0,0.0,0.0021019026977142
713,169.0,0.0,0.0023730818639785
714,169.0,0.0,0.0026552660081171
715,169.0,0.0,0.0029485894434939
716,169.0,0.0,0.003253186483473
717,169.0,0.0,0.0035691914414183
718,169.0,0.0,0.0038967386306937
719,169.0,0.0,0.0042359623646633
720,169.0,0.0,0.0045869969566909
721,169.0,0.0,0.0049499767201406
722,169.0,0.0,0.0053250359683763
723,169.0,0.0,0.005712309014762
724,169.0,0.0,0.0061119301726617
725,169.0,0.0,0.0065240337554392
726,169.0,0.0,0.0069487540764587
727,169.0,0.0,0.007386225449084
728,169.0,0.0,0.0078365821866791
729,169.0,0.0,0.008299958602608
730,169.0,0.0,0.0087764890102346
731,169.0,0.0,0.009266307722923
732,169.0,0.0,0.009769549054037
733,169.0,0.0,0.0102863473169406
734,169.0,0.0,0.0108168368249979
735,169.0,0.0,0.0113611518915727
736,169.0,0.0,0.0119194268300291
737,169.0,0.0,0.012491795953731
738,169.0,0.0,0.0130783935760423
739,169.0,0.0,0.0136793540103271
740,169.0,0.0,0.0142948115699493
741,169.0,0.0,0.0149249005682729
742,170.0,1.0,0.0155697553186617
743,170.0,0.0,0.0162295101344799
744,170.0,0.0,0.0169042993290913
745,170.0,0.0,0.01759425721586
746,170.0,0.0,0.0182995181081498
747,170.0,0.0,0.0190202163193248
748,170.0,0.0,0.019756486162749
749,170.0,0.0,0.0205084619517862
