drug_id,especie,semilla,target_id,n_semilla,score,rank,frank,rG,rSS,clase,n_targets
35691,sp28,no informativa,90594,7,0.0,11184.5,0.5081092131564601,188370.5,11184.5,indirecta,22012.0
73222,sp28,nula,260701,0,,,,,,sin semilla,
86764,sp28,no informativa,307233,12,0.0,11047.5,0.50188533527167,184658.5,11047.5,indirecta,22012.0
91135,sp28,nula,8388,0,,,,,,sin semilla,
91228,sp28,nula,97100,0,,,,,,sin semilla,
91738,sp28,no informativa,253739,84,0.0,11390.0,0.5174450299836453,193614.0,11390.0,indirecta,22012.0
91763,sp28,nula,81237,0,,,,,,sin semilla,
91787,sp28,informativa,176554,1517,0.0691660822523893,240.5,0.0109258586225695,3449.5,240.5,indirecta,22012.0
92393,sp28,nula,336229,0,,,,,,sin semilla,
99665,sp28,nula,99905,0,,,,,,sin semilla,
100003,sp28,nula,97100,0,,,,,,sin semilla,
244355,sp28,no informativa,362273,2,0.0,11016.5,0.5004770125386153,184680.0,11016.5,indirecta,22012.0
353607,sp28,no informativa,354415,9,0.0,11025.5,0.500885880428857,187143.0,11025.5,indirecta,22012.0
365428,sp28,informativa,106633,10,0.0009005477301587,119.0,0.0054061421043067,1330.0,119.0,indirecta,22012.0
531040,sp28,informativa,354415,40,0.04044187243731,12.5,0.0005678720697801,178.5,12.5,indirecta,22012.0
810538,sp28,nula,71062,0,,,,,,sin semilla,
963187,sp28,informativa,226625,1366,0.1367967326340563,81.5,0.0037025258949663,1728.0,81.5,indirecta,22012.0
1009758,sp28,nula,99905,0,,,,,,sin semilla,
1076666,sp28,nula,387067,0,,,,,,sin semilla,
1282450,sp28,informativa,361341,1262,0.0647797310305142,220.5,0.0100172633109213,3225.0,220.5,indirecta,22012.0
1908147,sp28,informativa,352400,27,0.0080073899191602,24.0,0.0010903143739778,444.0,24.0,directa,22012.0
2320360,sp28,nula,306039,0,,,,,,sin semilla,
2365514,sp28,nula,231336,0,,,,,,sin semilla,
2376177,sp28,nula,387067,0,,,,,,sin semilla,
2376608,sp28,no informativa,330546,8,0.0,11142.5,0.5062011630019989,186731.0,11142.5,indirecta,22012.0
2378572,sp28,nula,306039,0,,,,,,sin semilla,
2379771,sp28,nula,71062,0,,,,,,sin semilla,
2379964,sp28,nula,71062,0,,,,,,sin semilla,
2381600,sp28,nula,306039,0,,,,,,sin semilla,
2381994,sp28,nula,71062,0,,,,,,sin semilla,
2382398,sp28,nula,8388,0,,,,,,sin semilla,
2385163,sp28,no informativa,296265,7,0.0,11009.0,0.5001362892967472,184387.0,11009.0,indirecta,22012.0
2385213,sp28,nula,296265,0,,,,,,sin semilla,
2385583,sp28,nula,71062,0,,,,,,sin semilla,
2387014,sp28,nula,75446,0,,,,,,sin semilla,
2387139,sp28,nula,387067,0,,,,,,sin semilla,
2387156,sp28,nula,387067,0,,,,,,sin semilla,
2387831,sp28,nula,71062,0,,,,,,sin semilla,
2388094,sp28,nula,71062,0,,,,,,sin semilla,
2390859,sp28,nula,71062,0,,,,,,sin semilla,
2391518,sp28,no informativa,379033,3,0.0,11020.0,0.5006360167181537,184961.5,11020.0,indirecta,22012.0
2394137,sp28,nula,90594,0,,,,,,sin semilla,
2397653,sp28,nula,90594,0,,,,,,sin semilla,
