ann,nombre
IPR038237,"Small ribosomal subunit protein eS4, central domain superfamily"
IPR013845,"Small ribosomal subunit protein eS4, central region"
IPR013843,"Small ribosomal subunit protein eS4, N-terminal"
IPR041982,"Small ribosomal subunit protein eS4, KOW domain"
IPR032277,"Small ribosomal subunit protein eS4, C-terminal domain"
IPR001925,"Porin, eukaryotic type"
IPR051616,Cul2-RING E3 ligase substrate-recognition
IPR019339,"CBF1-interacting co-repressor CIR, N-terminal domain"
IPR010643,Helical and beta-bridge domain
IPR001945,RAD3/XPD
IPR000631,ATP/ADP-dependent (S)-NAD(P)H-hydrate dehydratase
IPR004443,YjeF N-terminal domain
IPR036652,YjeF N-terminal domain superfamily
IPR030677,Bifunctional NAD(P)H-hydrate repair enzyme Nnr
IPR017953,"Carbohydrate kinase, predicted, conserved site"
IPR022088,Intraflagellar transport complex B protein 46
IPR039604,Nuclear segregation protein Bfr1
IPR004713,Calcium/proton exchanger
IPR004837,Sodium/calcium exchanger membrane region
IPR044880,"NCX, central ion-binding domain superfamily"
IPR016484,GTPase Der
IPR032859,"GTPase Der, C-terminal KH-domain-like"
IPR039192,"Glycogen synthase kinase 3, catalytic domain"
IPR000741,"Fructose-bisphosphate aldolase, class-I"
IPR029768,Fructose-bisphosphate aldolase class-I active site
IPR038587,Large ribosomal subunit protein eL40 superfamily
IPR050158,Ubiquitin and ubiquitin-like
IPR001975,Large ribosomal subunit protein eL40 domain
IPR019580,"Pre-mRNA-processing-splicing factor 8, U6-snRNA-binding"
IPR019582,"RNA recognition motif, spliceosomal PrP8"
IPR042516,"Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding domain superfamily"
IPR021983,PRP8 domain IV core
IPR012592,PROCN domain
IPR012591,PRO8NT domain
IPR043173,"Prp8 RNase domain IV, fingers region"
IPR012984,PROCT domain
IPR019581,"Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding"
IPR027652,Pre-mRNA-processing-splicing factor 8
IPR043172,"Prp8 RNase domain IV, palm region"
IPR056151,"DDB1- and CUL4-associated factor 12, beta-propeller domain"
IPR024055,"Translation initiation factor 2, alpha subunit, C-terminal"
IPR011488,"Translation initiation factor 2, alpha subunit"
IPR024054,"Translation initiation factor 2, alpha subunit, middle domain superfamily"
IPR003029,S1 domain
IPR044126,"IF2a, S1-like domain"
IPR000554,Small ribosomal subunit protein eS7
IPR006785,"Peroxisome membrane anchor protein Pex14p, N-terminal"
IPR025655,Peroxisomal membrane protein 14
IPR056173,"Sec20, C-terminal"
IPR039524,GPI ethanolamine phosphate transferase 3
IPR002591,Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase
IPR037675,"GPI ethanolamine phosphate transferase 3, N-terminal"
IPR044145,"Translation initiation factor IF-2, domain II"
IPR000178,"Translation initiation factor IF-2, bacterial-like"
IPR013805,"GrpE nucleotide exchange factor, coiled-coil"
IPR000740,GrpE nucleotide exchange factor
IPR009012,"GrpE nucleotide exchange factor, head"
IPR049316,"Glycine dehydrogenase, C-terminal domain"
IPR003437,Glycine dehydrogenase (decarboxylating)
IPR020581,Glycine cleavage system P protein
IPR049315,"Glycine cleavage system P-protein, N-terminal domain"
IPR022441,Parallel beta-helix repeat-2
IPR027156,AP-2 complex subunit sigma
IPR051872,Cytochrome b5/Flavoprotein Reductase
IPR034101,Sm-like protein Lsm4
IPR005124,Vacuolar (H+)-ATPase G subunit
IPR041534,"PP2A regulatory subunit B'', EF-hand domain"
IPR018609,Bud13
IPR050929,Phosphofructokinase type A
IPR022953,ATP-dependent 6-phosphofructokinase
IPR000023,Phosphofructokinase domain
IPR035966,Phosphofructokinase superfamily
IPR012004,Pyrophosphate-dependent phosphofructokinase TP0108-type
IPR014883,VRR-NUC domain
IPR033315,Fanconi-associated nuclease 1-like
IPR041389,Importin repeat 6
IPR041653,Importin repeat 4
IPR021852,Domain of unknown function DUF3456
IPR044121,"Snu114, GTP-binding domain"
IPR044595,F-box/kelch-repeat protein KMD1-4
IPR013744,Fusarinine C esterase SidJ
IPR026055,Fatty acyl-CoA reductase
IPR033640,"Fatty acyl-CoA reductase, C-terminal"
IPR013120,"Fatty acyl-CoA reductase-like, NAD-binding domain"
IPR010378,Trafficking protein particle complex subunit 13
IPR055427,"Trafficking protein particle complex subunit 13, N-terminal"
IPR007123,Gelsolin-like domain
IPR027235,Prefoldin subunit 2
IPR049163,"DNA helicase Pif1-like, 2B domain"
IPR022100,"WDHD1/CFT4, second beta-propeller"
IPR048591,"WDHD1/CFT4, helical bundle"
IPR000011,Ubiquitin/SUMO-activating enzyme E1-like
IPR042302,"Ubiquitin-activating enzyme E1, FCCH domain superfamily"
IPR042449,"Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 1"
IPR019572,"Ubiquitin-activating enzyme, SCCH domain"
IPR033127,"Ubiquitin-activating enzyme E1, Cys active site"
IPR013970,Replication factor A protein 3
IPR039697,Iron-type alcohol dehydrogenase-like
IPR056798,"Fe-containing alcohol dehydrogenase-like, C-terminal"
IPR000672,Tetrahydrofolate dehydrogenase/cyclohydrolase
IPR020867,"Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site"
IPR020631,"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain"
IPR020630,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain"
IPR056333,"BBS7, platform domain"
IPR056335,"BBS7, helical hairpin"
IPR056332,"BBS7, beta-propeller"
IPR006680,Amidohydrolase-related
IPR051607,Metallo-dependent Hydrolases
IPR014311,Guanine deaminase
IPR026569,Large ribosomal subunit protein bL28
IPR001514,"DNA-directed RNA polymerase, 30-40kDa subunit, conserved site"
IPR005294,"ATP synthase, F1 complex, alpha subunit"
IPR033732,"ATP synthase, F1 complex, alpha subunit nucleotide-binding domain"
IPR000793,"ATP synthase, alpha subunit, C-terminal"
IPR015399,"Domain of unknown function DUF1977, DnaJ-like"
IPR004540,Translation elongation factor EFG/EF2
IPR035649,"EFG, domain V"
IPR009022,"Elongation factor G, domain III"
IPR003226,MYG1 exonuclease
IPR038799,Protein LEKR1
IPR028034,"CCDC81, HU domain 1"
IPR036761,"Lipid/polyisoprenoid-binding, YceI-like superfamily"
IPR026051,Chitobiosyldiphosphodolichol beta-mannosyltransferase ALG1-like
IPR009068,"uS15/NS1, RNA-binding domain superfamily"
IPR000589,Small ribosomal subunit protein uS15
IPR009218,Predicted HD phosphohydrolase
IPR037893,"Calcyclin-binding Protein, CS domain"
IPR052289,Calcyclin-binding ubiquitin ligase bridge
IPR006746,26S proteasome non-ATPase regulatory subunit Rpn12
IPR020849,"Small GTPase, Ras-type"
IPR002680,Alternative oxidase
IPR038659,Alternative oxidase superfamily
IPR013518,"Potassium channel, inwardly rectifying, Kir, cytoplasmic"
IPR016449,"Potassium channel, inwardly rectifying, Kir"
IPR010347,Tyrosyl-DNA phosphodiesterase I
IPR016005,Phosphomevalonate kinase Erg8
IPR035102,Phosphomevalonate kinase
IPR033811,Proteasome beta 3 subunit
IPR034286,Cytosolic carboxypeptidase-like protein 5 catalytic domain
IPR028934,Vacuolar protein sorting protein 26 related
IPR021183,"N-terminal acetyltransferase A, auxiliary subunit"
IPR010301,Ribosomal RNA processing protein 1
IPR001441,Decaprenyl diphosphate synthase-like
IPR036424,Decaprenyl diphosphate synthase-like superfamily
IPR018520,"Di-trans-poly-cis-decaprenylcistransferase-like, conserved site"
IPR051681,Serine/Threonine Kinases and Pseudokinases
IPR003888,"FY-rich, N-terminal"
IPR003889,"FY-rich, C-terminal"
IPR002326,Cytochrome c1
IPR000715,"Glycosyl transferase, family 4"
IPR033895,UDP-GlcNAc-dolichyl-phosphate GlcNAc phosphotransferase
IPR025183,Domain of unknown function DUF4110
IPR052588,Kelch domain-containing protein
IPR018022,IPP transferase
IPR020428,"Atypical dual-specificity phosphatase Siw14-like, plant and fungi"
IPR022040,"Post-transcriptional regulator MKT1, N-terminal"
IPR022039,"Post-transcriptional regulator MKT1, C-terminal"
IPR053271,DDT domain-containing protein
IPR028941,WHIM2 domain
IPR007148,"Small-subunit processome, Utp12"
IPR027145,Periodic tryptophan protein 2
IPR033305,Hydrocephalus-inducing-like
IPR010678,U3 small nucleolar RNA-associated protein 25
IPR053939,"UTP25, C-terminal domain"
IPR053940,"UTP25, NTP hydrolase-like domain"
IPR030511,Tetratricopeptide repeat protein 26
IPR036551,Flavin prenyltransferase-like
IPR003382,Flavoprotein
IPR042201,"Formin, FH2 domain superfamily"
IPR015425,"Formin, FH2 domain"
IPR051412,Formin Homology Diaphanous subfamily
IPR045184,WD40 repeat-containing protein SMU1
IPR021867,S-adenosylmethionine-dependent methyltransferase Bmt2-like
IPR032297,Torus domain
IPR004567,Type II pantothenate kinase
IPR033877,Nitroreductase Frm2/Hbn1-like
IPR011184,DNA mismatch repair Msh2-type
IPR007861,"DNA mismatch repair protein MutS, clamp"
IPR033253,Cilia- and flagella-associated protein 45
IPR005570,"DNA-directed RNA polymerases I, II, and III subunit RPABC3"
IPR011419,"ATP12, ATP synthase F1-assembly protein"
IPR023335,ATP12 orthogonal Bundle domain superfamily
IPR042272,"ATP12, ATP synthase F1-assembly protein, N-terminal"
IPR013935,Trs120/TRAPPC9
IPR000456,Large ribosomal subunit protein bL17
IPR036373,Large ribosomal subunit protein bL17 superfamily
IPR013097,Stress responsive alpha+beta-barrel
IPR045098,Fyv10 family
IPR007823,Ribosomal RNA processing protein 8
IPR042036,"Ribosomal RNA-processing protein 8, N-terminal domain"
IPR007681,Ran-interacting Mog1 protein
IPR016123,"Mog1/PsbP, alpha/beta/alpha sandwich"
IPR025934,NudC N-terminal domain
IPR020617,"Thiolase, C-terminal"
IPR050521,3-ketoacyl-CoA Thiolase
IPR000704,"Casein kinase II, regulatory subunit"
IPR016149,"Casein kinase II, regulatory subunit, N-terminal"
IPR035991,Casein kinase II subunit beta-like
IPR004514,Glutamine-tRNA synthetase
IPR040346,GEX1/Brambleberry
IPR019379,"Gamma-secretase aspartyl protease complex, presenilin enhancer-2 subunit"
IPR010036,"Magnesium-dependent phosphatase-1, eukaryotic/archaeal-type"
IPR010033,"HAD-superfamily phosphatase, subfamily IIIC"
IPR050680,YpeA/RimI acetyltransferase
IPR005756,"Large ribosomal subunit protein uL24, eukaryota_archaea"
IPR040059,Pumilio homologue 3
IPR039769,18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23-like
IPR022238,"18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23, C-terminal"
IPR012110,Pyruvate decarboxylase/indolepyruvate decarboxylase-like
IPR012000,"Thiamine pyrophosphate enzyme, central domain"
IPR047213,"Pyruvate decarboxylase/indolepyruvate decarboxylase-like, pyrimidine-binding domain"
IPR047214,"Pyruvate decarboxylase/indolepyruvate decarboxylase-like, PP-binding domain"
IPR001787,Large ribosomal subunit protein bL21
IPR036164,Large ribosomal subunit protein bL21-like superfamily
IPR028909,Large ribosomal subunit protein bL21-like
IPR052898,Acyl-CoA dehydrogenase 10-like
IPR002575,Aminoglycoside phosphotransferase
IPR018983,"U3 small nucleolar RNA-associated protein 15, C-terminal"
IPR014731,"Electron transfer flavoprotein, alpha subunit, C-terminal"
IPR001308,Electron transfer flavoprotein alpha subunit/FixB
IPR033947,"Electron transfer flavoprotein, alpha subunit, N-terminal"
IPR045176,Protein transport protein Got1
IPR048565,"RRP4, S1 domain"
IPR051701,Mitochondrial Outer Membrane Translocase MSP1 Subfamily
IPR036860,SH2 domain superfamily
IPR028231,"Transcription elongation factor Spt6, YqgF domain"
IPR017072,Transcription elongation factor Spt6
IPR035019,"Spt6, SH2 domain, N terminus"
IPR035420,"Spt6, SH2 domain"
IPR001044,"XPG/Rad2 endonuclease, eukaryotes"
IPR039436,Asteroid domain
IPR052645,Pumilio domain-containing protein
IPR005301,MOB kinase activator family
IPR036703,MOB kinase activator superfamily
IPR028233,Cilia BBSome complex subunit 10
IPR049448,"ACAD9/ACADV-like, C-terminal domain"
IPR059006,"NTF2-like domain, kinetoplastea"
IPR045305,"PABP, RNA recognition motif 2"
IPR051016,Diverse Substrate Acetyltransferase
IPR034099,Small nuclear ribonucleoprotein Sm D3
IPR019531,Peroxisomal membrane protein 4
IPR007785,Anamorsin
IPR046408,"Anamorsin, C-terminal"
IPR051709,Ubiquitin ligases and GTPase regulators
IPR039659,Transcription elongation factor SPT5
IPR005100,NGN domain
IPR041973,"Spt5, KOW domain repeat 1"
IPR039385,"NGN domain, eukaryotic"
IPR057936,"Spt5, KOWx domain"
IPR036735,"NusG, N-terminal domain superfamily"
IPR028796,Tetratricopeptide repeat protein 8
IPR050299,YjjX NTPase
IPR002786,Inosine/xanthosine triphosphatase
IPR026533,Non-canonical purine NTP phosphatase/PRRC1
IPR005016,Serine incorporator/TMS membrane protein
IPR019787,"Zinc finger, PHD-finger"
IPR018314,"RsmB/NOL1/NOP2-like, conserved site"
IPR054728,"Ribosomal RNA small subunit methyltransferase B-like, ferredoxin-like domain"
IPR023273,"RNA (C5-cytosine) methyltransferase, NOP2"
IPR011023,Nop2p
IPR022192,"ATP-dependent RNA helicase SUV3, C-terminal domain"
IPR044774,"Suv3, DEXQ-box helicase domain"
IPR055206,"ATP-dependent RNA helicase SUV3, DEXQ-box helicase domain"
IPR041082,"Suv3, C-terminal domain 1"
IPR036947,POLO box domain superfamily
IPR033695,Second polo-box domain
IPR033701,First polo-box domain
IPR059029,FAM13A-like domain
IPR006687,"Small GTPase superfamily, SAR1-type"
IPR021827,Nucleoporin Nup186/Nup192/Nup205
IPR017084,"RNA editing complex, subunit MP18"
IPR029239,Cilia- and flagella-associated protein 418
IPR012932,Vitamin K epoxide reductase
IPR038354,VKOR domain superfamily
IPR042406,Vitamin K epoxide reductase complex subunit 1
IPR024586,"DnaJ-like protein C11, C-terminal"
IPR052243,Mitochondrial inner membrane organizing protein
IPR043967,Nuclear cap-binding complex subunit CBP30
IPR035531,"GTP binding protein 1-like, GTP-binding domain"
IPR049562,Solute carrier family 25 member 33/36-like
IPR016812,"Protein phosphatase methylesterase, eukaryotic"
IPR052587,TELO2-interacting protein 1 homolog
IPR011607,Methylglyoxal synthase-like domain
IPR006274,"Carbamoyl-phosphate synthase, small subunit"
IPR006275,"Carbamoyl-phosphate synthase, large subunit"
IPR036914,Methylglyoxal synthase-like domain superfamily
IPR035686,"Carbamoyl-phosphate synthase small subunit, GATase1 domain"
IPR036897,"Carbamoyl-phosphate synthetase, large subunit oligomerisation domain superfamily"
IPR058047,"Carbamoyl phosphate synthase, preATP-grasp domain"
IPR005483,"Carbamoyl phosphate synthase, CPSase domain"
IPR036480,"Carbamoyl-phosphate synthase small subunit, N-terminal domain superfamily"
IPR005480,"Carbamoyl-phosphate synthetase, large subunit oligomerisation domain"
IPR002474,"Carbamoyl-phosphate synthase small subunit, N-terminal domain"
IPR044189,Exportin 4/7-like
IPR050511,AMP-activated protein kinase gamma/SDS23 families
IPR037520,"Folliculin/SMCR8, longin domain"
IPR021713,Folliculin
IPR006773,Proteasomal ubiquitin receptor Rpn13/ADRM1
IPR038108,"RPN13, DEUBAD domain superfamily"
IPR044868,"Rpn13/ADRM1, Pru domain"
IPR038633,"Proteasomal ubiquitin receptor Rpn13/ADRM1, Pru domain superfamily"
IPR043155,"Vacuolar protein sorting-associated protein 33, domain 3b"
IPR051335,Alanyl-tRNA Editing Enzymes
IPR053848,"DNA polymerase IV/DNA polymerase iota-like, thumb domain"
IPR007705,"Vesicle transport v-SNARE, N-terminal"
IPR052415,Diphthine methyltransferase
IPR026705,HID1/Ecm30
IPR021891,Telomerase ribonucleoprotein complex - RNA-binding domain
IPR003545,Telomerase reverse transcriptase
IPR000477,Reverse transcriptase domain
IPR019452,Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
IPR001180,Citron homology (CNH) domain
IPR019453,Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated zinc finger domain
IPR028601,Cytosolic Fe-S cluster assembly factor NUBP1/Nbp35
IPR051182,Eukaryotic NMN adenylyltransferase
IPR045094,"Nicotinamide/nicotinate mononucleotide adenylyltransferase, eukaryotic"
IPR007249,"DOP1, N-terminal"
IPR040314,Protein DOP1
IPR060383,BIVM
IPR059255,"CFAP74, first Ig-like domain"
IPR056307,"CFAP74, third Ig-like domain"
IPR012674,Calycin
IPR045846,"DNA polymerase alpha catalytic subunit, catalytic domain"
IPR048395,"Glycosyl hydrolase family 31, C-terminal domain"
IPR025887,"Glycoside hydrolase family 31, N-terminal domain"
IPR033403,Domain of unknown function DUF5110
IPR045230,Zinc finger protein MBS1/2-like
IPR004277,Phosphatidyl serine synthase
IPR032817,"Mon2, C-terminal"
IPR021841,"Vacuolar protein 14, C-terminal Fig4-binding domain"
IPR026825,Vacuole morphology and inheritance protein 14
IPR014711,"DNA topoisomerase I, catalytic core, alpha-helical subdomain, eukaryotic-type"
IPR001631,DNA topoisomerase I
IPR008336,"DNA topoisomerase I, DNA binding, eukaryotic-type"
IPR013500,"DNA topoisomerase I, catalytic core, eukaryotic-type"
IPR013030,"DNA topoisomerase I, DNA binding, N-terminal domain 2"
IPR013034,"DNA topoisomerase I, DNA binding, N-terminal domain 1"
IPR036202,"DNA topoisomerase I, DNA binding, eukaryotic-type, N-terminal domain superfamily"
IPR013499,"DNA topoisomerase I, eukaryotic-type"
IPR005129,"SIMIBI class G3E GTPase, ArgK/MeaB"
IPR039653,Prenyltransferase
IPR006370,4-hydroxybenzoate polyprenyltransferase-like
IPR039891,von Willebrand factor A domain-containing protein 8
IPR017276,"Synthesis of cytochrome c oxidase, Sco1/Sco2"
IPR019083,"Small ribosomal subunit protein mS41, SAM domain"
IPR039603,Small ribosomal subunit protein mS41
IPR046351,U3 small nucleolar RNA-associated protein 4
IPR057418,"PH-like domain, kinetoplastida"
IPR000587,"Creatinase, N-terminal"
IPR000711,"ATPase, OSCP/delta subunit"
IPR000074,Apolipoprotein A/E
IPR026147,"Rab3GAP catalytic subunit, conserved domain"
IPR045700,Rab3GAP catalytic subunit
IPR025160,AATF leucine zipper-containing domain
IPR039223,Protein AATF/Bfr2
IPR012617,"Apoptosis-antagonizing transcription factor, C-terminal"
IPR046931,"DNA polymerase theta-like, helix-turn-helix domain"
IPR048960,"POLQ-like, helical domain"
IPR050846,TLC domain-containing
IPR011687,Ribosome biogenesis protein Nop53/GLTSCR2
IPR006297,Elongation factor 4
IPR035654,"Elongation factor 4, domain IV"
IPR038363,"LepA, C-terminal domain superfamily"
IPR013842,"GTP-binding protein LepA, C-terminal"
IPR056921,TARBP1 domain
IPR044748,"Trm3/ TARBP1, C-terminal"
IPR045330,TRM3/TARBP1
IPR039903,E3 ubiquitin-protein ligase Zswim2
IPR002937,Amine oxidase
IPR016903,Nucleolar complex-associated protein 3
IPR011078,Pyridoxal phosphate homeostasis protein
IPR001608,"Alanine racemase, N-terminal"
IPR044917,DNA-directed primase/polymerase protein
IPR050670,Signal Transducing Adapter Molecule
IPR005576,"RNA polymerase Rpb7-like , N-terminal"
IPR012577,NIPSNAP
IPR051557,NipSnap domain-containing protein
IPR018965,"Ubiquitin-activating enzyme E1, C-terminal"
IPR038252,"Ubiquitin-activating enzyme E1, C-terminal domain superfamily"
