AUC01,AUC,YoudenCutOff,N_targets,params,alpha,beta,lambda_,gamma
0.5736187925373893,0.7432666432918107,0.45219116114726443,16301,5 2 4 1,1.2,0.5,,0.8
0.5733009445667879,0.7429397199144845,0.4515728584316183,16301,5 2 4 2,1.2,0.5,,1.0
0.5732891133583493,0.7488015195365316,0.45488706104958787,16301,5 1 2 1,1.2,0.0,0.5,0.8
0.5732734149671899,0.7418720283882791,0.4503044461709891,16301,4 2 1 1,0.9,0.5,0.0,0.8
0.5729917335512094,0.7427120181481321,0.45148372206373066,16301,5 2 4 3,1.2,0.5,,1.2
0.5728992835599507,0.747685173498928,0.45477217105993484,16301,5 1 4 1,1.2,0.0,,0.8
0.5727048872484725,0.7473852139725377,0.4537100475500484,16301,5 1 4 2,1.2,0.0,,1.0
0.5725140099251023,0.7471917752303283,0.4535081502612015,16301,5 1 4 3,1.2,0.0,,1.2
0.572402047365273,0.7422532608855286,0.45124329536647645,16301,5 2 1 1,1.2,0.5,0.0,0.8
0.5721451458874308,0.7468262839591697,0.45238227701917544,16301,5 1 1 1,1.2,0.0,0.0,0.8
