AUC01,AUC,YoudenCutOff,N_targets,params,alpha,beta,lambda_,gamma
0.6636854421950156,0.7807992491825899,0.5528776343823365,27425,2 4 3 1,0.3,1.5,1.0,0.8
0.6621008213343338,0.7794851894717545,0.5416737912035718,27425,2 4 2 1,0.3,1.5,0.5,0.8
0.6610566203047517,0.7813087693517609,0.575220182116734,27425,3 4 3 1,0.6,1.5,1.0,0.8
0.6598170132345458,0.7800954763337209,0.5673465510456106,27425,3 4 2 1,0.6,1.5,0.5,0.8
0.6583676499926081,0.7842091397845987,0.538085738712698,27425,1 4 3 1,0.0,1.5,1.0,0.8
0.6577756307539064,0.7942330131761389,0.5835524976590807,27425,1 3 2 1,0.0,1.0,0.5,0.8
0.6571088076402785,0.7778221297701817,0.541214202029249,27425,2 4 4 1,0.3,1.5,,0.8
0.6565256427377926,0.7776778942475314,0.5420745746764557,27425,2 4 4 2,0.3,1.5,,1.0
0.6564914466806834,0.7829132602979444,0.5276147050441722,27425,1 4 2 1,0.0,1.5,0.5,0.8
0.6562758893921206,0.7813642578085034,0.566098060768907,27425,4 4 3 1,0.9,1.5,1.0,0.8
0.6558753070088422,0.777610084596202,0.5418167342932234,27425,2 4 4 3,0.3,1.5,,1.2
0.6553348871777427,0.7773223028485008,0.5409645039739084,27425,2 4 1 1,0.3,1.5,0.0,0.8
0.6553281700950961,0.7787130899983565,0.5630908276676303,27425,3 4 4 1,0.6,1.5,,0.8
0.6548936969766472,0.7876506088328745,0.5859427232467986,27425,2 3 3 1,0.3,1.0,1.0,0.8
0.6548243888966135,0.7785779445877967,0.562116462429942,27425,3 4 4 2,0.6,1.5,,1.0
0.6545080753683541,0.7803119588609959,0.5618124821886576,27425,4 4 2 1,0.9,1.5,0.5,0.8
0.6541001652585524,0.7784765747596021,0.5615627841333168,27425,3 4 4 3,0.6,1.5,,1.2
0.6539694874688854,0.7783291512355552,0.5606888409396245,27425,3 4 1 1,0.6,1.5,0.0,0.8
0.6535157790683126,0.7958138310578973,0.599237335287492,27425,1 3 3 1,0.0,1.0,1.0,0.8
0.6534831096208958,0.7857331983171659,0.576598044936603,27425,2 3 2 1,0.3,1.0,0.5,0.8
0.6532571713864248,0.7816701982398355,0.5680178407451133,27425,5 4 3 1,1.2,1.5,1.0,0.8
