AUC01,AUC,YoudenCutOff,N_targets,params,alpha,beta,lambda_,gamma
0.6443366587609078,0.8432903200003428,0.5803258995590586,22012,5 3 2 1,1.2,1.0,0.5,0.8
0.6434983474552021,0.843100773754344,0.58562348145175,22012,4 3 2 1,0.9,1.0,0.5,0.8
0.6433464429253711,0.8422434590832931,0.5832135159185994,22012,4 3 4 2,0.9,1.0,,1.0
0.6432392903524614,0.8420920506275594,0.5829638348048045,22012,4 3 4 3,0.9,1.0,,1.2
0.6431825625197445,0.8420748386285821,0.5905736809252486,22012,3 3 4 3,0.6,1.0,,1.2
0.6431699563346963,0.8423897967841415,0.5837698705743382,22012,4 3 4 1,0.9,1.0,,0.8
0.6430817130393588,0.8421359019444559,0.591089326703738,22012,3 3 4 2,0.6,1.0,,1.0
0.6429783423219635,0.8436547715803472,0.5820926648316722,22012,5 3 3 1,1.2,1.0,1.0,0.8
0.6428466076882098,0.8435984933430271,0.588201710344197,22012,4 3 3 1,0.9,1.0,1.0,0.8
0.6427602553206295,0.8417721645552805,0.5894962526407206,22012,3 3 1 1,0.6,1.0,0.0,0.8
0.6424201544549011,0.8420346296849133,0.6057770896152368,22012,2 3 4 2,0.3,1.0,,1.0
0.642377027295164,0.8431608372030571,0.5939932266141783,22012,3 3 2 1,0.6,1.0,0.5,0.8
0.6423316450289904,0.8418722941094968,0.6046888056301092,22012,2 3 4 3,0.3,1.0,,1.2
0.6423253419364664,0.8417342410222642,0.5817995609154782,22012,4 3 1 1,0.9,1.0,0.0,0.8
0.6422181893635566,0.8422370313658329,0.5917108155630753,22012,3 3 4 1,0.6,1.0,,0.8
0.6420536786486775,0.8421320453139796,0.6072073281692574,22012,2 3 4 1,0.3,1.0,,0.8
0.641487660940013,0.8488911116094576,0.6201124707717403,22012,1 3 1 1,0.0,1.0,0.0,0.8
0.6414870306307605,0.8426232657661197,0.5790802079152342,22012,5 3 4 1,1.2,1.0,,0.8
0.6414618182606642,0.8423770127683037,0.578214465792402,22012,5 3 4 2,1.2,1.0,,1.0
0.6413861811503749,0.8422399595482315,0.5775902630079148,22012,5 3 4 3,1.2,1.0,,1.2
0.6412223007447482,0.8431787633928636,0.6123692138044516,22012,2 3 2 1,0.3,1.0,0.5,0.8
0.6410269048765009,0.8419630677638543,0.5773053008671707,22012,5 3 1 1,1.2,1.0,0.0,0.8
0.6409960197231329,0.8495062441704173,0.6189210576309145,22012,1 3 4 3,0.0,1.0,,1.2
0.6409745892085509,0.8436889813210529,0.5987046006744818,22012,3 3 3 1,0.6,1.0,1.0,0.8
0.6409260553961154,0.8415167699148541,0.6034702532377842,22012,2 3 1 1,0.3,1.0,0.0,0.8
0.6401829207875236,0.849575699228531,0.6195556876015043,22012,1 3 4 2,0.0,1.0,,1.0
0.6401066533679818,0.849997357493933,0.6225301495658435,22012,1 3 4 1,0.0,1.0,,0.8
0.6397322496720501,0.8437797549754105,0.620055049829094,22012,2 3 3 1,0.3,1.0,1.0,0.8
0.6381747555093441,0.85214064417156,0.6309270339797712,22012,1 3 2 1,0.0,1.0,0.5,0.8
0.6360606982767597,0.8535847023181206,0.6436417733072606,22012,1 3 3 1,0.0,1.0,1.0,0.8
0.6351688106845991,0.8327511487759482,0.5659773772913028,22012,5 4 4 3,1.2,1.5,,1.2
0.6349482024462554,0.8325105021761394,0.5652717567523173,22012,5 4 1 1,1.2,1.5,0.0,0.8
0.6346078354499538,0.8327415786188406,0.5663030483092961,22012,5 4 4 2,1.2,1.5,,1.0
0.6338388581620131,0.8328254960412402,0.5664794534440425,22012,5 4 4 1,1.2,1.5,,0.8
0.6324773901768068,0.833671455078111,0.5679178337735129,22012,5 4 2 1,1.2,1.5,0.5,0.8
0.6323387221412765,0.8314496074093012,0.5688215708484443,22012,4 4 4 3,0.9,1.5,,1.2
0.631702109796342,0.8311965338890691,0.5680996667585592,22012,4 4 1 1,0.9,1.5,0.0,0.8
0.6314184706327574,0.8314628199396366,0.5692015203694365,22012,4 4 4 2,0.9,1.5,,1.0
0.6308259799354916,0.831502029016145,0.5696520319443272,22012,4 4 4 1,0.9,1.5,,0.8
0.6300828453268998,0.8470780310615874,0.5970111113809167,22012,5 2 2 1,1.2,0.5,0.5,0.8
0.6293705958716761,0.8480090502261842,0.6078505284297941,22012,4 2 2 1,0.9,0.5,0.5,0.8
0.6293699655624236,0.8323579867246209,0.5709174352550304,22012,4 4 2 1,0.9,1.5,0.5,0.8
0.6292823525763387,0.8461121593845389,0.5951520726532045,22012,5 2 4 1,1.2,0.5,,0.8
0.629139902685294,0.8342074552952249,0.5692340874712358,22012,5 4 3 1,1.2,1.5,1.0,0.8
0.628759195896838,0.849263312159956,0.611769436346314,22012,3 2 2 1,0.6,0.5,0.5,0.8
0.6287402866192657,0.8469526191520268,0.6054324211211939,22012,4 2 4 1,0.9,0.5,,0.8
0.6286488917776663,0.8481117508673847,0.5995839124230637,22012,5 2 3 1,1.2,0.5,1.0,0.8
0.6281099773668554,0.8457883452627007,0.5948969636891097,22012,5 2 4 2,1.2,0.5,,1.0
0.6280942196355451,0.8488160144437954,0.6115170413073692,22012,4 2 3 1,0.9,0.5,1.0,0.8
0.6279839155163733,0.8466448743238398,0.604941200669054,22012,4 2 4 2,0.9,0.5,,1.0
0.6272842722461978,0.8455261658093995,0.5948861079885099,22012,5 2 4 3,1.2,0.5,,1.2
0.6270479062765439,0.8501984022122775,0.6167847700234113,22012,3 2 3 1,0.6,0.5,1.0,0.8
0.6270006330826131,0.8463236312889859,0.6046860917049592,22012,4 2 4 3,0.9,0.5,,1.2
0.6268682681396069,0.847787722488298,0.609242772031716,22012,3 2 4 1,0.6,0.5,,0.8
0.62649512506218,0.8295548591401428,0.582307779109347,22012,3 4 4 3,0.6,1.5,,1.2
0.6264144454778715,0.8475718226007116,0.6086999870017269,22012,3 2 4 2,0.6,0.5,,1.0
0.6264068817668426,0.8292863590980055,0.5815044572649635,22012,3 4 1 1,0.6,1.5,0.0,0.8
0.625770269421908,0.8295922827395789,0.5825167513458926,22012,3 4 4 2,0.6,1.5,,1.0
0.6257211053002201,0.8473477809376754,0.6080052221633412,22012,3 2 4 3,0.6,0.5,,1.2
0.6256631168489983,0.8296921980365466,0.5827745742351373,22012,3 4 4 1,0.6,1.5,,0.8
0.6253013193381147,0.8330843902167284,0.5754035535278885,22012,4 4 3 1,0.9,1.5,1.0,0.8
0.6252987981011051,0.8509813696180364,0.6210630587650499,22012,2 2 2 1,0.3,0.5,0.5,0.8
0.6249017032720866,0.8455529479654846,0.6035109621150334,22012,4 2 1 1,0.9,0.5,0.0,0.8
0.6247126104963635,0.8447652669002547,0.5937896822279325,22012,5 2 1 1,1.2,0.5,0.0,0.8
0.6243772859740812,0.8307924804276002,0.5882404194871254,22012,3 4 2 1,0.6,1.5,0.5,0.8
0.6243722435000619,0.8495833410704006,0.6167479177766384,22012,2 2 4 2,0.3,0.5,,1.0
0.6241642414467665,0.8497271791033476,0.6177330726060681,22012,2 2 4 1,0.3,0.5,,0.8
0.6241075136140495,0.8466193062921639,0.6067323912680171,22012,3 2 1 1,0.6,0.5,0.0,0.8
0.6239675849600145,0.8267816561513968,0.5892461430124283,22012,2 4 4 3,0.3,1.5,,1.2
0.6238364806355131,0.8493297319070467,0.6157030565939097,22012,2 2 4 3,0.3,0.5,,1.2
0.6234885499281826,0.8263608192054483,0.5874061017607661,22012,2 4 1 1,0.3,1.5,0.0,0.8
0.6233013480802168,0.8519810939403765,0.628225107235753,22012,2 2 3 1,0.3,0.5,1.0,0.8
0.6228582406757722,0.826828435650692,0.5897400773897181,22012,2 4 4 2,0.3,1.5,,1.0
0.6225115705869465,0.8270008413167964,0.5908229335245458,22012,2 4 4 1,0.3,1.5,,0.8
0.6220085838035231,0.8485144830758198,0.6132632378841096,22012,2 2 1 1,0.3,0.5,0.0,0.8
0.6208160386979626,0.8282186080992097,0.5948965351746125,22012,2 4 2 1,0.3,1.5,0.5,0.8
0.6197602707001753,0.8315633065892674,0.5895485314093984,22012,3 4 3 1,0.6,1.5,1.0,0.8
0.6160225368333818,0.8292518279714265,0.599659473812765,22012,2 4 3 1,0.3,1.5,1.0,0.8
0.6098600032725656,0.8264840528329808,0.6019477412286653,22012,1 4 1 1,0.0,1.5,0.0,0.8
0.6096015764790774,0.8267263420716962,0.6053347198157959,22012,1 4 4 3,0.0,1.5,,1.2
0.6090973290771491,0.8269236729977303,0.6063144467949257,22012,1 4 4 2,0.0,1.5,,1.0
0.6084985352873592,0.8272192765818256,0.6067920976213159,22012,1 4 4 1,0.0,1.5,,0.8
0.6063050590889711,0.8291017764782679,0.6071476218159586,22012,1 4 2 1,0.0,1.5,0.5,0.8
0.6018241906135859,0.830841223951675,0.6095901544509088,22012,1 4 3 1,0.0,1.5,1.0,0.8
0.5865625126849737,0.8427125039101948,0.6065315608069213,22012,5 1 3 1,1.2,0.0,1.0,0.8
0.5863040858914854,0.8437367963970501,0.6080552155213665,22012,4 1 3 1,0.9,0.0,1.0,0.8
0.585667473546551,0.8418340134810661,0.6032287138994392,22012,5 1 2 1,1.2,0.0,0.5,0.8
0.5853838343829664,0.8428925871277101,0.604179730407246,22012,4 1 2 1,0.9,0.0,0.5,0.8
0.5844950983370677,0.8419305720811378,0.6020113042124404,22012,4 1 4 1,0.9,0.0,,0.8
0.5842631445321806,0.8447066675427407,0.6168603314131123,22012,3 1 3 1,0.6,0.0,1.0,0.8
0.5841673375258143,0.8409949820952358,0.6021757109412607,22012,5 1 4 1,1.2,0.0,,0.8
0.5841169127856215,0.8408202195993959,0.6014890878783246,22012,5 1 4 2,1.2,0.0,,1.0
0.5838521828996092,0.840696128942869,0.6013995283483764,22012,5 1 4 3,1.2,0.0,,1.2
0.5838282311480175,0.8435078625268357,0.6125289068738011,22012,3 1 2 1,0.6,0.0,0.5,0.8
0.5837803276448343,0.8416221844812045,0.6012215519938064,22012,4 1 4 2,0.9,0.0,,1.0
0.5835282039438702,0.8414598846153295,0.6008660277991638,22012,4 1 4 3,0.9,0.0,,1.2
0.5827617478929392,0.8402006233457554,0.6008133205159885,22012,5 1 1 1,1.2,0.0,0.0,0.8
0.582604800889089,0.8408879605995203,0.6000464224038806,22012,4 1 1 1,0.9,0.0,0.0,0.8
0.5825739157357209,0.8424215068569461,0.6094811689304134,22012,3 1 4 1,0.6,0.0,,0.8
0.5820784926633263,0.8421878236177194,0.6080780696278922,22012,3 1 4 2,0.6,0.0,,1.0
0.5820532802932299,0.8420638757993579,0.6076411276787512,22012,3 1 4 3,0.6,0.0,,1.2
0.5810920586833042,0.8414158190411843,0.6053939976545972,22012,3 1 1 1,0.6,0.0,0.0,0.8
0.5804705737604275,0.8467896050953231,0.6555636179764688,22012,2 1 3 1,0.3,0.0,1.0,0.8
0.5804081731444389,0.845646435544992,0.6557373091860652,22012,2 1 2 1,0.3,0.0,0.5,0.8
0.5793618597854377,0.8445018733225442,0.6508875249431147,22012,2 1 4 1,0.3,0.0,,0.8
0.5791601608246664,0.8440923920107757,0.6485209822123632,22012,2 1 4 3,0.3,0.0,,1.2
0.5788639154760334,0.8442823310617303,0.6496689725507896,22012,2 1 4 2,0.3,0.0,,1.0
0.5781737268446442,0.8430972385097408,0.6441976994485019,22012,2 1 1 1,0.3,0.0,0.0,0.8
0.5711331724952203,0.8482425192081624,0.6634914218539536,22012,1 2 3 1,0.0,0.5,1.0,0.8
0.566079352909394,0.8444811974980466,0.6794682992116763,22012,1 2 2 1,0.0,0.5,0.5,0.8
