params,AUC01,AUC,YoudenCutOff,N_targets,alpha,beta,lambda_,gamma
5 3 2 1,0.6443366587609078,0.8432903200003428,0.5803258995590586,22012,1.2,1.0,0.5,0.8
4 3 2 1,0.6434983474552021,0.843100773754344,0.58562348145175,22012,0.9,1.0,0.5,0.8
4 3 4 2,0.6433464429253711,0.842243459083293,0.5832135159185994,22012,0.9,1.0,,1.0
4 3 4 3,0.6432392903524614,0.8420920506275594,0.5829638348048045,22012,0.9,1.0,,1.2
3 3 4 3,0.6431825625197445,0.8420748386285822,0.5905736809252486,22012,0.6,1.0,,1.2
4 3 4 1,0.6431699563346963,0.8423897967841416,0.5837698705743382,22012,0.9,1.0,,0.8
3 3 4 2,0.6430817130393588,0.842135901944456,0.591089326703738,22012,0.6,1.0,,1.0
5 3 3 1,0.6429783423219635,0.8436547715803471,0.5820926648316722,22012,1.2,1.0,1.0,0.8
4 3 3 1,0.6428466076882098,0.8435984933430273,0.588201710344197,22012,0.9,1.0,1.0,0.8
3 3 1 1,0.6427602553206295,0.8417721645552805,0.5894962526407206,22012,0.6,1.0,0.0,0.8
2 3 4 2,0.6424201544549011,0.8420346296849133,0.6057770896152368,22012,0.3,1.0,,1.0
3 3 2 1,0.642377027295164,0.8431608372030571,0.5939932266141783,22012,0.6,1.0,0.5,0.8
2 3 4 3,0.6423316450289904,0.8418722941094969,0.6046888056301092,22012,0.3,1.0,,1.2
4 3 1 1,0.6423253419364664,0.841734241022264,0.5817995609154782,22012,0.9,1.0,0.0,0.8
3 3 4 1,0.6422181893635566,0.8422370313658328,0.5917108155630753,22012,0.6,1.0,,0.8
2 3 4 1,0.6420536786486775,0.8421320453139797,0.6072073281692574,22012,0.3,1.0,,0.8
1 3 1 1,0.641487660940013,0.8488911116094576,0.6201124707717403,22012,0.0,1.0,0.0,0.8
5 3 4 1,0.6414870306307605,0.8426232657661196,0.5790802079152342,22012,1.2,1.0,,0.8
5 3 4 2,0.6414618182606642,0.8423770127683036,0.578214465792402,22012,1.2,1.0,,1.0
5 3 4 3,0.6413861811503749,0.8422399595482314,0.5775902630079148,22012,1.2,1.0,,1.2
2 3 2 1,0.6412223007447482,0.8431787633928635,0.6123692138044516,22012,0.3,1.0,0.5,0.8
5 3 1 1,0.6410269048765009,0.8419630677638542,0.5773053008671707,22012,1.2,1.0,0.0,0.8
1 3 4 3,0.6409960197231329,0.8495062441704173,0.6189210576309145,22012,0.0,1.0,,1.2
3 3 3 1,0.6409745892085509,0.8436889813210531,0.5987046006744818,22012,0.6,1.0,1.0,0.8
2 3 1 1,0.6409260553961154,0.8415167699148541,0.6034702532377842,22012,0.3,1.0,0.0,0.8
1 3 4 2,0.6401829207875236,0.8495756992285309,0.6195556876015043,22012,0.0,1.0,,1.0
1 3 4 1,0.6401066533679818,0.849997357493933,0.6225301495658435,22012,0.0,1.0,,0.8
2 3 3 1,0.6397322496720501,0.8437797549754104,0.620055049829094,22012,0.3,1.0,1.0,0.8
1 3 2 1,0.6381747555093441,0.8521406441715601,0.6309270339797712,22012,0.0,1.0,0.5,0.8
