params,AUC01,AUC,YoudenCutOff,N_targets,alpha,beta,lambda_,gamma
1 3 3 1,0.6360606982767597,0.8535847023181206,0.6436417733072606,22012,0.0,1.0,1.0,0.8
5 4 4 3,0.6351688106845991,0.8327511487759481,0.5659773772913028,22012,1.2,1.5,,1.2
5 4 1 1,0.6349482024462554,0.8325105021761394,0.5652717567523173,22012,1.2,1.5,0.0,0.8
5 4 4 2,0.6346078354499538,0.8327415786188406,0.5663030483092961,22012,1.2,1.5,,1.0
5 4 4 1,0.6338388581620131,0.8328254960412402,0.5664794534440425,22012,1.2,1.5,,0.8
5 4 2 1,0.6324773901768068,0.833671455078111,0.5679178337735129,22012,1.2,1.5,0.5,0.8
4 4 4 3,0.6323387221412765,0.8314496074093012,0.5688215708484443,22012,0.9,1.5,,1.2
4 4 1 1,0.631702109796342,0.8311965338890689,0.5680996667585592,22012,0.9,1.5,0.0,0.8
4 4 4 2,0.6314184706327574,0.8314628199396364,0.5692015203694365,22012,0.9,1.5,,1.0
4 4 4 1,0.6308259799354916,0.8315020290161449,0.5696520319443272,22012,0.9,1.5,,0.8
5 2 2 1,0.6300828453268998,0.8470780310615873,0.5970111113809167,22012,1.2,0.5,0.5,0.8
4 2 2 1,0.6293705958716761,0.8480090502261841,0.6078505284297941,22012,0.9,0.5,0.5,0.8
4 4 2 1,0.6293699655624236,0.832357986724621,0.5709174352550304,22012,0.9,1.5,0.5,0.8
5 2 4 1,0.6292823525763387,0.8461121593845388,0.5951520726532045,22012,1.2,0.5,,0.8
5 4 3 1,0.629139902685294,0.834207455295225,0.5692340874712358,22012,1.2,1.5,1.0,0.8
3 2 2 1,0.628759195896838,0.8492633121599559,0.611769436346314,22012,0.6,0.5,0.5,0.8
4 2 4 1,0.6287402866192657,0.846952619152027,0.6054324211211939,22012,0.9,0.5,,0.8
5 2 3 1,0.6286488917776663,0.8481117508673847,0.5995839124230637,22012,1.2,0.5,1.0,0.8
5 2 4 2,0.6281099773668554,0.8457883452627007,0.5948969636891097,22012,1.2,0.5,,1.0
4 2 3 1,0.6280942196355451,0.8488160144437953,0.6115170413073692,22012,0.9,0.5,1.0,0.8
4 2 4 2,0.6279839155163733,0.8466448743238398,0.604941200669054,22012,0.9,0.5,,1.0
5 2 4 3,0.6272842722461978,0.8455261658093997,0.5948861079885099,22012,1.2,0.5,,1.2
3 2 3 1,0.6270479062765439,0.8501984022122774,0.6167847700234113,22012,0.6,0.5,1.0,0.8
4 2 4 3,0.6270006330826131,0.8463236312889858,0.6046860917049592,22012,0.9,0.5,,1.2
3 2 4 1,0.6268682681396069,0.8477877224882979,0.609242772031716,22012,0.6,0.5,,0.8
3 4 4 3,0.62649512506218,0.8295548591401428,0.582307779109347,22012,0.6,1.5,,1.2
3 2 4 2,0.6264144454778715,0.8475718226007116,0.6086999870017269,22012,0.6,0.5,,1.0
3 4 1 1,0.6264068817668426,0.8292863590980054,0.5815044572649635,22012,0.6,1.5,0.0,0.8
3 4 4 2,0.625770269421908,0.8295922827395787,0.5825167513458926,22012,0.6,1.5,,1.0
3 2 4 3,0.6257211053002201,0.8473477809376755,0.6080052221633412,22012,0.6,0.5,,1.2
3 4 4 1,0.6256631168489983,0.8296921980365464,0.5827745742351373,22012,0.6,1.5,,0.8
4 4 3 1,0.6253013193381147,0.8330843902167284,0.5754035535278885,22012,0.9,1.5,1.0,0.8
2 2 2 1,0.6252987981011051,0.8509813696180365,0.6210630587650499,22012,0.3,0.5,0.5,0.8
4 2 1 1,0.6249017032720866,0.8455529479654844,0.6035109621150334,22012,0.9,0.5,0.0,0.8
5 2 1 1,0.6247126104963635,0.8447652669002547,0.5937896822279325,22012,1.2,0.5,0.0,0.8
3 4 2 1,0.6243772859740812,0.8307924804276002,0.5882404194871254,22012,0.6,1.5,0.5,0.8
2 2 4 2,0.6243722435000619,0.8495833410704007,0.6167479177766384,22012,0.3,0.5,,1.0
2 2 4 1,0.6241642414467665,0.8497271791033476,0.6177330726060681,22012,0.3,0.5,,0.8
3 2 1 1,0.6241075136140495,0.8466193062921638,0.6067323912680171,22012,0.6,0.5,0.0,0.8
2 4 4 3,0.6239675849600145,0.8267816561513969,0.5892461430124283,22012,0.3,1.5,,1.2
2 2 4 3,0.6238364806355131,0.8493297319070466,0.6157030565939097,22012,0.3,0.5,,1.2
2 4 1 1,0.6234885499281826,0.8263608192054482,0.5874061017607661,22012,0.3,1.5,0.0,0.8
2 2 3 1,0.6233013480802168,0.8519810939403765,0.628225107235753,22012,0.3,0.5,1.0,0.8
2 4 4 2,0.6228582406757722,0.8268284356506921,0.5897400773897181,22012,0.3,1.5,,1.0
2 4 4 1,0.6225115705869465,0.8270008413167965,0.5908229335245458,22012,0.3,1.5,,0.8
2 2 1 1,0.6220085838035231,0.8485144830758198,0.6132632378841096,22012,0.3,0.5,0.0,0.8
2 4 2 1,0.6208160386979626,0.8282186080992096,0.5948965351746125,22012,0.3,1.5,0.5,0.8
3 4 3 1,0.6197602707001753,0.8315633065892675,0.5895485314093984,22012,0.6,1.5,1.0,0.8
2 4 3 1,0.6160225368333818,0.8292518279714267,0.599659473812765,22012,0.3,1.5,1.0,0.8
1 4 1 1,0.6098600032725656,0.8264840528329808,0.6019477412286653,22012,0.0,1.5,0.0,0.8
1 4 4 3,0.6096015764790774,0.8267263420716963,0.6053347198157959,22012,0.0,1.5,,1.2
1 4 4 2,0.6090973290771491,0.8269236729977304,0.6063144467949257,22012,0.0,1.5,,1.0
1 4 4 1,0.6084985352873592,0.8272192765818255,0.6067920976213159,22012,0.0,1.5,,0.8
1 4 2 1,0.6063050590889711,0.829101776478268,0.6071476218159586,22012,0.0,1.5,0.5,0.8
1 4 3 1,0.6018241906135859,0.830841223951675,0.6095901544509088,22012,0.0,1.5,1.0,0.8
5 1 3 1,0.5865625126849737,0.8427125039101946,0.6065315608069213,22012,1.2,0.0,1.0,0.8
4 1 3 1,0.5863040858914854,0.8437367963970501,0.6080552155213665,22012,0.9,0.0,1.0,0.8
5 1 2 1,0.585667473546551,0.8418340134810661,0.6032287138994392,22012,1.2,0.0,0.5,0.8
4 1 2 1,0.5853838343829664,0.8428925871277101,0.604179730407246,22012,0.9,0.0,0.5,0.8
4 1 4 1,0.5844950983370677,0.8419305720811378,0.6020113042124404,22012,0.9,0.0,,0.8
3 1 3 1,0.5842631445321806,0.8447066675427408,0.6168603314131123,22012,0.6,0.0,1.0,0.8
5 1 4 1,0.5841673375258143,0.8409949820952358,0.6021757109412607,22012,1.2,0.0,,0.8
5 1 4 2,0.5841169127856215,0.8408202195993959,0.6014890878783246,22012,1.2,0.0,,1.0
5 1 4 3,0.5838521828996092,0.840696128942869,0.6013995283483764,22012,1.2,0.0,,1.2
3 1 2 1,0.5838282311480175,0.8435078625268355,0.6125289068738011,22012,0.6,0.0,0.5,0.8
4 1 4 2,0.5837803276448343,0.8416221844812047,0.6012215519938064,22012,0.9,0.0,,1.0
4 1 4 3,0.5835282039438702,0.8414598846153296,0.6008660277991638,22012,0.9,0.0,,1.2
5 1 1 1,0.5827617478929392,0.8402006233457553,0.6008133205159885,22012,1.2,0.0,0.0,0.8
4 1 1 1,0.582604800889089,0.8408879605995203,0.6000464224038806,22012,0.9,0.0,0.0,0.8
3 1 4 1,0.5825739157357209,0.8424215068569458,0.6094811689304134,22012,0.6,0.0,,0.8
3 1 4 2,0.5820784926633263,0.8421878236177195,0.6080780696278922,22012,0.6,0.0,,1.0
3 1 4 3,0.5820532802932299,0.842063875799358,0.6076411276787512,22012,0.6,0.0,,1.2
3 1 1 1,0.5810920586833042,0.8414158190411846,0.6053939976545972,22012,0.6,0.0,0.0,0.8
2 1 3 1,0.5804705737604275,0.8467896050953231,0.6555636179764688,22012,0.3,0.0,1.0,0.8
2 1 2 1,0.5804081731444389,0.8456464355449917,0.6557373091860652,22012,0.3,0.0,0.5,0.8
2 1 4 1,0.5793618597854377,0.8445018733225442,0.6508875249431147,22012,0.3,0.0,,0.8
2 1 4 3,0.5791601608246664,0.8440923920107757,0.6485209822123632,22012,0.3,0.0,,1.2
2 1 4 2,0.5788639154760334,0.8442823310617302,0.6496689725507896,22012,0.3,0.0,,1.0
2 1 1 1,0.5781737268446442,0.8430972385097408,0.6441976994485019,22012,0.3,0.0,0.0,0.8
1 2 3 1,0.5711331724952203,0.8482425192081624,0.6634914218539536,22012,0.0,0.5,1.0,0.8
1 2 2 1,0.566079352909394,0.8444811974980467,0.6794682992116763,22012,0.0,0.5,0.5,0.8
1 2 4 1,0.5583776041541918,0.8418638666577154,0.6708135919085034,22012,0.0,0.5,,0.8
1 2 4 2,0.5568138068989616,0.8413017984753453,0.6682787858184556,22012,0.0,0.5,,1.0
1 2 4 3,0.5560826481661657,0.840828682760719,0.6657005569260084,22012,0.0,0.5,,1.2
1 2 1 1,0.5520234565806429,0.8386274037877826,0.6598059115003294,22012,0.0,0.5,0.0,0.8
1 1 3 1,0.5101015882028295,0.8134563193747115,0.6091554979124201,22012,0.0,0.0,1.0,0.8
1 1 4 3,0.5098998892420582,0.8037979596996399,0.6061907489433547,22012,0.0,0.0,,1.2
1 1 4 2,0.5096792810037145,0.8043762043042852,0.6055122676558686,22012,0.0,0.0,,1.0
1 1 4 1,0.5094964913205156,0.8053556813166252,0.601498372359101,22012,0.0,0.0,,0.8
1 1 1 1,0.5091876397868345,0.8006685897445054,0.6040277505988492,22012,0.0,0.0,0.0,0.8
1 1 2 1,0.5083808439437492,0.8090867927546769,0.6000285676331574,22012,0.0,0.0,0.5,0.8
