target_id,score,druggable,de_la_especie
63287,0.9814814814814814,0,False
159988,0.9814814814814814,0,False
123472,0.9814814814814814,0,False
202992,0.9814814814814814,0,False
145682,0.9814814814814814,0,False
264274,0.9814814814814814,0,False
258436,0.9765313067826715,0,False
171518,0.976190476190476,0,False
224785,0.976190476190476,0,False
108478,0.976190476190476,0,False
198653,0.976190476190476,0,False
34744,0.976190476190476,0,False
235192,0.976190476190476,0,False
98481,0.9760207242605032,0,False
364943,0.9751474393053339,0,False
51621,0.973627477737207,0,False
134358,0.973627477737207,0,False
4136,0.973627477737207,0,False
252134,0.973627477737207,0,False
274784,0.973627477737207,0,False
247206,0.973627477737207,0,False
393937,0.973627477737207,0,False
163629,0.973627477737207,0,False
294092,0.973627477737207,0,False
754,0.973627477737207,0,False
255904,0.973627477737207,0,False
298710,0.973627477737207,0,False
331181,0.973627477737207,0,False
338674,0.973627477737207,0,False
294041,0.973627477737207,0,False
106512,0.973627477737207,0,False
378179,0.9718389851594353,0,False
238992,0.9677402760807353,0,False
206258,0.9665400202634244,0,False
189185,0.9658499446950272,0,False
78424,0.9652549697493518,0,False
19214,0.9650449517921713,0,False
313024,0.9650449517921713,0,False
225569,0.9650449517921713,0,False
392699,0.9648366369829426,0,False
152661,0.9648366369829426,0,False
40336,0.9648366369829426,0,False
380374,0.9648366369829426,0,False
226848,0.9648366369829426,0,False
267222,0.9648366369829426,0,False
301877,0.9648366369829426,0,False
253331,0.9648366369829426,0,False
305058,0.9619003418819867,0,False
100162,0.9607484034401734,0,False
383589,0.9604636591478697,0,False
228515,0.9604636591478697,0,False
295317,0.9604636591478697,0,False
272842,0.9604636591478697,0,False
127108,0.9604636591478697,0,False
238937,0.9604636591478697,0,False
179178,0.9604636591478697,0,False
188083,0.9604636591478697,0,False
342306,0.9604636591478697,0,False
4720,0.9604636591478697,0,False
193631,0.9604636591478697,0,False
5409,0.9604636591478697,0,False
231799,0.9604636591478697,0,False
302939,0.9604636591478697,0,False
129627,0.9604636591478697,0,False
241213,0.9604636591478697,0,False
216594,0.9604636591478697,0,False
178225,0.9604636591478697,0,False
186220,0.9604412166058105,0,False
228917,0.9604412166058105,0,False
260148,0.9604412166058105,0,False
85707,0.9604412166058105,0,False
189522,0.960392774866459,0,False
167501,0.960392774866459,0,False
355235,0.96,0,False
109764,0.96,0,False
286805,0.96,0,False
238922,0.96,0,False
73333,0.96,0,False
203894,0.96,0,False
378889,0.96,0,False
204245,0.96,0,False
380645,0.96,0,False
209114,0.96,0,False
193288,0.96,0,False
368233,0.96,0,False
390165,0.96,0,False
349894,0.96,0,False
276232,0.96,0,False
102227,0.96,0,False
351292,0.96,0,False
378058,0.96,0,False
277100,0.96,0,False
352005,0.96,0,False
93617,0.96,0,False
102069,0.96,0,False
201269,0.96,0,False
277905,0.96,0,False
278707,0.96,0,False
227760,0.9583333333333333,0,False
22834,0.9583333333333333,0,False
383410,0.9583333333333333,0,False
284837,0.9583333333333333,0,False
39842,0.9583333333333333,0,False
213996,0.9583333333333333,0,False
34183,0.9583333333333333,0,False
5604,0.9583333333333333,0,False
59177,0.9583333333333333,0,False
314221,0.9583333333333333,0,False
10735,0.9583333333333333,0,False
234113,0.9583333333333333,0,False
31471,0.9583333333333333,0,False
383015,0.9583333333333333,0,False
256343,0.9583333333333333,0,False
